model,n_obs_items,cat_n_items,obs_acc,pred_acc_cat,pred_acc_full,theta_full_correctness,theta_cat_correctness,final_se_correctness,n_cross_correctness,theta_full_scaffolding,theta_cat_scaffolding,final_se_scaffolding,n_cross_scaffolding
01-ai/Yi-6B,3367,23,0.08731808731808732,0.10902650863716726,0.08715781857966869,-1.0764379849474093,-0.5111240670529223,0.29617435808753995,23.0,-0.18070957793689096,-0.41494551711001737,0.2522038209711303,11
01-ai/Yi-6B-Chat,3343,17,0.12653305414298535,0.1313995665512664,0.12128238114129686,-0.2006865821249641,-0.022909813559428158,0.25861008811970126,13.0,-0.8688124670178587,-0.9561074339089762,0.2947157994686343,17
EleutherAI/pythia-1.4b,3408,96,0.07247652582159625,0.06819562197676765,0.06829579563808234,-2.4266290843658433,-2.4991322924176345,0.29680642487065223,96.0,0.8648959591697851,0.9457590375832052,0.14094353870354542,8
EleutherAI/pythia-160m,3406,95,0.04580152671755725,0.07097772032648973,0.05452436967364105,-5.567074474400904,-2.645073247821178,0.29681095173359373,95.0,1.3596834143935106,1.2820491136802064,0.14128129590131067,9
EleutherAI/pythia-1b,3403,91,0.06758742286218043,0.06697491024543484,0.06478309973889453,-2.619644933789572,-2.6111642158527633,0.2976826492184667,91.0,0.9050248611911991,1.072618434946475,0.14402400454484052,10
EleutherAI/pythia-2.8b,3405,58,0.06343612334801763,0.07494982306727499,0.06345687994055355,-2.649788304691011,-2.0602090388921304,0.2986111188864657,58.0,0.689832173792401,0.813850938856758,0.15501381871066966,9
EleutherAI/pythia-410m,3409,86,0.059548254620123205,0.0694241014005092,0.059043831036841805,-3.6618811009281433,-2.5478869775803528,0.2979187563243226,86.0,1.1568238084019313,1.0835518298581714,0.14152817307712343,9
EleutherAI/pythia-6.9b,3399,37,0.06237128567225655,0.08301916661382501,0.060860620155419196,-2.4117680338294223,-1.4451206348645063,0.29383496663612746,37.0,0.29530280501442807,0.33488914967241723,0.19346291646631295,10
EleutherAI/pythia-70m,3414,96,0.03485647334504979,0.06524420933477344,0.04463176081262939,-5.650241870042665,-2.5361510167612433,0.29697069153228955,96.0,0.6431475714260027,0.7805071601990589,0.1402561238997263,8
HuggingFaceH4/zephyr-7b-beta,3364,19,0.26010701545778836,0.22553228490336186,0.24181778004841323,1.0054888195497507,0.9635699599798889,0.11906173341493559,6.0,0.434329081234487,-0.2969177001579749,0.2911254443400453,19
HuggingFaceTB/SmolLM2-1.7B,3373,21,0.10317225022235399,0.11170789935003071,0.10145189731602418,-0.7090900181197279,-0.46824992988390457,0.29640244482110656,21.0,-0.30006507754071055,-0.4168665556701679,0.2734789165024759,13
HuggingFaceTB/SmolLM2-1.7B-Instruct,3343,22,0.16003589590188452,0.17527749224904687,0.1544579253954471,0.2739268953909822,0.5416065600118218,0.18938608908050858,12.0,-0.8218635436399548,-0.8962073457395937,0.29886545072166293,22
HuggingFaceTB/SmolLM2-135M,3298,34,0.04335961188599151,0.06763227358066635,0.04502311698843651,-3.8974349459747986,-1.9504905629733444,0.2948776371552194,34.0,0.17008940706442643,0.08835694085669017,0.20510992444996054,10
HuggingFaceTB/SmolLM2-360M,3393,44,0.04715590922487474,0.0666778474196533,0.050236862876102656,-3.2899582750731042,-1.9328691537142701,0.2961403350105511,44.0,0.3037204422489006,0.06723725874708593,0.18994337841901576,11
HuggingFaceTB/SmolLM2-360M-Instruct,3381,22,0.06654835847382432,0.08826771642527828,0.06793058336311693,-1.4269824737447632,-0.9617937410086358,0.29491643444141846,22.0,-0.9029442230334417,-0.4676531955209351,0.2686236588197206,14
LLM360/Amber,3395,47,0.038880706921944036,0.06858049382102563,0.04309010807931602,-4.705663354494703,-2.0700466721673143,0.2975264825475325,47.0,0.4327544840197733,0.5234636875586561,0.17940535068371208,9
