model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_full_presentation,theta_cat_presentation,theta_batch_presentation,theta_mwle_presentation,final_se_presentation,scorable_evals_presentation
01-ai/Yi-6B,35,196,precision_reached,True,196,0,0.09521542489883361,-0.9937684244211631,-0.938604,-0.9990192991575135,-1.0495884367454045,0.324266,143,0.04322049561788705,-0.620209,-0.6136256975418238,-0.6819884558256324,0.342177,48,-0.6120138142052015,-0.247505,-0.28552074201242406,-0.25472801850793303,0.34371,26
01-ai/Yi-6B-Chat,21,149,precision_reached,True,149,0,0.1491460187635314,-0.012459871221071945,-0.500811,-0.5947472135889131,-0.5833609808617619,0.338528,112,-0.9037488274891349,0.386189,0.27961736774950624,0.4159159332719988,0.345366,40,0.5310458970292069,0.626545,0.5784440370627093,0.687479812017148,0.343551,16
EleutherAI/pythia-1.4b,34,198,precision_reached,True,198,0,0.0706267539756782,-2.2482485935498104,-1.667531,-2.0801121649613425,-2.3634235110201987,0.283849,145,1.1691117060341354,1.145958,1.2141794371311134,1.3748356566239899,0.333503,48,-1.6992301869533666,-1.074932,-1.1478385228194392,-1.275657153460019,0.34596,28
EleutherAI/pythia-160m,50,310,max_scenarios_reached,False,310,0,0.036406067677946324,-5.748196770467383,-2.499233,-3.3966327825268614,-5.735630008580648,0.301283,229,1.7668268222215502,1.641787,1.7134845374419754,1.9333454536148675,0.324827,61,-4.820826334987955,-2.915264,-3.462911519106498,-6.311847691939563,0.372152,48
EleutherAI/pythia-1b,43,273,precision_reached,True,273,0,0.06456140350877193,-2.486001697273736,-1.960459,-2.215606327439246,-2.4830220454720946,0.30085,202,1.0850678552158144,1.051109,1.0631282457506082,1.2034864084416341,0.32834,57,-1.9541734389005256,-1.909828,-2.026756416748157,-2.3148889310255254,0.349506,39
EleutherAI/pythia-2.8b,49,308,precision_reached,True,308,0,0.05753040224508887,-2.4973145029427113,-2.147441,-2.7162586757271554,-3.266129551205695,0.27983,232,0.9265374779940266,0.710413,0.6896063547406438,0.8114403496195569,0.325519,56,-2.3789244228016297,-2.334451,-2.555016338774265,-3.042347565091245,0.348978,46
EleutherAI/pythia-410m,50,313,max_scenarios_reached,False,313,0,0.05015162118031257,-3.610003862123413,-2.474985,-3.0851524488545894,-4.066105533500474,0.301746,237,1.4036257759865973,0.950511,0.9365096174934276,1.0669423364273924,0.325285,58,-3.477693230184832,-2.377412,-2.6383609538718784,-3.1949080874699085,0.351889,45
EleutherAI/pythia-6.9b,34,189,precision_reached,True,189,0,0.06705744431418523,-2.2259175995061127,-1.625579,-1.8374576795055946,-2.0809399384716722,0.336143,131,0.6827781521806802,0.380411,0.3670548335435543,0.4210887779557519,0.33577,47,-1.3279330604900275,-1.108489,-1.168872171003405,-1.2995183227285876,0.34967,28
EleutherAI/pythia-70m,50,308,max_scenarios_reached,False,308,0,0.02770018621973929,-5.989649038583136,-2.464951,-3.339422568687964,-5.744704407095163,0.307812,234,0.9546239695186854,1.18618,1.4163766181115038,1.6357549065464632,0.334558,52,-4.824806853104915,-2.852699,-3.446118776102876,-6.157738009006232,0.363354,46
HuggingFaceH4/zephyr-7b-beta,19,123,precision_reached,True,123,0,0.2552021047596269,1.0933994252718031,1.106261,1.031048795808268,1.137979828409617,0.225489,90,0.5243695193463498,-0.148679,-0.2278147119618501,-0.2076398937067127,0.336173,36,0.5217346970594791,0.534342,0.4791268505985314,0.6097585317341406,0.331754,15
HuggingFaceTB/SmolLM2-1.7B,31,167,precision_reached,True,167,0,0.12618821292775664,-0.5233880818694452,-0.268051,-0.3056018985063057,-0.2772040255732319,0.322026,119,-0.19963336247271238,-0.55551,-0.579860962544489,-0.6431758414312326,0.346537,48,0.2650807752179734,0.435414,0.3701409108553129,0.45550930622798735,0.342978,20
HuggingFaceTB/SmolLM2-1.7B-Instruct,24,133,precision_reached,True,133,0,0.1899831447146641,0.4799575425556966,0.564613,0.5164644308541536,0.6248764248851613,0.282662,93,-0.8805411222153174,-0.57577,-0.5766277181163606,-0.6904111740400496,0.34356,43,1.0548679050245144,0.646345,0.5914359119479914,0.7508144247800033,0.346629,15
HuggingFaceTB/SmolLM2-135M,47,282,precision_reached,True,282,0,0.04591836734693878,-3.8009684636531165,-2.233322,-2.5828623152124286,-3.0872164136024125,0.324383,207,0.49409858642794924,0.401452,0.4274036452149909,0.4767178525531867,0.312428,61,-1.7895194800466347,-1.695167,-1.7373224887979515,-1.9397161874201814,0.347671,40
HuggingFaceTB/SmolLM2-360M,35,196,precision_reached,True,196,0,0.04778719397363465,-3.1322734031932766,-1.529994,-1.8029427231682043,-2.024584840782136,0.316138,142,0.6812509052543899,0.437308,0.4334563784461123,0.5144737693101821,0.334804,54,-1.9445712841140306,-0.894775,-0.9533493057984046,-1.0550167596668356,0.349994,26
HuggingFaceTB/SmolLM2-360M-Instruct,30,169,precision_reached,True,169,0,0.08376839107736117,-1.3297059190149718,-1.029689,-1.1849495236091552,-1.2807958854215205,0.322306,115,-0.8201163057191524,-0.377227,-0.39926612055734784,-0.41989514686459534,0.347784,50,-0.32830593245800027,0.018912,-0.00834902443364897,0.036945295615216284,0.347962,22
LLM360/Amber,49,295,precision_reached,True,295,0,0.03163074039362699,-4.693542183514906,-2.327263,-3.3056330106370333,-6.961561176977963,0.302012,221,0.8114303682735481,0.532912,0.7016709792203558,0.772029566075098,0.33824,57,-4.458319621817574,-2.522748,-3.281251231819854,-5.76006242153751,0.349392,41
Qwen/Qwen2-0.5B,34,183,precision_reached,True,183,0,0.047788029335225926,-2.440005530068993,-1.596861,-1.899509798873582,-2.198513952046981,0.340863,130,-0.4758409788667395,0.272024,0.26496479076763424,0.30789087120827424,0.329383,48,-1.4006263090412407,-0.844988,-0.9325899558179535,-1.016487469287895,0.34963,25
Qwen/Qwen2-1.5B,27,149,precision_reached,True,149,0,0.125,-0.4380831095890809,-0.24326,-0.37333118801734055,-0.3464153835399568,0.285569,105,-1.2055755450401298,-1.399703,-1.3082913686562352,-1.451230780460419,0.339285,44,0.2537196198521281,-0.268145,-0.4140238510519121,-0.36200294979371034,0.349493,19
Qwen/Qwen2-7B,19,118,precision_reached,True,118,0,0.307084729535663,1.599999743767224,1.468823,1.417399783450085,1.557346434862382,0.252347,80,0.052292635089008235,-0.010999,-0.09378468598297768,-0.04954986602332938,0.325369,46,1.193062463161668,0.884032,0.7943557462889939,0.9792362275393576,0.321373,15
Qwen/Qwen2.5-0.5B,25,155,precision_reached,True,155,0,0.11071513423616061,-1.1563748111560845,-0.535207,-0.6355874270029332,-0.6256231589564424,0.294598,113,-1.0358235666273563,-0.747155,-0.7808473176133738,-0.9273374943479257,0.308977,51,0.8015211156225083,1.181433,1.109181436350127,1.2523043373620915,0.292241,15
Qwen/Qwen2.5-0.5B-Instruct,24,138,precision_reached,True,138,0,0.1568348732527837,-0.524027554350549,-0.130541,-0.2295037491601062,-0.17993211453032804,0.322842,95,-1.2268426633938436,-0.822032,-0.8149595104668392,-1.0059681107276606,0.328498,49,1.5978221103664476,1.257732,1.2309462737855943,1.3924918218742652,0.331102,15
Qwen/Qwen2.5-1.5B,27,141,precision_reached,True,141,0,0.24814340588988476,0.8002345808937772,0.937958,0.8569398338040364,0.9299071599573971,0.226209,91,-1.5589401146710682,-1.19213,-1.1405498444303952,-1.3017962040177464,0.272093,61,1.8687029130952841,2.027658,1.979355736349856,2.1523173756345946,0.273632,15
Qwen/Qwen2.5-1.5B-Instruct,27,153,precision_reached,True,153,0,0.3094493868718442,1.3333332673250293,2.100306,1.989720146853262,2.1184497581913004,0.20047,100,-1.509709119658148,-1.221629,-1.294834468309583,-1.4052252654257114,0.241528,66,2.401710678905092,2.541135,2.7530155669735255,2.8889779042258503,0.250287,15
Qwen/Qwen2.5-3B,25,143,precision_reached,True,143,0,0.34464627151051624,1.5999999971770724,1.910624,1.8809703275674428,2.0223863189739792,0.216127,99,-0.831826998868037,-0.910603,-0.9446221459707537,-1.0700363225118974,0.280918,56,2.4032417347585553,1.912473,1.908179640582783,2.034170296242729,0.275403,15
Qwen/Qwen2.5-3B-Instruct,16,100,precision_reached,True,100,0,0.4388316973904716,2.1334465058230916,2.466312,2.435302076082732,2.554175773326014,0.220752,75,0.26273519316117266,-0.010793,-0.11083480750735906,-0.11808249708682529,0.271573,21,2.686506900289985,2.710242,2.6761033121247566,2.8197706802128653,0.272162,15
Qwen/Qwen2.5-7B,17,90,precision_reached,True,90,0,0.405973715651135,2.1333333333413376,1.774004,1.7898787092586719,1.8190632178927968,0.207417,62,0.31756812433173454,0.589744,0.473868792702187,0.5235812754354265,0.244047,28,2.136241796913974,2.158169,2.174596511614369,2.29490769556216,0.2742,15
Qwen/Qwen2.5-7B-Instruct,18,101,precision_reached,True,101,0,0.5271428571428571,2.6666666666667718,2.710904,2.7587539757393507,2.909485484411248,0.210319,76,0.2689115957619187,0.24585,0.2883018919189574,0.2017468021023548,0.201397,26,2.8667543466130003,2.729566,2.669912017457516,2.7960292685605164,0.29945,15
Qwen/Qwen2.5-Coder-7B,24,132,precision_reached,True,132,0,0.38861091255658803,2.1333330891104385,1.611293,1.5969454377180199,1.7383551136972757,0.246335,84,-0.006287318988611257,-0.72182,-0.7744754072161584,-0.8200610063414894,0.276818,57,2.401241598291974,2.213346,2.2601683028755373,2.4378226830977923,0.2742,15
Qwen/Qwen2.5-Math-7B,21,143,precision_reached,True,143,0,0.40564918110610015,2.3999962474949808,2.36961,2.303047115275667,2.4193614092944213,0.150182,110,-1.723648806155854,-0.661444,-0.9953822546585384,-1.0378517191463783,0.248628,35,2.4743220635133967,2.099849,2.080979488448462,2.2206847178625395,0.248776,15
Qwen/Qwen3-0.6B,19,119,precision_reached,True,119,0,0.21371722846441948,1.0670056301927975,1.802777,1.8056327426344596,1.9031305486700152,0.198816,80,-1.8723018192951513,-1.768376,-1.7613966557592955,-1.7909516617329406,0.282341,43,0.2966838031298112,1.294561,1.2307941736104746,1.3835366930650326,0.309369,15
Qwen/Qwen3-1.7B,19,116,precision_reached,True,116,0,0.4744730679156909,2.6667567467698943,2.470593,2.429943865036377,2.560719049274963,0.199619,77,-2.5618642348107814,-1.955403,-2.37008522670328,-2.9599900764794365,0.284814,45,2.306835020571158,2.131115,2.2088544533614156,2.323172895673077,0.276004,15
Qwen/Qwen3-4B,16,101,precision_reached,True,101,0,0.5841143392689785,3.7333333333339263,3.172006,3.3535134872896757,3.572773637995561,0.190899,73,-1.7753869709386445,-0.632728,-0.8955684577261911,-1.0475290892011622,0.330884,30,2.3989728000526487,2.386185,2.2459127194550517,2.410947452516465,0.332565,15
