model,actual_atlas_bank,pirt_pred,mean_p_pred,theta,se,n_items
01-ai/Yi-6B,0.4528593508500773,0.5706269968889462,0.5711327592727148,-1.1988421778318312,0.15875135702099247,8
01-ai/Yi-6B-Chat,0.39258114374034003,0.5505767280764401,0.551510692310116,-1.3256413587962828,0.13320151462236507,8
HuggingFaceH4/zephyr-7b-beta,0.5486862442040186,0.5770348220869752,0.577740974863071,-1.1570720112013033,0.20011497755041863,8
HuggingFaceTB/SmolLM2-1.7B,0.4312210200927357,0.5330721391499255,0.5341221813235029,-1.445036725396959,0.13184979909282074,8
HuggingFaceTB/SmolLM2-1.7B-Instruct,0.38794435857805254,0.5415298257708929,0.5411266357836942,-1.3957924147941607,0.20117923521841075,9
HuggingFaceTB/SmolLM2-135M,0.22102009273570325,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
HuggingFaceTB/SmolLM2-360M,0.3075734157650695,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
HuggingFaceTB/SmolLM2-360M-Instruct,0.3044822256568779,0.5029885295116897,0.5045708806825379,-1.6798068988052135,0.15407963307180875,8
Qwen/Qwen2-0.5B,0.21020092735703247,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
Qwen/Qwen2-1.5B,0.31375579598145287,0.5117796635694277,0.5129934765676791,-1.6073401774269829,0.17551543103565564,8
Qwen/Qwen2-7B,0.482225656877898,0.5505767280764401,0.551510692310116,-1.3256413587962828,0.13320151462236507,8
Qwen/Qwen2.5-0.5B,0.23956723338485317,0.5029885295116897,0.5045708806825379,-1.6798068988052135,0.15407963307180875,8
Qwen/Qwen2.5-0.5B-Instruct,0.2782071097372488,0.5029885295116897,0.5045708806825379,-1.6798068988052135,0.15407963307180875,8
Qwen/Qwen2.5-1.5B,0.4080370942812983,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
Qwen/Qwen2.5-1.5B-Instruct,0.3755795981452859,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
Qwen/Qwen2.5-3B,0.4234930448222566,0.5706269968889462,0.5711327592727148,-1.1988421778318312,0.15875135702099247,8
Qwen/Qwen2.5-3B-Instruct,0.4034003091190108,0.5456183063369561,0.545169265772858,-1.3681264882688056,0.24963756454518665,8
Qwen/Qwen2.5-7B,0.5023183925811437,0.5531719096215689,0.5539594813477675,-1.309487026270393,0.14089565436935272,8
Qwen/Qwen2.5-7B-Instruct,0.43894899536321486,0.5770348220869752,0.577740974863071,-1.1570720112013033,0.20011497755041863,8
Qwen/Qwen2.5-Coder-7B,0.44976816074188564,0.5519605763813241,0.5523236854593163,-1.320264173891562,0.285885920517945,8
Qwen/Qwen2.5-Math-7B,0.46831530139103555,0.5404756571878601,0.5413321857119577,-1.3943734004572776,0.1394164218630293,8
Qwen/Qwen3-0.6B,0.2828438948995363,0.4472582306399376,0.449466878903218,-2.379042886520511,0.28359633046889127,8
Qwen/Qwen3-1.7B,0.37094281298299847,0.5117796635694277,0.5129934765676791,-1.6073401774269829,0.17551543103565564,8
Qwen/Qwen3-4B,0.5023183925811437,0.5770348220869752,0.577740974863071,-1.1570720112013033,0.20011497755041863,8
allenai/OLMo-2-0425-1B,0.3910355486862442,0.5519605763813241,0.5523236854593163,-1.320264173891562,0.285885920517945,8
allenai/OLMo-2-1124-7B,0.5610510046367851,0.5492780645602084,0.5501325189220099,-1.3347902954063326,0.1262612022885884,8
bigscience/bloom-1b1,0.1901081916537867,0.4855629470328478,0.4872223937220664,-1.8491176608598014,0.2240459294955598,8
bigscience/bloom-1b7,0.2071097372488408,0.5117796635694277,0.5129934765676791,-1.6073401774269829,0.17551543103565564,8
bigscience/bloom-3b,0.22720247295208656,0.5117796635694277,0.5129934765676791,-1.6073401774269829,0.17551543103565564,8
bigscience/bloom-560m,0.17001545595054096,0.5314156037730924,0.53234588653898,-1.4578252846519564,0.15680706830280752,8
bigscience/bloom-7b1,0.25656877897990726,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
bigscience/bloomz-1b7,0.26738794435857804,0.5519605763813241,0.5523236854593163,-1.320264173891562,0.285885920517945,8
deepseek-ai/deepseek-coder-6.7b-base,0.25193199381761977,0.5029885295116897,0.5045708806825379,-1.6798068988052135,0.15407963307180875,8
deepseek-ai/deepseek-llm-7b-base,0.2782071097372488,0.5265406093340861,0.5262270787073194,-1.5029472947977107,0.22843812944966893,8
google/gemma-2-2b,0.4760432766615147,0.5492780645602084,0.5501325189220099,-1.3347902954063326,0.1262612022885884,8
google/gemma-2-2b-it,0.4034003091190108,0.5340787952445379,0.535223962151567,-1.4371689705930015,0.13978031410511108,8
google/gemma-3-1b-it,0.33075734157650694,0.4326297523618074,0.4338521075397078,-2.690429043568126,0.2848393443064401,16
google/gemma-3-4b-it,0.4312210200927357,0.5770348220869752,0.577740974863071,-1.1570720112013033,0.20011497755041863,8
h2oai/h2o-danube2-1.8b-base,0.3446676970633694,0.5117796635694277,0.5129934765676791,-1.6073401774269829,0.17551543103565564,8
ibm-granite/granite-3.0-2b-base,0.4327666151468315,0.5456183063369561,0.545169265772858,-1.3681264882688056,0.24963756454518665,8
ibm-granite/granite-3.1-2b-base,0.4482225656877898,0.5456183063369561,0.545169265772858,-1.3681264882688056,0.24963756454518665,8
ibm-granite/granite-3.1-2b-instruct,0.44513137557959814,0.5016077125029935,0.5018620957148818,-1.7043067756740922,0.18941203558778763,8
lmsys/vicuna-7b-v1.5,0.39258114374034003,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
meta-llama/Llama-3.2-1B,0.27666151468315303,0.5089864646139343,0.5104785935161411,-1.6284273662174868,0.14565667668144203,8
meta-llama/Llama-3.2-1B-Instruct,0.31375579598145287,0.4087383095743349,0.4122253813724583,-3.2003122989587247,0.29588358432472084,14
meta-llama/Llama-3.2-3B,0.4312210200927357,0.5519605763813241,0.5523236854593163,-1.320264173891562,0.285885920517945,8
meta-llama/Llama-3.2-3B-Instruct,0.43894899536321486,0.5415298257708929,0.5411266357836942,-1.3957924147941607,0.20117923521841075,9
microsoft/Phi-3.5-mini-instruct,0.4884080370942813,0.5027653740108331,0.502917688534773,-1.6946847653234305,0.1970104232588913,8
mistralai/Mistral-7B-Instruct-v0.3,0.5780525502318392,0.5770348220869752,0.577740974863071,-1.1570720112013033,0.20011497755041863,8
mistralai/Mistral-7B-v0.1,0.5363214837712519,0.5770348220869752,0.577740974863071,-1.1570720112013033,0.20011497755041863,8
nvidia/Nemotron-Mini-4B-Instruct,0.42967542503863987,0.5519605763813241,0.5523236854593163,-1.320264173891562,0.285885920517945,8
openbmb/MiniCPM-2B-sft-bf16,0.45904173106646057,0.5466853209950266,0.5473094207958819,-1.3536731809490052,0.1532034397011362,8
stabilityai/stablelm-2-1_6b,0.3446676970633694,0.5323287667939173,0.5330573011384488,-1.45268765839656,0.19808222002464765,9
stabilityai/stablelm-2-zephyr-1_6b,0.31530139103554866,0.5179276395078275,0.5183329484521616,-1.563969898506968,0.1647656247247907,8
stabilityai/stablelm-3b-4e1t,0.3446676970633694,0.5179276395078275,0.5183329484521616,-1.563969898506968,0.1647656247247907,8
stabilityai/stablelm-zephyr-3b,0.33075734157650694,0.5179276395078275,0.5183329484521616,-1.563969898506968,0.1647656247247907,8
state-spaces/mamba-2.8b-hf,0.321483771251932,0.5179276395078275,0.5183329484521616,-1.563969898506968,0.1647656247247907,8
tiiuae/Falcon3-1B-Base,0.36476043276661513,0.44987793663026937,0.45100769893729004,-2.3512710996122417,0.2920429072775681,8
tiiuae/Falcon3-3B-Base,0.42967542503863987,0.5268399357039325,0.5280902064788163,-1.4890229359436316,0.12785840364678855,8
tiiuae/Falcon3-7B-Base,0.5285935085007728,0.5535358905559686,0.5543541178209175,-1.3068950931912,0.1551479803182736,8
