n_scenarios,adaptive_median_se,random_median_se,adaptive_recovery_r,random_recovery_r
1,0.6311401063035115,0.8446485077456152,0.7277580838590396,0.48615287207046337
2,0.46971177188078406,0.6836537515797647,0.7913825294822484,0.701584516334439
3,0.34034759381813634,0.6158436842710207,0.8220755615266676,0.7389946057443204
4,0.2488626592075519,0.5517290905917251,0.8574557819418867,0.7838832541941215
5,0.21464214728600273,0.5026632248197037,0.8724678643802054,0.8200325161441064
6,0.19643852941786483,0.4655102916442553,0.89640196828093,0.871052502630917
7,0.18157570341230056,0.44317588573581845,0.9047950356117707,0.8749538022177572
8,0.16180280544225595,0.39919134939654527,0.9113986817034339,0.8776046019864293
9,0.15042349837401342,0.37617164480273857,0.9257137770978906,0.8890625666673387
10,0.14439170366352505,0.35719099758568695,0.9339966819032498,0.9032792800883344
11,0.1351161067281604,0.35138352373604653,0.9413052640104357,0.907947880995901
12,0.12981489074958927,0.3383207567096143,0.9440112213788986,0.9095488735982725
13,0.11938531358935466,0.3164161701995315,0.9464075566520873,0.9182910262903234
14,0.1150886417331077,0.310626355367574,0.9560154837200313,0.9231893906600606
15,0.11201707804552907,0.28772662986643815,0.9573422525413595,0.9310768011816
16,0.10707935728504578,0.2870542322996781,0.9583381545744716,0.9324671857051271
17,0.10523235023154612,0.27103886609380035,0.9619661867405224,0.9341110930092141
18,0.10289162200849192,0.26490663508790124,0.9626260430036371,0.9443690780920121
19,0.10115706616368172,0.2554004644304755,0.965285818765924,0.9513652773502751
20,0.09950102680664738,0.2520159441719488,0.9665451663712121,0.9527857396176436
21,0.0969568290187746,0.24698537307072266,0.969784829440295,0.9557396596261613
22,0.09340670509415788,0.24044176499824155,0.9715610163535688,0.9580718694356227
23,0.09279700371484832,0.2330371281554592,0.9734599050101044,0.9585475867049286
24,0.0925612640121932,0.22808868163280976,0.9751688870834494,0.9578648198838385
25,0.08891200168716343,0.21754195252194272,0.9750126166610467,0.9609044507136698
26,0.08813491589347794,0.21625378388439873,0.9758299788757208,0.9605358078755533
27,0.0867877443706655,0.21518023748019266,0.9764277991389002,0.9574546194779395
28,0.0855699888474399,0.2108842084008531,0.9758010712986048,0.9557653400191929
29,0.08447956276044578,0.20985867009194212,0.9771623892175407,0.955707175217214
30,0.08268464537523082,0.20687978728634654,0.9778120253203334,0.9576567254078733
31,0.08189881780479642,0.20181741413838067,0.978621702806208,0.9606318367587819
32,0.08141429598189852,0.19581294888057846,0.9793297724098791,0.9638638894925696
33,0.08080218029530856,0.1922175482245207,0.9802012829573035,0.9676955236375788
34,0.08006829978144597,0.19055685290038538,0.9803329449530608,0.9705237055634554
35,0.07992753961995802,0.18690877068509087,0.9803272065064516,0.9718993011436885
36,0.07967762208720633,0.18205781372424518,0.9805773598868464,0.9714046651752307
37,0.07972015165840017,0.17880867552175128,0.9807891181732674,0.9741178868585308
38,0.07966192620638962,0.1776869218235798,0.9808133695507114,0.9742875306697841
39,0.07981857153071809,0.17207730494013707,0.9814237374712905,0.9737294375396495
40,0.0798878320622981,0.17091214404025254,0.981658377137095,0.9745822418133585
41,0.07998710696333636,0.1706735559487886,0.982463395746846,0.9743172956292819
42,0.0788243727733538,0.17044671950961607,0.9825016764674142,0.9745492238469036
43,0.07888960772158295,0.16524411141942072,0.9834946563181154,0.9745386921334046
44,0.07899533685930638,0.16410648643174264,0.9837536795013142,0.9750446863453301
45,0.07720427646407879,0.16271892781127395,0.9835035714167957,0.9754367439862545
46,0.07725353699560418,0.15962463586156617,0.9840938167301307,0.9755466085465686
47,0.07620280127014126,0.15771249523116854,0.9839242684891568,0.9752294902739751
48,0.07665452982509854,0.15688510708096742,0.9840073134676951,0.9762372682280419
49,0.07686260556052399,0.1559889887806321,0.9848129952287901,0.9773229701067389
50,0.07588295546824547,0.15574216280311415,0.9848506055615546,0.976563366899732
51,,0.1540355196233961,,0.9768017913373793
52,,0.15359414302115496,,0.9778130096915134
53,,0.1531095348490477,,0.9781866049370724
54,,0.15097760336358612,,0.9785532194672432
55,,0.14929595634973591,,0.9781324925151814
56,,0.14835436902493596,,0.9788086185443455
57,,0.14708014093520533,,0.9794681743260677
58,,0.14702559365105522,,0.9762713499548049
59,,0.1460452895024918,,0.9755149891046273
60,,0.14259501171022237,,0.9754417212685346
61,,0.14208968487998008,,0.9764706090415385
62,,0.1404343048474979,,0.9760488536428937
63,,0.14026511700566952,,0.976070829933943
64,,0.1357982727114287,,0.97639881051606
65,,0.13485833794494745,,0.9769651481730436
66,,0.13364877212610096,,0.9780285314491065
67,,0.1333693429628978,,0.9789713143715404
68,,0.13266182186008021,,0.9794419569168262
69,,0.13252478308187615,,0.9793811805399023
70,,0.13136526413671296,,0.9792648074349506
71,,0.13047581340965497,,0.9802087031449677
72,,0.13020337448792985,,0.9809953255016421
73,,0.12985360260285533,,0.9813274193075815
74,,0.1291008979369058,,0.9816853157274116
75,,0.12739800147106423,,0.9818574301899784
76,,0.12693009813296297,,0.9819086986739821
77,,0.12538064378921504,,0.9840779680581259
78,,0.12448008144695116,,0.9838824939792293
79,,0.12370416454921032,,0.9852312432529096
80,,0.1226530381985964,,0.9846228502250529
81,,0.12222721188369662,,0.9847054966639855
82,,0.12176473880603937,,0.9847259077425933
83,,0.1219502683171558,,0.984864301829971
84,,0.12167907040007363,,0.9847594557974967
85,,0.12157151587618467,,0.9853548320286736
86,,0.1204983826858414,,0.9853309532637851
87,,0.11897860569974843,,0.9855515917527008
88,,0.11706986867955377,,0.985793772813153
89,,0.1168401367803442,,0.9853876684897157
90,,0.11606647275183403,,0.9858660594279071
91,,0.11497055673542822,,0.9863852772571158
92,,0.11427839117593258,,0.9864343029222566
93,,0.11336486986080044,,0.9866717842269173
94,,0.11271765951029593,,0.9869029243985974
95,,0.11226490576845354,,0.9869057570004774
96,,0.11214871224381631,,0.9870152138291677
97,,0.11180198241175418,,0.986984767597622
98,,0.11125620855528787,,0.9864913088280678
99,,0.11104132271275349,,0.9866333835566818
100,,0.11080585031163365,,0.9872764864686838
101,,0.1099453693757966,,0.987469865903553
102,,0.10939977448024782,,0.9872515895763718
103,,0.10827458878285806,,0.9874310144135828
104,,0.10791719809580883,,0.98716401789951
105,,0.10802875620531747,,0.9870067457235466
106,,0.10766030129831508,,0.9870708214114511
107,,0.10727762709866395,,0.9870526602887211
108,,0.106259632575008,,0.9869600240433816
109,,0.1060528437178285,,0.9866236077982181
110,,0.10576115739436867,,0.9867825107110216
111,,0.10425582518031137,,0.9870789944556074
112,,0.10358665481607171,,0.987484857194101
113,,0.10341689259901743,,0.9875593815560003
114,,0.10336696621096111,,0.9873646511524286
115,,0.10324086336745053,,0.9872933897782129
116,,0.10282349236757145,,0.9875202952904563
117,,0.10285596809725285,,0.9875368741350697
118,,0.1019797842924097,,0.9875427657105068
119,,0.10128114247662273,,0.9876821900161271
120,,0.10030731875767225,,0.9877433510846969
