criterion_id,a_instruction_following,b,exportable,source_criterion_count
ifb_0000_c01,0.8653605606625852,-0.13197718498765404,True,2250
ifb_0000_c02,1.1458666314888002,0.3280030036609383,True,2250
ifb_0000_c03,1.5705205413591719,1.0446914652286239,True,2250
ifb_0001_c01,0.5141388053604891,-0.5484596764116145,True,2250
ifb_0001_c02,0.6280965742085,-0.44063412064871155,True,2250
ifb_0001_c03,0.7907951026841981,0.18345330043231758,True,2250
ifb_0001_c04,0.794930122414225,0.6623017709264244,True,2250
ifb_0002_c01,0.5209704873765946,0.37197404759942554,True,2250
ifb_0002_c02,1.0142751553898224,1.9544543582183416,True,2250
ifb_0002_c03,0.7974375135706664,0.6639862931105818,True,2250
ifb_0003_c01,2.5329302389783024,-1.2413402826717927,True,2250
ifb_0003_c02,0.9173461490289775,-1.0901009646212498,True,2250
ifb_0003_c03,0.6883359880548497,-0.6113661626155953,True,2250
ifb_0003_c04,1.4858484059042283,0.24731783973799387,True,2250
ifb_0003_c05,0.8675013498469064,-1.9190063305284126,True,2250
ifb_0003_c06,1.1571985052059541,0.1259338254345926,True,2250
ifb_0004_c01,2.5625727852775726,-14.020138169848568,True,2250
ifb_0004_c02,1.5632056117461932,-5.927792204718824,True,2250
ifb_0004_c03,1.751694858016824,-3.7818734934650258,True,2250
ifb_0004_c04,1.2109802806303254,-3.096055888927381,True,2250
ifb_0005_c01,0.6467429619271607,0.2827711244385236,True,2250
ifb_0006_c01,1.0454583590387272,-2.7628694552548234,True,2250
ifb_0006_c02,1.1222697226846976,-2.598926767644611,True,2250
ifb_0007_c01,0.4709506168159546,-1.9299211726217276,True,2250
ifb_0007_c02,1.708867457099631,-2.849685174070575,True,2250
ifb_0007_c03,1.326321836479873,-2.294751834156703,True,2250
ifb_0007_c04,2.408314619558739,-2.2758352700616973,True,2250
ifb_0008_c01,1.6425079746415698,0.025767504768183992,True,2250
ifb_0008_c02,0.297054158949099,-0.6934946551311906,True,2250
ifb_0008_c03,0.7554728666796829,-0.30330331379627695,True,2250
ifb_0008_c04,3.0705762368677476,0.4951280507583778,True,2250
ifb_0008_c05,2.5746007564913973,1.870211382256244,True,2250
ifb_0009_c01,1.0939525657246476,-1.2112093413185017,True,2250
ifb_0009_c02,2.6922183987244384,8.361369931498025,True,2250
ifb_0010_c01,0.8300973650170219,-0.4807428044070698,True,2250
ifb_0010_c03,0.8005540539510687,2.776134306612373,True,2250
ifb_0011_c01,1.1363989746380627,-0.995485069226908,True,2250
ifb_0011_c02,1.0755976944636467,-1.4405147282393913,True,2250
ifb_0012_c01,0.7189725069543528,-1.5110068822552278,True,2250
ifb_0012_c02,0.15447849170000963,2.2353131187266797,True,2250
ifb_0013_c01,0.6840718768853814,-0.7709775159149846,True,2250
ifb_0013_c02,0.896268245920314,-0.49214259215146494,True,2250
ifb_0013_c03,0.6646857480708471,0.8753282522509098,True,2250
ifb_0014_c01,1.2155886838249976,0.9809519237539517,True,2250
ifb_0014_c02,0.6400388179472877,1.6565550156090891,True,2250
ifb_0014_c03,0.33014785835388005,3.1336995340773357,True,2250
ifb_0015_c01,0.9496401496392707,-1.7914064992423822,True,2250
ifb_0015_c02,0.859894709873985,0.5412293191748284,True,2250
ifb_0015_c03,1.4078086745628549,4.825644688860006,True,2250
ifb_0015_c04,0.6659690766083174,-1.2678934753406856,True,2250
ifb_0016_c01,1.1958318156267624,-1.0258738786745918,True,2250
ifb_0016_c02,1.521440731872143,-0.005703766722401728,True,2250
ifb_0016_c03,0.9948151047399719,0.985908724546806,True,2250
ifb_0017_c01,1.8689236479580265,1.8176943594283066,True,2250
ifb_0017_c02,0.7290685598212348,0.9272889825920232,True,2250
