n_scenarios,adaptive_median_se,random_median_se,adaptive_recovery_r,random_recovery_r
1,0.7651004471160645,0.8924036259133319,0.49561304338474677,0.45640423378804396
2,0.6612551151200309,0.8216217828690044,0.7233557309987841,0.5923450784952817
3,0.6171390936677145,0.7609453738070514,0.76760519893243,0.7098874222739502
4,0.5495616892008098,0.7351948687192468,0.821168081189849,0.7724843758028254
5,0.49366503080316637,0.7004887190531646,0.8578230685107026,0.8137379060429724
6,0.45614511342050973,0.6804548454388524,0.878094423084467,0.8382550527145451
7,0.40098998198138014,0.6536810980640746,0.8980109260928413,0.8303832283116293
8,0.37532581542676335,0.6443272713758887,0.9069730918949063,0.8441053949899746
9,0.36857118311458525,0.619710369358733,0.9187002563307989,0.845099577044156
10,0.3484868307835572,0.6038685250590019,0.9286112761740152,0.8449510918472124
11,0.3354943468660746,0.5974320226604422,0.9377889150501147,0.8588279925885265
12,0.32787880006237674,0.5679508230072812,0.9440511441306312,0.8630258046195697
13,0.3125118922644825,0.5595526020275763,0.9479821559389342,0.8767395469124653
14,0.3056590355390627,0.5466997238404459,0.9460057762104326,0.8822637529172535
15,0.3036179792068264,0.5366551226587014,0.9470914103402968,0.8928481276584096
16,0.2897526801507955,0.5235006392494199,0.949620496107874,0.9129896159514933
17,0.2797043506491995,0.5190258179360072,0.9518928345168953,0.9111610235295872
18,0.27628551094703735,0.4940820777695728,0.9544080442499484,0.9135103966889732
19,0.2716478586076915,0.48123897079820566,0.953774163777427,0.9191984363946357
20,0.26863984605452684,0.4680199681126126,0.9534482432268031,0.9317254540435398
21,0.2581601246214388,0.4540555175857225,0.9539684937360005,0.9329822879692513
22,0.2533772191364007,0.4525448638279156,0.9539720555928135,0.9335684045072281
23,0.2543633939883749,0.4476261659921311,0.9520461160109502,0.9354402619732544
24,0.25201263162254317,0.43608080790142023,0.9544555509910965,0.9420531320323252
25,0.23563817635821876,0.42741728252756706,0.952901716378708,0.9436724453430767
26,0.23312094784069015,0.4187690191286181,0.952706424432144,0.9456089881015568
27,0.22733665179724044,0.4168385899304725,0.9517344132429523,0.9474803054369013
28,0.2200567583051658,0.41717393573818407,0.9512161072261643,0.9472642989520393
29,0.21674677023668043,0.4157530810282173,0.9506914814250091,0.9475725688881643
30,0.2143791165977692,0.41163199558858055,0.9524119341441797,0.9485156809145249
31,0.21195150366895732,0.4080991220785193,0.952692547684287,0.9485214789033022
32,0.20976665402539196,0.39733273094908644,0.9527785420251418,0.9510436121646051
33,0.20852374929109935,0.38195859303065244,0.953839075021636,0.9521686368899315
34,0.2056497579611369,0.378564213179878,0.960790513251623,0.9535089834488435
35,0.20474613162995897,0.3791969046902701,0.96381735980604,0.9532887234505101
36,0.20302268336679985,0.36694433336231036,0.9643548370977976,0.9544695051639058
37,0.19831135776058084,0.3600173037774249,0.964422848081614,0.9542886225806121
38,0.19530907787434681,0.3622364246264447,0.9639867386568447,0.9558576448153022
39,0.193939435138897,0.34813696876576683,0.9633462129468179,0.957454918537579
40,0.18934310151280126,0.3477903696186332,0.9629603066089258,0.9575078154540296
41,0.1876323181564093,0.343844745800195,0.96271710538263,0.9585743313286613
42,0.18747289701538383,0.34310374156748474,0.9633917513173095,0.9594565584582319
43,0.1866558160637862,0.3347209146320701,0.9617599851662799,0.9595399263622474
44,0.18561319630179807,0.3273674764619724,0.9613888713410921,0.9605308930631128
45,0.18423650503202493,0.32153613273870263,0.9616141824212441,0.9602835114568834
46,0.18226333463367134,0.3197912107763083,0.962498476915995,0.9617014719885014
47,0.18092156962610595,0.3155602221507855,0.9624460090854084,0.9606700408231347
48,0.17938059572288656,0.3136586196647845,0.9604539528470818,0.9609403478822425
49,0.1775925320282832,0.3102923896412444,0.9604656679188681,0.960582346448058
50,0.1764774815524714,0.30961524574995836,0.959499455796607,0.9574381991581273
51,0.175916669272559,0.3062442381773531,0.9631327171107511,0.9589514103113139
52,0.17397664543404684,0.2991183114165693,0.9657274040948554,0.9592045714637925
53,0.17159947366276068,0.2991183108219263,0.9701518235902915,0.959502619246868
54,0.17072588973771774,0.29167354162747006,0.9744619435203701,0.9597592949103254
55,0.16991952069152616,0.29092853684801323,0.9740295743315799,0.9600220670236892
56,0.16876117663714313,0.29045176926667726,0.9743196149879909,0.9600225461111932
57,0.16776674582763113,0.28254680063164894,0.9733090781844289,0.9604069635014628
58,0.1667966001724971,0.2820997142482436,0.9737152174940732,0.9605112723145718
59,0.16681739786419897,0.2815891874026064,0.9753374079559516,0.9603091517763002
60,0.16523267107853118,0.2815694523941106,0.9749299538440793,0.9600544827106053
61,0.16443249097617074,0.2765546838075016,0.9743018006702148,0.9621607902639271
62,0.1640587173312376,0.2760003711373028,0.9745858841197562,0.9627478419052699
63,0.16336032641775122,0.27511629453715514,0.9744146934608553,0.9633814517831947
64,0.16046922136311226,0.2751322907086882,0.9744379078341909,0.9632869305169792
65,0.15984347297143214,0.27476924743856407,0.9751832753581987,0.9628123810182433
66,0.15812588451869858,0.27496996452844075,0.9756752958401893,0.9632400093613762
67,0.1577289826264181,0.27081702501273974,0.9756558560822061,0.9624651515867101
68,0.15592827633176745,0.26607485919448615,0.9757630349181836,0.962546125644058
69,0.15531877999574198,0.261257151931309,0.9759388074448768,0.963389559893688
70,0.15508648789723528,0.2605826184535077,0.975662268774139,0.9630698178884323
