"","a1","d","g","u"
"X201",6.43864903312375,-6.68259073943359,0.250946234665174,1
"X202",1.52459734429895,0.0760013659415381,0.0383306201140742,1
"X203",3.83782546718408,-5.08586062761814,0.0111978004979227,1
"X204",3.3405318817545,-3.71852886794821,4.3124567589578e-05,1
"X205",3.07510175616502,-3.35426986914556,0.0204338589429695,1
"X206",1.01523196081244,-2.46828888175877,0.0284644689554334,1
"X207",3.05955068027112,-2.2274986121655,0.014489538494838,1
"X208",1.52558814591411,-4.80463243747807,2.82482740425449e-05,1
"X209",1.08506402136462,-1.05638418389321,0.00102565752008374,1
"X210",5.0152434823314,-5.71455515783175,0.00497151770617069,1
"X211",2.74344320590887,-1.97685720874061,0.0285495572893277,1
"X212",1.04917429129345,-1.06718154681677,0.000857351913752925,1
"X213",-0.900359445403112,-2.14450872819746,7.05273680796942e-05,1
"X214",1.94831451850788,0.388096821801084,0.0277381733683672,1
"X215",9.0945496367661,-6.27535732110105,0.113422387819102,1
"X216",5.13626886084472,-3.51573518086178,0.0226869468911695,1
"X217",7.43159927941895,-6.11571728673108,0.0739365789840273,1
"X218",4.93558792664903,-6.20954704044334,0.549092276129963,1
"X219",4.74723422409832,-9.592726644267,1.12831116869664e-05,1
"X220",4.09774090540048,-4.27145258579635,1.18940443548431e-05,1
"X221",1.59696435717688,0.340933638590729,0.000103010208720237,1
"X222",5.20426101699001,-6.43625587766742,1.05448060563431e-05,1
"X223",1.03347057420137,-4.51937245975567,3.5387468042906e-05,1
"X224",6.30418102719639,-4.4361183339165,0.00919416431473531,1
"X225",2.92835338767669,-4.04213856073183,3.57690313925956e-05,1
"X226",3.442439457758,-3.90202602541854,0.0227166535150692,1
"X227",3.69940335693245,-4.908836648339,3.16641024496198e-05,1
"X228",5.61705617192671,-6.4853833137512,0.400545043986378,1
"X229",3.90341973578941,-4.42073170787369,0.00726224986517735,1
"X230",1.5401413173283,-3.12715388764408,0.00515658574761595,1
"X231",4.60728353741312,-7.63453834449463,9.80992271914028e-06,1
"X232",3.68977051455441,-3.51670045028224,0.0235910850034127,1
"X233",1.37031891217721,0.681618091906098,9.45534528577889e-05,1
"X234",3.15346446779781,-3.57166527407863,1.58740458291269e-05,1
"X235",4.3240136101156,-2.68738709985716,0.0250138902019087,1
"X236",1.31118104835644,-1.45771465301811,0.000133589921377628,1
"X237",7.52894649012656,-6.50959167092817,0.242705875332744,1
"X238",1.8686856289087,1.56892376429867,0.000173659287580096,1
"X239",1.07666055917158,-0.302839128655102,0.000162455211388159,1
"X240",0.519827275536439,-0.294742679037915,0.000221015504492562,1
"X241",5.86792189028049,-5.96273995240825,0.00166160555061608,1
"X242",2.26626749839715,-4.09231570695527,0.00862722708494548,1
"X243",0.559376055568922,-0.511162140923595,0.000199954722431939,1
"X244",5.00863384033434,-3.89014099579193,0.0435990197802571,1
"X245",-6.08401757123021,-12.0850904719997,0.373302082671309,1
"X246",7.89618333745676,-7.22708826803609,0.286070833676829,1
"X247",3.94014663059276,-2.65410106448089,0.0285035085918794,1
"X248",1.52531543130191,-3.25279669230542,2.90672121593064e-05,1
"X249",3.98969752845638,-1.68132068001772,0.0344304704564806,1
"X250",6.93390477032486,-5.40932415416944,0.029232635531499,1
"X251",3.78179457525359,-4.81271989840504,0.00885253524982195,1
"X252",3.03596494243547,-4.43007484079266,0.0283538484317708,1
"X253",-2.75679889868977,-5.50262702761794,0.0335708556314009,1
"X254",4.54995070272848,-4.56959900509841,0.0320435156574595,1
"X255",4.04367341724721,-3.76170721347878,0.0220415877392483,1
"X256",5.05267000355453,-6.03847677026954,1.04924716809866e-05,1
"X257",-1.34619511479486,-6.38966948981303,0.00071324435198361,1
"X258",3.06646181751811,-6.10519161935041,0.00516391054620659,1
"X259",1.38642187384032,1.86643393911829,0.000265080146408116,1
"X260",4.80356964194654,-4.9671815333976,0.00416634894093441,1
"X261",1.54854140401143,0.0728734073520656,0.0265117509852401,1
"X262",1.70203894404695,-1.04248808029523,7.40104933446159e-05,1
"X263",2.80155906264854,-3.95800492350621,1.52295791262491e-05,1
"X264",1.42541574395585,1.12394265512373,0.000467946892319768,1
"X265",11.3599347329374,-12.6824969600853,0.596467445087123,1
"X266",4.15134019153652,-5.10885361468779,0.461606816685915,1
"X267",0.80110150003463,-2.28243185362449,6.92376805671345e-05,1
"X268",2.09651839936932,-3.08283356812451,3.16318265518102e-05,1
"X269",1.92954165212894,3.12885998991114,0.000241039701549507,1
"X270",2.44646249307723,-2.38472401438922,0.0101613829132607,1
"X271",1.01388683820338,0.401629785942937,0.000234878316667406,1
"X272",9.82126310818754,-10.1586751899536,0.262601055015605,1
"X273",4.02810641856575,-3.36735357111905,0.0344094429451634,1
"X274",1.78271258357509,1.07454222827693,0.000135913089050469,1
"X275",6.14914239041667,-4.50533818825013,0.0444396776908731,1
"X276",-6.42058390999157,-11.7956706634407,0.332353207816586,1
"X277",4.76547809407318,-4.05076324451718,0.021858866028329,1
"X278",0.686956492060219,0.158277631194281,0.000276105453775656,1
"X279",5.45301776576374,-4.32277216598637,0.325688625945641,1
"X280",5.88049971168956,-5.23430019874651,0.229224503676109,1
"X281",3.29599647485567,-2.29532597288545,0.447511725952872,1
"X282",6.14022035310439,-4.33181179987532,0.0209730595061885,1
"X283",2.32997258172324,-3.10324004238997,0.00631428103839322,1
"X284",0.947305824374371,-0.190996216269239,0.00041808489321328,1
"X285",0.978871733787521,-0.315372209324043,0.184895865395077,1
"X286",2.29861277340715,-0.361274528786288,0.000102635047880106,1
"X287",2.92786263007823,-3.7516273574191,0.00694387596309176,1
"X288",5.06553054966958,-6.4496061647644,0.27971823858657,1
"X289",2.26748322630734,-3.0719061512191,3.26589981362378e-05,1
"X290",1.22483045082602,-1.63633095926091,0.00014532649216374,1
"X291",3.54022696296088,-2.05742625898773,0.195948142421264,1
"X292",1.50856453179729,0.0897937233776114,0.000193308990442799,1
"X293",5.89503425498308,-5.8770833967002,0.0319374843492964,1
"X294",5.14927544599783,-6.58413799479457,0.0014756728086065,1
"X295",2.37231667417536,0.30167584050618,0.00903404527886084,1
"X296",7.41301926049498,-7.17332020181016,0.0191395811480175,1
"X297",3.95429816394211,-4.29326998457115,0.0116329214236248,1
"X298",1.54660751527762,-0.986139644495295,0.135977457006364,1
"X299",3.70299891783825,-4.75430079018082,1.08962210268606e-05,1
"X300",1.7330365320054,-0.422487034398544,7.34234925980156e-05,1
