"","a1","d","g","u"
"X601",-1.59469288794204,0.62962341492354,0.00023148007572733,1
"X602",0.823218934722865,-1.82172343959868,6.84305770812107e-05,1
"X603",1.59505477955422,-1.54717630223768,3.04803286192513e-05,1
"X604",1.62458569933182,-1.76374985519366,2.95664790961073e-05,1
"X605",-1.77480202394725,0.495553429114175,0.000128436409083835,1
"X606",-27.4452058194891,-42.311454621112,0.292949252426993,1
"X607",0.251604834888575,-2.27181544376668,0.000193919859428132,1
"X608",-24.2426349655466,-38.1552510069676,0.386016915013789,1
"X609",-3.21926767616473,1.59111912486686,0.139435485538745,1
"X610",1.41260926578053,-1.46019437814018,3.66415880956475e-05,1
"X611",2.15890428885308,-0.154121720306382,4.45690829462666e-05,1
"X612",1.05031454531602,-1.899662404743,2.60944501116586e-05,1
"X613",2.53391529608058,-1.3094432816632,2.11293725141233e-05,1
"X614",0.678986694544461,-1.75453526267686,5.64982171051985e-05,1
"X615",-1.86845694939712,-0.0727698770872152,4.61579588838234e-05,1
"X616",1.8678612784956,-2.21115394797936,1.61895660200849e-05,1
"X617",1.32508144115804,-1.47668010415931,3.66007825809116e-05,1
"X618",0.723812054494865,-1.74086302306596,3.72362904780994e-05,1
"X619",0.586249399477289,-0.670462614676856,0.000304502045763915,1
"X620",2.16312340023161,-3.16428546279922,0.0681978951222283,1
"X621",1.46331334276171,-2.8847081312297,2.80679655068908e-05,1
"X622",1.57517520183838,-1.28951770947641,2.72372726138459e-05,1
"X623",1.43249356890384,-0.534428879319298,0.0931778645026658,1
"X624",3.92227361917099,-3.36210092722704,0.00813641259274298,1
"X625",1.27386140799563,-1.26020867416081,3.07999978889171e-05,1
"X626",0.925309555961339,-2.04710144530829,2.69983087837746e-05,1
"X627",4.39495114764743,-2.49757457698605,0.062950870317895,1
"X628",-1.56657597334978,0.503433709938637,9.6626949514411e-05,1
"X629",-1.43818013739959,0.307070042315814,0.000123825763282845,1
"X630",1.33743337244463,-2.02104367959417,2.70930060036894e-05,1
"X631",3.38371548678127,-1.64321635287608,0.000481127501187702,1
"X632",2.28063522401134,-1.06695097643109,2.67823145398519e-05,1
"X633",1.14944598867072,-1.47814827139522,2.8828769694904e-05,1
"X634",0.774360453947762,-1.7536875083237,4.0573428750366e-05,1
"X635",0.200155789426993,-1.60867570434554,0.0962518376670629,1
"X636",2.53400557400006,-1.84605133562248,2.40935226929977e-05,1
"X637",-0.121618643010858,-1.28230802572975,0.000875363455637598,1
"X638",0.66345011236508,-2.13320494810111,3.52220459232138e-05,1
"X639",0.345253296735307,-1.90239542887029,0.000130776356380944,1
"X640",0.137741687959588,0.244959296584355,0.00179423177778324,1
"X641",1.73555755852735,-0.368222723094274,2.95429546595874e-05,1
"X642",0.539096507369553,-2.73864376848726,6.42524361913428e-05,1
"X643",-3.26274884015867,0.227901777635917,0.186254868060393,1
"X644",0.122540158965515,-1.58609852600267,0.00108388970519705,1
"X645",1.06103282321315,-1.95444427590415,2.38254484274255e-05,1
"X646",-1.80302277640723,0.401744441667606,5.8814482083643e-05,1
"X647",1.11277841388894,-1.32067654068011,6.56984088760008e-05,1
"X648",2.51839463307361,-1.63436674989861,2.71224568266979e-05,1
"X649",-33.5629920550272,-49.9269767580945,0.239077308638539,1
"X650",1.99977769615775,-3.26462681458887,1.80158996969778e-05,1
"X651",0.746726630315348,-2.43220604734939,0.00653899270939113,1
"X652",1.44631051575591,-0.914684714983904,0.000259640979933674,1
"X653",0.211026122958136,-0.66048976553124,0.00190278099579049,1
"X654",-2.21988010478364,0.365032296136173,4.74739386292285e-05,1
"X655",3.3844868351461,-1.69673692111262,0.00759371994597261,1
"X656",0.975886783640936,-1.61510502788402,4.08258960129658e-05,1
"X657",3.14962767770163,-2.57349903805478,0.00370013490199992,1
"X658",0.717564398937166,-2.04995677364846,4.59721065909518e-05,1
"X659",0.685304571527789,-3.16806895992444,3.21768029147698e-05,1
"X660",1.12881280481361,-2.52957560204325,4.47000962028328e-05,1
"X661",1.30953566562386,-2.30727770508177,4.12167432399213e-05,1
"X662",-1.80373508362717,1.14007003371147,0.0872513104171734,1
"X663",2.19451268419753,-1.83320510834576,2.63496578640625e-05,1
"X664",1.5445988946346,-0.835672668669516,3.73274853385527e-05,1
"X665",2.39745043812336,-2.268528381242,3.02399614281954e-05,1
"X666",2.3318642737884,-3.51550591037427,0.0686959912556368,1
"X667",3.83580330793777,-3.69833611567153,0.00703033079875002,1
"X668",0.803228174635387,-1.5967408860894,3.70604458840826e-05,1
"X669",1.03303584546899,-2.62897643205188,4.83646687472797e-05,1
"X670",3.81628499467663,-3.22891029178475,0.409701825891507,1
"X671",0.50231781247318,-1.66572083660069,6.74869417957661e-05,1
"X672",2.17244329744723,-2.26356717505513,2.07729617035446e-05,1
"X673",-10.3132534928839,-17.4381302809781,0.188964581040901,1
"X674",-0.55712990855069,-0.682397657827386,5.80071829211856e-05,1
"X675",1.1714901288318,-1.41649386811648,3.45095776901183e-05,1
"X676",1.8740166556182,-1.73283843873745,0.0869558892547575,1
"X677",-2.30924165818942,-0.401620011113617,0.293802515923451,1
"X678",-4.66290875692463,-9.47970496533748,0.248051893589926,1
"X679",0.814738662033372,-1.84990932973343,4.96600508968719e-05,1
"X680",-1.70563674663662,0.625925859195103,0.477768921284864,1
"X681",1.60791709230109,-1.5608836490264,1.82424070879521e-05,1
"X682",0.769761301424518,-1.79845243711895,3.8857796266904e-05,1
"X683",-1.38759692263087,0.163543355975763,0.000139294473170842,1
"X684",-1.6838878020004,0.800860633258062,0.00156313724022722,1
"X685",1.40538932191174,-1.18152028597604,4.87470106584249e-05,1
"X686",1.61391924687373,-1.83643799300304,0.0833574334840468,1
"X687",-1.02365377280773,0.422764850150335,0.00065280420335357,1
"X688",1.44047135605658,-0.765264610745987,6.50370881046175e-05,1
"X689",1.29320751214945,-0.780471312070643,3.47629593453884e-05,1
"X690",1.17674103013118,-1.84868319981876,2.52186312236237e-05,1
"X691",1.91886565603907,-2.07575034620034,0.00747362552056581,1
"X692",-2.54366572607415,0.652492041755319,3.242125689967e-05,1
"X693",1.69208405117701,-1.65843976915587,0.0272918444028935,1
"X694",1.08999603647564,-1.33044932978182,0.000245258342372683,1
"X695",1.18366462242768,-1.05534056296038,3.02309293663099e-05,1
"X696",-33.0400401375018,-49.1197793516156,0.276817238890569,1
"X697",1.02697411510229,-1.10655753986158,2.93831581798564e-05,1
"X698",1.12184199393233,-2.33921461617908,3.03264793478528e-05,1
"X699",1.32670559168599,-2.42831031471458,3.07410440487337e-05,1
"X700",0.967539463574127,-1.89777194109178,3.10442305574485e-05,1
