"","a1","d","g","u"
"X401",-2.9953197458035,-12.1051891159395,1.53646160326205e-06,1
"X402",-12.5942574525672,-35.2921516399815,1.50941816417367e-06,1
"X403",42.3151594891184,18.9216395375276,0.0935338979119735,1
"X404",-12.5537745417132,-35.371015002423,0.00207946296230531,1
"X405",46.3156066254592,21.2106717579442,0.0642219821742538,1
"X406",-1.98641590160464,-6.56241789240037,0.0539644875880251,1
"X407",1.98669239969179,-4.61451475006913,0.0434499664817741,1
"X408",4.70150987453825,-4.99149058664623,0.0681347463081347,1
"X409",2.16189412334007,-2.21148085209534,0.147811653750638,1
"X410",8.1824150118346,-7.17891847185397,0.118572391764938,1
"X411",3.02006358741412,-4.34837468733099,0.0344962237833605,1
"X412",-0.977869093683298,0.909383986316115,9.18882726956849e-05,1
"X413",4.04938832032772,-4.28228311556859,0.0521647303120825,1
"X414",3.31553056156466,-2.3429045584094,0.105371561867794,1
"X415",40.6711053754388,-44.1703817718407,0.490351220998481,1
"X416",5.25475560350851,-2.18364894530552,0.436395405436548,1
"X417",8.90599314740894,-7.35186396996417,0.327228893078725,1
"X418",-0.851411683902738,-0.84065993916604,1.8986545236739e-05,1
"X419",36.3150013974746,-38.7503116753407,0.499921366651108,1
"X420",7.19920572605701,-10.4921435313173,0.00482398306963595,1
"X421",-2.57653785155156,-9.11318883898408,0.00401590885435202,1
"X422",-2.14741687491203,-8.328906190581,0.00532374157412455,1
"X423",7.7946820051674,-11.2233665504598,0.00701455982156271,1
"X424",1.00062235816277,0.28814032525614,0.00306439262163553,1
"X425",-0.822259542763437,-2.44917716290915,1.24610471972597e-05,1
"X426",-3.82494971895589,-12.6087233644118,1.53675619977716e-06,1
"X427",-3.60996851186952,-12.2822669552589,1.53920441479227e-06,1
"X428",1.02061671848222,-5.0021368470048,5.39168356743031e-06,1
"X429",1.1985107168873,4.76970369883885,0.0171573023182095,1
"X430",4.36733855262343,-3.85505124226656,0.0545655028875574,1
"X431",-3.11910652582978,-11.7146073083532,1.54664208572698e-06,1
"X432",7.06025268383209,-4.61692557826369,0.181770263120022,1
"X433",6.19942213634075,-4.30793436833423,0.166294122314095,1
"X434",-2.79261166422201,-10.8561896817875,1.58113921246067e-06,1
"X435",1.40693368546209,-2.50509948666683,0.00362535310836784,1
"X436",0.790753321525195,-2.7193502473331,5.47044822940726e-05,1
"X437",5.8662699368861,-7.25375136337525,0.206212760401003,1
"X438",7.02388522265979,-9.34860445490597,0.175826026855923,1
"X439",22.7319383961464,-33.5075242713204,0.0191483637833449,1
"X440",-8.32587344079409,-23.7345770953191,0.00634138313467698,1
"X441",0.213713951380042,1.9362752768453,0.00338519013008005,1
"X442",-8.68750161118307,-25.2233298925284,0.00210178464500643,1
"X443",2.77223977094218,-5.97210448004359,2.23400860046078e-06,1
