model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
01-ai/Yi-6B,10,40,precision_reached,True,40,0,0.08731808731808732,-1.0709472401598445,-1.102666,-1.3224317726932198,-1.4140809676811728,0.33641,32,-0.18559899939070254,-0.148507,-0.19518534420134587,-0.1778589028281331,0.325268,15
01-ai/Yi-6B-Chat,9,36,precision_reached,True,36,0,0.12653305414298535,-0.262028709508774,-0.836838,-0.9228048979582106,-1.0104838417993234,0.375379,27,-0.8618177605467816,-0.06549,-0.12824924812629407,-0.06805756486002154,0.365672,15
EleutherAI/pythia-1.4b,11,37,precision_reached,True,37,0,0.07247652582159625,-2.425622869868609,-1.623997,-2.2085981556441614,-2.9790286192135436,0.353631,28,0.8572912389872671,0.620813,0.711566453093684,0.6978457039800592,0.343956,16
EleutherAI/pythia-160m,12,53,precision_reached,True,53,0,0.04580152671755725,-5.736133656337929,-1.739669,-2.5771384249890184,-4.426167421993868,0.306028,43,1.3573467304838673,1.210067,1.6879627972980198,3.509927750275625,0.309757,21
EleutherAI/pythia-1b,8,33,precision_reached,True,33,0,0.06758742286218043,-2.621579633507893,-1.413381,-1.9633745579050945,-2.6016495790899192,0.373639,24,0.9004880569029323,0.435603,0.4025986182261093,0.4110175013194232,0.360964,15
EleutherAI/pythia-2.8b,10,43,precision_reached,True,43,0,0.06343612334801763,-2.6515618076520813,-1.325461,-1.622603855769084,-1.7503190825414185,0.346228,34,0.694650762040399,0.423051,0.4230892571572171,0.5219552281256128,0.356709,20
EleutherAI/pythia-410m,14,56,precision_reached,True,56,0,0.059548254620123205,-3.6615912533253563,-1.74949,-2.482389044749913,-3.591306559750468,0.331896,46,1.149836670271624,0.451854,0.4678698908019236,0.49902373338985195,0.325838,16
EleutherAI/pythia-6.9b,8,33,precision_reached,True,33,0,0.06237128567225655,-2.4123740413615353,-1.337843,-1.9009960788797085,-2.3480621092847134,0.376371,24,0.2900888175664066,0.611927,0.6602422159180209,0.7571294644789067,0.360395,15
EleutherAI/pythia-70m,8,44,precision_reached,True,44,0,0.03485647334504979,-5.922993552508258,-1.57942,-2.200816103382475,-3.001702036802283,0.356126,39,0.6398949348516552,0.306592,0.09180511352654097,0.16245879250985149,0.336761,15
HuggingFaceH4/zephyr-7b-beta,7,45,precision_reached,True,45,0,0.26010701545778836,1.0666666646581588,1.021603,0.9789424313775329,1.0662841313718001,0.209401,37,0.4340333690130584,-0.253528,-0.39124313991883286,-0.3818629221890615,0.254048,15
HuggingFaceTB/SmolLM2-1.7B,9,32,precision_reached,True,32,0,0.10317225022235399,-0.7596159353679596,-0.419157,-0.5606947358103073,-0.4891859544158296,0.345274,24,-0.29427039818136747,-0.469863,-0.65029987628801,-0.6353224298641915,0.352364,15
HuggingFaceTB/SmolLM2-1.7B-Instruct,9,37,precision_reached,True,37,0,0.16003589590188452,0.26669029182473236,0.353301,0.36349276217863735,0.4591236854840483,0.280365,28,-0.8197081621063828,-0.833993,-0.9859598308115612,-0.989159980673175,0.290688,17
HuggingFaceTB/SmolLM2-135M,10,43,precision_reached,True,43,0,0.04335961188599151,-3.897561976765128,-1.143917,-1.8120017101688453,-2.4335855290243114,0.333747,33,0.17563328112976367,-0.077754,-0.15873679456250492,-0.1469232936139145,0.294106,17
HuggingFaceTB/SmolLM2-360M,12,49,precision_reached,True,49,0,0.04715590922487474,-3.2898325322330026,-1.492565,-1.8857890698016562,-2.209174363602755,0.34596,42,0.29834580879075834,0.346808,0.202584718073247,0.2776318016933442,0.326027,16
HuggingFaceTB/SmolLM2-360M-Instruct,13,49,precision_reached,True,49,0,0.06654835847382432,-1.4044252824404446,-1.544734,-1.72815777853375,-1.921663584166786,0.328297,39,-0.9026822201860336,-0.793832,-0.9864740037043688,-1.0001652352220052,0.336326,20
LLM360/Amber,10,40,precision_reached,True,40,0,0.038880706921944036,-4.705948345137682,-1.397895,-1.9389114824148985,-2.677766630219407,0.369878,32,0.4369535608701001,0.284489,0.14725985114451107,0.1514069480697005,0.349616,16
Qwen/Qwen2-0.5B,11,45,precision_reached,True,45,0,0.042295178941141674,-2.5468893057191018,-1.538134,-1.9935759618221105,-2.364797382108788,0.335225,36,-0.4831769479089256,0.31615,0.18559651582553965,0.16423900362162652,0.321482,16
Qwen/Qwen2-1.5B,11,39,precision_reached,True,39,0,0.10097719869706841,-0.5558450406302707,-0.675824,-0.7741874407635675,-0.7683722388305559,0.36762,29,-1.2391418740936222,-1.5274,-1.887556750582503,-1.7888595152113487,0.318011,17
Qwen/Qwen2-7B,6,28,precision_reached,True,28,0,0.29770765108663294,1.333375303250364,1.397042,1.3950552470966568,1.4621985723613613,0.20789,16,0.06642115873584753,-0.281636,-0.25629285121536555,-0.3129137640417289,0.347286,20
Qwen/Qwen2.5-0.5B,11,39,precision_reached,True,39,0,0.06759561221464572,-1.3280329454814797,-0.787255,-0.908866481074188,-0.9339496842586397,0.363323,28,-1.0239743675544815,-1.271152,-1.3245056603880252,-1.583885820890508,0.362598,16
Qwen/Qwen2.5-0.5B-Instruct,7,35,precision_reached,True,35,0,0.09050445103857567,-0.7633335710828015,-0.338289,-0.4051186785548888,-0.39529652499571866,0.34927,30,-1.1502684211662542,-0.400914,-0.612134480485778,-0.39158096888943367,0.382173,15
Qwen/Qwen2.5-1.5B,7,33,precision_reached,True,33,0,0.19155740326191237,0.7999844992180877,1.032992,0.8237675236903768,0.9894798659771651,0.247622,25,-1.5531650702080804,-1.295018,-1.2269190899591709,-1.4104224675575825,0.307475,15
Qwen/Qwen2.5-1.5B-Instruct,4,27,precision_reached,True,27,0,0.24766777008727053,1.266066870957924,1.132849,0.9005953958564068,1.222039888256265,0.2609,19,-1.3487353524121302,-0.494317,-1.1799402846969365,-1.3790130539775438,0.292153,15
Qwen/Qwen2.5-3B,4,26,precision_reached,True,26,0,0.2897727272727273,1.3538531475001543,1.451712,1.457304846871601,1.5188569964232803,0.215784,20,-0.7592477773355794,-0.820235,-0.6983541395145314,-1.0162892594162127,0.369493,15
Qwen/Qwen2.5-3B-Instruct,8,52,precision_reached,True,52,0,0.3985572587917042,2.1333333333398117,1.504316,1.7967741212828474,1.8563916866396062,0.235208,45,0.5028264550016861,0.592708,0.45144510134405763,0.4946749901506227,0.225548,18
Qwen/Qwen2.5-7B,13,51,precision_reached,True,51,0,0.3798982949446605,2.1333330974346305,1.727874,1.8282018316011088,1.7747652278817474,0.164206,42,1.0302766871079645,1.587826,1.5425700197914622,1.6109699405797442,0.169553,16
Qwen/Qwen2.5-7B-Instruct,13,59,precision_reached,True,59,0,0.5103139013452915,2.6666319768165128,2.53311,2.5124529713166295,2.5540968921779954,0.172374,56,1.3388480478277263,1.110781,1.2035601981728097,1.1693263837284766,0.226798,17
Qwen/Qwen2.5-Coder-7B,8,45,precision_reached,True,45,0,0.34695704057279236,1.8007796272874186,1.311148,0.98442136784965,1.3193825739623604,0.265891,34,-0.015430567237183362,-0.14855,-0.06851584007893502,-0.03368913735857827,0.281715,17
Qwen/Qwen2.5-Math-7B,5,36,precision_reached,True,36,0,0.36628079548827547,2.1334101360239375,1.852398,1.76457287623826,2.225342779683414,0.253821,26,-1.5510368486466517,-0.807877,-0.9948537327872934,-1.1036799483895934,0.314113,16
Qwen/Qwen3-0.6B,9,38,precision_reached,True,38,0,0.21241541629891145,1.066666673438853,1.997451,2.6015315630502003,3.1437388525061123,0.292439,24,-1.721617658265959,-1.573339,-1.9132800194138866,-1.9990349190678285,0.299613,19
Qwen/Qwen3-1.7B,6,28,precision_reached,True,28,0,0.4643488509133765,2.666666666668728,2.171324,2.2329748629216666,2.5331562655533872,0.307964,20,-1.9296958129685864,-1.407684,-1.287714682839454,-1.6043235537846223,0.359135,16
Qwen/Qwen3-4B,10,55,precision_reached,True,55,0,0.5998823183289202,3.7333333333484484,3.495686,3.5133581250377524,3.6101161978465837,0.203406,45,-1.966966679449938,-1.216126,-1.4730064655687796,-1.498803331382467,0.245728,19
TinyLlama/TinyLlama-1.1B-Chat-v1.0,12,40,precision_reached,True,40,0,0.04053254437869822,-2.381521142576596,-1.360535,-1.8274318356895152,-2.424017380995883,0.396175,29,-1.1439627817992242,-1.170248,-1.2268418476267107,-1.4699886430721876,0.351956,17
allenai/OLMo-2-0425-1B,6,24,precision_reached,True,24,0,0.10434525569021579,-0.7963937458234788,-0.024933,-0.12443163973230874,0.06592807598724974,0.377567,16,-0.2851440422761627,-0.17231,-0.14208242381119285,-0.1950706569299213,0.365076,15
allenai/OLMo-2-1124-7B,9,36,precision_reached,True,36,0,0.24754244861483468,1.0666666589603846,1.036578,0.854802143316327,1.1246591149445284,0.259385,26,-0.41456159501652884,-0.807263,-0.7850863683983828,-0.9313750832846477,0.308407,17
bigscience/bloom-1b1,9,37,precision_reached,True,37,0,0.03799705449189985,-4.300106632415083,-1.649966,-2.168525939014408,-3.0144535969432344,0.370424,29,0.29854064059127516,0.254476,0.24329285258084885,0.32266089930999237,0.371975,19
