"X","a1","d","g","u"
"X1",5.27042114217849,5.18125860664429,0.844703888577168,1
"X3",1.61495482831045,2.47056886775672,0.00238969237138509,1
"X5",4.63535227014835,6.97877494123797,0.919205551523805,1
"X6",-0.840045666863543,1.95389064335215,0.0308991603871323,1
"X7",6.71869427812612,-2.56445383363871,0.060541492912967,1
"X8",6.450016510764,13.7150302821597,0.569054980055177,1
"X12",7.6510065312771,7.79252172163989,0.391993553170411,1
"X13",2.6288714060379,6.74336634476233,0.103344280723756,1
"X15",2.00983876029012,-0.0808446871905343,0.00142367946806933,1
"X16",0.96821049272711,1.06034872891824,0.00918171066482133,1
"X17",1.85562246803378,-1.83618649662587,0.143114900253106,1
"X18",2.17973054884264,-1.61601767854517,0.60238761268157,1
"X19",4.55090830572721,9.09449670146054,0.679960756861681,1
"X20",6.71481629881361,9.24885576758143,0.613979983257024,1
"X21",9.57959137364457,3.85311055665573,0.745477356656118,1
"X24",0.546150273794212,4.39477854163936,0.161800143861537,1
"X26",14.3139877259017,0.978535132924582,0.204796326831366,1
"X27",0.466731219620176,-1.01415245787959,0.0024897982961637,1
"X29",0.525883579897769,0.00264332981964539,0.495544004201114,1
"X30",-0.266765564576234,-2.07210387046106,0.00411640683008395,1
"X31",12.8351054927201,-7.55705321371341,0.272920117400455,1
"X32",5.79488822864583,12.850827977926,0.00386053986887,1
"X35",0.931187055272025,1.10649710369658,0.0577060860861901,1
"X37",0.225236668517023,0.113115244693636,0.00885864181709342,1
"X39",-1.08402769455681,-4.08512728165332,0.000215425156507371,1
"X41",12.2005703615044,8.47267646995214,0.639301047503598,1
"X43",3.43646816959327,5.30709345032429,0.91870266967197,1
"X45",1.28760305465473,2.95814425610134,0.00847047995201784,1
"X48",2.77020513831311,-0.0287424458685683,0.169164295383336,1
"X53",0.0224129952794921,-4.39084375803478,0.00172605832499558,1
"X54",7.48040509641665,19.0629455604781,0.00547784086552907,1
"X55",-0.463039944086085,2.75621466178795,0.103504917756228,1
"X56",0.546150273794208,4.39477854163935,0.161800143861537,1
"X57",2.23378276625468,3.62291177357126,0.00458285130234858,1
"X59",7.61698794069578,-2.21258521244728,0.000198982075503039,1
"X60",1.95191027165134,2.79170854749827,0.0102549129585205,1
"X61",-0.431953403204426,-3.36480114940995,0.0007985859029564,1
"X62",4.38661370041946,6.1809063925732,0.536799464507353,1
"X64",6.74173430865043,-6.10568194237754,0.75746065181311,1
"X67",0.998210081564423,4.84526776471082,0.252107237991402,1
"X68",12.9110506230276,-2.32032760416814,0.399838219610964,1
"X69",0.37420482924249,-0.614928407703124,0.0091001749466891,1
"X70",5.81051380260584,16.9707498041196,0.0156095720551627,1
"X73",0.546150273794208,4.39477854163936,0.161800143861538,1
"X76",9.60444728775348,14.0196303689609,0.411695579180869,1
"X77",-1.28776262513413,-1.53151297028389,0.000317476091186206,1
"X78",2.72585093083829,7.76869833770389,0.0212499720868667,1
"X82",0.536556994283606,0.996168940253436,0.00614718232095563,1
"X84",6.9386607779541,-0.812073119463804,0.286735488022293,1
"X85",7.08923673541978,15.506218317226,0.00360684318655013,1
"X86",2.08335009161477,0.573030697591833,0.121921683532168,1
"X88",11.8536998422886,-7.57426595493585,0.5113927045292,1
"X89",-1.28266080076824,-5.62381333928858,0.000129317987955219,1
"X90",-2.75082906938751,-8.88692063295151,9.33332425471159e-05,1
"X93",3.06621644518577,3.5788960899708,0.361264153903563,1
"X94",2.99865756786023,2.62365502353556,0.639932094475587,1
"X95",8.86878963805775,10.8654306182196,0.522405960155218,1
"X96",3.27956677802647,5.00514192112139,0.00195041418761432,1
"X97",2.60217482961086,-0.68704622427186,0.462656984434839,1
"X98",2.41400600362875,6.33801491429703,0.0572117863102299,1
"X99",11.2185582063175,-5.48398684832304,0.0858355172375737,1
"X100",1.57790555926204,3.90675945741793,0.338676360143486,1
"X103",4.87497902073857,2.66463752700585,0.36285682475134,1
"X105",6.85235315276477,-5.69562133262779,0.0248791258562585,1
"X106",5.83487708593116,14.2602887464454,0.61768578391929,1
"X108",16.1068844292419,-4.28526919644339,0.322162766645188,1
"X111",-0.158037314522241,0.10103912801583,0.0810632286151008,1
"X112",-0.540397689300349,-4.60214695779495,0.00048080333085248,1
"X114",0.591787071101847,-1.90313755820214,0.00302729851708229,1
"X115",0.775105006006383,3.57364910151616,0.390406241103731,1
"X116",8.61941913165671,14.3752486684238,0.272644727505697,1
"X117",-0.784925275593419,-1.86398313905163,0.00235411013990675,1
"X119",10.7011852679372,-9.4589224116127,0.0759252626039753,1
"X120",8.53197032589755,12.2551026880584,0.753675194313231,1
"X121",17.7380897914079,-5.30549715362024,0.334855297702073,1
"X124",0.54515925658259,-1.46372471237019,0.0389257686839686,1
"X127",2.22589319886552,1.58537077095618,0.0729134909815105,1
"X129",3.58666313195154,1.84764208050378,0.000472585592130458,1
"X133",3.5980834492244,-0.720115979462973,0.0157227519910009,1
"X135",0.113006545445237,-1.46684040375844,0.506182527734136,1
"X136",0.0771726385633817,-3.06714379922613,0.0120748808446841,1
"X137",-0.584624339708064,-3.90575220618795,0.000457427967939316,1
"X139",0.419055283287966,1.54694501242842,0.0264224850950166,1
"X140",8.19877577522089,-2.73292492732093,0.850985834883588,1
"X141",4.98905483190627,-8.30819451819294,0.68761643444187,1
"X145",5.26428702765708,9.52299067393081,0.241897399234813,1
"X146",-0.915522923200049,-4.29689254846771,0.000251504015119397,1
"X149",7.10081845924246,11.4814108680873,0.804501240684366,1
"X150",5.59191936023534,2.83657783872632,0.105974280204819,1
"X152",6.90924341731825,12.7479919719338,0.467486289445459,1
"X153",4.87149547339715,10.2994804349152,0.00336744609991445,1
"X156",5.31377389477374,2.93979787308948,0.00073324958421245,1
"X157",3.10654871797783,5.0572127295097,0.263473874705094,1
"X159",10.7222473035483,-4.27570717584798,0.0726974698661809,1
"X160",-1.56011673262941,-2.83128966199853,0.000210187827053812,1
"X162",0.500974794278253,1.53182353148402,0.0722846600475717,1
"X164",1.56118552472497,3.14501977475138,0.780507146107911,1
"X165",5.2967544821809,6.21950147628373,0.687644537181587,1
"X167",-4.50088241649331,-11.8790547548316,9.59786134449073e-05,1
"X168",0.46541165098339,3.63584795418628,0.141708937068645,1
"X169",15.0220032836524,-3.94119951417719,0.561936251312337,1
"X171",9.66203598875871,4.63080935096901,0.832421794529028,1
"X173",-0.817418101283579,-4.90814477021518,0.000212595063460345,1
"X175",0.683706098756977,1.47067895275156,0.00542097955066783,1
"X176",6.68759001353737,0.472325428228535,0.000205983033753069,1
"X180",7.33638328243014,-1.04985501584568,0.0849447009709931,1
"X181",2.88815685952781,4.7277262374455,0.429966877178633,1
"X182",3.00095697605831,7.28110773059495,0.00187203497356636,1
"X183",3.00001759068915,1.60469162332413,0.428793106017926,1
"X185",5.7523293530075,0.81922334800012,0.0377750922186128,1
"X186",-1.08222238892235,-3.78902841652945,4.49561349025108e-05,1
"X187",19.3680489671551,-26.2922624041196,0.117683636050767,1
"X191",36.317794571261,-23.6034858650451,0.16689751788775,1
"X193",-0.194930117638056,3.90594427856237,0.156710478420143,1
"X195",27.7162596704592,17.8794770209249,0.776668154711615,1
"X196",0.42773325175361,3.02451933048818,0.140048534493915,1
"X197",-1.54622593957215,-5.13098698102201,0.0354805616127274,1
"X198",4.84606903367916,10.8620539192481,0.00128888607233608,1
"X199",37.2572478323094,3.19093796621613,0.558858937428563,1
"X200",-2.27658826655263,-4.08765145437301,2.14382766643491e-05,1
"X201",30.7524883150457,14.1059254428313,0.723800632824347,1
"X202",4.49188266429276,8.86896405264509,0.00221243346319714,1
"X203",30.8673701313576,36.1835097781055,0.313565281983769,1
"X204",5.16983407418746,0.878373727309595,0.0424597528501544,1
"X205",2.49799235756759,0.898713233045249,0.000149801428041009,1
"X206",35.9120529650918,3.05241247068276,0.62812279403451,1
"X208",1.11754633386651,-1.79798259982282,0.395151106481136,1
"X209",-1.11399215968628,-4.9493594627728,2.22068291853833e-05,1
"X210",3.16767782967329,3.01907307366994,0.000191953662927572,1
"X211",20.3879444720631,35.0232981360667,0.340405481693563,1
"X212",17.4154535833554,32.2819198213734,0.351661442990674,1
"X213",23.7101242117351,24.3771829064096,0.67712837071954,1
"X214",2.37923665084941,3.82539678327359,0.00108969747011937,1
"X219",-1.7696255357924,-4.36815934382776,1.55682780557554e-05,1
"X223",20.8397462292618,-24.7149775397673,0.0521101608427107,1
"X224",4.47452668433571,-1.9627536369289,0.0571810100970497,1
"X225",-0.609668458822033,-1.5149114612612,0.00010164774140861,1
"X227",-0.544910578472763,-2.22845835802835,0.000235377494846804,1
"X228",14.5832753354735,21.3655015197372,0.775129761109606,1
"X229",2.36836011358459,-0.595788757348205,0.675626075683123,1
"X230",2.55911258408663,2.28100638887979,0.000494689188422798,1
"X231",5.32468833941975,5.12490866129872,0.946141420735569,1
"X232",12.4277388927929,24.8916457584182,0.000813843743868841,1
"X234",5.28411339737261,10.9302284711748,0.00220849077785261,1
"X236",27.0969318806855,31.4096111390861,0.623184817895486,1
"X238",20.7874849528487,-16.1793669814512,0.369554556319725,1
"X240",22.3890302555092,28.3357155626793,0.404386631149992,1
"X241",16.2900690758393,27.7366218496783,0.678005835465938,1
"X248",2.40848926280406,5.00282446754053,0.000740544309845486,1
"X249",12.2199545320719,23.8140203756256,0.71037457848477,1
"X250",14.7011592962915,33.7794890768719,0.000847880545645491,1
"X251",18.4158932289784,25.85380233614,0.687327658303685,1
"X252",4.64303846396718,5.54146325168328,0.357638331872487,1
"X253",-1.11399215968628,-4.94935946277281,2.22068291853833e-05,1
"X254",18.9634687499673,9.49933958407933,0.807550224856591,1
"X257",23.5327527287072,31.7230979102727,0.316995571101192,1
"X259",32.3516740691288,2.74735928722536,0.76741229929874,1
"X263",-13.8090066634829,18.9606416795888,0.791076709701069,1
"X264",16.2900690758393,27.7366218496783,0.678005835465938,1
"X265",-1.11399215968628,-4.9493594627728,2.22068291853833e-05,1
"X266",1.93004707184022,3.63465577642219,0.000797743048270887,1
"X267",18.0563643316989,21.0156724826998,0.849357599083585,1
"X268",23.5177784110297,22.0812907128885,0.422974881305096,1
"X269",5.86947789121288,0.916026843206822,0.875759205749036,1
"X270",0.300647785627258,4.0083812516933,0.165472620605623,1
"X272",3.32024463579344,2.04154229573221,0.00021721199170454,1
"X273",-1.51223253574302,1.86680057525384,0.000141465753114719,1
"X274",38.4673198149362,23.6342173123107,0.201568164177773,1
"X275",-1.59048863824409,1.17343857899929,8.74732882648444e-05,1
"X276",3.3999244872166,-5.90206601530231,0.017767780883501,1
"X277",-1.43301934065219,-3.64923094439067,2.38903769601969e-05,1
"X278",6.14375249498199,-0.746083311779375,0.374850438077802,1
"X280",1.90202798527972,-2.82729441513158,1.84024597262361e-05,1
"X281",-0.696537593524228,-3.08225444537051,7.03915413894302e-05,1
"X282",-0.78323161019164,-2.5732762199563,5.77847434993282e-05,1
"X285",-4.46217739022371,-8.05705603794797,0.260807347807349,1
"X286",4.18210867302196,1.00066715995772,0.122517410047275,1
"X287",1.69970616766701,-2.58846552912878,0.028927352581924,1
"X288",4.66761215705514,2.60349326736736,0.72769128105224,1
"X290",3.83195968633886,2.23119385790078,0.372441729835502,1
"X291",14.7011592962915,33.7794890768719,0.000847880545645493,1
"X292",-1.11399215968628,-4.94935946277281,2.22068291853832e-05,1
"X293",36.8527749128266,-23.9111515384939,0.0927998667203758,1
"X295",1.92004239733156,5.40315127852804,0.00313817576815655,1
"X298",22.4624918556154,-20.6950556655575,0.0358579415387644,1
"X300",2.03623361041551,2.20824634480629,0.000507355718299902,1
"X304",15.3389250833844,26.6497655541124,0.658452630057145,1
"X306",5.20062762481944,3.0440331378953,0.366712912389515,1
"X309",7.13844056693014,4.89527932841824,0.41152775634087,1
"X310",6.78341894218059,8.88975466258594,0.473654716455721,1
"X311",-1.29601312519041,-1.91930703894932,6.85566627225259e-05,1
"X313",1.15577165029732,1.72408267021685,0.00532710617054714,1
"X316",1.07968368077382,3.50760460969731,0.740766876964226,1
"X318",20.2325172799426,24.212949745812,0.453832084038043,1
