model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
01-ai/Yi-1.5-6B,0.9551490363096992,0.36781307062270885,8,0.12937859265352655,0.5873359656869903
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.2036221836566482,0.33233835942998485,8,0.1789513441477834,0.12871617577333666
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.35089904179852416,0.3267880115816031,8,0.1822126927904148,0.02411103021692107
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-0.5079301222084103,-0.46194587412184446,10,0.19518762518312832,0.045984248086565815
BlackBeenie/Neos-Llama-3.1-base,-3.8019340650877966,-0.8487980376544488,35,0.1940609582840795,2.953136027433348
BramVanroy/fietje-2-chat,-0.08777929194291802,-0.30788058842705623,9,0.19636892162743366,0.22010129648413823
BramVanroy/fietje-2-instruct,-0.34176021320179895,-0.5329105681385302,8,0.18912950420703234,0.19115035493673127
Daemontatox/Zirel_1.5,-0.08754315905020714,-0.3886035730539616,10,0.1909024776604964,0.30106041400375444
DavieLion/Llama-3.2-1B-SPIN-iter3,0.36372430112304655,-0.6665891663132455,8,0.1702148147700342,1.030313467436292
DeepMount00/Lexora-Lite-3B,0.05236147981296972,-0.68725508050238,8,0.19944389838526105,0.7396165603153497
EpistemeAI/Athena-gemma-2-2b-it,-0.1536122706655846,0.6064400525388488,8,0.19852522267689332,0.7600523232044334
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,1.041372659622846,0.9552574413899332,8,0.05445850855549858,0.0861152182329129
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,-0.1536122706655846,-1.583207774768376,8,0.19852522267689332,1.4295955041027912
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.2036221836566482,0.37485627309117286,8,0.1789513441477834,0.17123408943452467
J-LAB/Thynk_orpo,0.9220346152971739,0.6798320388528826,8,0.08659516156967957,0.24220257644429133
JayHyeon/Qwen2.5-0.5B-SFT,-0.4066225841252522,-1.5232972125993478,10,0.17279367705703036,1.1166746284740956
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,-0.7887003032966391,-1.7342509197882028,10,0.13748654526391063,0.9455506164915637
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,-0.7887003032966391,-1.5369951909833781,10,0.13748654526391063,0.748294887686739
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,-0.3108019014807045,-1.6043303414820236,12,0.19529335971363307,1.2935284400013192
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,-3.781139214459191,-3.8144797224160305,67,0.19795667730580122,0.03334050795683963
