model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
01-ai/Yi-1.5-6B,0.5073142531322983,0.7303031415425474,25,432,0.39814814814814814,0.0987545777167929,0.10916610498415014,0.10916610498415014,0.01191723847741049
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.4493082040880989,0.41396424358012696,39,432,0.37037037037037035,0.09915349342397743,0.07893783371772856,0.07893783371772856,0.006231181592047763
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.4472510978161904,0.40993714764086076,37,432,0.3773148148148148,0.09942834728957642,0.06993628300137555,0.06993628300137555,0.0048910836800484915
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,0.3037799040503514,-0.6547593784440575,16,432,0.3541666666666667,0.08288882506209132,-0.050386762616315306,0.050386762616315306,0.0025388258469529095
BlackBeenie/Neos-Llama-3.1-base,0.23033709402972433,-0.8487968367640174,400,432,0.2337962962962963,0.1118927122571219,-0.0034592022665719813,0.0034592022665719813,1.1966080321056733e-05
BramVanroy/fietje-2-chat,0.41701773918644597,0.21685873673479364,107,432,0.2916666666666667,0.0997477912893277,0.12535107251977928,0.12535107251977928,0.015712891381858964
BramVanroy/fietje-2-instruct,0.2932244818414361,-0.5011749722693283,302,432,0.2638888888888889,0.09220068525806581,0.02933559295254723,0.02933559295254723,0.0008605770138775386
Daemontatox/Zirel_1.5,0.37171544864275174,-0.047860898529772135,153,432,0.30092592592592593,0.09952772705078693,0.07078952271682581,0.07078952271682581,0.005011156526475998
DavieLion/Llama-3.2-1B-SPIN-iter3,0.46228341776414017,0.5018858793995833,28,432,0.3125,0.0993551355148293,0.14978341776414017,0.14978341776414017,0.022435072237106942
DeepMount00/Lexora-Lite-3B,0.3859481512619705,0.07726191351701171,101,432,0.29398148148148145,0.0998674438883744,0.09196666978048906,0.09196666978048906,0.00845786835051352
EpistemeAI/Athena-gemma-2-2b-it,0.5142629313987045,0.7595547889467307,35,432,0.4513888888888889,0.09940835036958719,0.0628740425098156,0.0628740425098156,0.003953145221526099
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.5793119473426906,1.041372659622846,8,432,0.4791666666666667,0.05445850855549858,0.10014528067602396,0.10014528067602396,0.010029077241679618
