model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
01-ai/Yi-1.5-6B,0.5573495357377531,0.9551490363096992,8,432,0.39814814814814814,0.12937859265352655,0.159201387589605,0.159201387589605,0.02534508181045564
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.4098051296540618,0.2036221836566482,8,432,0.37037037037037035,0.1789513441477834,0.039434759283691445,0.039434759283691445,0.0015551002397626887
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.4344958173312607,0.35089904179852416,8,432,0.3773148148148148,0.1822126927904148,0.05718100251644587,0.05718100251644587,0.0032696670487857887
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,0.31542200661164305,-0.5079301222084103,10,432,0.3541666666666667,0.19518762518312832,-0.03874466005502364,0.03874466005502364,0.0015011486827793442
BlackBeenie/Neos-Llama-3.1-base,0.11341221466166988,-3.8019340650877966,35,432,0.2337962962962963,0.1940609582840795,-0.12038408163462642,0.12038408163462642,0.0144923271110124
BramVanroy/fietje-2-chat,0.36715042066150644,-0.08777929194291802,9,432,0.2916666666666667,0.19636892162743366,0.07548375399483975,0.07548375399483975,0.005697797117153487
BramVanroy/fietje-2-instruct,0.3360360886402997,-0.34176021320179895,8,432,0.2638888888888889,0.18912950420703234,0.07214719975141082,0.07214719975141082,0.005205218431969973
Daemontatox/Zirel_1.5,0.3680637060052873,-0.08754315905020714,10,432,0.30092592592592593,0.1909024776604964,0.06713778007936139,0.06713778007936139,0.004507481513984695
DavieLion/Llama-3.2-1B-SPIN-iter3,0.43650915246810107,0.36372430112304655,8,432,0.3125,0.1702148147700342,0.12400915246810107,0.12400915246810107,0.015378269895856738
DeepMount00/Lexora-Lite-3B,0.3866626833234157,0.05236147981296972,8,432,0.29398148148148145,0.19944389838526105,0.09268120184193424,0.09268120184193424,0.008589805174865354
EpistemeAI/Athena-gemma-2-2b-it,0.35947365927243313,-0.1536122706655846,8,432,0.4513888888888889,0.19852522267689332,-0.09191522961645576,0.09191522961645576,0.008448409435445786
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.5793119473426906,1.041372659622846,8,432,0.4791666666666667,0.05445850855549858,0.10014528067602396,0.10014528067602396,0.010029077241679618
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,0.35947365927243313,-0.1536122706655846,8,432,0.17592592592592593,0.19852522267689332,0.1835477333465072,0.1835477333465072,0.033689770416640515
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.4098051296540618,0.2036221836566482,8,432,0.3819444444444444,0.1789513441477834,0.027860685209617375,0.027860685209617375,0.0007762177803493924
J-LAB/Thynk_orpo,0.5517815056263156,0.9220346152971739,8,432,0.44212962962962965,0.08659516156967957,0.10965187599668591,0.10965187599668591,0.012023533909592583
JayHyeon/Qwen2.5-0.5B-SFT,0.32712669875598666,-0.4066225841252522,10,432,0.19675925925925927,0.17279367705703036,0.13036743949672738,0.13036743949672738,0.016995669280932876
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,0.28876329810676976,-0.7887003032966391,10,432,0.18981481481481483,0.13748654526391063,0.09894848329195494,0.09894848329195494,0.009790802345778286
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,0.28876329810676976,-0.7887003032966391,10,432,0.19212962962962962,0.13748654526391063,0.09663366847714014,0.09663366847714014,0.009338065883349829
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,0.34027147997951407,-0.3108019014807045,12,432,0.19675925925925927,0.19529335971363307,0.1435122207202548,0.1435122207202548,0.02059575749605913
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,0.11135274169782539,-3.781139214459191,67,432,0.10648148148148148,0.19795667730580122,0.004871260216343903,0.004871260216343903,2.3729176095334853e-05
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,0.11471064108009617,-3.7836922129846413,51,432,0.08796296296296297,0.1990557140885722,0.026747678117133203,0.026747678117133203,0.0007154382846577664
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,0.10625004308179076,-3.7633135356456955,176,432,0.10416666666666667,0.1996731801842121,0.0020833764151240858,0.0020833764151240858,4.340457287095287e-06
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,0.11471064108009617,-3.7836922129846413,51,432,0.08796296296296297,0.1990557140885722,0.026747678117133203,0.026747678117133203,0.0007154382846577664
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,0.11362605018753894,-3.7827154246246053,57,432,0.08564814814814815,0.19815097434378098,0.02797790203939078,0.02797790203939078,0.0007827630025257469
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.10191171944168524,-3.7633694501432924,216,432,0.10416666666666667,0.1999936933572842,-0.0022549472249814295,0.0022549472249814295,5.084786987451449e-06
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,0.13092446350349618,-3.2004764665420793,400,432,0.13657407407407407,0.26898904123764067,-0.00564961057057789,0.00564961057057789,3.191809959918543e-05
