model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
01-ai/Yi-1.5-6B,0.7303031415425474,0.36781307062270885,25,0.0987545777167929,0.36249007091983854
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.41396424358012696,0.33233835942998485,39,0.09915349342397743,0.0816258841501421
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.40993714764086076,0.3267880115816031,37,0.09942834728957642,0.08314913605925767
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-0.6547593784440575,-0.46194587412184446,16,0.08288882506209132,0.19281350432221306
BlackBeenie/Neos-Llama-3.1-base,-0.8487968367640174,-0.8487980376544488,400,0.1118927122571219,1.2008904314297908e-06
BramVanroy/fietje-2-chat,0.21685873673479364,-0.30788058842705623,107,0.0997477912893277,0.5247393251618498
BramVanroy/fietje-2-instruct,-0.5011749722693283,-0.5329105681385302,302,0.09220068525806581,0.03173559586920194
Daemontatox/Zirel_1.5,-0.047860898529772135,-0.3886035730539616,153,0.09952772705078693,0.34074267452418944
DavieLion/Llama-3.2-1B-SPIN-iter3,0.5018858793995833,-0.6665891663132455,28,0.0993551355148293,1.1684750457128288
DeepMount00/Lexora-Lite-3B,0.07726191351701171,-0.68725508050238,101,0.0998674438883744,0.7645169940193918
EpistemeAI/Athena-gemma-2-2b-it,0.7595547889467307,0.6064400525388488,35,0.09940835036958719,0.15311473640788187
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,1.041372659622846,0.9552574413899332,8,0.05445850855549858,0.0861152182329129
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,-0.6937555110884235,-1.583207774768376,73,0.0746456595700442,0.8894522636799524
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.424723658516325,0.37485627309117286,37,0.09950002769688436,0.04986738542515212
J-LAB/Thynk_orpo,0.9220346152971739,0.6798320388528826,8,0.08659516156967957,0.24220257644429133
JayHyeon/Qwen2.5-0.5B-SFT,-0.5057358954495015,-1.5232972125993478,50,0.09861322644097323,1.0175613171498463
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,-1.7342508696974743,-1.7342509197882028,400,0.18396686390602485,5.009072845396645e-08
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,-1.5369950457132373,-1.5369951909833781,400,0.1650466697130544,1.4527014080556455e-07
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,-0.5096941265385415,-1.6043303414820236,55,0.09674035880673293,1.094636214943482
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,-3.814479722421407,-3.8144797224160305,400,0.17561382541191536,5.376588063654708e-12
