model,actual_full,pirt_pred,theta,se,n_items
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.16334991708126037,0.1028531869028747,0.8642592283208774,0.18524975647238837,8
CoolSpring/Qwen2-0.5B-Abyme-merge3,0.02321724709784411,0.021022444418660566,-0.19834860814278021,0.2940367269698933,9
CortexLM/btlm-7b-base-v0.2,0.011608623548922056,0.00913187840450194,-0.8521448302949722,0.29957992849078635,44
Daemontatox/ReasonTest,0.17164179104477612,0.0933418107096087,0.7961953868445281,0.19270279966906537,8
Daemontatox/mini-Cogito-R1,0.30016583747927034,0.17536902141020808,1.2876236740188618,0.17010572657716996,8
DeepMount00/Qwen2-1.5B-Ita_v3,0.11442786069651742,0.14732998923669074,1.139936677504327,0.17903429617594288,8
DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,0.16749585406301823,0.12789162169915594,1.0276021643955442,0.170971590580361,8
EpistemeAI/Athena-gemma-2-2b-it-Philos,0.003316749585406302,0.0060651166860107115,-1.1993894946661134,0.32032636963942185,200
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,0.1625207296849088,0.12789162169915594,1.0276021643955442,0.170971590580361,8
EpistemeAI/ReasoningCore-3B-T1-V1,0.16003316749585406,0.13431148265538453,1.0651421945630788,0.1627721093129572,8
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,0.006633499170812604,0.007019836601193693,-0.9690916860837714,0.2883474281517292,109
HuggingFaceTB/SmolLM2-360M,0.003316749585406302,0.004746489997158288,-2.7706007577717093,0.48555033634962347,200
JayHyeon/Qwen-0.5B-DPO-1epoch,0.019071310116086235,0.03081473795305407,0.06225040480363196,0.27270500667567094,8
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,0.0008291873963515755,0.0035569588861514606,-1.878352560964645,0.47895383101446565,200
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,0.0008291873963515755,0.0035569588861514606,-1.878352560964645,0.47895383101446565,200
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,0.0024875621890547263,0.006051291319202819,-1.2043049983768324,0.32600757262538343,200
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,0.0041459369817578775,0.0069972440143682485,-1.113807737484254,0.30791039471317677,200
JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,0.0008291873963515755,0.0035569588861514606,-1.878352560964645,0.47895383101446565,200
JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_1vpo_const,0.06384742951907131,0.028529488082236373,0.009577999834704313,0.285546331590605,8
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,0.0505804311774461,0.052912777991412335,0.41143851144623556,0.2273820711800338,8
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.1011608623548922,0.0652052213837109,0.5494701971290281,0.21454934634168232,8
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,0.08208955223880597,0.08193752341014246,0.7041839541718187,0.2087089231891468,8
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.19817578772802655,0.13431148265538453,1.0651421945630788,0.1627721093129572,8
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.08208955223880597,0.058341381685473044,0.47534387241049314,0.22090434353182495,8
Novaciano/Cultist-3.2-1B,0.06467661691542288,0.039577881283264976,0.22220587530214742,0.2459721872144041,8
OpenLLM-France/Lucie-7B-Instruct-v1.1,0.03482587064676617,0.025633383965659343,-0.06066207914176976,0.29605762851170975,8
Qwen/Qwen2-0.5B,0.03316749585406302,0.016919162298828477,-0.357058966912038,0.2897458011200249,12
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,0.16998341625207297,0.1337574341361394,1.0622563228071866,0.1833447432839596,8
Sakalti/SJT-1.5B-Alpha-1.1,0.09369817578772803,0.09388813803750574,0.7980622347812475,0.19627805324549202,8
Sakalti/Saba1.5-Pro-3B,0.0024875621890547263,0.013422736672267106,-0.5130054701769948,0.29929533146820964,15
Sakalti/Saka-1.5B,0.07296849087893864,0.08193752341014246,0.7041839541718187,0.2087089231891468,8
SultanR/SmolTulu-1.7b-Reinforced,0.024875621890547265,0.015283801372516708,-0.42221550723076684,0.2713457086832827,17
T145/ZEUS-8B-V2-ORPO,0.19485903814262023,0.12789162169915594,1.0276021643955442,0.170971590580361,8
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.013266998341625208,0.016681355627059035,-0.36292933189869625,0.28311128619489795,13
TheDrummer/Gemmasutra-Mini-2B-v1,0.03399668325041459,0.03507866405804177,0.14351969612883086,0.25914945409902257,8
VAGOsolutions/SauerkrautLM-Gemma-2b,0.02155887230514096,0.019076390017277383,-0.2652999442622502,0.27977786377539776,12
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.0912106135986733,0.07999080106205243,0.687220452720595,0.21180634036795265,8
Youlln/3PRYMMAL-PHI3-3B-SLERP,0.1517412935323383,0.1718925695879652,1.2692925396708654,0.14667080962449894,8
ai4bharat/Airavata,0.014925373134328358,0.009450375025287151,-1.0489523005246784,0.2977302603087639,128
allknowingroger/Gemma2Slerp2-2.6B,0.09867330016583747,0.0652052213837109,0.5494701971290281,0.21454934634168232,8
bamec66557/VICIOUS_MESH-12B_Razor,0.13764510779436154,0.15323876057516073,1.173911029974937,0.19182860781698002,8
brgx53/Barracuda-PRYMMAL-ECE-TW3,0.0024875621890547263,0.00451462556150309,-1.723576414630653,0.4513982998626033,200
bunnycore/Llama-3.2-3B-Booval,0.12189054726368159,0.08193752341014246,0.7041839541718187,0.2087089231891468,8
cckm/tinymistral_950m,0.003316749585406302,0.0042158852743750756,-2.069856346947315,0.5196593190937916,200
dwikitheduck/gemma-2-2b-id-inst,0.005804311774461028,0.011382633583356996,-0.6400395573774886,0.2992080454410608,21
