question_id,model,benchmark,predicted,gold,result,scoring_method
pedagogy_0,OpenBMB/MiniCPM4-0.5B,pedagogy,B,D,wrong,loglikelihood
pedagogy_1,OpenBMB/MiniCPM4-0.5B,pedagogy,D,C,wrong,loglikelihood
pedagogy_2,OpenBMB/MiniCPM4-0.5B,pedagogy,D,B,wrong,loglikelihood
pedagogy_3,OpenBMB/MiniCPM4-0.5B,pedagogy,B,D,wrong,loglikelihood
pedagogy_4,OpenBMB/MiniCPM4-0.5B,pedagogy,B,A,wrong,loglikelihood
pedagogy_5,OpenBMB/MiniCPM4-0.5B,pedagogy,C,D,wrong,loglikelihood
pedagogy_6,OpenBMB/MiniCPM4-0.5B,pedagogy,A,C,wrong,loglikelihood
pedagogy_7,OpenBMB/MiniCPM4-0.5B,pedagogy,C,A,wrong,loglikelihood
pedagogy_8,OpenBMB/MiniCPM4-0.5B,pedagogy,C,D,wrong,loglikelihood
pedagogy_9,OpenBMB/MiniCPM4-0.5B,pedagogy,C,B,wrong,loglikelihood
pedagogy_10,OpenBMB/MiniCPM4-0.5B,pedagogy,D,C,wrong,loglikelihood
pedagogy_11,OpenBMB/MiniCPM4-0.5B,pedagogy,B,A,wrong,loglikelihood
pedagogy_12,OpenBMB/MiniCPM4-0.5B,pedagogy,C,B,wrong,loglikelihood
pedagogy_13,OpenBMB/MiniCPM4-0.5B,pedagogy,D,D,correct,loglikelihood
pedagogy_14,OpenBMB/MiniCPM4-0.5B,pedagogy,A,D,wrong,loglikelihood
pedagogy_15,OpenBMB/MiniCPM4-0.5B,pedagogy,D,A,wrong,loglikelihood
pedagogy_16,OpenBMB/MiniCPM4-0.5B,pedagogy,B,B,correct,loglikelihood
pedagogy_17,OpenBMB/MiniCPM4-0.5B,pedagogy,B,D,wrong,loglikelihood
pedagogy_18,OpenBMB/MiniCPM4-0.5B,pedagogy,C,B,wrong,loglikelihood
pedagogy_19,OpenBMB/MiniCPM4-0.5B,pedagogy,D,D,correct,loglikelihood
pedagogy_20,OpenBMB/MiniCPM4-0.5B,pedagogy,D,A,wrong,loglikelihood
pedagogy_21,OpenBMB/MiniCPM4-0.5B,pedagogy,C,C,correct,loglikelihood
pedagogy_22,OpenBMB/MiniCPM4-0.5B,pedagogy,D,B,wrong,loglikelihood
pedagogy_23,OpenBMB/MiniCPM4-0.5B,pedagogy,B,D,wrong,loglikelihood
pedagogy_24,OpenBMB/MiniCPM4-0.5B,pedagogy,A,A,correct,loglikelihood
pedagogy_25,OpenBMB/MiniCPM4-0.5B,pedagogy,B,D,wrong,loglikelihood
pedagogy_26,OpenBMB/MiniCPM4-0.5B,pedagogy,C,D,wrong,loglikelihood
pedagogy_27,OpenBMB/MiniCPM4-0.5B,pedagogy,D,C,wrong,loglikelihood
pedagogy_28,OpenBMB/MiniCPM4-0.5B,pedagogy,D,D,correct,loglikelihood
pedagogy_29,OpenBMB/MiniCPM4-0.5B,pedagogy,D,A,wrong,loglikelihood
pedagogy_30,OpenBMB/MiniCPM4-0.5B,pedagogy,B,B,correct,loglikelihood
pedagogy_31,OpenBMB/MiniCPM4-0.5B,pedagogy,C,C,correct,loglikelihood
pedagogy_32,OpenBMB/MiniCPM4-0.5B,pedagogy,A,B,wrong,loglikelihood
pedagogy_33,OpenBMB/MiniCPM4-0.5B,pedagogy,C,B,wrong,loglikelihood
pedagogy_34,OpenBMB/MiniCPM4-0.5B,pedagogy,B,B,correct,loglikelihood
pedagogy_35,OpenBMB/MiniCPM4-0.5B,pedagogy,B,D,wrong,loglikelihood
pedagogy_36,OpenBMB/MiniCPM4-0.5B,pedagogy,A,C,wrong,loglikelihood
pedagogy_37,OpenBMB/MiniCPM4-0.5B,pedagogy,D,A,wrong,loglikelihood
pedagogy_38,OpenBMB/MiniCPM4-0.5B,pedagogy,C,B,wrong,loglikelihood
pedagogy_39,OpenBMB/MiniCPM4-0.5B,pedagogy,C,C,correct,loglikelihood
pedagogy_40,OpenBMB/MiniCPM4-0.5B,pedagogy,D,C,wrong,loglikelihood
pedagogy_41,OpenBMB/MiniCPM4-0.5B,pedagogy,B,C,wrong,loglikelihood
pedagogy_42,OpenBMB/MiniCPM4-0.5B,pedagogy,A,B,wrong,loglikelihood
pedagogy_43,OpenBMB/MiniCPM4-0.5B,pedagogy,A,D,wrong,loglikelihood
pedagogy_44,OpenBMB/MiniCPM4-0.5B,pedagogy,B,C,wrong,loglikelihood
pedagogy_45,OpenBMB/MiniCPM4-0.5B,pedagogy,D,B,wrong,loglikelihood
pedagogy_46,OpenBMB/MiniCPM4-0.5B,pedagogy,B,C,wrong,loglikelihood
