question_id,model,benchmark,predicted,gold,result,scoring_method
pedagogy_0,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_1,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_2,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_3,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_4,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_5,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_6,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_7,BSC-LT/salamandra-2b-instruct,pedagogy,C,A,wrong,loglikelihood
pedagogy_8,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_9,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_10,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_11,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_12,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_13,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_14,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_15,BSC-LT/salamandra-2b-instruct,pedagogy,C,A,wrong,loglikelihood
pedagogy_16,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_17,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_18,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_19,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_20,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_21,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_22,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_23,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_24,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_25,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_26,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_27,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_28,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_29,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_30,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_31,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_32,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_33,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_34,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_35,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_36,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_37,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_38,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_39,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_40,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_41,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_42,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_43,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_44,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_45,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_46,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_47,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_48,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_49,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_50,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_51,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_52,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_53,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_54,BSC-LT/salamandra-2b-instruct,pedagogy,C,A,wrong,loglikelihood
pedagogy_55,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_56,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_57,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_58,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_59,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_60,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_61,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_62,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_63,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_64,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_65,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_66,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_67,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_68,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_69,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_70,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_71,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_72,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_73,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_74,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_75,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_76,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_77,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_78,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_79,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_80,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_81,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_82,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_83,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_84,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_85,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_86,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_87,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_88,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_89,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_90,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_91,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_92,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_93,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_94,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_95,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_96,BSC-LT/salamandra-2b-instruct,pedagogy,C,A,wrong,loglikelihood
pedagogy_97,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_98,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_99,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_100,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_101,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_102,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_103,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_104,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_105,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_106,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_107,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_108,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_109,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_110,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_111,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_112,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_113,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_114,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_115,BSC-LT/salamandra-2b-instruct,pedagogy,C,A,wrong,loglikelihood
pedagogy_116,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_117,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_118,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_119,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_120,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_121,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_122,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_123,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_124,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_125,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_126,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_127,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_128,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_129,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_130,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_131,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_132,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_133,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_134,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_135,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_136,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_137,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_138,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_139,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_140,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_141,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_142,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_143,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_144,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_145,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_146,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_147,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_148,BSC-LT/salamandra-2b-instruct,pedagogy,C,B,wrong,loglikelihood
pedagogy_149,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_150,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_151,BSC-LT/salamandra-2b-instruct,pedagogy,C,A,wrong,loglikelihood
pedagogy_152,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_153,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_154,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_155,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_156,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_157,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_158,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_159,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_160,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_161,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_162,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_163,BSC-LT/salamandra-2b-instruct,pedagogy,C,A,wrong,loglikelihood
pedagogy_164,BSC-LT/salamandra-2b-instruct,pedagogy,A,B,wrong,loglikelihood
pedagogy_165,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_166,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_167,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_168,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_169,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_170,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_171,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_172,BSC-LT/salamandra-2b-instruct,pedagogy,D,B,wrong,loglikelihood
pedagogy_173,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_174,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_175,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_176,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_177,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_178,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_179,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_180,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_181,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_182,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_183,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_184,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_185,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_186,BSC-LT/salamandra-2b-instruct,pedagogy,A,C,wrong,loglikelihood
pedagogy_187,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_188,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_189,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_190,BSC-LT/salamandra-2b-instruct,pedagogy,A,A,correct,loglikelihood
pedagogy_191,BSC-LT/salamandra-2b-instruct,pedagogy,B,D,wrong,loglikelihood
pedagogy_192,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_193,BSC-LT/salamandra-2b-instruct,pedagogy,B,B,correct,loglikelihood
pedagogy_194,BSC-LT/salamandra-2b-instruct,pedagogy,B,A,wrong,loglikelihood
pedagogy_195,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_196,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_197,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_198,BSC-LT/salamandra-2b-instruct,pedagogy,D,A,wrong,loglikelihood
pedagogy_199,BSC-LT/salamandra-2b-instruct,pedagogy,A,D,wrong,loglikelihood
pedagogy_200,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
pedagogy_201,BSC-LT/salamandra-2b-instruct,pedagogy,D,C,wrong,loglikelihood
pedagogy_202,BSC-LT/salamandra-2b-instruct,pedagogy,D,D,correct,loglikelihood
pedagogy_203,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_204,BSC-LT/salamandra-2b-instruct,pedagogy,C,D,wrong,loglikelihood
pedagogy_205,BSC-LT/salamandra-2b-instruct,pedagogy,B,C,wrong,loglikelihood
pedagogy_206,BSC-LT/salamandra-2b-instruct,pedagogy,C,C,correct,loglikelihood
