question_id,model,benchmark,predicted,gold,result,scoring_method
pedagogy_0,01-ai/Yi-1.5-6B-Chat,pedagogy,C,D,wrong,loglikelihood
pedagogy_1,01-ai/Yi-1.5-6B-Chat,pedagogy,D,C,wrong,loglikelihood
pedagogy_2,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_3,01-ai/Yi-1.5-6B-Chat,pedagogy,B,D,wrong,loglikelihood
pedagogy_4,01-ai/Yi-1.5-6B-Chat,pedagogy,B,A,wrong,loglikelihood
pedagogy_5,01-ai/Yi-1.5-6B-Chat,pedagogy,B,D,wrong,loglikelihood
pedagogy_6,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_7,01-ai/Yi-1.5-6B-Chat,pedagogy,B,A,wrong,loglikelihood
pedagogy_8,01-ai/Yi-1.5-6B-Chat,pedagogy,C,D,wrong,loglikelihood
pedagogy_9,01-ai/Yi-1.5-6B-Chat,pedagogy,B,B,correct,loglikelihood
pedagogy_10,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_11,01-ai/Yi-1.5-6B-Chat,pedagogy,B,A,wrong,loglikelihood
pedagogy_12,01-ai/Yi-1.5-6B-Chat,pedagogy,B,B,correct,loglikelihood
pedagogy_13,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_14,01-ai/Yi-1.5-6B-Chat,pedagogy,A,D,wrong,loglikelihood
pedagogy_15,01-ai/Yi-1.5-6B-Chat,pedagogy,D,A,wrong,loglikelihood
pedagogy_16,01-ai/Yi-1.5-6B-Chat,pedagogy,A,B,wrong,loglikelihood
pedagogy_17,01-ai/Yi-1.5-6B-Chat,pedagogy,B,D,wrong,loglikelihood
pedagogy_18,01-ai/Yi-1.5-6B-Chat,pedagogy,C,B,wrong,loglikelihood
pedagogy_19,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_20,01-ai/Yi-1.5-6B-Chat,pedagogy,D,A,wrong,loglikelihood
pedagogy_21,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_22,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_23,01-ai/Yi-1.5-6B-Chat,pedagogy,A,D,wrong,loglikelihood
pedagogy_24,01-ai/Yi-1.5-6B-Chat,pedagogy,B,A,wrong,loglikelihood
pedagogy_25,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_26,01-ai/Yi-1.5-6B-Chat,pedagogy,C,D,wrong,loglikelihood
pedagogy_27,01-ai/Yi-1.5-6B-Chat,pedagogy,D,C,wrong,loglikelihood
pedagogy_28,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_29,01-ai/Yi-1.5-6B-Chat,pedagogy,D,A,wrong,loglikelihood
pedagogy_30,01-ai/Yi-1.5-6B-Chat,pedagogy,B,B,correct,loglikelihood
pedagogy_31,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_32,01-ai/Yi-1.5-6B-Chat,pedagogy,C,B,wrong,loglikelihood
pedagogy_33,01-ai/Yi-1.5-6B-Chat,pedagogy,C,B,wrong,loglikelihood
pedagogy_34,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_35,01-ai/Yi-1.5-6B-Chat,pedagogy,B,D,wrong,loglikelihood
pedagogy_36,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_37,01-ai/Yi-1.5-6B-Chat,pedagogy,D,A,wrong,loglikelihood
pedagogy_38,01-ai/Yi-1.5-6B-Chat,pedagogy,C,B,wrong,loglikelihood
pedagogy_39,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_40,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_41,01-ai/Yi-1.5-6B-Chat,pedagogy,A,C,wrong,loglikelihood
pedagogy_42,01-ai/Yi-1.5-6B-Chat,pedagogy,B,B,correct,loglikelihood
pedagogy_43,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_44,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_45,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_46,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_47,01-ai/Yi-1.5-6B-Chat,pedagogy,B,B,correct,loglikelihood
pedagogy_48,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_49,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_50,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_51,01-ai/Yi-1.5-6B-Chat,pedagogy,D,A,wrong,loglikelihood
pedagogy_52,01-ai/Yi-1.5-6B-Chat,pedagogy,A,C,wrong,loglikelihood
pedagogy_53,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_54,01-ai/Yi-1.5-6B-Chat,pedagogy,C,A,wrong,loglikelihood
pedagogy_55,01-ai/Yi-1.5-6B-Chat,pedagogy,D,C,wrong,loglikelihood
pedagogy_56,01-ai/Yi-1.5-6B-Chat,pedagogy,A,B,wrong,loglikelihood
pedagogy_57,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_58,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_59,01-ai/Yi-1.5-6B-Chat,pedagogy,B,B,correct,loglikelihood
pedagogy_60,01-ai/Yi-1.5-6B-Chat,pedagogy,D,C,wrong,loglikelihood
pedagogy_61,01-ai/Yi-1.5-6B-Chat,pedagogy,A,A,correct,loglikelihood
pedagogy_62,01-ai/Yi-1.5-6B-Chat,pedagogy,B,A,wrong,loglikelihood
pedagogy_63,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_64,01-ai/Yi-1.5-6B-Chat,pedagogy,A,D,wrong,loglikelihood
pedagogy_65,01-ai/Yi-1.5-6B-Chat,pedagogy,A,C,wrong,loglikelihood
pedagogy_66,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_67,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_68,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_69,01-ai/Yi-1.5-6B-Chat,pedagogy,D,A,wrong,loglikelihood
pedagogy_70,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_71,01-ai/Yi-1.5-6B-Chat,pedagogy,B,B,correct,loglikelihood
pedagogy_72,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_73,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_74,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_75,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_76,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_77,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_78,01-ai/Yi-1.5-6B-Chat,pedagogy,D,C,wrong,loglikelihood
pedagogy_79,01-ai/Yi-1.5-6B-Chat,pedagogy,B,D,wrong,loglikelihood
pedagogy_80,01-ai/Yi-1.5-6B-Chat,pedagogy,A,D,wrong,loglikelihood
pedagogy_81,01-ai/Yi-1.5-6B-Chat,pedagogy,A,C,wrong,loglikelihood
pedagogy_82,01-ai/Yi-1.5-6B-Chat,pedagogy,B,A,wrong,loglikelihood
pedagogy_83,01-ai/Yi-1.5-6B-Chat,pedagogy,B,A,wrong,loglikelihood
pedagogy_84,01-ai/Yi-1.5-6B-Chat,pedagogy,B,D,wrong,loglikelihood
pedagogy_85,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_86,01-ai/Yi-1.5-6B-Chat,pedagogy,D,A,wrong,loglikelihood
pedagogy_87,01-ai/Yi-1.5-6B-Chat,pedagogy,A,C,wrong,loglikelihood
pedagogy_88,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_89,01-ai/Yi-1.5-6B-Chat,pedagogy,A,C,wrong,loglikelihood
pedagogy_90,01-ai/Yi-1.5-6B-Chat,pedagogy,D,D,correct,loglikelihood
pedagogy_91,01-ai/Yi-1.5-6B-Chat,pedagogy,D,B,wrong,loglikelihood
pedagogy_92,01-ai/Yi-1.5-6B-Chat,pedagogy,C,C,correct,loglikelihood
pedagogy_93,01-ai/Yi-1.5-6B-Chat,pedagogy,B,C,wrong,loglikelihood
pedagogy_94,01-ai/Yi-1.5-6B-Chat,pedagogy,A,B,wrong,loglikelihood
