question_id,model,benchmark,predicted,gold,result,scoring_method
pedagogy_0,google/gemma-2-2b,pedagogy,C,D,wrong,loglikelihood
pedagogy_1,google/gemma-2-2b,pedagogy,A,C,wrong,loglikelihood
pedagogy_2,google/gemma-2-2b,pedagogy,D,B,wrong,loglikelihood
pedagogy_3,google/gemma-2-2b,pedagogy,B,D,wrong,loglikelihood
pedagogy_4,google/gemma-2-2b,pedagogy,B,A,wrong,loglikelihood
pedagogy_5,google/gemma-2-2b,pedagogy,B,D,wrong,loglikelihood
pedagogy_6,google/gemma-2-2b,pedagogy,A,C,wrong,loglikelihood
pedagogy_7,google/gemma-2-2b,pedagogy,C,A,wrong,loglikelihood
pedagogy_8,google/gemma-2-2b,pedagogy,C,D,wrong,loglikelihood
pedagogy_9,google/gemma-2-2b,pedagogy,B,B,correct,loglikelihood
pedagogy_10,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_11,google/gemma-2-2b,pedagogy,B,A,wrong,loglikelihood
pedagogy_12,google/gemma-2-2b,pedagogy,B,B,correct,loglikelihood
pedagogy_13,google/gemma-2-2b,pedagogy,D,D,correct,loglikelihood
pedagogy_14,google/gemma-2-2b,pedagogy,A,D,wrong,loglikelihood
pedagogy_15,google/gemma-2-2b,pedagogy,D,A,wrong,loglikelihood
pedagogy_16,google/gemma-2-2b,pedagogy,A,B,wrong,loglikelihood
pedagogy_17,google/gemma-2-2b,pedagogy,C,D,wrong,loglikelihood
pedagogy_18,google/gemma-2-2b,pedagogy,C,B,wrong,loglikelihood
pedagogy_19,google/gemma-2-2b,pedagogy,D,D,correct,loglikelihood
pedagogy_20,google/gemma-2-2b,pedagogy,D,A,wrong,loglikelihood
pedagogy_21,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_22,google/gemma-2-2b,pedagogy,D,B,wrong,loglikelihood
pedagogy_23,google/gemma-2-2b,pedagogy,D,D,correct,loglikelihood
pedagogy_24,google/gemma-2-2b,pedagogy,C,A,wrong,loglikelihood
pedagogy_25,google/gemma-2-2b,pedagogy,A,D,wrong,loglikelihood
pedagogy_26,google/gemma-2-2b,pedagogy,C,D,wrong,loglikelihood
pedagogy_27,google/gemma-2-2b,pedagogy,D,C,wrong,loglikelihood
pedagogy_28,google/gemma-2-2b,pedagogy,D,D,correct,loglikelihood
pedagogy_29,google/gemma-2-2b,pedagogy,D,A,wrong,loglikelihood
pedagogy_30,google/gemma-2-2b,pedagogy,B,B,correct,loglikelihood
pedagogy_31,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_32,google/gemma-2-2b,pedagogy,B,B,correct,loglikelihood
pedagogy_33,google/gemma-2-2b,pedagogy,C,B,wrong,loglikelihood
pedagogy_34,google/gemma-2-2b,pedagogy,B,B,correct,loglikelihood
pedagogy_35,google/gemma-2-2b,pedagogy,B,D,wrong,loglikelihood
pedagogy_36,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_37,google/gemma-2-2b,pedagogy,A,A,correct,loglikelihood
pedagogy_38,google/gemma-2-2b,pedagogy,C,B,wrong,loglikelihood
pedagogy_39,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_40,google/gemma-2-2b,pedagogy,D,C,wrong,loglikelihood
pedagogy_41,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_42,google/gemma-2-2b,pedagogy,A,B,wrong,loglikelihood
pedagogy_43,google/gemma-2-2b,pedagogy,A,D,wrong,loglikelihood
pedagogy_44,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_45,google/gemma-2-2b,pedagogy,D,B,wrong,loglikelihood
pedagogy_46,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_47,google/gemma-2-2b,pedagogy,A,B,wrong,loglikelihood
pedagogy_48,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_49,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_50,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_51,google/gemma-2-2b,pedagogy,A,A,correct,loglikelihood
pedagogy_52,google/gemma-2-2b,pedagogy,D,C,wrong,loglikelihood
pedagogy_53,google/gemma-2-2b,pedagogy,D,C,wrong,loglikelihood
pedagogy_54,google/gemma-2-2b,pedagogy,C,A,wrong,loglikelihood
pedagogy_55,google/gemma-2-2b,pedagogy,D,C,wrong,loglikelihood
pedagogy_56,google/gemma-2-2b,pedagogy,C,B,wrong,loglikelihood
pedagogy_57,google/gemma-2-2b,pedagogy,A,C,wrong,loglikelihood
pedagogy_58,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_59,google/gemma-2-2b,pedagogy,B,B,correct,loglikelihood
pedagogy_60,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_61,google/gemma-2-2b,pedagogy,A,A,correct,loglikelihood
pedagogy_62,google/gemma-2-2b,pedagogy,B,A,wrong,loglikelihood
pedagogy_63,google/gemma-2-2b,pedagogy,D,D,correct,loglikelihood
pedagogy_64,google/gemma-2-2b,pedagogy,B,D,wrong,loglikelihood
pedagogy_65,google/gemma-2-2b,pedagogy,A,C,wrong,loglikelihood
pedagogy_66,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_67,google/gemma-2-2b,pedagogy,D,B,wrong,loglikelihood
pedagogy_68,google/gemma-2-2b,pedagogy,D,B,wrong,loglikelihood
pedagogy_69,google/gemma-2-2b,pedagogy,D,A,wrong,loglikelihood
pedagogy_70,google/gemma-2-2b,pedagogy,D,B,wrong,loglikelihood
pedagogy_71,google/gemma-2-2b,pedagogy,B,B,correct,loglikelihood
pedagogy_72,google/gemma-2-2b,pedagogy,A,C,wrong,loglikelihood
pedagogy_73,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_74,google/gemma-2-2b,pedagogy,A,B,wrong,loglikelihood
pedagogy_75,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_76,google/gemma-2-2b,pedagogy,D,B,wrong,loglikelihood
pedagogy_77,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_78,google/gemma-2-2b,pedagogy,B,C,wrong,loglikelihood
pedagogy_79,google/gemma-2-2b,pedagogy,B,D,wrong,loglikelihood
pedagogy_80,google/gemma-2-2b,pedagogy,B,D,wrong,loglikelihood
pedagogy_81,google/gemma-2-2b,pedagogy,D,C,wrong,loglikelihood
pedagogy_82,google/gemma-2-2b,pedagogy,B,A,wrong,loglikelihood
pedagogy_83,google/gemma-2-2b,pedagogy,B,A,wrong,loglikelihood
pedagogy_84,google/gemma-2-2b,pedagogy,B,D,wrong,loglikelihood
pedagogy_85,google/gemma-2-2b,pedagogy,D,D,correct,loglikelihood
pedagogy_86,google/gemma-2-2b,pedagogy,D,A,wrong,loglikelihood
pedagogy_87,google/gemma-2-2b,pedagogy,A,C,wrong,loglikelihood
pedagogy_88,google/gemma-2-2b,pedagogy,C,C,correct,loglikelihood
pedagogy_89,google/gemma-2-2b,pedagogy,A,C,wrong,loglikelihood
