question_id,model,benchmark,predicted,gold,result,scoring_method
pedagogy_0,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,D,correct,loglikelihood
pedagogy_1,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,C,wrong,loglikelihood
pedagogy_2,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,B,wrong,loglikelihood
pedagogy_3,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,D,wrong,loglikelihood
pedagogy_4,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,A,wrong,loglikelihood
pedagogy_5,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,D,wrong,loglikelihood
pedagogy_6,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,C,wrong,loglikelihood
pedagogy_7,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,A,correct,loglikelihood
pedagogy_8,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,D,wrong,loglikelihood
pedagogy_9,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,B,wrong,loglikelihood
pedagogy_10,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,C,correct,loglikelihood
pedagogy_11,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,A,wrong,loglikelihood
pedagogy_12,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,B,wrong,loglikelihood
pedagogy_13,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,D,wrong,loglikelihood
pedagogy_14,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,D,wrong,loglikelihood
pedagogy_15,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,A,wrong,loglikelihood
pedagogy_16,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,B,wrong,loglikelihood
pedagogy_17,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,D,correct,loglikelihood
pedagogy_18,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,B,wrong,loglikelihood
pedagogy_19,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,D,correct,loglikelihood
pedagogy_20,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,A,wrong,loglikelihood
pedagogy_21,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,C,correct,loglikelihood
pedagogy_22,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,B,wrong,loglikelihood
pedagogy_23,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,D,wrong,loglikelihood
pedagogy_24,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,A,wrong,loglikelihood
pedagogy_25,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,D,wrong,loglikelihood
pedagogy_26,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,D,wrong,loglikelihood
pedagogy_27,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,C,wrong,loglikelihood
pedagogy_28,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,D,correct,loglikelihood
pedagogy_29,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,A,wrong,loglikelihood
pedagogy_30,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,B,correct,loglikelihood
pedagogy_31,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,C,wrong,loglikelihood
pedagogy_32,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,B,correct,loglikelihood
pedagogy_33,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,B,wrong,loglikelihood
pedagogy_34,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,B,wrong,loglikelihood
pedagogy_35,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,D,wrong,loglikelihood
pedagogy_36,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,C,wrong,loglikelihood
pedagogy_37,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,A,wrong,loglikelihood
pedagogy_38,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,B,wrong,loglikelihood
pedagogy_39,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,C,wrong,loglikelihood
pedagogy_40,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,C,wrong,loglikelihood
pedagogy_41,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,C,wrong,loglikelihood
pedagogy_42,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,B,correct,loglikelihood
pedagogy_43,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,D,wrong,loglikelihood
pedagogy_44,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,C,wrong,loglikelihood
pedagogy_45,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,B,wrong,loglikelihood
pedagogy_46,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,C,wrong,loglikelihood
pedagogy_47,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,B,wrong,loglikelihood
pedagogy_48,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,C,correct,loglikelihood
pedagogy_49,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,C,wrong,loglikelihood
pedagogy_50,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,C,wrong,loglikelihood
pedagogy_51,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,A,correct,loglikelihood
pedagogy_52,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,C,wrong,loglikelihood
pedagogy_53,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,C,wrong,loglikelihood
pedagogy_54,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,A,wrong,loglikelihood
pedagogy_55,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,C,wrong,loglikelihood
pedagogy_56,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,B,wrong,loglikelihood
pedagogy_57,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,C,wrong,loglikelihood
pedagogy_58,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,C,wrong,loglikelihood
pedagogy_59,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,B,wrong,loglikelihood
pedagogy_60,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,C,wrong,loglikelihood
pedagogy_61,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,A,correct,loglikelihood
pedagogy_62,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,A,wrong,loglikelihood
pedagogy_63,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,D,correct,loglikelihood
pedagogy_64,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,D,wrong,loglikelihood
pedagogy_65,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,A,C,wrong,loglikelihood
pedagogy_66,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,C,correct,loglikelihood
pedagogy_67,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,B,wrong,loglikelihood
pedagogy_68,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,C,B,wrong,loglikelihood
pedagogy_69,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,A,wrong,loglikelihood
pedagogy_70,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,D,B,wrong,loglikelihood
pedagogy_71,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,B,correct,loglikelihood
pedagogy_72,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,C,wrong,loglikelihood
pedagogy_73,princeton-nlp/Sheared-LLaMA-2.7B,pedagogy,B,C,wrong,loglikelihood
