model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
01-ai/Yi-1.5-6B,0.2746017425661128,0.36295793928212866,52,511,0.2172211350293542,0.09856084436315744,0.05738060753675861,0.05738060753675861,0.003292534121287519
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.7339195310169644,1.5614247461252366,13,511,0.6986301369863014,0.09905854079347227,0.035289394030663,0.035289394030663,0.0012453413310513934
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.6653483539442586,1.3634567277569634,13,511,0.6555772994129159,0.0926443760910814,0.009771054531342749,0.009771054531342749,9.547350665447366e-05
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,0.10252537617201736,-1.1639661279913285,400,511,0.13111545988258316,0.1536856009832349,-0.028590083710565803,0.028590083710565803,0.0008173928865771601
BlackBeenie/Neos-Llama-3.1-base,0.05305901696250756,-3.1813749509210183,400,511,0.0958904109589041,0.3926008965032579,-0.042831393996396544,0.042831393996396544,0.001834528311674554
BramVanroy/fietje-2-chat,0.2801232259279018,0.3852929262807806,66,511,0.2328767123287671,0.09767700183531582,0.047246513599134676,0.047246513599134676,0.002232233047273218
BramVanroy/fietje-2-instruct,0.20733584358029386,-0.04706205238876595,400,511,0.2191780821917808,0.10927393251406227,-0.01184223861148695,0.01184223861148695,0.00014023861533139236
Daemontatox/Zirel_1.5,0.45250189633300797,0.8924042496952035,11,511,0.37181996086105673,0.09443128185281988,0.08068193547195124,0.08068193547195124,0.006509574711500103
DavieLion/Llama-3.2-1B-SPIN-iter3,0.060739380033923276,-2.0544037104278523,400,511,0.07240704500978473,0.24764310474383652,-0.011667664975861455,0.011667664975861455,0.0001361344059889441
DeepMount00/Lexora-Lite-3B,0.4761413992961447,0.9422868429446747,12,511,0.5459882583170255,0.0883372780878254,-0.06984685902088078,0.06984685902088078,0.004878583715082795
EpistemeAI/Athena-gemma-2-2b-it,0.32874619498669927,0.5771748006039293,30,511,0.2837573385518591,0.09996996118215479,0.044988856434840185,0.044988856434840185,0.002023997203314661
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.3852605936075927,0.7348819928102812,17,511,0.350293542074364,0.09820379768071882,0.03496705153322871,0.03496705153322871,0.0012226946929274722
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,0.48065215438013525,0.9507706283924734,12,511,0.3561643835616438,0.09762019254221323,0.12448777081849144,0.12448777081849144,0.015497205083357248
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.7416514037139578,1.576635244573534,10,511,0.726027397260274,0.0996663851761202,0.01562400645368378,0.01562400645368378,0.00024410957766475243
J-LAB/Thynk_orpo,0.17481130052616647,-0.3191127486035611,400,511,0.1643835616438356,0.12078231978844005,0.010427738882330867,0.010427738882330867,0.000108737738198075
