model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
01-ai/Yi-1.5-6B,0.3408507826629424,0.11373963327319894,8,0.19465367319411334,0.22711114938974344
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,1.5777265399325233,1.477205987623927,8,0.13897665683402194,0.10052055230859636
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,1.2436218281424576,1.346604141326406,8,0.12770465738890244,0.10298231318394846
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-1.006172899338771,-1.1636839096943772,35,0.19746541466259793,0.1575110103556061
BlackBeenie/Neos-Llama-3.1-base,-3.1813749509210183,-3.1813750403783994,400,0.3926008965032579,8.945738105836654e-08
BramVanroy/fietje-2-chat,0.15201750933175065,0.13743870043847015,13,0.19872510518168485,0.014578808893280504
BramVanroy/fietje-2-instruct,0.15201750933175065,-0.03848446338858976,13,0.19872510518168485,0.19050197272034042
Daemontatox/Zirel_1.5,0.8575568048934583,0.7688134010995782,8,0.15959027588988656,0.08874340379388013
DavieLion/Llama-3.2-1B-SPIN-iter3,-2.0544037104278523,-2.0544072243430542,400,0.24764310474383652,3.513915201924789e-06
DeepMount00/Lexora-Lite-3B,0.9976827729535488,1.0579803177049,8,0.11966414857855413,0.060297544751351295
EpistemeAI/Athena-gemma-2-2b-it,0.8575568048934583,0.5353521933441104,8,0.15959027588988656,0.3222046115493479
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.8921408924774179,0.7397078809720438,8,0.15707953395061572,0.15243301150537414
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,0.8921408924774179,0.7125968141719713,8,0.15707953395061572,0.1795440783054466
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,1.5007403115814797,1.5633390238458271,8,0.10341420808085745,0.06259871226434743
J-LAB/Thynk_orpo,-0.3598082950635744,-0.31617352767718737,23,0.19994215597798454,0.04363476738638705
JayHyeon/Qwen-0.5B-DPO-5epoch,-0.2526496345474566,-0.24848173900143533,18,0.19749454125496535,0.004167895546021261
JayHyeon/Qwen2.5-0.5B-SFT,-0.8483044434515432,-1.0121165021957887,29,0.19652968114292926,0.16381205874424554
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,-0.22058781931657645,-0.52074976292129,21,0.19644513040450368,0.3001619436047136
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,-0.014858239091012276,-0.13348860942400037,17,0.1972505876594825,0.1186303703329881
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,-0.09850949650401507,-0.09286031837628694,16,0.19838785255363295,0.0056491781277281244
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,-0.12316073578782125,-0.16420460088927055,17,0.1939438729752408,0.041043865101449306
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,-0.16358230304280638,-0.12934128376762746,17,0.19727538710154274,0.03424101927517892
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,-0.0540168484985816,-0.19507570813966785,16,0.19544930454139092,0.14105885964108625
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,-0.16358230304280638,-0.13039095270062978,17,0.19727538710154274,0.0331913503421766
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,-0.16358230304280638,-0.11850376572041059,17,0.19727538710154274,0.04507853732239579
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,-0.13501414222269525,-0.15187309558438816,17,0.19457661045011848,0.016858953361692908
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,-0.07143186158918718,-0.05291158387431227,15,0.19989725853488358,0.018520277714874918
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,-0.13302808601508914,-0.11784243852448145,17,0.19465005480919267,0.01518564749060769
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,-0.05084943774779892,-0.05240461070058064,18,0.1954967420321403,0.001555172952781722
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,-0.554408692631605,-0.6049208612356072,21,0.19967415003394925,0.050512168604002206
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,-0.42041445221090523,-0.45688643075571445,26,0.19454279931963916,0.036471978544809214
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.10422337159621543,0.011282379609658149,15,0.19535821446163432,0.09294099198655728
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,-0.16358230304280638,-0.2014325540817969,17,0.19727538710154274,0.03785025103899051
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,0.09742662329556179,0.0604127242093561,16,0.19306273868164125,0.037013899086205684
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,-0.1632086510173687,-0.008764814258217728,17,0.19835336272327325,0.15444383675915097
LEESM/llama-2-7b-hf-lora-oki10p,-0.9674104816680317,-0.7085654752503696,35,0.19367618081771706,0.25884500641766206
LilRg/10PRYMMAL-3B-slerp,-1.0053414096065367,-0.3599594515198234,40,0.19796933968379196,0.6453819580867133
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.20581589378630605,-0.026066437407641956,13,0.1974426629470345,0.231882331193948
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.8921408924774179,0.780257616351189,8,0.15707953395061572,0.11188327612622895
