model,mean_scenarios,online_correctness_sd,online_correctness_mean,full_correctness,online_scaffolding_sd,online_scaffolding_mean,full_scaffolding,online_presentation_sd,online_presentation_mean,full_presentation,batch_correctness_sd,batch_correctness_mean,batch_scaffolding_sd,batch_scaffolding_mean,batch_presentation_sd,batch_presentation_mean,mwle_correctness_sd,mwle_correctness_mean,mwle_scaffolding_sd,mwle_scaffolding_mean,mwle_presentation_sd,mwle_presentation_mean
01-ai/Yi-6B,49.125,0.17470137791524248,-0.663836375,-0.9724770794974661,0.15798855164694686,-0.477161,0.04257621009200372,0.12225321422257167,-0.373284,-0.6234861570033551,0.18278592446121364,-0.7124053878583153,0.15781318052331783,-0.4819268562603889,0.1350987682429726,-0.40956267575005934,0.19937372319451016,-0.7236201763610799,0.18519862183378552,-0.5233218407154888,0.1551164839907452,-0.40795875365906953
01-ai/Yi-6B-Chat,37.25,0.13439431432536264,-0.618976375,-0.05777358860706339,0.15955293789910097,-0.690763375,-0.8993930972443077,0.1795120931398147,0.66779375,0.5326760288031684,0.13497692810337453,-0.6831499864792994,0.09963910821831458,-0.703813231640712,0.17107724524354292,0.6218094161971661,0.14599153761427988,-0.6877001978969068,0.15562755380012805,-0.791759812934675,0.17825326761429508,0.7118375180985288
EleutherAI/pythia-1.4b,49.125,0.04225990051159608,-1.808541,-2.251229662539331,0.16762317076290312,1.383953875,1.170322570354806,0.04702542510423883,-1.076859625,-1.6998671128823766,0.07447748553485793,-2.131417320112323,0.15525388139545265,1.39927347908338,0.04594440488374329,-1.1409835524960523,0.12245867514149271,-2.3459918886317297,0.2136055654290404,1.5824645842359695,0.051623496875023704,-1.2308405173354386
EleutherAI/pythia-160m,50.0,0.08126437579399416,-2.46106125,-5.575569091369235,0.19748580724494483,1.60126075,1.7649121242113799,0.0932870201621553,-2.790577625,-4.808510234502998,0.018498404301632784,-3.406522053409657,0.2051197106937377,1.6740151470462599,0.02491232051108114,-3.4147283781801754,0.08647564603059239,-5.876626004594406,0.23001457275902554,1.8801078913925076,0.11548563956642874,-6.061975984338529
EleutherAI/pythia-1b,50.0,0.08168417316370107,-2.1304177499999994,-2.487707504336026,0.21391077839688064,0.625985125,1.0856641586584805,0.04889817111850274,-1.8050156249999998,-1.954314978575451,0.14678820666992934,-2.6707177016588792,0.21953354628498287,0.6304292017769162,0.06131099832434994,-1.9272251459969985,0.27708869602519737,-3.2091221453502268,0.2552266112291751,0.7135957817495373,0.07920690050267609,-2.164171785108331
EleutherAI/pythia-2.8b,50.0,0.11826968479284958,-2.3136625,-2.4988368880602505,0.1332603189707555,0.9303622500000001,0.926758561919082,0.08181086859947154,-2.210236,-2.3789214520839557,0.10596165804500203,-2.846274233484049,0.14637562363053774,0.9366225024964988,0.05879953183871698,-2.410577412253886,0.2539238972234511,-3.582321752469939,0.15595074510421436,1.047030039568692,0.08915483690466097,-2.8169037636146874
EleutherAI/pythia-410m,50.0,0.0560749523036746,-2.3290288749999997,-3.6100573953402555,0.21069976568923848,1.073289,1.4048815315759617,0.16330166849724587,-2.317382625,-3.477693228119364,0.060517602956564436,-3.0171653606698214,0.20129355905250626,1.0959061307390727,0.07335116411123567,-2.661683680450203,0.11198407224313035,-3.991463015611954,0.22674567027179077,1.2136947837901686,0.1301273573862632,-3.25174489291808
EleutherAI/pythia-6.9b,49.875,0.06896439333351215,-1.648261125,-2.229864606305128,0.13616160000982058,0.553540625,0.6822938485812023,0.060198526557835044,-1.1973793750000001,-1.3262811177313172,0.08729189500590294,-1.8921668610088722,0.14949503303749348,0.5511767035025776,0.04108672611521283,-1.2646374460998175,0.10091740046103474,-2.0556992697367216,0.16401014123268468,0.6195854980930493,0.04562796221440326,-1.3737966098968186
EleutherAI/pythia-70m,50.0,0.12742789175426827,-2.52697975,-5.677952747060164,0.12273735657536938,0.902482125,0.9524445056294113,0.1544957544505673,-2.8959205,-4.812328228742984,0.0501245917962143,-3.356160279968434,0.15164609481729982,0.9443009919378454,0.05016518839103582,-3.412062675407748,0.13231136393000356,-5.785868066981353,0.17831810079396962,1.0604545934272407,0.21723991038401713,-6.032009874624691
HuggingFaceH4/zephyr-7b-beta,27.5,0.08769036946971075,1.3474486250000002,1.199950659474181,0.21504812011428398,0.37943425,0.4933029477286436,0.0994651947501612,0.5799557499999999,0.4857060918467533,0.0740978097644985,1.2969348867057073,0.19078615921006623,0.30646504200069097,0.10130917697306868,0.5439055961544338,0.06583134377602926,1.3517841736389191,0.23914858373897435,0.4434541326875029,0.10448267952558365,0.6448812014720667
HuggingFaceTB/SmolLM2-1.7B,44.125,0.08660523651090257,-0.474135875,-0.45302074909505585,0.06387067200980726,-0.235977375,-0.20604343788029378,0.0778620720504173,0.326918625,0.25687346021089247,0.09751154644317622,-0.5480148767690619,0.05836563317479589,-0.24262400602138742,0.06205467933637644,0.272881894299434,0.10850605034704823,-0.5406354805062226,0.06639473425532161,-0.2523051610157577,0.0735617133461982,0.34895752273525193
HuggingFaceTB/SmolLM2-1.7B-Instruct,30.375,0.17284472381808477,0.7610649999999999,0.40101265447262546,0.2551577526555876,-0.606663,-0.8685149706107778,0.17716719413875695,0.958727,1.001359191751372,0.1500782353054685,0.6271257128901633,0.15188768479374012,-0.6446921486048269,0.16738123947946196,0.8775633907202948,0.15688571657869982,0.7089710936746316,0.2413195729944322,-0.7572638319588998,0.19073795206497582,1.0061039484147896
