model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_full_presentation,theta_cat_presentation,theta_batch_presentation,theta_mwle_presentation,final_se_presentation,scorable_evals_presentation
01-ai/Yi-6B,50,289,precision_reached,True,289,0,0.09521542489883361,-0.9937684244211487,-0.922294,-0.9646840365879323,-0.9967768159897193,0.275948,205,0.04322049561788988,-0.411009,-0.40847240648688266,-0.43902476260710876,0.298373,82,-0.612013814205192,-0.476953,-0.5257246237787676,-0.5336270115081646,0.29795,37
01-ai/Yi-6B-Chat,32,205,precision_reached,True,205,0,0.1491460187635314,-0.012459871221071955,-0.140086,-0.21225500497315675,-0.16954537435731537,0.283346,149,-0.9037488274891351,0.061242,-0.05187338297820889,-0.008036181862641493,0.296773,55,0.531045897029207,0.617843,0.5768032891731859,0.6689844885174566,0.299539,24
EleutherAI/pythia-1.4b,50,304,max_scenarios_reached,False,304,0,0.0706267539756782,-2.2482485935497873,-1.71574,-2.0428000707615777,-2.2253283609291046,0.254694,224,1.169111706034125,1.179121,1.2370657476164555,1.3731621359391017,0.303432,67,-1.699230186953349,-1.12445,-1.1849471364441742,-1.2800040774681392,0.302132,44
EleutherAI/pythia-160m,50,310,max_scenarios_reached,False,310,0,0.036406067677946324,-5.748196770467396,-2.499233,-3.3966327825268765,-5.735630008580647,0.301283,229,1.7668268222215542,1.641787,1.7134845374419814,1.9333454536148675,0.324827,61,-4.820826334987965,-2.915264,-3.46291151910651,-6.311847691939563,0.372152,48
EleutherAI/pythia-1b,50,317,max_scenarios_reached,False,317,0,0.06456140350877193,-2.4860016972737324,-2.055971,-2.3383889654533148,-2.62421117676691,0.289902,238,1.0850678552158128,1.032059,1.0427216843404175,1.1819224002483502,0.324814,63,-1.954173438900522,-1.863367,-1.95960736350995,-2.196673567753585,0.335145,46
EleutherAI/pythia-2.8b,50,313,max_scenarios_reached,False,313,0,0.05753040224508887,-2.497314502942975,-2.102973,-2.602089127777548,-3.0374802214616423,0.277701,236,0.9265374779941231,0.709506,0.68908352260319,0.8107925147144608,0.325518,56,-2.3789244228018807,-2.349139,-2.573940524500934,-3.065959390830158,0.347434,47
EleutherAI/pythia-410m,50,313,max_scenarios_reached,False,313,0,0.05015162118031257,-3.6100038621234005,-2.474985,-3.0851524488546023,-4.066105533500474,0.301746,237,1.4036257759865924,0.950511,0.9365096174934281,1.0669423364273924,0.325285,58,-3.4776932301848196,-2.377412,-2.6383609538718873,-3.1949080874699085,0.351889,45
EleutherAI/pythia-6.9b,50,287,max_scenarios_reached,False,287,0,0.06705744431418523,-2.225917599506108,-1.599517,-1.7408484599475031,-1.8820790878141858,0.29143,205,0.6827781521806789,0.38017,0.3677522486743972,0.4134973019901781,0.300712,66,-1.327933060490024,-1.174415,-1.2278239230847443,-1.3343194885221106,0.310881,42
EleutherAI/pythia-70m,50,308,max_scenarios_reached,False,308,0,0.02770018621973929,-5.989649038583148,-2.464951,-3.3394225686879735,-5.744704407095163,0.307812,234,0.9546239695186873,1.18618,1.4163766181115043,1.6357549065464632,0.334558,52,-4.824806853104925,-2.852699,-3.446118776102883,-6.157738009006232,0.363354,46
HuggingFaceH4/zephyr-7b-beta,25,161,precision_reached,True,161,0,0.2552021047596269,1.093399425271812,1.112367,1.0455380579095535,1.1249644421210663,0.208302,118,0.5243695193463564,0.475009,0.45297215637445276,0.548997519937661,0.284927,46,0.5217346970594837,0.524601,0.4754965594728094,0.5880777943721758,0.299341,21
