criterion_id,a_instruction_following,b,exportable,source_criterion_count
ifb_0000_c01,1.0922785943930833,-0.05306661932940981,True,2250
ifb_0000_c02,1.2835555217513062,0.6347736521420472,True,2250
ifb_0000_c03,1.8442073296119657,0.9674257962848367,True,2250
ifb_0001_c01,0.581947978784784,-0.7261603700792171,True,2250
ifb_0001_c02,0.49715963340967756,-0.5800321513064519,True,2250
ifb_0001_c03,0.6428775344221477,-0.0856786999192883,True,2250
ifb_0001_c04,0.5619800003169843,0.32295544709835,True,2250
ifb_0002_c01,0.7429680330920669,0.3813471697292521,True,2250
ifb_0002_c02,1.2786778242713481,2.105344078012769,True,2250
ifb_0002_c03,0.8091330876871007,0.5282242349713003,True,2250
ifb_0003_c01,2.6498817209178815,-1.6091575882209717,True,2250
ifb_0003_c02,1.0471429991805992,-1.3058360591326232,True,2250
ifb_0003_c03,0.6760118307560278,-0.5384047649619988,True,2250
ifb_0003_c04,1.4726211644710434,0.00809742632285723,True,2250
ifb_0003_c05,0.9085012875218821,-1.8407712977676993,True,2250
ifb_0003_c06,1.144077726155589,0.10808664503165692,True,2250
ifb_0004_c01,2.53676569814054,-13.568220986632948,True,2250
ifb_0004_c02,1.78036890882158,-6.580842497956968,True,2250
ifb_0004_c03,1.7864339798983204,-4.055713091496157,True,2250
ifb_0004_c04,1.3386961804875428,-3.4439039419261737,True,2250
ifb_0005_c01,0.5591249007575556,-0.18750498436624463,True,2250
ifb_0006_c01,1.1914463442555514,-3.1461657254135207,True,2250
ifb_0006_c02,1.2670484793054972,-3.0383267179011733,True,2250
ifb_0007_c01,0.5102210098359651,-1.373750864135348,True,2250
ifb_0007_c02,1.4146970194219333,-1.8455917847446028,True,2250
ifb_0007_c03,1.2372859076227067,-1.8656763505309681,True,2250
ifb_0007_c04,1.9981110822488242,-1.5635607894419499,True,2250
ifb_0008_c01,1.5885441232396735,0.23283766493143412,True,2250
ifb_0008_c02,0.3038757858792205,-0.410576002114195,True,2250
ifb_0008_c03,0.8475407435255329,-0.07728349050864079,True,2250
ifb_0008_c04,1.5395028876548056,0.021277966159230444,True,2250
ifb_0008_c05,2.0903242559233988,1.3503272944604872,True,2250
ifb_0009_c01,1.2077157583183162,-1.0670580270167203,True,2250
ifb_0009_c02,2.65547239114785,8.474762250240465,True,2250
ifb_0010_c01,1.0265796421224944,-0.3517870569241696,True,2250
ifb_0010_c03,0.7998698795626378,2.763839973029252,True,2250
ifb_0011_c01,0.9801589289416421,-0.4909276519186342,True,2250
ifb_0011_c02,1.1560659887146265,-1.214684735108189,True,2250
ifb_0012_c01,0.7565796181843895,-1.3561270608721878,True,2250
ifb_0012_c02,0.14626878704788132,2.492868122970371,True,2250
ifb_0013_c01,0.803673511005271,-0.8416903443778297,True,2250
ifb_0013_c02,1.0205404665671713,-0.6500121605073366,True,2250
ifb_0013_c03,0.6737449901851547,1.0422494809147802,True,2250
ifb_0014_c01,0.8057308240486534,0.40544429831164525,True,2250
ifb_0014_c02,0.537830728863351,1.1746868849365695,True,2250
ifb_0014_c03,0.07599987071394658,2.4779688661940344,True,2250
ifb_0015_c01,1.1884835387154165,-1.8101074293858417,True,2250
ifb_0015_c02,0.9022543094221319,0.44572927602051515,True,2250
ifb_0015_c03,1.2975943707446462,4.32414523643421,True,2250
ifb_0015_c04,0.8340553640823936,-1.2826992297670128,True,2250
ifb_0016_c01,1.5042463524752012,-1.0223876878618912,True,2250
ifb_0016_c02,1.8558632316190777,-0.1479300675548834,True,2250
ifb_0016_c03,1.1800762668596947,0.8828587181644496,True,2250
ifb_0017_c01,1.9639589020582515,1.8934657428899242,True,2250
ifb_0017_c02,0.8365651272965252,0.6656287668599958,True,2250
ifb_0018_c01,1.1175796174863002,-1.1875315397915034,True,2250
ifb_0018_c02,1.6495611018883771,-0.8516215256047549,True,2250
ifb_0018_c03,1.2805316357907248,-1.5032738824311447,True,2250
ifb_0019_c01,1.2521763528897276,-1.678173004436542,True,2250
ifb_0019_c02,1.0463033850918901,-1.3051497637352218,True,2250
ifb_0019_c03,1.4457248133865412,-1.4274271295573235,True,2250
ifb_0019_c04,0.9019439065924301,1.23315824556365,True,2250
ifb_0019_c05,0.7146952068471725,1.8933763092783595,True,2250
ifb_0019_c06,0.5877057936254506,2.4426779987264746,True,2250
ifb_0020_c01,1.5060146838686181,-0.8053415279978107,True,2250
ifb_0020_c02,1.0972891641255844,-1.0034986871839073,True,2250
ifb_0020_c03,1.8676783500255203,-0.6556561297133876,True,2250
ifb_0021_c01,1.4443969544278448,0.18854733401019688,True,2250
ifb_0021_c02,1.7679978836837835,-0.6386204481126225,True,2250
ifb_0021_c03,1.7681315927501222,0.29222582010525894,True,2250
ifb_0022_c01,2.5964422171267265,0.6082220320895927,True,2250
ifb_0022_c02,1.6477615545009325,-0.8510390202195676,True,2250
ifb_0023_c01,1.7954732196616683,-4.074017127071184,True,2250
ifb_0023_c02,1.0276891511761783,-0.6523034600690968,True,2250
ifb_0024_c01,0.3411707781058609,-0.07019272230009786,True,2250
ifb_0024_c02,0.8096282017188632,-1.1189961106093596,True,2250
ifb_0024_c03,1.2891327637083294,-0.19699136291550481,True,2250
ifb_0024_c04,1.3048421426629844,-0.5554382482248429,True,2250
ifb_0025_c01,1.8283431568338178,-1.1775505511226507,True,2250
ifb_0025_c02,1.8283431568338178,-1.1775505511226507,True,2250
ifb_0026_c01,0.6828828281501428,-0.5406677935951165,True,2250
ifb_0026_c02,0.4858843112797063,-0.5752882200894708,True,2250
ifb_0026_c03,0.805426493923427,-0.3272822220627274,True,2250
ifb_0027_c01,1.1011406328555442,-0.5157459223979393,True,2250
ifb_0027_c02,1.339466997953066,-0.19421638101877053,True,2250
ifb_0028_c01,1.6006872822344596,-1.3049342476296641,True,2250
