"","a1","d","g","u"
"X1101",-2.23159065250862,-0.750706266604284,0,1
"X1102",0.788337475621396,0.15155309484485,0,1
"X1103",0.130880073174791,-2.11921556806709,0,1
"X1104",-2.0086213993177,0.268914132707113,0,1
"X1105",2.62283674601746,-2.28665125158925,0,1
"X1106",0.774934384014444,-2.02964999092886,0,1
"X1107",0.380953375512486,-1.74842224164679,0,1
"X1108",0.677277917054529,-1.7232126404041,0,1
"X1109",0.387852611477932,-2.29985953112169,0,1
"X1110",-1.98573110148379,1.07910936161149,0,1
"X1111",0.751690540531883,-0.93933464412542,0,1
"X1112",0.483100668997015,-1.39730942021476,0,1
"X1113",0.69302809841974,-1.20718184760238,0,1
"X1114",-1.56398023341145,-2.8684277466312,0,1
"X1115",1.10032244718917,-2.92004186328742,0,1
"X1116",0.845363640324648,-1.9559601713809,0,1
"X1117",1.20436795107343,-0.605945758153582,0,1
"X1118",2.34444417558894,-2.1979982525683,0,1
"X1119",1.32973893426487,-0.801972520592376,0,1
"X1120",1.39262339163116,-1.97059400117294,0,1
"X1121",0.88724162506437,-1.94110157859432,0,1
"X1122",1.42973169131188,-2.22899443780142,0,1
"X1123",0.940409722975184,-1.79212132376982,0,1
"X1124",1.49128003594338,-2.15330002965238,0,1
"X1125",-1.95532878964766,-0.278890592296798,0,1
"X1126",1.04516108871899,-1.15559072941475,0,1
"X1127",0.438866735959239,-1.32503343682156,0,1
"X1128",0.422928738261952,-1.29745361806043,0,1
"X1129",1.49313504852251,-1.29081187031587,0,1
"X1130",0.912954359742859,-1.92802303069703,0,1
"X1131",-2.77525088079303,-0.584840460192718,0,1
"X1132",0.534441113761185,-1.46212128056554,0,1
"X1133",2.37508576237904,-0.805120768064236,0,1
"X1134",0.677337378349687,-2.52365514376419,0,1
"X1135",1.58656094515538,-1.85333682180638,0,1
"X1136",-3.1161939206416,-1.51383003473773,0,1
"X1137",-1.64769833835982,-0.122316839986823,0,1
"X1138",-1.28480935014803,-0.535599460427764,0,1
"X1139",-1.04859019566791,0.154343717708961,0,1
"X1140",2.00188261889013,-1.62362137098568,0,1
"X1141",1.12210622818988,-0.222197830106384,0,1
"X1142",1.06921909528035,-1.54346058273107,0,1
"X1143",-2.03649621377548,0.997795626183111,0,1
"X1144",0.962311193719168,-2.22686005949416,0,1
"X1145",0.8870885680145,-2.06089123980893,0,1
"X1146",-1.91040122784563,-0.777704478625801,0,1
"X1147",2.40996253033104,-2.37296201630018,0,1
"X1148",0.475128509646841,-2.66189891584909,0,1
"X1149",1.20062843309674,-1.32801425052506,0,1
"X1150",1.43010828735118,-2.63333245775627,0,1
"X1151",-2.10204400862162,-1.68131040194613,0,1
"X1152",0.539104877890646,-2.18005625905349,0,1
"X1153",1.19313398372789,-1.44611575335083,0,1
"X1154",1.29231584960529,0.257469750576841,0,1
"X1155",0.397602513327504,-1.03573278509141,0,1
"X1156",1.67579781970755,-2.89698199454009,0,1
"X1157",0.950455027305705,-1.84981807502275,0,1
"X1158",0.441225750752816,-1.04412726133253,0,1
"X1159",1.71091833267925,-3.07656089410482,0,1
"X1160",-2.73525325927643,0.164515364089739,0,1
"X1161",1.25041362190189,-1.63340644188752,0,1
"X1162",0.444673645122634,-2.21407872563565,0,1
"X1163",-2.7515547214897,-1.16740257213278,0,1
"X1164",0.505166454120605,-1.08995634317438,0,1
"X1165",-2.50633194611053,0.00800593233502031,0,1
"X1166",0.522821414475685,-2.1956006977533,0,1
"X1167",0.624091230870171,-2.09987565658736,0,1
"X1168",2.88379244332569,-1.74416751022221,0,1
"X1169",2.4528722799579,-2.44941829524523,0,1
"X1170",0.906250452443989,-0.242065879156586,0,1
"X1171",0.235864107738406,-2.02240969145736,0,1
"X1172",-1.84895845944664,-0.164520296433355,0,1
"X1173",2.7592228957644,-2.61073281851799,0,1
"X1174",0.987288191820834,-2.20052687491324,0,1
"X1175",0.82487461877051,-2.14339415378972,0,1
"X1176",0.781976854963694,-2.32880878488766,0,1
"X1177",2.38453949308335,-3.25330814635127,0,1
"X1178",0.619937489249984,-0.839489140754782,0,1
"X1179",-2.21744746185759,-0.238781955736462,0,1
"X1180",1.54898832392025,-2.73065987095115,0,1
"X1181",1.91333992161282,-3.3507960427465,0,1
"X1182",1.02982345578497,-1.93388344916107,0,1
"X1183",2.06831886866737,-3.40542802225806,0,1
"X1184",0.935239081626338,-2.38971536568415,0,1
"X1185",-0.815376431953672,-0.107986240418039,0,1
"X1186",0.343757305768965,-1.084696399104,0,1
"X1187",0.307687406489368,-0.954352633668753,0,1
"X1188",0.482534918730011,-0.70577347438426,0,1
"X1189",0.461372233518247,-1.5558094016072,0,1
"X1190",1.93293332317269,-2.30799437810064,0,1
"X1191",0.969374812406794,-2.05519900501783,0,1
"X1192",0.980821097661565,-0.261030392558695,0,1
