model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
01-ai/Yi-6B,24,115,precision_reached,True,115,0,0.08193979933110368,-1.0704346703763623,-0.803458,-0.8935299144580959,-0.9238909620825656,0.285716,86,0.06297062464348907,-0.671453,-0.6278273598852959,-0.7269693545118625,0.299946,45
01-ai/Yi-6B-Chat,23,116,precision_reached,True,116,0,0.11865357643758766,-0.20101842941183268,-0.089929,-0.16356845488445837,-0.14249924918380538,0.298567,81,-0.7662038966888817,-0.960344,-0.9360368329438037,-1.1027153124235065,0.297462,57
EleutherAI/pythia-1.4b,25,115,precision_reached,True,115,0,0.06802533737262462,-2.4050538814660434,-2.260449,-2.942888089098874,-3.6519511814974965,0.297156,91,1.2239202146278805,1.596342,1.7085318456688086,1.8617802155754177,0.288265,39
EleutherAI/pythia-160m,26,134,precision_reached,True,134,0,0.04298704877376688,-5.905746395609428,-2.730535,-3.5476504659369397,-5.700940687280512,0.295863,108,1.8460324088623938,1.684218,1.735987546497746,1.893321925197684,0.291211,43
EleutherAI/pythia-1b,32,147,precision_reached,True,147,0,0.06344827586206897,-2.628970270212859,-2.459344,-2.919701252432309,-3.4227918955143917,0.294923,116,1.119802726830886,1.002852,1.0262713989247747,1.122257818764603,0.283693,50
EleutherAI/pythia-2.8b,26,130,precision_reached,True,130,0,0.05953693495038589,-2.628843696421378,-2.250146,-2.6230033511091295,-2.9949006558102007,0.298125,102,0.990706262686823,1.165191,1.155841097863038,1.269360192068249,0.283945,48
EleutherAI/pythia-410m,25,115,precision_reached,True,115,0,0.055907463508675294,-3.7524347791206836,-2.595457,-3.3286924540308105,-4.5852568666312035,0.298809,90,1.4646678321988662,1.271687,1.296726305746424,1.4203618117861658,0.299197,44
EleutherAI/pythia-6.9b,27,120,precision_reached,True,120,0,0.05853119823302043,-2.3886528441452617,-2.123341,-2.497374159729377,-2.858691989638124,0.296088,94,0.7290093698361134,0.628596,0.6278620019422988,0.6934211227141452,0.298302,45
EleutherAI/pythia-70m,30,140,precision_reached,True,140,0,0.03271927412702777,-6.124541847468202,-2.514862,-3.412078865276902,-5.406166512915545,0.294877,107,0.9971778051884745,0.868419,0.8674224264885804,0.9377426042407171,0.273906,53
HuggingFaceH4/zephyr-7b-beta,15,72,precision_reached,True,72,0,0.24400446179587285,1.0735464455197932,1.243009,1.2020240474241106,1.277334605711594,0.183727,58,0.5360821953414793,0.434763,0.21780423692589213,0.4073544243528705,0.1789,30
HuggingFaceTB/SmolLM2-1.7B,25,118,precision_reached,True,118,0,0.09682804674457429,-0.6069972196331872,-0.506658,-0.607408555458937,-0.5804478561299684,0.279094,82,-0.18819606251454446,-0.131056,-0.1376790027119183,-0.14124070565585325,0.297956,54
HuggingFaceTB/SmolLM2-1.7B-Instruct,15,71,precision_reached,True,71,0,0.1501122334455668,0.27856196391447186,0.275358,-0.023293293811975896,0.09550447897637872,0.27179,48,-0.8346740715995998,-0.226011,-0.7249700161558942,-0.79165359938479,0.285354,31
HuggingFaceTB/SmolLM2-135M,29,126,precision_reached,True,126,0,0.040892193308550186,-3.958219784214156,-2.219822,-3.146600028778602,-4.748530158500327,0.298466,94,0.5376924207367975,0.606873,0.620006012271763,0.6650634215128128,0.297553,46
