model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.8642592283208774,1.1777977618704856,8,0.18524975647238837,0.31353853354960814
CoolSpring/Qwen2-0.5B-Abyme-merge3,-0.16079114728141738,-0.16697555278282045,25,0.1968182427918542,0.006184405501403062
CortexLM/btlm-7b-base-v0.2,-0.9573346126888842,-0.9425524681664603,400,0.2611415951760764,0.014782144522423879
Daemontatox/ReasonTest,0.7961953868445281,1.1853449777745904,8,0.19270279966906537,0.3891495909300623
Daemontatox/mini-Cogito-R1,1.2876236740188618,1.6998281928011547,8,0.17010572657716996,0.4122045187822929
DeepMount00/Qwen2-1.5B-Ita_v3,1.139936677504327,0.9515789070013906,8,0.17903429617594288,0.18835777050293634
DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,1.0276021643955442,1.192707741790568,8,0.170971590580361,0.16510557739502385
EpistemeAI/Athena-gemma-2-2b-it-Philos,-1.3102062567846717,-1.0541582317521714,400,0.3305410162957808,0.25604802503250035
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,1.0276021643955442,1.19899347734666,8,0.170971590580361,0.17139131295111576
EpistemeAI/ReasoningCore-3B-T1-V1,1.0651421945630788,1.1805910695926776,8,0.1627721093129572,0.11544887502959877
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,-0.8054502156393719,-0.8187203871213095,400,0.20802207254609612,0.013270171481937543
HuggingFaceTB/SmolLM2-360M,-1.9176408057997731,-1.5527310023896794,400,0.5043423214286068,0.3649098034100937
JayHyeon/Qwen-0.5B-DPO-1epoch,-0.11397730666176514,-0.28459526618411735,24,0.19277588684550578,0.1706179595223522
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,-2.0604014021408923,-1.5387741852883154,400,0.5417909914073574,0.5216272168525768
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,-2.0604014021408923,-2.103544526012697,400,0.5417909914073574,0.04314312387180452
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,-1.3177194788793725,-1.363496580983104,400,0.3388977965733203,0.045777102103731426
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,-1.2277915270761146,-1.2557365559544764,400,0.3229835281036176,0.02794502887836181
JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,-2.0604014021408923,-2.103544526012697,400,0.5417909914073574,0.04314312387180452
JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_1vpo_const,0.267894859900931,0.506072403404293,14,0.19142830669194347,0.23817754350336207
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,0.3339065096518473,0.4060294306216639,12,0.19538423842758193,0.0721229209698166
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.6546650614669814,0.8096436653659513,9,0.19652462803698717,0.1549786038989699
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,0.7863722606174921,0.6613179072526819,9,0.18282098938576663,0.1250543533648102
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,1.0651421945630788,1.301829339011822,8,0.1627721093129572,0.23668714444874328
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.4158832513721885,0.5904894807579744,11,0.19606913504140133,0.17460622938578585
Novaciano/Cultist-3.2-1B,0.5096839608055167,0.5025456239127295,11,0.1910502116679047,0.0071383368927872
OpenLLM-France/Lucie-7B-Instruct-v1.1,0.1599142875922101,0.055637753639026184,16,0.18901504687425744,0.10427653395318393
Qwen/Qwen2-0.5B,-0.3084531298469755,-0.11669689353209498,32,0.19857970380550963,0.1917562363148805
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,1.0622563228071866,1.189292998062064,8,0.1833447432839596,0.12703667525487727
Sakalti/SJT-1.5B-Alpha-1.1,0.7980622347812475,0.7581149362243735,8,0.19627805324549202,0.039947298556873956
Sakalti/Saba1.5-Pro-3B,-1.008404673816194,-1.0533797564652012,400,0.2523450176045145,0.04497508264900718
Sakalti/Saka-1.5B,0.7265147269610797,0.6221668005252893,10,0.1818799545228002,0.10434792643579038
SultanR/SmolTulu-1.7b-Reinforced,-0.372115227148081,-0.0270029213018871,45,0.19982360271121644,0.3451123058461939
T145/ZEUS-8B-V2-ORPO,1.0276021643955442,1.302634755265276,8,0.170971590580361,0.27503259086973175
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,-0.47145757278544353,-0.5750845878847357,66,0.1924512025778631,0.10362701509929217
TheDrummer/Gemmasutra-Mini-2B-v1,0.022492429556534035,0.02258859278977972,17,0.19990362090295932,9.616323324568299e-05
VAGOsolutions/SauerkrautLM-Gemma-2b,-0.057800353982705596,-0.1993517291961884,21,0.19528897316245797,0.14155137521348282
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.6504254313282842,0.7987653911893631,9,0.19882986952930326,0.14833995986107884
Youlln/3PRYMMAL-PHI3-3B-SLERP,1.2692925396708654,1.1572139253941605,8,0.14667080962449894,0.11207861427670496
ai4bharat/Airavata,-0.8099083253290364,-0.7743156185033905,400,0.22355586554932938,0.03559270682564597
allknowingroger/Gemma2Slerp2-2.6B,0.6546650614669814,0.7986477093152159,9,0.19652462803698717,0.14398264784823445
bamec66557/VICIOUS_MESH-12B_Razor,1.173911029974937,1.025820301626275,8,0.19182860781698002,0.14809072834866188
brgx53/Barracuda-PRYMMAL-ECE-TW3,-1.7465000756054943,-1.7914130167476587,400,0.4567271336886498,0.044912941142164486
bunnycore/Llama-3.2-3B-Booval,0.7863722606174921,0.9523846013613769,9,0.18282098938576663,0.16601234074388482
cckm/tinymistral_950m,-2.0604014021408923,-1.5696110073888407,400,0.5417909914073574,0.49079039475205155
dwikitheduck/gemma-2-2b-id-inst,-0.7074037817301544,-0.8264740832393543,212,0.19942675890588943,0.11907030150919995
godlikehhd/alpaca_data_ins_min_2600,0.7265147269610797,0.8142329062521517,10,0.1818799545228002,0.08771817929107206
godlikehhd/qwen-2.5-1.5b-cherry,0.6139558414659725,0.805247405662929,9,0.1979989210919727,0.19129156419695648
godlikehhd/qwen_2.5-1.5b-cherry_new,0.7265147269610797,0.7784310401567908,10,0.1818799545228002,0.051916313195711106
google/gemma-2-2b-it,-1.5680534127941566,-1.6161968234282216,400,0.4078052184907466,0.04814341063406502
google/recurrentgemma-2b,-0.2150690884035672,-0.3575608819724251,28,0.19431482329590521,0.14249179356885788
hotmailuser/QwenModelStock-1.8B,0.7980622347812475,0.719804576778001,8,0.19627805324549202,0.07825765800324647
ibm-granite/granite-3.0-2b-base,-0.012917489060775507,0.3416947025831844,19,0.19920644212385366,0.3546121916439599
ibm-granite/granite-3.0-3b-a800m-instruct,0.4657418591028671,0.4680467875209161,11,0.1909955382881482,0.0023049284180490237
ibm-granite/granite-3.1-1b-a400m-base,-0.23974565326841557,-0.19697020645255048,31,0.18951952522102605,0.04277544681586509
ibm-granite/granite-7b-instruct,-1.4021575021683748,-1.2590106938143197,400,0.3841941913185209,0.14314680835405502
jaspionjader/test-13,1.0666727859988643,0.927479105905864,8,0.16389486147304547,0.13919368009300026
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,-0.2697127506171023,-0.10659982093867805,44,0.17772834982603222,0.16311292967842428
jpacifico/Chocolatine-3B-Instruct-DPO-v1.2,1.387212775800221,1.1105239091607721,8,0.13227976223637483,0.2766888666394489
jpacifico/Distilucie-7B-Math-Instruct-DPO-v0.1,-0.24714118936923227,-0.15436262760225772,27,0.1995833304526699,0.09277856176697455
jpacifico/Lucie-7B-Instruct-DPO-v1.1,0.02724708279269284,-0.14041828505745743,17,0.19929993402254925,0.16766536785015027
kz919/QwQ-0.5B-Distilled-SFT,-2.0604014021408923,-2.103329299203696,400,0.5417909914073574,0.042927897062803755
lesubra/ECE-PRYMMAL-3B-SLERP-V1,1.3319502079459946,0.93247326792811,8,0.17778299311741155,0.3994769400178846
lunahr/thea-3b-50r-u1,0.6139558414659725,0.8959870921330922,9,0.1979989210919727,0.28203125066711976
matouLeLoup/ECE-PRYMMAL-0.5B-FT-V4-MUSR-ENSEMBLE-Mathis,-0.3084531298469755,-0.11669689353209498,32,0.19857970380550963,0.1917562363148805
meditsolutions/MedIT-Mesh-3B-Instruct,0.38436635379637285,1.2688402930357368,13,0.199917943323655,0.8844739392393639
mergekit-community/mergekit-dare_ties-ajgjgea,0.1285468321379335,0.19117771675557396,17,0.18721677455375674,0.06263088461764046
meta-llama/Llama-3.2-3B,-0.5742224663110517,-0.6289967775148684,162,0.18059409082464362,0.054774311203816706
meta-llama/Llama-3.2-3B-Instruct,1.173409653709933,1.2161148959911805,8,0.15123664516710011,0.0427052422812475
monsterapi/gemma-2-2b-LoRA-MonsterInstruct,-0.5709964890742545,-0.49382380160736156,121,0.18841181380666217,0.07717268746689293
mrdayl/OpenCogito,1.4157443573491637,1.5044742083057723,8,0.1324382148136142,0.08872985095660857
netcat420/MFANN-abliterated-phi2-merge-unretrained,-0.04783817524567112,-0.17568909666406918,19,0.1985148134280822,0.12785092141839804
netcat420/MFANN3bv0.18,-0.023366023993500018,-0.22955975230034245,18,0.19862151609630585,0.20619372830684243
open-atlas/Atlas-Flash-1.5B-Preview,0.3468066829491749,0.26734840356626133,13,0.18772757866345818,0.07945827938291355
pankajmathur/orca_mini_v9_5_1B-Instruct,0.1569681263276348,0.02861510745196057,14,0.19999901164493802,0.1283530188756742
pankajmathur/orca_mini_v9_6_3B-Instruct,0.3259546944933971,0.7131927734168566,13,0.1897052101306852,0.3872380789234595
prithivMLmods/Llama-Deepsync-1B,-0.007789850702240073,0.20394407083381808,18,0.1992691457168802,0.21173392153605813
qingy2024/Qwen2.5-4B,0.1562383499454488,0.22648640665686195,14,0.19974968803369275,0.07024805671141315
saishshinde15/TethysAI_Vortex_Reasoning,1.0515244005195192,1.498897797612522,8,0.16346279749671502,0.4473733970930027
sumink/Qwenftmodel,0.9248261270628684,0.7382318634230252,9,0.18311460789156372,0.18659426363984322
sumink/llamaft,-1.2011698500212185,-1.1197302483921394,400,0.3142693305331583,0.08143960162907904
tiiuae/Falcon3-3B-Instruct,1.285905241244529,1.6001776330268758,8,0.13675249230634104,0.31427239178234667
tinycompany/SigmaBoi-bge-m3,0.1747338694730535,0.6405296051956206,17,0.19549693542226837,0.46579573572256716
tinycompany/Tamed-Shawty,0.5272771847293789,0.5960365569836561,10,0.19499973149670252,0.0687593722542772
viettelsecurity-ai/security-llama3.2-3b,0.9113812426474042,1.0128008440688265,8,0.17579664674848175,0.10141960142142237
voidful/smol-360m-ft,-1.6196765822336736,-1.638279893024968,400,0.4209452721177204,0.018603310791294403
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,0.9921492034905257,1.1197575795078842,8,0.17952789713281025,0.12760837601735853
