model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.8642592283208774,1.1777977618704856,8,0.18524975647238837,0.31353853354960814
CoolSpring/Qwen2-0.5B-Abyme-merge3,-0.19834860814278021,-0.16697555278282045,9,0.2940367269698933,0.03137305535995977
CortexLM/btlm-7b-base-v0.2,-0.8521448302949722,-0.9425524681664603,44,0.29957992849078635,0.09040763787148809
Daemontatox/ReasonTest,0.7961953868445281,1.1853449777745904,8,0.19270279966906537,0.3891495909300623
Daemontatox/mini-Cogito-R1,1.2876236740188618,1.6998281928011547,8,0.17010572657716996,0.4122045187822929
DeepMount00/Qwen2-1.5B-Ita_v3,1.139936677504327,0.9515789070013906,8,0.17903429617594288,0.18835777050293634
DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,1.0276021643955442,1.192707741790568,8,0.170971590580361,0.16510557739502385
EpistemeAI/Athena-gemma-2-2b-it-Philos,-1.3102062567846717,-1.0541582317521714,400,0.3305410162957808,0.25604802503250035
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,1.0276021643955442,1.19899347734666,8,0.170971590580361,0.17139131295111576
EpistemeAI/ReasoningCore-3B-T1-V1,1.0651421945630788,1.1805910695926776,8,0.1627721093129572,0.11544887502959877
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,-0.996277329704353,-0.8187203871213095,121,0.29208943469842397,0.17755694258304355
HuggingFaceTB/SmolLM2-360M,-1.9176408057997731,-1.5527310023896794,400,0.5043423214286068,0.3649098034100937
JayHyeon/Qwen-0.5B-DPO-1epoch,0.06225040480363196,-0.28459526618411735,8,0.27270500667567094,0.3468456709877493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,-2.0604014021408923,-1.5387741852883154,400,0.5417909914073574,0.5216272168525768
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,-2.0604014021408923,-2.103544526012697,400,0.5417909914073574,0.04314312387180452
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,-1.3177194788793725,-1.363496580983104,400,0.3388977965733203,0.045777102103731426
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,-1.2277915270761146,-1.2557365559544764,400,0.3229835281036176,0.02794502887836181
JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,-2.0604014021408923,-2.103544526012697,400,0.5417909914073574,0.04314312387180452
