model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.12882688521721639,1.0168116363001103,27,1183,0.1665257819103973,0.09944510155291653,-0.03769889669318091,0.03769889669318091,0.0014212068118831266
CoolSpring/Qwen2-0.5B-Abyme-merge3,0.021371082585776125,-0.19970118082393548,400,1183,0.023668639053254437,0.11339537696241393,-0.002297556467478312,0.002297556467478312,5.27876572125142e-06
CortexLM/btlm-7b-base-v0.2,0.010765957656535386,-0.9573346126888842,400,1183,0.011834319526627219,0.2611415951760764,-0.0010683618700918322,0.0010683618700918322,1.141397085466117e-06
Daemontatox/ReasonTest,0.09571914708847833,0.8017725897515768,38,1183,0.1749788672865596,0.09878456118877273,-0.07925972019808127,0.07925972019808127,0.006282103245878131
Daemontatox/mini-Cogito-R1,0.1898770598789717,1.3387676866872689,19,1183,0.305156382079459,0.09613245257366829,-0.11527932220048731,0.11527932220048731,0.013289322127003766
DeepMount00/Qwen2-1.5B-Ita_v3,0.11437710851039677,0.9309268912404542,32,1183,0.1158072696534235,0.09972452621131729,-0.0014301611430267286,0.0014301611430267286,2.0453608950235188e-06
DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,0.13909378214729642,1.0788013985563467,25,1183,0.17075232459847844,0.09799096785512074,-0.03165854245118202,0.03165854245118202,0.001002263310133294
EpistemeAI/Athena-gemma-2-2b-it-Philos,0.004659196642961962,-1.3102062567846717,400,1183,0.0033812341504649195,0.3305410162957808,0.0012779624924970428,0.0012779624924970428,1.6331881322292542e-06
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,0.1488172276444057,1.1323895558400716,23,1183,0.16568047337278108,0.09755397301710644,-0.016863245728375387,0.016863245728375387,0.00028436905649557073
EpistemeAI/ReasoningCore-3B-T1-V1,0.15351740907123787,1.1547026170680181,21,1183,0.16314454775993237,0.09875308885370149,-0.009627138688694498,0.009627138688694498,9.268179933135842e-05
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,0.007511383812587958,-0.8054502156393719,400,1183,0.006762468300929839,0.20802207254609612,0.0007489155116581188,0.0007489155116581188,5.608744436021419e-07
HuggingFaceTB/SmolLM2-360M,0.003791166241692335,-1.9176408057997731,400,1183,0.00253592561284869,0.5043423214286068,0.001255240628843645,0.001255240628843645,1.5756290362997894e-06
JayHyeon/Qwen-0.5B-DPO-1epoch,0.01771378868019826,-0.2926189083460833,400,1183,0.018596787827557058,0.12656405829988618,-0.0008829991473587977,0.0008829991473587977,7.796874942363637e-07
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,0.0029603092816062075,-2.0604014021408923,400,1183,0.0008453085376162299,0.5417909914073574,0.002115000743989978,0.002115000743989978,4.4732281470781595e-06
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,0.0029603092816062075,-2.0604014021408923,400,1183,0.0008453085376162299,0.5417909914073574,0.002115000743989978,0.002115000743989978,4.4732281470781595e-06
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,0.004654100022308354,-1.3177194788793725,400,1183,0.00253592561284869,0.3388977965733203,0.0021181744094596645,0.0021181744094596645,4.486662828889799e-06
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,0.005491634983214954,-1.2277915270761146,400,1183,0.00422654268808115,0.3229835281036176,0.0012650922951338043,0.0012650922951338043,1.6004585152069167e-06
JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,0.0029603092816062075,-2.0604014021408923,400,1183,0.0008453085376162299,0.5417909914073574,0.002115000743989978,0.002115000743989978,4.4732281470781595e-06
JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_1vpo_const,0.04771901898459893,0.3339649976461938,67,1183,0.06424344885883347,0.09992998209326942,-0.01652442987423454,0.01652442987423454,0.0002730567826684949
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,0.04644843607940366,0.3217237717926614,72,1183,0.05156382079459002,0.09823366632965433,-0.005115384715186362,0.005115384715186362,2.616716078436226e-05
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.07173728922077455,0.5990632152976022,46,1183,0.10312764158918004,0.09933530734583164,-0.0313903523684055,0.0313903523684055,0.0009853542218126606
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,0.07649063945989201,0.6472021675286007,44,1183,0.08368554522400676,0.09973339601426662,-0.007194905764114745,0.007194905764114745,5.1766668954491585e-05
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.12995768762141816,1.0249233127799675,26,1183,0.19949281487743026,0.09969129582941647,-0.0695351272560121,0.0695351272560121,0.004835133922509797
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.06492849228126078,0.5282702424796802,51,1183,0.08368554522400676,0.09889721952167894,-0.018757052942745975,0.018757052942745975,0.00035182703509697543
Novaciano/Cultist-3.2-1B,0.06002882677926111,0.47867814934547326,53,1183,0.06593406593406594,0.09977068529305128,-0.005905239154804828,0.005905239154804828,3.487184947544004e-05
OpenLLM-France/Lucie-7B-Instruct-v1.1,0.03014107259942193,0.02853705255082198,204,1183,0.03550295857988166,0.09956368140362343,-0.0053618859804597276,0.0053618859804597276,2.8749821267450573e-05
Qwen/Qwen2-0.5B,0.02576257576517988,-0.16903400038181016,400,1183,0.0338123415046492,0.11056279907756014,-0.00804976573946932,0.00804976573946932,6.479872846033404e-05
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,0.14018899893742384,1.081802078267526,25,1183,0.17328825021132713,0.09853530767418865,-0.033099251273903285,0.033099251273903285,0.0010955604348929881
Sakalti/SJT-1.5B-Alpha-1.1,0.09610915806850143,0.7996451289534119,36,1183,0.09551986475063398,0.09985548438451895,0.0005892933178674453,0.0005892933178674453,3.4726661448322193e-07
Sakalti/Saba1.5-Pro-3B,0.00571207690183843,-1.008404673816194,400,1183,0.00253592561284869,0.2523450176045145,0.0031761512889897404,0.0031761512889897404,1.008793701055119e-05
Sakalti/Saka-1.5B,0.07590976426838517,0.6415521941940509,45,1183,0.073541842772612,0.09928702076437489,0.0023679214957731676,0.0023679214957731676,5.607052210144635e-06
SultanR/SmolTulu-1.7b-Reinforced,0.02817037603777292,0.002148117416624261,247,1183,0.0253592561284869,0.09994494139597526,0.0028111199092860223,0.0028111199092860223,7.902395144384254e-06
T145/ZEUS-8B-V2-ORPO,0.14767475605042546,1.1254768541002071,23,1183,0.19864750633981404,0.09768735226280893,-0.05097275028938858,0.05097275028938858,0.0025982212720643636
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.011111968119807407,-0.6393613733491721,400,1183,0.013524936601859678,0.1843235495331187,-0.002412968482052271,0.002412968482052271,5.8224168953776415e-06
TheDrummer/Gemmasutra-Mini-2B-v1,0.030411724822594563,-0.01442027227020879,366,1183,0.034657650042265425,0.09917342093236584,-0.0042459252196708624,0.0042459252196708624,1.8027880971037062e-05
VAGOsolutions/SauerkrautLM-Gemma-2b,0.022338743344443378,-0.18754559548834107,400,1183,0.021132713440405747,0.11321973205217936,0.0012060299040376303,0.0012060299040376303,1.4545081294330157e-06
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.10083955879105932,0.8338795162832338,35,1183,0.09298393913778528,0.09979577918804368,0.00785561965327404,0.00785561965327404,6.171076013690536e-05
Youlln/3PRYMMAL-PHI3-3B-SLERP,0.189264691306543,1.3366258903992556,17,1183,0.1530008453085376,0.09689965924274667,0.03626384599800539,0.03626384599800539,0.0013150665265670516
ai4bharat/Airavata,0.010889003967216605,-0.8099083253290364,400,1183,0.014370245139475908,0.22355586554932938,-0.0034812411722593035,0.0034812411722593035,1.211904009943333e-05
allknowingroger/Gemma2Slerp2-2.6B,0.08382724882232616,0.7032619362824047,41,1183,0.10059171597633136,0.09961408818638749,-0.016764467154005203,0.016764467154005203,0.0002810473589577193
bamec66557/VICIOUS_MESH-12B_Razor,0.11476271077099402,0.9351885560396932,34,1183,0.14032121724429417,0.0980551909940164,-0.025558506473300144,0.025558506473300144,0.0006532372531457254
brgx53/Barracuda-PRYMMAL-ECE-TW3,0.004618790335043676,-1.7465000756054943,400,1183,0.00253592561284869,0.4567271336886498,0.0020828647221949863,0.0020828647221949863,4.338325450964398e-06
bunnycore/Llama-3.2-3B-Booval,0.11175398748011224,0.9108447434286889,32,1183,0.12341504649196956,0.09855908549844733,-0.011661059011857322,0.011661059011857322,0.00013598029727801886
cckm/tinymistral_950m,0.0029603092816062075,-2.0604014021408923,400,1183,0.00253592561284869,0.5417909914073574,0.00042438366875751764,0.00042438366875751764,1.8010149830809046e-07
dwikitheduck/gemma-2-2b-id-inst,0.00839886219132048,-0.7850747995119893,400,1183,0.005917159763313609,0.20380561773757758,0.002481702428006871,0.002481702428006871,6.158846941175199e-06
godlikehhd/alpaca_data_ins_min_2600,0.09395575026680665,0.7845713788553721,38,1183,0.1073541842772612,0.0989474283014101,-0.013398434010454555,0.013398434010454555,0.0001795180339325053
godlikehhd/qwen-2.5-1.5b-cherry,0.09530648592033913,0.7932104369795403,37,1183,0.1073541842772612,0.09944201378816575,-0.01204769835692207,0.01204769835692207,0.00014514703569938275
godlikehhd/qwen_2.5-1.5b-cherry_new,0.09181852189201055,0.7687344824431264,39,1183,0.0989010989010989,0.09879931393755272,-0.007082577009088348,0.007082577009088348,5.0162897089666846e-05
google/gemma-2-2b-it,0.0038117432824672634,-1.5680534127941566,400,1183,0.0008453085376162299,0.4078052184907466,0.0029664347448510337,0.0029664347448510337,8.799735095459418e-06
google/recurrentgemma-2b,0.017523313727907264,-0.3668979532989258,400,1183,0.01775147928994083,0.13382815266405118,-0.00022816556203356445,0.00022816556203356445,5.205952369809234e-08
hotmailuser/QwenModelStock-1.8B,0.07816180291135147,0.657464707482001,42,1183,0.08875739644970414,0.09998104324903644,-0.010595593538352668,0.010595593538352668,0.00011226660242998082
ibm-granite/granite-3.0-2b-base,0.0408732866849392,0.20757673636991586,88,1183,0.05409974640743871,0.0999580856662041,-0.013226459722499515,0.013226459722499515,0.00017493923679090192
ibm-granite/granite-3.0-3b-a800m-instruct,0.05815595490800335,0.4630822606314377,55,1183,0.06339814032121724,0.09990525720812277,-0.00524218541321389,0.00524218541321389,2.7480507906512483e-05
ibm-granite/granite-3.1-1b-a400m-base,0.020295488120505793,-0.2686298509609361,400,1183,0.023668639053254437,0.12467502798698,-0.003373150932748644,0.003373150932748644,1.1378147215103047e-05
ibm-granite/granite-7b-instruct,0.006304625515774206,-1.4021575021683748,400,1183,0.006762468300929839,0.3841941913185209,-0.0004578427851556332,0.0004578427851556332,2.096200159190673e-07
jaspionjader/test-13,0.11556787134914714,0.939063002788538,31,1183,0.11834319526627218,0.09955192324002667,-0.002775323917125039,0.002775323917125039,7.70242284496627e-06
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,0.023407927479597825,-0.10003666584276766,400,1183,0.02282333051563821,0.11188987527253565,0.0005845969639596167,0.0005845969639596167,3.4175361027080143e-07
