model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.10469662173376816,0.8642592283208774,8,1183,0.1665257819103973,0.18524975647238837,-0.061829160176629136,0.061829160176629136,0.0038228450481472623
CoolSpring/Qwen2-0.5B-Abyme-merge3,0.022525066899846333,-0.16079114728141738,25,1183,0.023668639053254437,0.1968182427918542,-0.0011435721534081046,0.0011435721534081046,1.3077572700504495e-06
CortexLM/btlm-7b-base-v0.2,0.010765957656535386,-0.9573346126888842,400,1183,0.011834319526627219,0.2611415951760764,-0.0010683618700918322,0.0010683618700918322,1.141397085466117e-06
Daemontatox/ReasonTest,0.09499914745167734,0.7961953868445281,8,1183,0.1749788672865596,0.19270279966906537,-0.07997971983488225,0.07997971983488225,0.0063967555848662575
Daemontatox/mini-Cogito-R1,0.17862898357048734,1.2876236740188618,8,1183,0.305156382079459,0.17010572657716996,-0.12652739850897166,0.12652739850897166,0.016009182573448123
DeepMount00/Qwen2-1.5B-Ita_v3,0.15004260424510957,1.139936677504327,8,1183,0.1158072696534235,0.17903429617594288,0.03423533459168607,0.03423533459168607,0.0011720581346046967
DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,0.13022455368927638,1.0276021643955442,8,1183,0.17075232459847844,0.170971590580361,-0.040527770909202065,0.040527770909202065,0.0016425002148687652
EpistemeAI/Athena-gemma-2-2b-it-Philos,0.004659196642961962,-1.3102062567846717,400,1183,0.0033812341504649195,0.3305410162957808,0.0012779624924970428,0.0012779624924970428,1.6331881322292542e-06
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,0.13022455368927638,1.0276021643955442,8,1183,0.16568047337278108,0.170971590580361,-0.0354559196835047,0.0354559196835047,0.001257122240603136
EpistemeAI/ReasoningCore-3B-T1-V1,0.1367698266179653,1.0651421945630788,8,1183,0.16314454775993237,0.1627721093129572,-0.026374721141967067,0.026374721141967067,0.0006956259153165246
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,0.007511383812587958,-0.8054502156393719,400,1183,0.006762468300929839,0.20802207254609612,0.0007489155116581188,0.0007489155116581188,5.608744436021419e-07
HuggingFaceTB/SmolLM2-360M,0.003791166241692335,-1.9176408057997731,400,1183,0.00253592561284869,0.5043423214286068,0.001255240628843645,0.001255240628843645,1.5756290362997894e-06
JayHyeon/Qwen-0.5B-DPO-1epoch,0.023852869031637323,-0.11397730666176514,24,1183,0.018596787827557058,0.19277588684550578,0.005256081204080266,0.005256081204080266,2.7626389623885858e-05
