"","a1","d","g","u"
"X401",2.33446780982468,-5.54578206613489,5.60233561266396e-12,1
"X402",0.565313979765913,-2.96963714194768,7.62771042840535e-10,1
"X403",1.88433002693689,-5.50607124385147,1.44824332240639e-12,1
"X404",2.06501418127673,-2.380226337015,9.99455416279829e-06,1
"X405",3.34648455789363,-7.30190188241194,2.61302952259792e-12,1
"X406",2.43535980322696,-5.23088991691311,2.76906170639472e-11,1
"X407",-0.212266781251349,-3.03340676994908,2.59404766362018e-10,1
"X408",2.88202867704538,-8.65919930290663,2.12532437062896e-13,1
"X409",0.47503360250223,-2.2441387165725,2.31567442008145e-07,1
"X410",0.847412981626422,-4.10208320124819,4.64771671984496e-12,1
"X411",1.11457281128804,-5.86109179179859,2.93833068576209e-13,1
"X412",1.85901252545442,-4.4845644898535,3.55919348784607e-11,1
"X413",3.09850304318852,-5.00796710630011,1.77414773416406e-09,1
"X414",1.39958691901323,-4.37274856815109,8.77819263547534e-12,1
"X415",2.53766037721659,-4.0624443585564,1.18595057003825e-08,1
"X416",2.67093520807938,-8.29192357546765,2.09368000679062e-13,1
"X417",4.44418700438691,-8.82683429462597,3.66767037913845e-12,1
"X418",-0.654840985044219,-6.9186646971791,1.5158742262539e-13,1
"X419",2.37319894715267,-4.43730343426319,5.28182641864323e-10,1
"X420",6.42766039134611,-31.7987848249472,0.346468778903733,1
"X421",2.80886084842845,-5.14212805528845,2.4193774516476e-10,1
"X422",1.59145097316378,-2.47113539347218,4.05139445616273e-06,1
"X423",2.95097083861403,-8.78168055007328,2.12095411119347e-13,1
"X424",3.15824501247911,-5.54912438477155,2.30705321018881e-10,1
"X425",0.982173016084431,-5.33276951400235,4.41191147506012e-13,1
"X426",0.762820926469582,-2.55034339148513,4.79869264410707e-08,1
"X427",1.52478705471228,-4.66443927836659,5.85949589593803e-12,1
"X428",1.26595158906866,-4.10291063635105,1.59936973850899e-11,1
"X429",3.30929256574872,-7.94638281284991,8.19776436925901e-13,1
"X430",11.6429389155484,-30.9973134929939,1.40230749326937e-13,1
"X431",0.360509587233207,-4.17819000395085,1.70769904808918e-12,1
"X432",2.2822196614871,-4.91371630185738,4.43748672805121e-11,1
"X433",1.11358635563169,-4.92587017707861,8.84083560336944e-13,1
"X434",3.96087184701607,-7.88878829258914,5.07420039543859e-12,1
"X435",0.521124137229193,-3.21739179013545,1.27380603799404e-10,1
"X436",1.84640339490779,-7.42252683712788,1.72639846901248e-13,1
"X437",1.21151934436492,-3.5633903690432,2.49599927264233e-10,1
"X438",11.6429389155484,-30.9973134929939,1.40230749326937e-13,1
"X439",3.54262126243368,-9.87235582571689,2.09210692459234e-13,1
"X440",0.128509503545259,-4.49783730364082,7.78889978126462e-13,1
"X441",5.61735175567362,-9.91339474557503,1.58002835387261e-11,1
"X442",13.4677936799185,-31.7585480076368,1.67770032777384e-13,1
"X443",1.92745563196982,-6.58863519761001,3.51840942021739e-13,1
"X444",1.3112224481771,-4.56087389421194,3.66304252325032e-12,1
"X445",3.01175583643024,-5.07713400808168,8.59607568346599e-10,1
"X446",0.214391461146334,-3.6990101506095,8.19234748917945e-12,1
"X447",6.47822120908434,-13.3848299409822,9.37483226671747e-13,1
"X448",1.03369855694083,-3.03229216409352,1.92051389473692e-09,1
"X449",11.6429389155484,-30.9973134929939,1.40230749326937e-13,1
"X450",3.05031566941112,-6.55988643652373,5.1685330424055e-12,1
"X451",1.68459709256479,-6.07687019006332,3.78600268066023e-13,1
"X452",0.772392659750501,-3.66709805215801,2.21411990617446e-11,1
"X453",2.25282761334119,-5.5567056106901,3.65993807730909e-12,1
"X454",2.83592575447063,-7.60318796486481,4.74279722204995e-13,1
"X455",0.856792860768012,-4.44509174273202,1.78931782611554e-12,1
"X456",0.590644535211573,-4.77133967599654,6.1849757958684e-13,1
"X457",11.6429389155484,-30.9973134929939,1.40230749326937e-13,1
"X458",1.83650565201788,-6.99380749192427,2.13495389693077e-13,1
"X459",3.37990391677808,-10.0556547454998,1.72002952792503e-13,1
"X460",1.53095241816335,-3.7469158502151,2.55802728666774e-10,1
"X461",1.39879360037803,-6.1532409977681,2.64204996666507e-13,1
"X462",1.93409969218356,-4.92426018277433,8.59775102710503e-12,1
"X463",0.529549705837579,-2.26434656190219,2.573373950522e-07,1
"X464",1.66822296248112,-3.09410279024382,4.99994463563247e-08,1
"X465",1.90157217252165,-6.78608372359675,2.62951061443322e-13,1
"X466",3.37676048900835,-7.61492767729679,1.43321901289541e-12,1
"X467",1.58094789547662,-3.61464681138869,9.08662549107689e-10,1
"X468",2.60531549954192,-8.62006922069858,1.72574285908953e-13,1
"X469",5.46435544200602,-10.443949146251,3.95128809730446e-12,1
"X470",1.51127968012714,-3.16778350479086,1.2229589934824e-08,1
"X471",2.00976020646263,-3.56088770466263,1.21399942437613e-08,1
"X472",0.722066859764102,-6.24613493353213,1.89401671015115e-13,1
"X473",2.18294497226215,-3.29760448661831,2.94709380232494e-07,1
"X474",1.42524634845744,-2.76225630378061,1.65135780342551e-07,1
"X475",2.30540876315471,-7.68949334184703,2.34289749911285e-13,1
"X476",2.55493142126152,-7.32855386491981,4.14014287783007e-13,1
"X477",1.48036416004259,-6.53948003768465,2.36102461228337e-13,1
"X478",0.762562157245608,-3.14948446666489,4.00616668012533e-10,1
"X479",1.74512842113049,-4.5166007254844,1.76243471169695e-11,1
"X480",3.14527146818026,-6.34568110881772,1.11141102443968e-11,1
"X481",1.63384648206013,-4.1275966516876,6.31666068961912e-11,1
"X482",1.20954970311149,-4.23796202984743,6.90237462331592e-12,1
"X483",2.66067865306015,-7.70484320219893,3.45770893168179e-13,1
"X484",2.74551535118938,-9.61165755777841,1.49295059749323e-13,1
"X485",3.23711372413166,-7.82665959601096,7.45164981987479e-13,1
"X486",2.34578321297939,-4.80766727386865,9.1455604579939e-11,1
"X487",2.94857312725081,-5.69524786630432,4.81699555944668e-11,1
"X488",2.76463425316626,-3.85670808585101,2.25993974432439e-07,1
"X489",-1.33381965473375,-5.98609051170507,3.73410420898299e-13,1
"X490",2.229012895676,-3.62422093787234,3.51992934180713e-08,1
"X491",1.03834060443489,-3.57156469186739,8.16391046427119e-11,1
"X492",1.0338147680824,-3.50561077233511,1.18159195685127e-10,1
"X493",1.68613336166587,-6.2681467844966,3.53627316259558e-13,1
"X494",0.605669672097926,-6.87078120490168,1.5150332810458e-13,1
"X495",3.40746854495042,-10.9277522181022,1.47526412437219e-13,1
"X496",0.984241017441373,-4.71569727923558,1.20203486312451e-12,1
"X497",11.6429389155484,-30.9973134929939,1.40230749326937e-13,1
"X498",0.888683363150513,-3.038284769926,1.34999142726174e-09,1
"X499",1.05180588804807,-3.08794085873312,2.20306899313211e-09,1
"X500",0.729583609960302,-2.34067186951676,2.22422996366432e-07,1
