"","a1","d","g","u"
"X1",0.991910025361114,-1.93020457944253,0.000152842151899886,1
"X2",2.07988510979682,-5.8115468672909,9.16233695453945e-06,1
"X3",2.54185328017186,-4.81631385267778,5.51433184284814e-06,1
"X4",0.511402227196968,-3.92509402802552,0.000330690187059951,1
"X5",-0.261726046305008,-4.9463204650843,0.000115489190850286,1
"X6",4.58513318385547,-5.87978961296903,0.0235496291524937,1
"X7",3.25756544476488,-4.17385564489266,7.6529018659478e-06,1
"X8",3.02116283494157,-7.58117483545713,3.76977059976717e-06,1
"X9",2.58397429695697,-4.86332154479392,5.91481551814795e-06,1
"X10",2.37547031325317,-3.40014592186409,7.74141876788024e-06,1
"X11",2.43652848540049,-3.76764150197892,0.00109427579269488,1
"X12",1.83140454766417,-4.72349627634777,4.72335113206435e-06,1
"X13",1.79778743562514,-3.38489127795479,0.00360142838839653,1
"X14",2.24094072344589,-2.89608204288127,1.15343913329677e-05,1
"X15",3.9703734377599,-6.76857614754627,0.010849316797081,1
"X16",0.925060985222097,-4.66497827284527,3.78665240043267e-05,1
"X17",1.40908245140824,-2.65516993383959,1.39055535525039e-05,1
"X18",1.49321445814384,-4.01922332969407,5.41188518699496e-05,1
"X19",3.13944290948497,-1.8335448338399,7.62700204683466e-06,1
"X20",1.95517183491596,-4.61547203889945,0.0185762495666503,1
"X21",2.79467653762931,-2.90806215565908,6.58810449084237e-06,1
"X22",2.52857162599168,-2.85012067399693,0.0303919468857446,1
"X23",3.19162569778772,-2.85018845930136,2.12685884535392e-05,1
"X24",2.61858933713571,-4.57794350404272,0.0301067005399781,1
"X25",3.01415856534474,-3.95995359176289,5.89130866699599e-06,1
"X26",3.82817796411953,-8.52849725413365,3.78760942847167e-06,1
"X27",3.45991555306567,-6.92962943119811,0.00155203405392699,1
"X28",0.0895586698697646,-3.48625066355569,0.00227081216303579,1
"X29",3.07416432473052,-2.46258291784871,1.02182429820742e-05,1
"X30",2.89596001976852,-4.07101833715279,6.10269597835876e-06,1
"X31",5.65226245776443,-11.2688279242059,2.81359474668212e-06,1
"X32",3.74539233323141,-7.24014094001419,3.18358874943771e-05,1
"X33",1.2986871763903,-3.81109898196892,7.95387476614236e-05,1
"X34",5.71571691939878,-10.6613505431345,2.45781028603782e-05,1
"X35",4.71014585206115,-8.23266681570006,4.12456692520818e-06,1
"X36",2.34531000930504,-2.83884460451693,0.00215900519122919,1
"X37",3.07320966828861,-4.04941898188366,7.57541738752804e-06,1
"X38",2.17670418439767,-5.74770512148066,0.00126007552218847,1
"X39",4.13958928061418,-6.96212011232614,4.29900646384963e-06,1
"X40",1.2379370169263,-4.35864111426607,0.00401823664851396,1
"X41",2.47448694007538,-4.74067865147768,0.0207460129572689,1
"X42",3.19681889676235,-4.36515958877414,6.32053513813568e-06,1
"X43",3.82207641584981,-4.60852411444914,7.05030630031135e-06,1
"X44",2.11425294242035,-3.59175426624209,6.04365728843446e-06,1
"X45",2.50571385653811,-7.73915675204522,2.93484409171391e-06,1
"X46",2.98630240853865,-4.18348540581762,0.001859806847845,1
"X47",4.33840994756674,-7.34427058600077,0.00839734670426632,1
"X48",-4.01857229122541,-12.7737361291473,3.1744125957383e-06,1
"X49",3.16454873004919,-2.36723434823303,9.79651625267796e-06,1
"X50",2.50505156719375,-2.02493978931869,0.00100883180103611,1
"X51",3.08533830978474,-3.99015972318913,0.00250542600299222,1
"X52",3.66529658403918,-3.0395862626067,1.00112509791623e-05,1
"X53",1.85241427815179,-3.08072426616466,0.0270835394921726,1
"X54",1.13838134647835,-5.45067285696588,9.14705318520932e-06,1
"X55",4.21391912192334,-5.21616390921218,0.00556101734120663,1
"X56",4.0311404048683,-6.15956757880678,4.74192491064802e-06,1
"X57",2.76504199614341,-3.66363605003485,1.19259512156133e-05,1
"X58",4.42179727408694,-4.91748204524939,0.0105567995496799,1
"X59",4.17856999515035,-11.7393324934203,0.00129357675551439,1
"X60",2.78140466627971,-4.39246754950621,4.0196827573794e-06,1
"X61",2.87351641272048,-1.92668249048153,0.000314110463420112,1
"X62",2.4789911920779,-3.02940525483423,0.00566758082155459,1
"X63",3.3890467311504,-1.78974275878928,1.63450557695668e-05,1
"X64",2.24221621344209,-3.17827992398277,6.50352165339563e-06,1
"X65",2.99178201447983,-7.91158267206719,3.04129767480267e-06,1
"X66",2.94600343890344,-2.66371115823016,8.01939272460013e-06,1
"X67",2.36563768147954,-1.22483670367652,1.16806940269289e-05,1
"X68",4.22472257257669,-9.02514214182547,4.01880082863633e-06,1
"X69",2.13283815359323,-1.65119259183323,6.4811054941657e-05,1
"X70",2.19132285787963,-3.1911886080705,1.00647948067944e-05,1
"X71",3.67507884804779,-4.46827218979946,4.75104146984021e-06,1
"X72",2.91955922140373,-5.95895007165696,9.15108184870789e-06,1
"X73",2.92602276385639,-6.82074917927308,3.41286034405571e-06,1
"X74",2.25720015212025,-2.0917489845602,0.026226903903152,1
"X75",1.37422099069201,-4.13569347873338,0.00128180554550959,1
"X76",3.49499568483098,-4.04980472669078,0.00247335255754793,1
"X77",2.38682066428535,-6.32917696371096,0.0253031004711072,1
"X78",0.890297242898594,-6.36613750927893,1.63484705182467e-05,1
"X79",2.60507673049449,-3.45732305401302,1.00316698120815e-05,1
"X80",3.26538578731744,-2.95517311483442,3.26934362415643e-05,1
"X81",2.27082669467718,-1.98308712922003,2.10671907162295e-05,1
"X82",2.88364541904375,-4.68947152678464,0.000181283134602223,1
"X83",2.14601008699163,-0.386309008836235,4.96761750405182e-05,1
"X84",2.7836989248676,-2.60982888615625,4.99029505450907e-05,1
"X85",2.23976887041344,-1.30109290714587,1.28989837465203e-05,1
"X86",2.04645226065342,-3.8698664767665,0.00526083011471244,1
"X87",1.8945108140771,-3.53215219687561,0.00369983511501545,1
"X88",3.10030839870539,-6.13573236520015,5.76531851012173e-06,1
"X89",2.59096353630112,-5.19127845590696,4.94815657990975e-06,1
"X90",2.25586250723048,-1.90556565881826,4.60814772710617e-05,1
"X91",2.6201114986758,-3.51631102510797,0.0426692861167579,1
"X92",2.24494632357192,-2.6348387617149,1.1883905643036e-05,1
"X93",2.36381965658962,-8.66146147697464,3.01142234384731e-06,1
"X94",2.28494698485334,-2.71688983078424,0.0846796367489355,1
"X95",4.9819193242718,-7.85953153673043,0.0629175944212835,1
"X96",3.89400001138645,-4.80870259885579,0.00592289342990191,1
"X97",3.52182202025055,-4.2660665299779,0.00232964267773892,1
"X98",2.55123143721263,-1.208092280642,0.000188967149834365,1
"X99",1.88583318119297,-2.91474376394251,2.40304043297559e-05,1
"X100",2.77308433919621,-3.52010055367669,5.92589771380616e-06,1
