"","a1","d","g","u"
"X301",5.12308187806348,-14.3530163391353,7.68788932359903e-13,1
"X302",2.1919508192626,-0.585091559830417,9.03951860794775e-05,1
"X303",1.32216654775888,-2.93192625762002,3.63875597235311e-08,1
"X304",2.01823358277529,-3.4841437577729,4.84657903492098e-08,1
"X305",17.4100478375159,-43.7818250449579,7.58587337908541e-13,1
"X306",3.63298727518512,-7.91302146316755,7.09385580585596e-12,1
"X307",1.07549133569729,-5.8330505228929,1.38598553111821e-12,1
"X308",12.3972334691488,-30.0609115852662,8.90108167599793e-13,1
"X309",2.26660057522835,-4.09960076835253,4.92038248856859e-09,1
"X310",17.4100478375159,-43.7818250449579,7.58587337908541e-13,1
"X311",2.65888434045067,-7.95396598704889,1.35461434863532e-12,1
"X312",1.10221243675941,-4.25686362325169,1.86775594343266e-11,1
"X313",0.982938514501481,-4.33485750244325,1.41477769480085e-11,1
"X314",1.07222517398893,-3.93970803322745,5.84391913290939e-11,1
"X315",0.811809979678453,-3.18531699132466,1.01128677386748e-09,1
"X316",8.85383941226061,-21.2412641593541,1.02920195120414e-12,1
"X317",1.10668104238626,-5.29371195434802,2.54649447368323e-12,1
"X318",1.27034192733159,-6.72466697401884,9.26070971971323e-13,1
"X319",17.4100478375159,-43.7818250449579,7.58587337908541e-13,1
"X320",1.92021726790658,-7.52978097348784,9.70738025754099e-13,1
"X321",3.46224604299494,-6.98040796032178,2.41275929437375e-11,1
"X322",3.19558679744073,-5.12497809907745,3.79439133116983e-09,1
"X323",5.49037668903302,-12.8560155321101,1.6323836156959e-12,1
"X324",0.873439307110685,-3.70155320661879,8.69595463743612e-11,1
"X325",2.40806539973131,-6.16695665180556,7.08455911830001e-12,1
"X326",1.03490124187872,-3.90839202044708,6.15452038606924e-11,1
"X327",0.0118582856310892,-2.22641940354116,9.96626366913652e-07,1
"X328",2.20441301812606,-3.45286633623094,2.15300918173829e-07,1
"X329",7.56349768911259,-18.9833573201584,8.973784535479e-13,1
"X330",4.26527426885143,-10.6483493806368,1.45946882934862e-12,1
"X331",1.16059663274817,-5.6873420056594,1.68720521759901e-12,1
"X332",2.41463356847729,-5.635044609385,2.11446652577047e-11,1
"X333",2.29368944450186,-4.61572581806632,4.12857730610789e-10,1
"X334",3.04352563341815,-5.38816619122188,6.39026743627787e-10,1
"X335",2.12099013708776,-2.85428765170541,3.88135929862159e-06,1
"X336",2.32244904597351,-8.83732832931751,7.8810027589099e-13,1
"X337",0.77268124224764,-5.87754021265935,1.13418314733072e-12,1
"X338",0.840994777345844,-3.60280336104752,1.4313358805723e-10,1
"X339",3.93684105627373,-11.0799717272418,9.2252370627851e-13,1
"X340",0.648714124424084,-3.81936162674949,3.692390769005e-11,1
"X341",1.30368868259176,-6.76002841955565,9.72703538919453e-13,1
"X342",1.84535497018195,-4.38426053211746,1.82170312503935e-10,1
"X343",0.641657816413246,-3.08486049504967,9.60798076455121e-10,1
"X344",0.772057678978753,-3.84686358969933,3.75514038418677e-11,1
"X345",1.28809930500602,-6.33427908995845,1.19975951165119e-12,1
"X346",1.81961583216529,-3.62307004362283,4.71766869901165e-09,1
"X347",3.65320465228355,-7.3996295465504,1.66488736513623e-11,1
"X348",1.91100185233692,-3.97848251167478,9.78365636234807e-10,1
"X349",2.84253825510122,-6.82178470454877,6.19335241945337e-12,1
"X350",1.20466086476228,-7.35321175203362,7.90231169625911e-13,1
"X351",2.14010990419596,-7.85024422182814,9.64441895076093e-13,1
"X352",0.519054460556311,-3.65796281051702,5.47637719855901e-11,1
"X353",0.92138045600442,-4.4238507155443,9.70643626275294e-12,1
"X354",2.3663842759548,-4.25947500810514,3.92033181389289e-09,1
"X355",2.1884875267367,-7.92361272749062,9.70520811892435e-13,1
"X356",2.94455149178339,-4.76797715602774,0.0639481595612664,1
"X357",3.59193912134072,-7.51770532614929,1.23577696191935e-11,1
"X358",0.961880848687956,-4.61515564404248,7.33335524530848e-12,1
"X359",0.991122582409816,-5.53241565949999,1.68852591664356e-12,1
"X360",4.68728836072954,-8.72397294024324,2.54259314063899e-11,1
"X361",1.74150531982079,-4.81978773640253,2.10432167536438e-11,1
"X362",2.95927668244454,-3.56096535014667,3.66293954455605e-06,1
"X363",1.40482297162627,-3.286286977405,7.59267084974865e-09,1
"X364",0.715137871617733,-5.32406391072478,1.69720050930021e-12,1
"X365",1.22488495567793,-5.75104378994863,1.69885972079293e-12,1
"X366",0.948767147983035,-2.19962686948954,1.18400392782869e-05,1
"X367",2.03940016967514,-4.76610777451504,7.62142833523354e-11,1
"X368",1.66762754369094,-2.74636639321938,4.35422910632533e-06,1
"X369",2.32135060101693,-5.68406804793337,1.38675665276956e-11,1
"X370",1.97533051073809,-6.17150113011896,2.90024705202689e-12,1
"X371",1.84397467472437,-5.99459540262184,2.66613840559769e-12,1
"X372",2.02995830692123,-4.88140033036914,5.32452375972475e-11,1
"X373",2.32122746475485,-5.45311767856599,3.15562071885925e-11,1
"X374",3.23814999766228,-6.4794351002106,4.109908678337e-11,1
"X375",3.80073079591821,-8.09948168161788,7.60651904573716e-12,1
"X376",2.31248372214421,-2.33782318553299,6.16072893140568e-06,1
"X377",0.242395929062369,-2.30795915773846,2.01446154916706e-07,1
"X378",2.87118758848963,-6.95810950760147,5.84354953443196e-12,1
"X379",1.84538634698797,-5.56355790626465,5.89734956784694e-12,1
"X380",2.38663113752891,-6.76762808115768,2.79643658850776e-12,1
"X381",17.4100478375159,-43.7818250449579,7.58587337908541e-13,1
"X382",2.36142817976169,-3.73778458950247,8.70895031522364e-08,1
"X383",2.65036205721947,-3.6840582312071,1.13654938298032e-06,1
"X384",2.09187061523877,-4.53645650475881,2.3257776220237e-10,1
"X385",2.94990306526719,-4.19656221904853,2.75399568958812e-07,1
"X386",2.54025337954375,-5.92900689587426,1.5650141547448e-11,1
"X387",2.02633126670061,-2.96966941015056,6.97477915338334e-06,1
