question_id,model,benchmark,predicted,gold,result,scoring_method
Mercury_7175875,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_SC_409171,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_SC_408547,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_407327,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,D,correct,loglikelihood
MCAS_2006_9_44,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,D,wrong,loglikelihood
Mercury_7270393,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,B,wrong,loglikelihood
MCAS_2014_5_7,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,C,wrong,loglikelihood
Mercury_7086660,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_7168805,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
MCAS_2003_8_11,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
Mercury_7250058,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,B,wrong,loglikelihood
Mercury_7012740,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,A,wrong,loglikelihood
Mercury_LBS10610,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_SC_407400,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_7212993,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,C,wrong,loglikelihood
Mercury_SC_413240,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
Mercury_7186358,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_7166425,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
MDSA_2007_8_3,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
Mercury_7094290,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,C,wrong,loglikelihood
Mercury_7186568,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,B,wrong,loglikelihood
Mercury_402216,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_404894,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
MCAS_2002_8_11,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_SC_405086,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_SC_408324,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,D,wrong,loglikelihood
Mercury_7218820,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_412202,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_SC_409139,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_400687,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_7171605,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,D,correct,loglikelihood
Mercury_7210245,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
AKDE&ED_2008_4_25,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
AKDE&ED_2008_4_19,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,C,wrong,loglikelihood
Mercury_SC_400402,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
Mercury_7234308,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,A,wrong,loglikelihood
ACTAAP_2014_5_8,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,B,wrong,loglikelihood
Mercury_400407,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,B,wrong,loglikelihood
Mercury_7116288,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,C,wrong,loglikelihood
MCAS_2004_9_15-v1,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
NYSEDREGENTS_2015_4_26,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_SC_401620,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,A,wrong,loglikelihood
Mercury_400877,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_7174213,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,D,wrong,loglikelihood
NYSEDREGENTS_2008_8_34,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_7212398,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,B,wrong,loglikelihood
Mercury_SC_401290,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,C,wrong,loglikelihood
Mercury_SC_402120,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,C,wrong,loglikelihood
Mercury_184975,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,C,wrong,loglikelihood
Mercury_SC_400578,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,A,wrong,loglikelihood
MCAS_2001_8_4,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,D,wrong,loglikelihood
MCAS_2003_5_33,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_7068513,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,A,wrong,loglikelihood
AKDE&ED_2008_4_26,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,C,wrong,loglikelihood
Mercury_7235638,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,C,wrong,loglikelihood
MDSA_2009_5_20,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,B,wrong,loglikelihood
Mercury_178325,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,C,wrong,loglikelihood
Mercury_7212678,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
TAKS_2009_8_32,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,A,wrong,loglikelihood
Mercury_412681,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_400440,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,D,correct,loglikelihood
Mercury_SC_416529,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
MCAS_2006_8_1,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,D,correct,loglikelihood
TIMSS_2003_8_pg80,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,C,correct,loglikelihood
Mercury_416645,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,D,wrong,loglikelihood
Mercury_406777,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
Mercury_LBS11018,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,A,wrong,loglikelihood
Mercury_7139878,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,C,wrong,loglikelihood
Mercury_417147,microsoft/Phi-3-mini-4k-instruct,arc_challenge,C,B,wrong,loglikelihood
Mercury_7016765,microsoft/Phi-3-mini-4k-instruct,arc_challenge,A,A,correct,loglikelihood
Mercury_415303,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,A,wrong,loglikelihood
Mercury_7215845,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,C,wrong,loglikelihood
Mercury_7136885,microsoft/Phi-3-mini-4k-instruct,arc_challenge,B,B,correct,loglikelihood
Mercury_SC_400059,microsoft/Phi-3-mini-4k-instruct,arc_challenge,D,D,correct,loglikelihood
