question_id,model,benchmark,predicted,gold,result,scoring_method
Mercury_7175875,stabilityai/stablelm-2-1_6b,arc_challenge,D,C,wrong,loglikelihood
Mercury_SC_409171,stabilityai/stablelm-2-1_6b,arc_challenge,B,B,correct,loglikelihood
Mercury_SC_408547,stabilityai/stablelm-2-1_6b,arc_challenge,B,C,wrong,loglikelihood
Mercury_407327,stabilityai/stablelm-2-1_6b,arc_challenge,D,D,correct,loglikelihood
MCAS_2006_9_44,stabilityai/stablelm-2-1_6b,arc_challenge,C,D,wrong,loglikelihood
Mercury_7270393,stabilityai/stablelm-2-1_6b,arc_challenge,C,B,wrong,loglikelihood
MCAS_2014_5_7,stabilityai/stablelm-2-1_6b,arc_challenge,C,C,correct,loglikelihood
Mercury_7086660,stabilityai/stablelm-2-1_6b,arc_challenge,C,C,correct,loglikelihood
Mercury_7168805,stabilityai/stablelm-2-1_6b,arc_challenge,A,B,wrong,loglikelihood
MCAS_2003_8_11,stabilityai/stablelm-2-1_6b,arc_challenge,A,A,correct,loglikelihood
Mercury_7250058,stabilityai/stablelm-2-1_6b,arc_challenge,C,B,wrong,loglikelihood
Mercury_7012740,stabilityai/stablelm-2-1_6b,arc_challenge,A,A,correct,loglikelihood
Mercury_LBS10610,stabilityai/stablelm-2-1_6b,arc_challenge,B,C,wrong,loglikelihood
Mercury_SC_407400,stabilityai/stablelm-2-1_6b,arc_challenge,B,C,wrong,loglikelihood
Mercury_7212993,stabilityai/stablelm-2-1_6b,arc_challenge,D,C,wrong,loglikelihood
Mercury_SC_413240,stabilityai/stablelm-2-1_6b,arc_challenge,A,A,correct,loglikelihood
Mercury_7186358,stabilityai/stablelm-2-1_6b,arc_challenge,B,C,wrong,loglikelihood
Mercury_7166425,stabilityai/stablelm-2-1_6b,arc_challenge,B,B,correct,loglikelihood
MDSA_2007_8_3,stabilityai/stablelm-2-1_6b,arc_challenge,A,A,correct,loglikelihood
Mercury_7094290,stabilityai/stablelm-2-1_6b,arc_challenge,D,C,wrong,loglikelihood
Mercury_7186568,stabilityai/stablelm-2-1_6b,arc_challenge,D,B,wrong,loglikelihood
Mercury_402216,stabilityai/stablelm-2-1_6b,arc_challenge,B,B,correct,loglikelihood
Mercury_404894,stabilityai/stablelm-2-1_6b,arc_challenge,C,A,wrong,loglikelihood
MCAS_2002_8_11,stabilityai/stablelm-2-1_6b,arc_challenge,C,C,correct,loglikelihood
Mercury_SC_405086,stabilityai/stablelm-2-1_6b,arc_challenge,B,B,correct,loglikelihood
Mercury_SC_408324,stabilityai/stablelm-2-1_6b,arc_challenge,D,D,correct,loglikelihood
Mercury_7218820,stabilityai/stablelm-2-1_6b,arc_challenge,D,B,wrong,loglikelihood
Mercury_412202,stabilityai/stablelm-2-1_6b,arc_challenge,A,B,wrong,loglikelihood
Mercury_SC_409139,stabilityai/stablelm-2-1_6b,arc_challenge,B,C,wrong,loglikelihood
Mercury_400687,stabilityai/stablelm-2-1_6b,arc_challenge,B,B,correct,loglikelihood
Mercury_7171605,stabilityai/stablelm-2-1_6b,arc_challenge,D,D,correct,loglikelihood
Mercury_7210245,stabilityai/stablelm-2-1_6b,arc_challenge,C,C,correct,loglikelihood
AKDE&ED_2008_4_25,stabilityai/stablelm-2-1_6b,arc_challenge,A,A,correct,loglikelihood
AKDE&ED_2008_4_19,stabilityai/stablelm-2-1_6b,arc_challenge,C,C,correct,loglikelihood
Mercury_SC_400402,stabilityai/stablelm-2-1_6b,arc_challenge,D,A,wrong,loglikelihood
Mercury_7234308,stabilityai/stablelm-2-1_6b,arc_challenge,B,A,wrong,loglikelihood
ACTAAP_2014_5_8,stabilityai/stablelm-2-1_6b,arc_challenge,B,B,correct,loglikelihood
Mercury_400407,stabilityai/stablelm-2-1_6b,arc_challenge,C,B,wrong,loglikelihood
Mercury_7116288,stabilityai/stablelm-2-1_6b,arc_challenge,C,C,correct,loglikelihood
MCAS_2004_9_15-v1,stabilityai/stablelm-2-1_6b,arc_challenge,C,B,wrong,loglikelihood
