item,a,b,p_value,point_biserial
Mercury_7175875,1.4629091443901674,-0.5132461596756899,0.6031746031746031,0.5499536448422205
Mercury_SC_409171,1.2788030853919183,-1.3379283395323485,0.746031746031746,0.4979033093101239
Mercury_SC_408547,0.21499249455460123,0.4958434514733663,0.4603174603174603,0.13297344403768419
Mercury_407327,0.9331550806405158,-3.495880244161618,0.9523809523809523,0.14831255243266447
MCAS_2006_9_44,0.5820515760753234,5.94585298177605,0.047619047619047616,0.06878784027514219
MCAS_2014_5_7,0.7478050846788391,-0.26461161790148435,0.5238095238095238,0.36894128982459606
Mercury_7086660,1.3353363376631584,-1.2057084392013446,0.7619047619047619,0.47035126229712887
Mercury_7168805,0.4350509852887798,2.9171556189893533,0.23809523809523808,0.22006527223139888
MCAS_2003_8_11,0.435882690780268,-4.672116382349619,0.8888888888888888,0.16940665252284798
Mercury_7250058,0.20890618353455057,5.878207729787081,0.23809523809523808,0.0514033855147574
Mercury_LBS10610,1.521526329542585,1.5166539225190898,0.14285714285714285,0.4091543134905403
Mercury_SC_407400,1.6673555462552472,0.9869334109630798,0.25396825396825395,0.4886721007642912
Mercury_7212993,1.4326493627261623,1.8235426358071827,0.1111111111111111,0.3442396239932734
Mercury_SC_413240,1.044903445083593,-1.4117361828797956,0.7619047619047619,0.3271665026644997
Mercury_7186358,0.4203118029653197,2.1179588360750463,0.31746031746031744,0.2304638146090784
Mercury_7166425,1.4722237376131617,-0.44103593861044466,0.6349206349206349,0.5213000908508705
MDSA_2007_8_3,1.1313606783558656,-0.03908606083757488,0.49206349206349204,0.404140330914847
Mercury_7186568,0.7436533238734043,3.782815181083845,0.06349206349206349,0.16678352592507176
Mercury_402216,3.2252081928840357,-2.078127770472941,0.9682539682539683,0.30490758271086205
Mercury_404894,1.0327910925128843,1.5395467789311037,0.2222222222222222,0.3650152284674744
MCAS_2002_8_11,1.8847962836743894,-0.6485108754355475,0.6984126984126984,0.5648834870252212
Mercury_SC_405086,0.9826129574134641,-0.5676204256326446,0.6349206349206349,0.3472507516574522
Mercury_SC_408324,0.5727418009746083,-2.2765877118271627,0.7619047619047619,0.27786410268293443
Mercury_7218820,0.9922292460800495,1.990329374217247,0.1746031746031746,0.20602325227820623
Mercury_412202,1.2156234360720142,0.9914582524047955,0.2857142857142857,0.4593531103842328
Mercury_SC_409139,0.9220429189479146,2.451835919595895,0.1111111111111111,0.21346004866541735
Mercury_400687,2.1135684828024948,-1.5101158351234483,0.873015873015873,0.40156386271467254
Mercury_7171605,2.3715422566860305,-1.077350901953839,0.7777777777777778,0.5905317399869608
AKDE&ED_2008_4_25,4.999993348285317,-2.2438099584565028,0.9682539682539683,0.2510061144454857
AKDE&ED_2008_4_19,0.44307170276669633,-1.4520013194905976,0.6190476190476191,0.19977376783940445
Mercury_7116288,0.5366488368212848,0.49097805831536134,0.4444444444444444,0.21737191199051029
MCAS_2004_9_15-v1,1.6255692230191325,0.6234411263948023,0.3492063492063492,0.5098763719129952
NYSEDREGENTS_2015_4_26,0.4930347373307498,-4.531073505010483,0.9047619047619048,0.1369955588228863
Mercury_400877,0.8115948963879058,-0.44899867491466694,0.6031746031746031,0.3433895494480879
NYSEDREGENTS_2008_8_34,0.7333842348930711,-1.0559828493516328,0.6666666666666666,0.3237406514160083
Mercury_SC_401290,0.3165852702924558,-4.6152937934243115,0.8253968253968254,0.09704601217523415
Mercury_SC_402120,0.2000034181083939,4.31905645243878,0.2857142857142857,0.10160457138737455
MCAS_2001_8_4,1.1075553817018577,1.9871683099724498,0.14285714285714285,0.33389553334543803
MCAS_2003_5_33,0.7433067528647135,2.1362765414961147,0.19047619047619047,0.2485596250392134
