"","a1","d","g","u"
"X5701",7.53943206521241,4.01392873314285,0.000419527743314361,1
"X5702",5.56127969869989,3.37915102396378,0.00011937574889122,1
"X5703",-5.73000765062863,-4.03400837575408,0.00484067765311078,1
"X5704",4.89733983715269,3.36442262787966,0.067146930580189,1
"X5705",-4.15645166457683,-2.15709072861827,1.65958211772847e-05,1
"X5706",5.16383958791953,3.35600458654605,0.00109002116678161,1
"X5707",-4.05993726936308,-3.62374759577293,1.3765645474491e-05,1
"X5708",5.17118694818162,2.48477480495032,0.00274845701017493,1
"X5709",-6.71890976785518,-2.24929801419561,1.55810048808779e-05,1
"X5710",4.71893137129856,2.29803145878984,2.46032929900396e-05,1
"X5711",7.48781331140897,3.1686692164716,1.92289390790337e-05,1
"X5712",7.0217413022897,5.51428243162133,2.31182037420515e-05,1
"X5713",-6.09140299246566,-2.69277979021472,1.08785545204667e-05,1
"X5714",-3.41676951173661,-3.71735184219651,9.40178217947617e-06,1
"X5715",6.30658526004126,4.07047020769983,2.52871587538823e-05,1
"X5716",-3.94642144031053,-1.66780854159465,0.000138772412337638,1
"X5717",6.11344192229931,4.86835361579656,2.48164441512938e-05,1
"X5718",-7.77069538827331,-3.19357397277931,0.00894482329040644,1
"X5719",-9.13820933771709,-3.81252267928445,1.21751235010167e-05,1
"X5720",-6.45251205358033,-4.96971713993036,0.0132756136006658,1
"X5721",10.4096147284017,4.932297410017,0.0122948608951538,1
"X5722",4.2974853335725,3.76609161426066,0.000579865470313613,1
"X5723",-4.55331890341147,-2.15288397573153,0.00450713159657518,1
"X5724",-6.93851343297209,-3.31489193752946,0.00405359115766898,1
"X5725",6.08236644167748,3.25779369883201,2.01551683693492e-05,1
"X5726",8.29724350439789,3.95457412980829,3.46163964827823e-05,1
"X5727",8.05891912146835,3.33781290084599,0.0155355964797781,1
"X5728",-5.5040517578128,-2.00472343925849,3.89559030547156e-05,1
"X5729",5.55219118738906,3.93046551165894,2.13332075835545e-05,1
"X5730",6.46658879615681,3.31171450661565,2.31965794687927e-05,1
"X5731",-5.01617579741928,-3.35524263675491,1.56305476565373e-05,1
"X5732",4.814774686767,2.88565308414621,8.49328605672433e-05,1
"X5733",5.89648782842973,2.80073293839849,1.91803021271536e-05,1
"X5734",-1.90669992781033,-2.93185963255669,1.36140118413627e-05,1
"X5735",4.04629527648853,3.08008361405935,4.70583678571202e-05,1
"X5736",8.51289601384213,3.45219790596207,0.00371840764845388,1
"X5737",-7.46883413881453,-2.57194463343771,1.30686083088636e-05,1
"X5738",-6.05401702771192,-1.98159939372782,3.02706043581571e-05,1
"X5739",-4.25260003258892,-3.96035132785279,0.00312516759291632,1
"X5740",-6.82455067920864,-2.39023731656201,1.34831772026038e-05,1
"X5741",-6.05866762007567,-5.0660180432519,0.00298707749657298,1
"X5742",-6.75441931585682,-3.23880313316707,1.05879363242447e-05,1
"X5743",6.06838794588611,2.51350513878009,3.15819456027902e-05,1
"X5744",-5.18842761172791,-2.83498408961619,1.61827246296046e-05,1
"X5745",-8.14804063160714,-2.90231282289325,0.0252775749511791,1
"X5746",4.97603722531489,2.78860515622515,0.000264659187880638,1
"X5747",6.60926743396794,3.59795429467286,4.26676583938878e-05,1
"X5748",6.74209046978325,3.80024923087099,0.0213155029033592,1
"X5749",-4.2284269842356,-2.4621222051327,1.5314150059935e-05,1
"X5750",7.00720395911278,2.92775496662817,1.60640838505628e-05,1
"X5751",-4.8758381532038,-1.66560735090659,0.0314456375356509,1
"X5752",-4.84976166436071,-2.38625147966027,1.49769158276355e-05,1
"X5753",-6.89668849941793,-2.13815637242942,9.41950950814512e-05,1
"X5754",4.84647672764966,3.75043669258414,0.000110291569548386,1
"X5755",9.02274008118925,3.61904629339918,0.00377941668647969,1
"X5756",7.1006054822998,2.09672758071887,3.04949956252573e-05,1
"X5757",-6.59919504390484,-2.60607836269721,1.28217681257732e-05,1
"X5758",6.6100351618977,5.62570644560824,0.000493609658115994,1
"X5759",-8.11388287082098,-3.77007106136755,1.41036504282629e-05,1
"X5760",-2.02851337735732,-1.91340492578496,1.31364153681795e-05,1
"X5761",-8.79159950510314,-3.5816292779228,1.72882681492444e-05,1
