"","a1","d","g","u"
"X901",-0.139180172603307,0.311559152216872,0.00766930938556293,1
"X902",-19.2571480115924,-30.3875019346642,0.3395212670838,1
"X903",0.418898879832777,0.477654681551715,0.000291358985553706,1
"X904",-17.756919291633,-28.4969581862902,0.536275211819886,1
"X905",0.902727044377417,-0.192246176267702,5.82182200647958e-05,1
"X906",0.410545671409314,0.0320690146248096,0.000236664957107475,1
"X907",0.00661088629971396,-0.928257724478985,0.0484205223044797,1
"X908",0.301032207038733,-0.243104326998387,0.000338256194076445,1
"X909",0.8439286914881,0.255327797902292,6.93361663952093e-05,1
"X910",0.784602103730029,-0.17173531403081,7.09883910182387e-05,1
"X911",0.836664647268521,0.144056879397475,7.13381640828527e-05,1
"X912",-13.5812373004827,-21.849876924562,0.355148410559787,1
"X913",0.813506335764922,-0.456639729624391,6.2558303566895e-05,1
"X914",0.623456999534344,-0.824097244424557,0.000103177549437561,1
"X915",0.721595957380769,0.725985125297387,9.87637489233124e-05,1
"X916",0.507452655070792,0.25566940180081,0.000164625063261708,1
"X917",0.940884357030057,0.127912782236506,5.23747387635153e-05,1
"X918",0.905364263125914,0.0283778828193987,5.89994298873458e-05,1
"X919",0.270866739048769,-0.106141091317657,0.000547126195087331,1
"X920",0.7886274704455,-0.180303570690217,6.21627069717951e-05,1
"X921",0.25307054903804,-0.248954733498909,0.000508572323737736,1
"X922",0.30808024820343,-0.317842107405362,0.000341549149743575,1
"X923",0.94023235234915,0.225868774961795,5.69543776652769e-05,1
"X924",-9.34244361363476,-15.8108913558978,0.562877082850856,1
"X925",0.904111734796843,0.181159857278303,5.86830271871604e-05,1
"X926",0.809887065394808,-0.418108131067935,6.00850229282657e-05,1
"X927",0.492955104387095,-1.0468411457594,0.000124895661268494,1
"X928",0.564694152183233,0.182761788283483,0.000126358678434111,1
"X929",0.193080140146656,-0.144005218240628,0.00103064088312053,1
"X930",0.298148545716791,-0.290756195548969,0.0003918526384224,1
"X931",0.662836272658104,0.00754537836311999,0.000100010515446001,1
"X932",0.872133845563201,0.303422989203791,6.72491169817766e-05,1
"X933",0.322565140463748,0.0753949419069628,0.000459556185743101,1
"X934",-24.0745824600236,-35.9874358432998,0.18338076331077,1
"X935",-16.6584483286917,-27.3788454894017,0.406329890427975,1
"X936",0.202778087103858,-0.0995416383018891,0.00106527125894591,1
"X937",0.737484671782024,-0.21606815720357,7.49227112130609e-05,1
"X938",-3.11304240222071,-0.113195852199473,0.000116556593456791,1
"X939",-1.36250068862406,-0.271100485267712,7.19000700432269e-05,1
"X940",6.83944439133632,-0.765958503751892,4.77642385604851e-05,1
"X941",-3.92451578340904,1.84817029904959,0.00164625230123782,1
"X942",-5.83302908454153,1.4987208969599,8.65879734926628e-05,1
"X943",5.06459606348255,-1.63684772081135,1.35783023856735e-05,1
"X944",9.43020891829847,-3.48075245050396,0.00166028526309831,1
"X945",7.45726416324071,-2.45017115805786,9.60478976744094e-06,1
"X946",5.07294247716938,-1.45111156767232,2.91792477093921e-05,1
"X947",-5.63667789703864,-0.150380383643907,0.0304110023678477,1
"X948",4.06110276801914,0.549699837871848,0.0181177805481643,1
"X949",6.20028129873643,0.232503961167288,0.0111473898275899,1
"X950",5.28642264605285,-1.27695092293014,1.83692709039097e-05,1
"X951",-2.98757670480977,-0.445913066373051,4.35503102103456e-05,1
"X952",-7.27534967346721,-0.698224457906836,0.028392063211473,1
"X953",-7.92789252074015,2.77378207635795,0.0363033049922544,1
"X954",7.81635063372541,-2.60333682894297,0.00622206064427803,1
"X955",4.97964909318614,0.0631154440471715,0.0142910493238428,1
"X956",6.67499197590218,-0.806519972894403,1.95426610434897e-05,1
"X957",6.99153482973662,-1.59583970256768,3.09692057496122e-05,1
"X958",5.86299224636067,-1.08989068797478,1.03078120760777e-05,1
"X959",-3.37556839972709,1.19791606186937,0.000131806720935465,1
"X960",5.36690689158521,-1.04578012978209,1.57380516456461e-05,1
"X961",5.87552325690287,-0.762091498222659,2.18195270401692e-05,1
"X962",6.1169923547396,-1.19493823748825,1.56013995923562e-05,1
"X963",8.07770360982616,-2.57398833134754,1.30553066912303e-05,1
"X964",5.04486786041783,-0.184292463243372,0.00144386842530273,1
"X965",-3.94088359598558,-0.382488632908802,5.13425875456e-05,1
"X966",-5.13493870281194,1.32492559484962,0.00184949736993273,1
"X967",7.10729506129709,-1.90013913715205,1.80213586353108e-05,1
"X968",6.2047677819189,-0.803496601311182,0.00842446608167895,1
"X969",7.3824843899781,2.06521545587128,0.0291924290166906,1
"X970",6.05843451674216,-2.36169714793262,0.00329575974993735,1
"X971",7.14259071031235,0.933578832378895,1.72860546658322e-05,1
"X972",5.94983620743329,-1.4775900852721,3.37539416862618e-05,1
"X973",-0.774913940966344,-0.0724327223796721,0.00010643740109122,1
"X974",6.2314209209992,-0.571923723769715,1.38722955604369e-05,1
"X975",-6.47390032083124,2.42297321975803,0.000110771358931682,1
"X976",5.94059421320726,0.766936867579966,0.0585435815199517,1
"X977",-4.55404227971076,0.643204506662015,0.000179442731252437,1
"X978",4.60016757658003,0.965456067567739,2.19318119254202e-05,1
"X979",6.37420398898093,1.18773798778969,2.35261797738286e-05,1
"X980",-4.21435390393726,-0.66948109134442,3.59648345595728e-05,1
"X981",8.00874365842126,0.335498428665048,0.00766633945684955,1
"X982",5.40253234463039,0.290416975869098,1.45368875840415e-05,1
"X983",-4.1290679068922,0.640098968945981,4.63399812183092e-05,1
"X984",-7.22281919139549,1.37341073071686,6.25862288300602e-05,1
"X985",5.39154965221781,-0.938810219293475,9.62141942780248e-05,1
"X986",-5.30944816306847,0.413214762184306,0.00023061026451299,1
"X987",6.48440798756678,-0.380116639561497,1.69938233811127e-05,1
"X988",-4.65026168199783,1.09587298752445,0.016772939779453,1
"X989",6.14554676750613,-1.0005944924419,4.72554660012443e-05,1
"X990",6.55500350918887,1.52227295956969,0.0426278911110671,1
"X991",6.61364373625439,-0.364035876623847,0.00146171849903059,1
"X992",5.74673850130789,0.409680343067357,0.0969907870152242,1
"X993",-7.42770506554278,2.16896839886429,0.00959806773735983,1
"X994",-7.29970747016374,0.393567205586397,0.0129839095732633,1
"X995",-6.35249778657348,1.02485545770724,0.0160294401185652,1
"X996",-6.65725839014252,0.804039616159597,0.000121367273515384,1
"X997",6.7571181857813,-0.217873922414859,0.00779055205587316,1
"X998",5.97176830095997,0.21045605803234,2.12935407761864e-05,1
"X999",-5.43366813586471,-2.5807692614256,1.45051946203646e-05,1
"X1000",4.96278432830844,-0.0971017912116159,1.73343718621591e-05,1
