question_id,model,benchmark,predicted,gold,result,scoring_method
sciq_00000,HuggingFaceH4/zephyr-7b-beta,sciq,A,C,wrong,loglikelihood
sciq_00001,HuggingFaceH4/zephyr-7b-beta,sciq,B,D,wrong,loglikelihood
sciq_00002,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00003,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00004,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00005,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00006,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00007,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00008,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00009,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00010,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00011,HuggingFaceH4/zephyr-7b-beta,sciq,D,A,wrong,loglikelihood
sciq_00012,HuggingFaceH4/zephyr-7b-beta,sciq,B,C,wrong,loglikelihood
sciq_00013,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00014,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00015,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00016,HuggingFaceH4/zephyr-7b-beta,sciq,B,C,wrong,loglikelihood
sciq_00017,HuggingFaceH4/zephyr-7b-beta,sciq,B,D,wrong,loglikelihood
sciq_00018,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00019,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00020,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00021,HuggingFaceH4/zephyr-7b-beta,sciq,A,B,wrong,loglikelihood
sciq_00022,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00023,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00024,HuggingFaceH4/zephyr-7b-beta,sciq,D,C,wrong,loglikelihood
sciq_00025,HuggingFaceH4/zephyr-7b-beta,sciq,B,D,wrong,loglikelihood
sciq_00026,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00027,HuggingFaceH4/zephyr-7b-beta,sciq,D,B,wrong,loglikelihood
sciq_00028,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00029,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00030,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00031,HuggingFaceH4/zephyr-7b-beta,sciq,C,A,wrong,loglikelihood
sciq_00032,HuggingFaceH4/zephyr-7b-beta,sciq,A,D,wrong,loglikelihood
sciq_00033,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00034,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00035,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00036,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00037,HuggingFaceH4/zephyr-7b-beta,sciq,A,B,wrong,loglikelihood
sciq_00038,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00039,HuggingFaceH4/zephyr-7b-beta,sciq,A,D,wrong,loglikelihood
sciq_00040,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00041,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00042,HuggingFaceH4/zephyr-7b-beta,sciq,C,D,wrong,loglikelihood
sciq_00043,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00044,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00045,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00046,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00047,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00048,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00049,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00050,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00051,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00052,HuggingFaceH4/zephyr-7b-beta,sciq,C,B,wrong,loglikelihood
sciq_00053,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00054,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00055,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00056,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00057,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00058,HuggingFaceH4/zephyr-7b-beta,sciq,D,A,wrong,loglikelihood
sciq_00059,HuggingFaceH4/zephyr-7b-beta,sciq,D,B,wrong,loglikelihood
sciq_00060,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00061,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00062,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00063,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00064,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00065,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00066,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00067,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00068,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00069,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00070,HuggingFaceH4/zephyr-7b-beta,sciq,D,C,wrong,loglikelihood
sciq_00071,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00072,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00073,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00074,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00075,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00076,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00077,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00078,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00079,HuggingFaceH4/zephyr-7b-beta,sciq,C,A,wrong,loglikelihood
sciq_00080,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00081,HuggingFaceH4/zephyr-7b-beta,sciq,D,A,wrong,loglikelihood
sciq_00082,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00083,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00084,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00085,HuggingFaceH4/zephyr-7b-beta,sciq,D,C,wrong,loglikelihood
sciq_00086,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00087,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00088,HuggingFaceH4/zephyr-7b-beta,sciq,B,A,wrong,loglikelihood
sciq_00089,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00090,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00091,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00092,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00093,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00094,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00095,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00096,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00097,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00098,HuggingFaceH4/zephyr-7b-beta,sciq,B,D,wrong,loglikelihood
sciq_00099,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00100,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00101,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00102,HuggingFaceH4/zephyr-7b-beta,sciq,B,A,wrong,loglikelihood
sciq_00103,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00104,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00105,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00106,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00107,HuggingFaceH4/zephyr-7b-beta,sciq,A,D,wrong,loglikelihood
sciq_00108,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00109,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00110,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00111,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00112,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00113,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00114,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00115,HuggingFaceH4/zephyr-7b-beta,sciq,D,C,wrong,loglikelihood
sciq_00116,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00117,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00118,HuggingFaceH4/zephyr-7b-beta,sciq,B,A,wrong,loglikelihood
sciq_00119,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00120,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00121,HuggingFaceH4/zephyr-7b-beta,sciq,A,C,wrong,loglikelihood
sciq_00122,HuggingFaceH4/zephyr-7b-beta,sciq,D,C,wrong,loglikelihood
sciq_00123,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00124,HuggingFaceH4/zephyr-7b-beta,sciq,C,A,wrong,loglikelihood
sciq_00125,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00126,HuggingFaceH4/zephyr-7b-beta,sciq,D,A,wrong,loglikelihood
sciq_00127,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00128,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00129,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00130,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00131,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00132,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00133,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00134,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00135,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00136,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00137,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00138,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00139,HuggingFaceH4/zephyr-7b-beta,sciq,C,B,wrong,loglikelihood
sciq_00140,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00141,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00142,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00143,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00144,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00145,HuggingFaceH4/zephyr-7b-beta,sciq,B,D,wrong,loglikelihood
sciq_00146,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00147,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00148,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00149,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00150,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00151,HuggingFaceH4/zephyr-7b-beta,sciq,B,C,wrong,loglikelihood
sciq_00152,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00153,HuggingFaceH4/zephyr-7b-beta,sciq,A,C,wrong,loglikelihood
sciq_00154,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00155,HuggingFaceH4/zephyr-7b-beta,sciq,C,B,wrong,loglikelihood
sciq_00156,HuggingFaceH4/zephyr-7b-beta,sciq,B,C,wrong,loglikelihood
sciq_00157,HuggingFaceH4/zephyr-7b-beta,sciq,A,D,wrong,loglikelihood
sciq_00158,HuggingFaceH4/zephyr-7b-beta,sciq,D,B,wrong,loglikelihood
sciq_00159,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00160,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00161,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00162,HuggingFaceH4/zephyr-7b-beta,sciq,A,C,wrong,loglikelihood
sciq_00163,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00164,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00165,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00166,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00167,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00168,HuggingFaceH4/zephyr-7b-beta,sciq,A,D,wrong,loglikelihood
sciq_00169,HuggingFaceH4/zephyr-7b-beta,sciq,D,C,wrong,loglikelihood
sciq_00170,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00171,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00172,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00173,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00174,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00175,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00176,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00177,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00178,HuggingFaceH4/zephyr-7b-beta,sciq,D,A,wrong,loglikelihood
sciq_00179,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00180,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00181,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00182,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00183,HuggingFaceH4/zephyr-7b-beta,sciq,D,B,wrong,loglikelihood
sciq_00184,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00185,HuggingFaceH4/zephyr-7b-beta,sciq,B,D,wrong,loglikelihood
sciq_00186,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00187,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00188,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00189,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00190,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00191,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00192,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00193,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00194,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00195,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00196,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00197,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00198,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
sciq_00199,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00200,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00201,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00202,HuggingFaceH4/zephyr-7b-beta,sciq,C,D,wrong,loglikelihood
sciq_00203,HuggingFaceH4/zephyr-7b-beta,sciq,D,A,wrong,loglikelihood
sciq_00204,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00205,HuggingFaceH4/zephyr-7b-beta,sciq,A,A,correct,loglikelihood
sciq_00206,HuggingFaceH4/zephyr-7b-beta,sciq,D,D,correct,loglikelihood
sciq_00207,HuggingFaceH4/zephyr-7b-beta,sciq,A,B,wrong,loglikelihood
sciq_00208,HuggingFaceH4/zephyr-7b-beta,sciq,D,C,wrong,loglikelihood
sciq_00209,HuggingFaceH4/zephyr-7b-beta,sciq,A,B,wrong,loglikelihood
sciq_00210,HuggingFaceH4/zephyr-7b-beta,sciq,C,C,correct,loglikelihood
sciq_00211,HuggingFaceH4/zephyr-7b-beta,sciq,B,B,correct,loglikelihood
