question_id,model,benchmark,predicted,gold,result,scoring_method
Mercury_417466,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_7081673,01-ai/Yi-6B,arc_easy,A,B,wrong,loglikelihood
Mercury_7239733,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
NYSEDREGENTS_2015_4_8,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_7037258,01-ai/Yi-6B,arc_easy,C,B,wrong,loglikelihood
CSZ20679,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
Mercury_7216668,01-ai/Yi-6B,arc_easy,D,C,wrong,loglikelihood
MCAS_2001_5_19,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
Mercury_SC_413631,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_7166145,01-ai/Yi-6B,arc_easy,C,B,wrong,loglikelihood
MSA_2013_5_6,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_SC_405199,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
NYSEDREGENTS_2015_8_28,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_SC_401777,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_7198188,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
MCAS_1998_4_11,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_SC_LBS10784,01-ai/Yi-6B,arc_easy,D,B,wrong,loglikelihood
Mercury_7033548,01-ai/Yi-6B,arc_easy,A,D,wrong,loglikelihood
Mercury_7146195,01-ai/Yi-6B,arc_easy,A,D,wrong,loglikelihood
NCEOGA_2013_8_36,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_SC_415412,01-ai/Yi-6B,arc_easy,B,D,wrong,loglikelihood
Mercury_SC_408362,01-ai/Yi-6B,arc_easy,D,B,wrong,loglikelihood
MDSA_2008_8_35,01-ai/Yi-6B,arc_easy,A,C,wrong,loglikelihood
NYSEDREGENTS_2015_8_21,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
VASoL_2008_5_12,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_SC_LBS10680,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
MCAS_2003_5_3,01-ai/Yi-6B,arc_easy,C,B,wrong,loglikelihood
Mercury_7074900,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
Mercury_SC_408762,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
ACTAAP_2015_5_8,01-ai/Yi-6B,arc_easy,D,A,wrong,loglikelihood
Mercury_7263008,01-ai/Yi-6B,arc_easy,D,C,wrong,loglikelihood
CSZ_2008_5_CSZ10233,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_7128660,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
Mercury_7100520,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
Mercury_7017728,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_7032865,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_405057,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_7057593,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_SC_405231,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
VASoL_2007_5_38,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_SC_410895,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_7015978,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
ACTAAP_2010_5_5,01-ai/Yi-6B,arc_easy,A,C,wrong,loglikelihood
Mercury_7080955,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
ACTAAP_2009_5_4,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_7017010,01-ai/Yi-6B,arc_easy,D,A,wrong,loglikelihood
Mercury_7146108,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
NYSEDREGENTS_2012_4_12,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
VASoL_2009_5_3,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_SC_401253,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
Mercury_7235953,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_403974,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_7241063,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
MCAS_2010_8_12015,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_SC_402980,01-ai/Yi-6B,arc_easy,C,B,wrong,loglikelihood
Mercury_417126,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
NYSEDREGENTS_2010_8_2,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
NYSEDREGENTS_2010_8_13,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_7200533,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_SC_400707,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_SC_400380,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_7205590,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
NYSEDREGENTS_2015_4_30,01-ai/Yi-6B,arc_easy,C,B,wrong,loglikelihood
NYSEDREGENTS_2012_4_17,01-ai/Yi-6B,arc_easy,C,A,wrong,loglikelihood
Mercury_SC_408436,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
LEAP_2005_8_10403,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_7108045,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_SC_402251,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_7071418,01-ai/Yi-6B,arc_easy,C,B,wrong,loglikelihood
Mercury_7084595,01-ai/Yi-6B,arc_easy,B,D,wrong,loglikelihood
Mercury_7041335,01-ai/Yi-6B,arc_easy,B,A,wrong,loglikelihood
Mercury_7236320,01-ai/Yi-6B,arc_easy,A,C,wrong,loglikelihood
LEAP__5_10308,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_7068425,01-ai/Yi-6B,arc_easy,D,B,wrong,loglikelihood
Mercury_SC_401308,01-ai/Yi-6B,arc_easy,C,A,wrong,loglikelihood
NYSEDREGENTS_2008_4_18,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_7165550,01-ai/Yi-6B,arc_easy,A,A,correct,loglikelihood
Mercury_7114923,01-ai/Yi-6B,arc_easy,B,C,wrong,loglikelihood
Mercury_SC_408434,01-ai/Yi-6B,arc_easy,B,D,wrong,loglikelihood
Mercury_7008453,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
NYSEDREGENTS_2010_8_14,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
NYSEDREGENTS_2015_8_24,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
NYSEDREGENTS_2008_4_6,01-ai/Yi-6B,arc_easy,C,B,wrong,loglikelihood
Mercury_400279,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
Mercury_7092190,01-ai/Yi-6B,arc_easy,B,A,wrong,loglikelihood
Mercury_7113890,01-ai/Yi-6B,arc_easy,B,A,wrong,loglikelihood
TAKS_2009_8_17,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
AKDE&ED_2008_4_3,01-ai/Yi-6B,arc_easy,D,B,wrong,loglikelihood
Mercury_7202353,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
MCAS_2006_9_14,01-ai/Yi-6B,arc_easy,B,B,correct,loglikelihood
MSA_2015_5_37,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
MDSA_2010_8_22,01-ai/Yi-6B,arc_easy,D,B,wrong,loglikelihood
MCAS_1999_4_4,01-ai/Yi-6B,arc_easy,A,C,wrong,loglikelihood
Mercury_7247923,01-ai/Yi-6B,arc_easy,D,D,correct,loglikelihood
Mercury_SC_416124,01-ai/Yi-6B,arc_easy,C,C,correct,loglikelihood
