model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
01-ai/Yi-6B,16,62,precision_reached,True,62,0,0.08731808731808732,-1.0709472401598445,-0.780455,-0.8586148773967587,-0.8780932872754119,0.289001,48,-0.18559899939070254,-0.294905,-0.32890590187581886,-0.30575378654548196,0.287148,23
01-ai/Yi-6B-Chat,16,64,precision_reached,True,64,0,0.12653305414298535,-0.262028709508774,-0.854637,-0.9435817724841569,-0.9806302122078274,0.297995,51,-0.8618177605467816,-0.471241,-0.594438329563881,-0.5523960966938732,0.294942,23
EleutherAI/pythia-1.4b,18,68,precision_reached,True,68,0,0.07247652582159625,-2.425622869868609,-2.040075,-2.643025974405469,-3.194837319733121,0.298411,56,0.8572912389872671,0.866608,0.9434772778660279,1.0595059035469483,0.296041,23
EleutherAI/pythia-160m,13,61,precision_reached,True,61,0,0.04580152671755725,-5.736133656337929,-1.867864,-2.7665224208168584,-4.564357511311291,0.292994,50,1.3573467304838673,1.337637,1.8494114533731763,3.613951311321755,0.287914,24
EleutherAI/pythia-1b,18,70,precision_reached,True,70,0,0.06758742286218043,-2.621579633507893,-2.150918,-2.95973358493761,-4.297566690041782,0.29485,57,0.9004880569029323,0.766115,0.6685295686988559,0.7308712301845718,0.288594,24
EleutherAI/pythia-2.8b,15,64,precision_reached,True,64,0,0.06343612334801763,-2.6515618076520813,-1.538089,-1.7895599370524897,-1.9323146052119464,0.298269,52,0.694650762040399,0.814932,0.9164918432189862,1.0709549954449442,0.298365,27
EleutherAI/pythia-410m,19,81,precision_reached,True,81,0,0.059548254620123205,-3.6615912533253563,-1.967384,-2.7522812828745487,-3.913543173905925,0.296696,67,1.149836670271624,0.589001,0.6118732678267951,0.6483405484615001,0.290631,23
EleutherAI/pythia-6.9b,15,63,precision_reached,True,63,0,0.06237128567225655,-2.4123740413615353,-1.680345,-2.2187758467695935,-2.5869351954366833,0.296043,51,0.2900888175664066,0.606204,0.5218819686078147,0.5618603002623679,0.298661,27
EleutherAI/pythia-70m,14,70,precision_reached,True,70,0,0.03485647334504979,-5.922993552508258,-2.130349,-2.9768854342784703,-4.396237572524008,0.294289,63,0.6398949348516552,0.411715,0.15158900171218337,0.16856531100110717,0.294351,19
HuggingFaceH4/zephyr-7b-beta,6,40,precision_reached,True,40,0,0.26010701545778836,1.0666666646581588,1.105731,1.0705096151114206,1.1434496999660955,0.219701,34,0.4340333690130584,-0.363616,-0.5918631817977952,-0.6382388968718691,0.264926,12
HuggingFaceTB/SmolLM2-1.7B,15,54,precision_reached,True,54,0,0.10317225022235399,-0.7596159353679596,-0.265124,-0.37084343573266726,-0.3314944818151325,0.297881,39,-0.29427039818136747,-0.693235,-0.8769394737809462,-0.8760020284233863,0.288303,24
HuggingFaceTB/SmolLM2-1.7B-Instruct,9,37,precision_reached,True,37,0,0.16003589590188452,0.26669029182473236,0.353301,0.36349276217863735,0.4591236854840483,0.280365,28,-0.8197081621063828,-0.833993,-0.9859598308115612,-0.989159980673175,0.290688,17
HuggingFaceTB/SmolLM2-135M,14,57,precision_reached,True,57,0,0.04335961188599151,-3.897561976765128,-1.48087,-2.3301614168961877,-3.2228752929582027,0.288484,47,0.17563328112976367,-0.002277,-0.1489817676152992,-0.14808312494728523,0.291694,17
HuggingFaceTB/SmolLM2-360M,16,72,precision_reached,True,72,0,0.04715590922487474,-3.2898325322330026,-1.891091,-2.4520784261436113,-2.888109479772979,0.291756,61,0.29834580879075834,0.378501,0.14181202562819994,0.1983304684604494,0.299339,26
HuggingFaceTB/SmolLM2-360M-Instruct,19,74,precision_reached,True,74,0,0.06654835847382432,-1.4044252824404446,-1.569363,-1.7112006084205915,-1.872595186662824,0.297754,59,-0.9026822201860336,-0.82891,-0.9661274031889441,-1.000804085627406,0.295733,27
LLM360/Amber,16,73,precision_reached,True,73,0,0.038880706921944036,-4.705948345137682,-1.972122,-2.775838616790847,-3.823342893114011,0.297283,61,0.4369535608701001,0.456498,0.2380309193606155,0.27274871821024294,0.299814,28
Qwen/Qwen2-0.5B,15,68,precision_reached,True,68,0,0.042295178941141674,-2.5468893057191018,-1.525813,-1.8533597404329292,-2.0719462312788273,0.294003,56,-0.4831769479089256,0.175805,0.02371661045209412,0.04202012769606086,0.288246,27
Qwen/Qwen2-1.5B,18,70,precision_reached,True,70,0,0.10097719869706841,-0.5558450406302707,-0.730733,-0.7894776861379993,-0.8071750428441669,0.289503,54,-1.2391418740936222,-1.45002,-1.6345128193010188,-1.6655013465110546,0.289999,25
Qwen/Qwen2-7B,10,49,precision_reached,True,49,0,0.29770765108663294,1.333375303250364,1.467067,1.472212664351014,1.5303823300035404,0.196514,30,0.06642115873584753,-0.291293,-0.3241814001060848,-0.2766665081244245,0.25382,29
Qwen/Qwen2.5-0.5B,15,58,precision_reached,True,58,0,0.06759561221464572,-1.3280329454814797,-0.827799,-0.9092017684031279,-0.936306706912987,0.295857,44,-1.0239743675544815,-1.15816,-1.1333782425696282,-1.343489972149349,0.283317,22
Qwen/Qwen2.5-0.5B-Instruct,14,60,precision_reached,True,60,0,0.09050445103857567,-0.7633335710828015,-0.301816,-0.42426024310727584,-0.41525848071361426,0.28955,45,-1.1502684211662542,-0.763822,-0.9989625844739032,-0.9933663175753258,0.275331,30
Qwen/Qwen2.5-1.5B,8,39,precision_reached,True,39,0,0.19155740326191237,0.7999844992180877,0.979168,0.7625709795413746,0.9399880948600464,0.243612,28,-1.5531650702080804,-1.09527,-0.9396099032714282,-1.2069662251784732,0.272576,20
Qwen/Qwen2.5-1.5B-Instruct,4,27,precision_reached,True,27,0,0.24766777008727053,1.266066870957924,1.132849,0.9005953958564068,1.222039888256265,0.2609,19,-1.3487353524121302,-0.494317,-1.1799402846969365,-1.3790130539775438,0.292153,15
Qwen/Qwen2.5-3B,11,51,precision_reached,True,51,0,0.2897727272727273,1.3538531475001543,1.506314,1.5162257541477036,1.5544362985870022,0.201749,36,-0.7592477773355794,-1.003049,-0.9579001887592459,-1.0999782427121039,0.289549,27
Qwen/Qwen2.5-3B-Instruct,8,52,precision_reached,True,52,0,0.3985572587917042,2.1333333333398117,1.504316,1.7967741212828474,1.8563916866396062,0.235208,45,0.5028264550016861,0.592708,0.45144510134405763,0.4946749901506227,0.225548,18
Qwen/Qwen2.5-7B,7,27,precision_reached,True,27,0,0.3798982949446605,2.1333330974346305,1.684333,1.8498633420949384,1.7182215902015823,0.228825,21,1.0302766871079645,1.578146,1.4853592008466021,1.6186117459825278,0.253705,10
Qwen/Qwen2.5-7B-Instruct,12,53,precision_reached,True,53,0,0.5103139013452915,2.6666319768165128,2.452547,2.4335003811685,2.494602782584701,0.186167,51,1.3388480478277263,1.091939,1.1618940384373784,1.1345403764955906,0.23893,13
Qwen/Qwen2.5-Coder-7B,8,45,precision_reached,True,45,0,0.34695704057279236,1.8007796272874186,1.311148,0.98442136784965,1.3193825739623604,0.265891,34,-0.015430567237183362,-0.14855,-0.06851584007893502,-0.03368913735857827,0.281715,17
Qwen/Qwen2.5-Math-7B,8,48,precision_reached,True,48,0,0.36628079548827547,2.1334101360239375,1.977848,1.9029602410073005,2.341298939623145,0.240813,34,-1.5510368486466517,-1.020909,-1.2518464655093233,-1.3276875865656266,0.28858,21
Qwen/Qwen3-0.6B,9,38,precision_reached,True,38,0,0.21241541629891145,1.066666673438853,1.997451,2.6015315630502003,3.1437388525061123,0.292439,24,-1.721617658265959,-1.573339,-1.9132800194138866,-1.9990349190678285,0.299613,19
Qwen/Qwen3-1.7B,10,49,precision_reached,True,49,0,0.4643488509133765,2.666666666668728,2.537675,2.624075014664134,2.7857325891777744,0.254499,36,-1.9296958129685864,-1.73731,-1.7420153759638413,-1.864110717333135,0.265339,26
Qwen/Qwen3-4B,10,55,precision_reached,True,55,0,0.5998823183289202,3.7333333333484484,3.495686,3.5133581250377524,3.6101161978465837,0.203406,45,-1.966966679449938,-1.216126,-1.4730064655687796,-1.498803331382467,0.245728,19
TinyLlama/TinyLlama-1.1B-Chat-v1.0,20,80,precision_reached,True,80,0,0.04053254437869822,-2.381521142576596,-1.645695,-1.9128536635077062,-2.09471761903861,0.288454,66,-1.1439627817992242,-1.123059,-1.128930670907896,-1.3004270089058505,0.275861,23
allenai/OLMo-2-0425-1B,12,58,precision_reached,True,58,0,0.10434525569021579,-0.7963937458234788,-0.047021,-0.09734832823072027,-0.01767849859164981,0.268976,40,-0.2851440422761627,-0.05914,-0.051242327588642694,-0.06261545830875614,0.284097,31
allenai/OLMo-2-1124-7B,10,43,precision_reached,True,43,0,0.24754244861483468,1.0666666589603846,1.116269,0.9982032328762317,1.2165759335453716,0.251239,31,-0.41456159501652884,-0.757381,-0.7328184938348321,-0.9022691706919701,0.294883,21
bigscience/bloom-1b1,17,78,precision_reached,True,78,0,0.03799705449189985,-4.300106632415083,-2.157901,-2.877813065315287,-4.1375563848516785,0.293843,66,0.29854064059127516,0.255648,0.2558840703109903,0.2878940027958574,0.291662,27
bigscience/bloom-1b7,14,64,precision_reached,True,64,0,0.02888299440023578,-4.838748849516922,-1.571048,-2.357251130447679,-3.6844368315076,0.299285,53,-0.10128777086404654,0.301649,0.2549871062459651,0.27097755314077154,0.288645,22
bigscience/bloom-3b,18,78,precision_reached,True,78,0,0.03356890459363958,-3.790779903914266,-1.808105,-2.6374390209195604,-3.8348838177995086,0.292331,65,-0.16948784863177369,0.218494,-0.027590399333029845,0.00982259619724905,0.28894,30
bigscience/bloom-560m,19,74,precision_reached,True,74,0,0.02925531914893617,-5.681829101709482,-2.109729,-2.9252112811097697,-4.125133503398211,0.297464,63,0.255083309966548,0.705737,0.6534068978528084,0.6948468226348169,0.295831,22
bigscience/bloom-7b1,18,83,precision_reached,True,83,0,0.04423990498812352,-2.8142526429190733,-1.705898,-2.2301273351708333,-2.6024541646190897,0.291926,67,-0.19285918624823328,-0.119964,-0.1545471660169585,-0.1389969430532478,0.283057,31
bigscience/bloomz-1b7,16,77,precision_reached,True,77,0,0.05320081847413037,-5.593687081655051,-2.106982,-2.8914120872305413,-4.15247705273783,0.293049,67,1.581009044909261,0.99584,0.9683347464913082,1.2784217767508341,0.286493,23
bigscience/bloomz-3b,20,87,precision_reached,True,87,0,0.05122950819672131,-5.122806144322404,-2.488791,-3.0091870788507706,-3.725333133525226,0.294893,75,1.394395766362864,1.125133,0.8135359028055672,1.16464076025435,0.254144,22
bigscience/bloomz-7b1,16,80,precision_reached,True,80,0,0.06479038405159777,-5.224716587555157,-2.385783,-3.1896905688023844,-4.698555838134272,0.292831,67,2.4521774600484103,1.748727,1.9963277314425454,2.946822836398497,0.251432,30
deepseek-ai/deepseek-coder-6.7b-base,13,54,precision_reached,True,54,0,0.09396170839469808,-0.8497507046487964,-0.512351,-0.6232111059235643,-0.5880584079112129,0.294942,43,-0.28000862735705023,-0.389527,-0.4913732537249417,-0.46418641388749426,0.296597,18
deepseek-ai/deepseek-llm-7b-base,16,66,precision_reached,True,66,0,0.056312981624184945,-2.2491556916023487,-1.611143,-2.3895676209931267,-3.1280645637336395,0.293723,54,-0.060567512656118115,-0.126155,-0.22276849646946192,-0.21761498898059975,0.284331,23
deepseek-ai/deepseek-math-7b-base,15,82,precision_reached,True,82,0,0.03858615611192931,-4.104487568588899,-2.116938,-2.8504360666816866,-4.239213664658744,0.298111,67,0.413590461791304,0.801852,0.7564410840453794,0.8543165778722072,0.289722,33
facebook/opt-1.3b,18,80,precision_reached,True,80,0,0.08135095447870778,-2.0986199882713654,-1.893547,-2.527482411946021,-3.009615915992821,0.289996,66,0.917107852740956,0.887736,0.954641451826964,1.0420418150241553,0.281874,25
facebook/opt-2.7b,12,58,precision_reached,True,58,0,0.0811764705882353,-2.077623521671378,-1.593567,-2.1626212318046436,-2.503872792156226,0.291716,49,0.9832310444274407,0.776181,0.8546113207438415,0.9965582860218279,0.285721,24
facebook/opt-6.7b,18,69,precision_reached,True,69,0,0.07119741100323625,-2.2768316882714204,-1.503767,-1.69125437534824,-1.8553146710487254,0.298136,57,0.7506270016378297,0.78106,0.8679942457162699,1.1083152772856588,0.290729,22
google/gemma-2-2b,17,72,precision_reached,True,72,0,0.0915805022156573,-1.018077857074627,-0.377576,-0.4279498525075963,-0.388888520337805,0.279392,54,-0.09145764597674554,-0.280217,-0.25930465689381316,-0.24827455747783633,0.288422,34
h2oai/h2o-danube2-1.8b-base,15,67,precision_reached,True,67,0,0.06963706107996459,-1.3341422626028816,-0.679251,-0.8153735774273798,-0.7588584193559694,0.29229,53,-0.5083039137529526,-0.132864,-0.23023912907140653,-0.20777607962582767,0.294971,28
h2oai/h2o-danube3-4b-base,13,49,precision_reached,True,49,0,0.14750221696718888,0.038264620829165465,0.220512,0.1492801148384992,0.21621356964191496,0.270616,34,-0.8501677225745055,-0.754782,-0.8147922010389246,-0.8418941388211639,0.294874,21
ibm-granite/granite-3.0-2b-base,8,44,precision_reached,True,44,0,0.20688622754491018,0.7999891152706966,0.675697,0.6051454690035226,0.6374984743568023,0.297048,36,0.11360431238028053,0.60991,0.6679982852223435,0.6375366754418911,0.281858,17
ibm-granite/granite-3.1-2b-base,12,53,precision_reached,True,53,0,0.20280764635603346,0.7998784001226936,0.943981,0.8784663446783725,0.9805473993119741,0.236077,39,-0.13859299792108185,0.318587,0.20542888362912637,0.2176752445851945,0.292085,24
