item,a,b,p_value,point_biserial
Mercury_417466,4.999993245591694,-1.7683213640864002,0.9518072289156626,0.3974869316398967
Mercury_7081673,4.999993245591694,0.4108859793196028,0.3493975903614458,0.10093982116976882
Mercury_7239733,4.999993245591694,-0.4109054561823646,0.6506024096385542,0.1317897564936711
NYSEDREGENTS_2015_4_8,4.999993245591694,-1.5510700699093132,0.927710843373494,0.3820924930557027
Mercury_7037258,4.999993245591694,0.17718339321021773,0.43373493975903615,0.29334297174585094
CSZ20679,4.999993245591694,-0.7469152542557053,0.7590361445783133,0.616389815844658
Mercury_7216668,4.999993245591694,0.17718339321021773,0.43373493975903615,0.6139794896718446
MCAS_2001_5_19,4.999993245591694,-0.5532713843201371,0.6987951807228916,0.6912524253947712
Mercury_SC_413631,4.999993245591694,-1.2461276235444634,0.8795180722891566,0.3291043399026929
MSA_2013_5_6,4.999993245591694,-0.4456732100299398,0.6626506024096386,0.5990566042411444
Mercury_SC_405199,4.999993245591694,-0.3090010725425135,0.6144578313253012,0.08570956664254471
NYSEDREGENTS_2015_8_28,4.999993245591694,-0.4456732100299398,0.6626506024096386,0.5436839349498198
Mercury_SC_401777,4.999993245591694,0.04808755036456137,0.4819277108433735,0.5230616986254293
MCAS_1998_4_11,4.999993245591694,-0.4809888784286791,0.6746987951807228,0.4723655630641542
Mercury_SC_LBS10784,4.999993245591694,1.0192706718058404,0.1686746987951807,0.4076519265630048
Mercury_7033548,4.999993245591694,-1.651152947048629,0.9397590361445783,0.21755081803819562
NCEOGA_2013_8_36,4.999993245591694,-1.3843265922251353,0.9036144578313253,0.47637875671847213
Mercury_SC_415412,4.999993245591694,-0.27568292821636453,0.6024096385542169,0.15227113279701754
Mercury_SC_408362,4.999993245591694,1.1262366179452517,0.14457831325301204,0.44126774738668395
NYSEDREGENTS_2015_8_21,4.999993245591694,-0.11242889690440591,0.5421686746987951,0.4581546214152312
VASoL_2008_5_12,4.999993245591694,-1.7683213640864002,0.9518072289156626,0.45147764006942515
Mercury_SC_LBS10680,4.999993245591694,-2.402753743409853,0.9879518072289156,0.27111938797354124
MCAS_2003_5_3,4.999993245591694,0.4456533606462647,0.3373493975903614,0.32335924316153547
Mercury_7074900,4.999993245591694,-1.1842943735395346,0.8674698795180723,0.47299051476222925
ACTAAP_2015_5_8,4.999993245591694,0.7063270977678056,0.25301204819277107,0.3066492101340503
CSZ_2008_5_CSZ10233,4.999993245591694,-2.402753743409853,0.9879518072289156,0.17406278308602277
Mercury_7128660,4.999993245591694,-1.7683213640864002,0.9518072289156626,0.2960496890329695
Mercury_7100520,4.999993245591694,-0.27568292821636453,0.6024096385542169,0.6117013511915491
Mercury_7017728,4.999993245591694,-0.9218113279760842,0.8072289156626506,0.32066108888583983
Mercury_7032865,4.999993245591694,-2.402753743409853,0.9879518072289156,0.3396064692091388
Mercury_405057,4.999993245591694,-1.126268526497931,0.8554216867469879,0.3269955968930451
Mercury_7057593,4.999993245591694,-0.7885795592664449,0.7710843373493976,0.12573465839257372
Mercury_SC_405231,4.999993245591694,-0.24265231653279312,0.5903614457831325,0.05785918072530982
VASoL_2007_5_38,4.999993245591694,-0.4456732100299398,0.6626506024096386,0.5271657885320201
Mercury_SC_410895,4.999993245591694,-2.1027952892264823,0.9759036144578314,0.16497896580515337
Mercury_7015978,4.999993245591694,-1.4632519171238398,0.9156626506024096,0.4953527944061471
ACTAAP_2010_5_5,4.999993245591694,0.666806635019434,0.26506024096385544,0.16813106775682846
Mercury_7080955,4.999993245591694,-0.24265231653279312,0.5903614457831325,0.6648800161054493
Mercury_7017010,4.999993245591694,0.17718339321021773,0.43373493975903615,0.21800342944835216
Mercury_7146108,4.999993245591694,-1.1842943735395346,0.8674698795180723,0.21881921265296517
NYSEDREGENTS_2012_4_12,4.999993245591694,-1.2461276235444634,0.8795180722891566,0.44777000462644173
VASoL_2009_5_3,4.999993245591694,-2.402753743409853,0.9879518072289156,0.3396064692091388
Mercury_SC_401253,4.999993245591694,-1.7683213640864002,0.9518072289156626,0.46277872591491487
Mercury_7235953,4.999993245591694,-1.3843265922251353,0.9036144578313253,0.14815713888107995
Mercury_403974,4.999993245591694,-0.4809888784286791,0.6746987951807228,0.695329452534901
Mercury_7241063,4.999993245591694,-0.34260277814388856,0.6265060240963856,0.6182880884699337
MCAS_2010_8_12015,4.999993245591694,-0.7063495416984981,0.7469879518072289,0.6350932302659815
Mercury_417126,4.999993245591694,-0.516796506485144,0.6867469879518072,0.05758149077810697
NYSEDREGENTS_2010_8_2,4.999993245591694,-0.37654861480328955,0.6385542168674698,0.2779093250551637
NYSEDREGENTS_2010_8_13,4.999993245591694,-2.1027952892264823,0.9759036144578314,0.14149453197266826
Mercury_7200533,4.999993245591694,-1.4632519171238398,0.9156626506024096,0.2657851721372729
Mercury_SC_400707,4.999993245591694,-2.402753743409853,0.9879518072289156,0.3396064692091388
Mercury_SC_400380,4.999993245591694,1.312396670516861,0.10843373493975904,0.14935108249474915
Mercury_7205590,4.999993245591694,-0.4109054561823646,0.6506024096385542,0.5744045272606999
NYSEDREGENTS_2015_4_30,4.999993245591694,0.746892104465553,0.24096385542168675,0.3246568203518593
NYSEDREGENTS_2012_4_17,4.999993245591694,1.0192706718058404,0.1686746987951807,0.16747172905760346
Mercury_SC_408436,4.999993245591694,-1.3124360109570206,0.891566265060241,0.22389460067324737
LEAP_2005_8_10403,4.999993245591694,-0.7063495416984981,0.7469879518072289,0.42426979401488746
Mercury_7084595,4.999993245591694,-0.24265231653279312,0.5903614457831325,0.533838573029808
