model,family,fold,fit_grid,ridge,quadrature_method,quadrature_nodes_requested,quadrature_nodes_effective,linear_bound,fit_cache_sha256,n_items_before_policy,n_items_after_policy,n_nonpositive_items,theta_full,theta_reference,se_full,se_reference,theta_heldout,se_heldout,posterior_tail_mass_full,posterior_tail_mass_heldout,observed_pass_rate,predicted_pass_rate_reference,theta_online,theta_eap,theta_mwle,mwle_converged,predicted_pass_rate_online,predicted_pass_rate_eap,predicted_pass_rate_mwle,scenario_order,criterion_order,scenarios_administered,criteria_administered
01-ai/Yi-1.5-6B,yi,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,-0.7743198755383064,-0.7743198755383064,0.03484484214450562,0.03484484214450562,-0.9221926716599308,0.041031279431967695,0.0,0.0,0.29180642069956875,0.27841543436176763,-0.986911,-1.7526728338800597,-1.6900601444126557,True,0.23862042458072485,0.13065685375608588,0.13767792535845913,"[""ifb_0217"", ""ifb_0313"", ""ifb_0162""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0313_c01"", ""ifb_0313_c02"", ""ifb_0313_c03"", ""ifb_0313_c04"", ""ifb_0313_c05"", ""ifb_0313_c06"", ""ifb_0313_c07"", ""ifb_0313_c08"", ""ifb_0313_c09"", ""ifb_0313_c10"", ""ifb_0162_c01"", ""ifb_0162_c02"", ""ifb_0162_c03""]",3,15
01-ai/Yi-1.5-6B-Chat,yi,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,1.7819460456620857,1.7819460456620857,0.04812090367327382,0.04812090367327382,1.7375084488091224,0.05417635919232663,0.0,0.0,0.7665388302972196,0.7601429633667453,1.481665,1.6765111708964247,1.715845686275205,True,0.721590136208364,0.7471298503131795,0.7520421109187799,"[""ifb_0217"", ""ifb_0384"", ""ifb_0373"", ""ifb_0374""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0384_c01"", ""ifb_0384_c02"", ""ifb_0384_c03"", ""ifb_0384_c04"", ""ifb_0384_c05"", ""ifb_0384_c06"", ""ifb_0373_c01"", ""ifb_0373_c02"", ""ifb_0373_c03"", ""ifb_0373_c04"", ""ifb_0373_c05"", ""ifb_0373_c06"", ""ifb_0373_c07"", ""ifb_0374_c01"", ""ifb_0374_c02"", ""ifb_0374_c03"", ""ifb_0374_c04"", ""ifb_0374_c05"", ""ifb_0374_c06"", ""ifb_0374_c07"", ""ifb_0374_c08"", ""ifb_0374_c09"", ""ifb_0374_c10"", ""ifb_0374_c11""]",4,26
01-ai/Yi-6B,yi,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,-1.3929728280786717,-1.3929728280786717,0.04557658268397013,0.04557658268397013,-1.3975546930645693,0.050784405684666266,0.0,0.0,0.17249640632486823,0.1749893389175335,-0.891314,-0.92026438848514,-0.8715488675677652,True,0.25596812586625733,0.25061373036024204,0.25967231231798044,"[""ifb_0313"", ""ifb_0233"", ""ifb_0301""]","[""ifb_0313_c01"", ""ifb_0313_c02"", ""ifb_0313_c03"", ""ifb_0313_c04"", ""ifb_0313_c05"", ""ifb_0313_c06"", ""ifb_0313_c07"", ""ifb_0313_c08"", ""ifb_0313_c09"", ""ifb_0313_c10"", ""ifb_0233_c01"", ""ifb_0233_c02"", ""ifb_0301_c01"", ""ifb_0301_c02"", ""ifb_0301_c03"", ""ifb_0301_c04"", ""ifb_0301_c05"", ""ifb_0301_c06"", ""ifb_0301_c07"", ""ifb_0301_c08""]",3,20
01-ai/Yi-6B-200K,yi,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,-2.320252282056117,-2.320252282056117,0.06748218123240955,0.06748218123240955,-2.3172797829265894,0.07406948911332578,0.0,1.29875541912753e-309,0.08049832295160518,0.08053635262792487,-0.71245,-1.027223592973014,-0.8596077694940017,True,0.29072904132661676,0.23159276287803365,0.26192869273292574,"[""ifb_0410"", ""ifb_0313""]","[""ifb_0410_c01"", ""ifb_0410_c02"", ""ifb_0410_c03"", ""ifb_0410_c04"", ""ifb_0410_c05"", ""ifb_0313_c01"", ""ifb_0313_c02"", ""ifb_0313_c03"", ""ifb_0313_c04"", ""ifb_0313_c05"", ""ifb_0313_c06"", ""ifb_0313_c07"", ""ifb_0313_c08"", ""ifb_0313_c09"", ""ifb_0313_c10""]",2,15
01-ai/Yi-6B-Chat,yi,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,1.2185003900119473,1.2185003900119473,0.043095547825089474,0.043095547825089474,1.2534973172013266,0.04851206419913788,0.0,0.0,0.6952563488260661,0.6839578422005044,0.579021,0.6816452817359113,0.5700794076092895,True,0.573626810782814,0.593730318155808,0.5718234004801093,"[""ifb_0035"", ""ifb_0384"", ""ifb_0378""]","[""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0384_c01"", ""ifb_0384_c02"", ""ifb_0384_c03"", ""ifb_0384_c04"", ""ifb_0384_c05"", ""ifb_0384_c06"", ""ifb_0378_c01"", ""ifb_0378_c02"", ""ifb_0378_c03"", ""ifb_0378_c04"", ""ifb_0378_c05""]",3,15
BSC-LT/salamandra-2b,salamandra,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,-1.7802725749172834,-1.7802725749172834,0.046550863159149705,0.046550863159149705,-1.814202854895815,0.05698566353368916,0.0,0.0,0.10541447053186392,0.1276371457611295,-0.823677,-0.9137967129428575,-0.8938204371591879,True,0.26879827210284435,0.2518024539718472,0.2555011768425325,"[""ifb_0217"", ""ifb_0433"", ""ifb_0360"", ""ifb_0437""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0433_c01"", ""ifb_0433_c02"", ""ifb_0433_c03"", ""ifb_0433_c04"", ""ifb_0433_c05"", ""ifb_0360_c01"", ""ifb_0360_c02"", ""ifb_0360_c03"", ""ifb_0360_c04"", ""ifb_0360_c05"", ""ifb_0360_c06"", ""ifb_0437_c01"", ""ifb_0437_c02"", ""ifb_0437_c03"", ""ifb_0437_c04"", ""ifb_0437_c05"", ""ifb_0437_c06"", ""ifb_0437_c07""]",4,20
BSC-LT/salamandra-2b-instruct,salamandra,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,0.22068731316625353,0.22068731316625353,0.026327311811147263,0.026327311811147263,0.21036316591477933,0.03384586339710084,0.0,0.0,0.4839482510781025,0.49661226199968916,1.944054,0.08640223249005125,0.13726926960384916,True,0.7793090642740506,0.4647365180649901,0.4768016782628022,"[""ifb_0313"", ""ifb_0135"", ""ifb_0261"", ""ifb_0304""]","[""ifb_0313_c01"", ""ifb_0313_c02"", ""ifb_0313_c03"", ""ifb_0313_c04"", ""ifb_0313_c05"", ""ifb_0313_c06"", ""ifb_0313_c07"", ""ifb_0313_c08"", ""ifb_0313_c09"", ""ifb_0313_c10"", ""ifb_0135_c01"", ""ifb_0261_c01"", ""ifb_0261_c02"", ""ifb_0261_c05"", ""ifb_0304_c01"", ""ifb_0304_c02"", ""ifb_0304_c03"", ""ifb_0304_c04"", ""ifb_0304_c05""]",4,19
BSC-LT/salamandra-7b,salamandra,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,-0.7991341694836007,-0.7991341694836007,0.03506931111095745,0.03506931111095745,-0.8546880567656625,0.039837532880979916,0.0,0.0,0.2587446094873023,0.2735557072271175,-1.158708,-2.1485063884042708,-2.747645776061161,True,0.209807897562333,0.09312052250011775,0.05682211182841124,"[""ifb_0052"", ""ifb_0132"", ""ifb_0437"", ""ifb_0007""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0132_c01"", ""ifb_0132_c02"", ""ifb_0132_c03"", ""ifb_0437_c01"", ""ifb_0437_c02"", ""ifb_0437_c03"", ""ifb_0437_c04"", ""ifb_0437_c05"", ""ifb_0437_c06"", ""ifb_0437_c07"", ""ifb_0007_c01"", ""ifb_0007_c02"", ""ifb_0007_c03"", ""ifb_0007_c04""]",4,17
BSC-LT/salamandra-7b-instruct,salamandra,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,0.5512782696115178,0.5512782696115178,0.031529030540053765,0.031529030540053765,0.5138416803992067,0.03708598894497536,0.0,0.0,0.5979875419262098,0.5680080032350127,0.499949,0.40019019190374994,0.35387396619683853,True,0.5574396768978244,0.5363769345631695,0.5264004882762382,"[""ifb_0052"", ""ifb_0378"", ""ifb_0035"", ""ifb_0320""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0378_c01"", ""ifb_0378_c02"", ""ifb_0378_c03"", ""ifb_0378_c04"", ""ifb_0378_c05"", ""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05""]",4,17
arcee-ai/raspberry-3B,raspberry,0,61,0.001,normal_trapezoid,401,401,8.0,31ed6b9721754814e0882781eab8d7ac211c923d92f45a4b17d43b64aaf44cdd,2093,2087,6,1.584364024765323,1.584364024765323,0.04546649634143582,0.04546649634143582,1.517240826714722,0.04813440837862481,0.0,0.0,0.7407762338284619,0.7353422010730268,1.416797,1.788065647428378,1.8230905877377315,True,0.7125945639081154,0.7609067643749032,0.7651179354311511,"[""ifb_0410"", ""ifb_0380"", ""ifb_0374""]","[""ifb_0410_c01"", ""ifb_0410_c02"", ""ifb_0410_c03"", ""ifb_0410_c04"", ""ifb_0410_c05"", ""ifb_0380_c01"", ""ifb_0380_c02"", ""ifb_0380_c03"", ""ifb_0380_c04"", ""ifb_0380_c05"", ""ifb_0374_c01"", ""ifb_0374_c02"", ""ifb_0374_c03"", ""ifb_0374_c04"", ""ifb_0374_c05"", ""ifb_0374_c06"", ""ifb_0374_c07"", ""ifb_0374_c08"", ""ifb_0374_c09"", ""ifb_0374_c10"", ""ifb_0374_c11""]",3,21
