outer_fold,model,family,criterion_id,label,probability
0,01-ai/Yi-1.5-6B,yi,ifb_0000_c01,0,0.3132759439602525
0,01-ai/Yi-1.5-6B,yi,ifb_0000_c02,0,0.17330636486041917
0,01-ai/Yi-1.5-6B,yi,ifb_0000_c03,0,0.05665763639090407
0,01-ai/Yi-1.5-6B,yi,ifb_0002_c01,0,0.2847266332903354
0,01-ai/Yi-1.5-6B,yi,ifb_0002_c02,0,0.04329268994262589
0,01-ai/Yi-1.5-6B,yi,ifb_0002_c03,0,0.1790877817169075
0,01-ai/Yi-1.5-6B,yi,ifb_0011_c01,0,0.45355214494604273
0,01-ai/Yi-1.5-6B,yi,ifb_0011_c02,0,0.5878832931529681
0,01-ai/Yi-1.5-6B,yi,ifb_0030_c01,1,0.33252664931445797
0,01-ai/Yi-1.5-6B,yi,ifb_0030_c02,0,0.017010676820614978
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c01,0,0.5015780805130887
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c02,1,0.2031872304827757
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c03,0,0.04323050330424703
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c04,1,0.7101822632511458
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c05,1,0.07583670451143729
0,01-ai/Yi-1.5-6B,yi,ifb_0044_c01,0,0.0069773187511682246
0,01-ai/Yi-1.5-6B,yi,ifb_0044_c02,0,0.0023743470361581474
0,01-ai/Yi-1.5-6B,yi,ifb_0044_c03,0,4.679335241597517e-05
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c01,0,0.4662656605993594
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c02,0,0.6537649964652074
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c03,0,0.64212298452127
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c04,0,0.4292709688594783
0,01-ai/Yi-1.5-6B,yi,ifb_0049_c01,0,0.8631339684110246
0,01-ai/Yi-1.5-6B,yi,ifb_0049_c02,0,0.6448239511979085
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c01,1,0.6845491153815811
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c02,1,0.642565529486038
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c03,1,0.5911537411597959
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c01,0,0.1426525810419072
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c02,0,0.11849088505448876
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c03,0,0.1580397163733012
0,01-ai/Yi-1.5-6B,yi,ifb_0072_c01,0,0.3708831960324343
0,01-ai/Yi-1.5-6B,yi,ifb_0072_c02,0,0.22995148735609167
0,01-ai/Yi-1.5-6B,yi,ifb_0074_c01,1,0.22064469121873115
0,01-ai/Yi-1.5-6B,yi,ifb_0074_c02,1,0.16836732960794845
0,01-ai/Yi-1.5-6B,yi,ifb_0076_c01,1,0.19717334324095534
0,01-ai/Yi-1.5-6B,yi,ifb_0076_c02,1,0.1707575978889304
0,01-ai/Yi-1.5-6B,yi,ifb_0086_c01,0,0.6538235419593453
0,01-ai/Yi-1.5-6B,yi,ifb_0086_c02,0,0.9999999697275144
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c01,0,0.18840617826754635
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c02,0,0.2698062507339061
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c03,0,0.04867240497347662
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c04,0,0.1628418694658397
0,01-ai/Yi-1.5-6B,yi,ifb_0092_c01,0,0.7938981951698763
0,01-ai/Yi-1.5-6B,yi,ifb_0092_c02,0,0.24394392887152222
0,01-ai/Yi-1.5-6B,yi,ifb_0097_c01,1,0.3792407853783707
0,01-ai/Yi-1.5-6B,yi,ifb_0097_c02,1,0.11451748536061418
0,01-ai/Yi-1.5-6B,yi,ifb_0104_c01,0,0.40083396887880623
0,01-ai/Yi-1.5-6B,yi,ifb_0104_c02,0,0.5015780876263249
0,01-ai/Yi-1.5-6B,yi,ifb_0106_c01,1,0.3428084479791447
0,01-ai/Yi-1.5-6B,yi,ifb_0106_c02,1,0.047967849331395564
0,01-ai/Yi-1.5-6B,yi,ifb_0108_c01,1,0.47805631399690224
