outer_fold,model,criterion_id,family,label,probability_lower,probability_upper,log_loss_delta_upper_minus_lower,brier_delta_upper_minus_lower
0,01-ai/Yi-1.5-6B,ifb_0000_c01,yi,0,0.30883850043995653,0.31257178314735534,0.005416102831771297,0.0023199002659163026
0,01-ai/Yi-1.5-6B,ifb_0000_c02,yi,0,0.16945772649217794,0.1785884965109784,0.01105462287262221,0.0031779300181539634
0,01-ai/Yi-1.5-6B,ifb_0000_c03,yi,0,0.06320989931065828,0.06257920764596495,-0.000673021046714295,-7.933414126676079e-05
0,01-ai/Yi-1.5-6B,ifb_0002_c01,yi,0,0.2670267678011361,0.27163941536363323,0.006312948935361051,0.002484677256774606
0,01-ai/Yi-1.5-6B,ifb_0002_c02,yi,0,0.04656588999349707,0.04566692320742392,-0.0009424282573156362,-8.291423565371693e-05
0,01-ai/Yi-1.5-6B,ifb_0002_c03,yi,0,0.16327789207311078,0.16877296234668132,0.006589038003966402,0.001824642779435899
0,01-ai/Yi-1.5-6B,ifb_0011_c01,yi,0,0.44677957809969454,0.4481889651430325,0.0025508555416111633,0.0012613570690413745
0,01-ai/Yi-1.5-6B,ifb_0011_c02,yi,0,0.5762807058025702,0.5737811483557743,-0.005881756607935218,-0.002874645671837317
0,01-ai/Yi-1.5-6B,ifb_0030_c01,yi,1,0.32625464227738754,0.32465727093288094,0.00490811281450676,0.0021549946510531215
0,01-ai/Yi-1.5-6B,ifb_0030_c02,yi,0,0.018567366424300572,0.018267439444100374,-0.0003055545029325944,-1.1047752090370048e-05
0,01-ai/Yi-1.5-6B,ifb_0038_c01,yi,0,0.4824017035795501,0.479430671231157,-0.0057236237909708,-0.0028576350992943478
0,01-ai/Yi-1.5-6B,ifb_0038_c02,yi,1,0.21110786227703654,0.20799746937942287,0.014843285303635989,0.004917203548291171
0,01-ai/Yi-1.5-6B,ifb_0038_c03,yi,0,0.04604725157859837,0.04502000282950419,-0.0010762546251285796,-9.354872317416437e-05
0,01-ai/Yi-1.5-6B,ifb_0038_c04,yi,1,0.696398150278589,0.6919856283800002,0.006356364606293408,0.002698769970201076
0,01-ai/Yi-1.5-6B,ifb_0038_c05,yi,1,0.08694709434680783,0.08533403625544884,0.018726429577823556,0.00294821671101142
0,01-ai/Yi-1.5-6B,ifb_0044_c01,yi,0,0.017137323793849385,0.0169770131425946,-0.00016309254868901446,-5.468891571406556e-06
0,01-ai/Yi-1.5-6B,ifb_0044_c02,yi,0,0.009598476524911172,0.009486591368361998,-0.00011296311098945265,-2.135335808990484e-06
0,01-ai/Yi-1.5-6B,ifb_0044_c03,yi,0,0.0009398197805139589,0.0009289340630252776,-1.0895898364721721e-05,-2.034272639665539e-08
0,01-ai/Yi-1.5-6B,ifb_0045_c01,yi,0,0.45298156559957037,0.4482221299657103,-0.008663053161570566,-0.004289220982039765
0,01-ai/Yi-1.5-6B,ifb_0045_c02,yi,0,0.6386281271762996,0.636192773140736,-0.006716584060491471,-0.003104640224207922
0,01-ai/Yi-1.5-6B,ifb_0045_c03,yi,0,0.6350442038799483,0.6325645599587425,-0.006771390135298816,-0.003143218365719791
0,01-ai/Yi-1.5-6B,ifb_0045_c04,yi,0,0.42835273055159345,0.4246533195230743,-0.006450642318909128,-0.003155619989039793
