rank,model,theta,se_ability,se_param,se_total,observed_pass_rate,weakly_identified
1,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,2.636843215283836,0.11934422669337674,0.06905158035986537,0.13788098199256865,0.7948932607785685,False
2,ibm-granite/granite-3.1-2b-instruct,2.531494318251561,0.11740793558964066,0.07230760253129744,0.13788768155004022,0.7776381909547738,False
3,meta-llama/Llama-3.2-3B-Instruct,2.385377346843716,0.1158680982180201,0.07817511604136317,0.13977397809585784,0.760569275847635,False
4,01-ai/Yi-1.5-6B-Chat,2.104230132924674,0.11706382134929047,0.08329253381323228,0.14367179423229542,0.702385935537882,False
5,tiiuae/Falcon3-3B-Instruct,2.0906653335093157,0.11997855904415812,0.06065818401478069,0.1344405813669501,0.7231993299832495,False
6,nvidia/AceInstruct-1.5B,1.700502100137101,0.11888440907294957,0.07450933346023823,0.1403037543806772,0.6772708246128087,False
7,pankajmathur/orca_mini_v9_5_3B-Instruct,1.6118625209476962,0.11458653816774259,0.0554300677960545,0.12728930491263876,0.6617831728756802,False
8,arcee-ai/raspberry-3B,1.3960785058751424,0.11878829369909026,0.061601882787561596,0.13381125021056267,0.6335845896147404,False
9,allenai/OLMo-2-0425-1B-DPO,1.351560860485057,0.11840201311208665,0.05797736292583125,0.13183478797657427,0.6220175805776476,False
10,allenai/OLMo-2-0425-1B-Instruct,1.2849880511485121,0.11823896770734844,0.06321142144434218,0.13407511807010886,0.6199246546672248,False
11,stabilityai/stablelm-zephyr-3b,1.2738169412116551,0.11820009720041437,0.05458396236074371,0.1301947461504745,0.6044370029300963,False
12,ibm-granite/granite-7b-instruct,1.1975495100167546,0.11901820610715011,0.05831337512534705,0.1325359690931994,0.5969024696525743,False
13,01-ai/Yi-6B-Chat,1.1522566267571173,0.1188013951186928,0.043486256350829776,0.12651018130394823,0.5851820845542067,False
14,stabilityai/stablelm-2-1_6b-chat,1.1025589646426204,0.11840486520632322,0.06110276145312076,0.13324135830035866,0.5720268006700168,False
15,meta-llama/Llama-3.2-1B-Instruct,1.0737230140162655,0.11876122830877706,0.05945804131484843,0.13281373432897553,0.585672392124005,False
16,tiiuae/Falcon3-1B-Instruct,1.0719055061139953,0.11796367388514788,0.06238946441163834,0.13344614504005953,0.5734616994558392,False
17,stabilityai/stablelm-2-zephyr-1_6b,0.7882373900898992,0.11818748486558969,0.05723840196262927,0.1313183773814218,0.5123482628714944,False
18,ibm-granite/granite-3.1-2b-base,0.7654475852537515,0.11728450776593202,0.04635343548477877,0.1261122386730904,0.5261615738802846,False
19,BSC-LT/salamandra-7b-instruct,0.7299155032056304,0.11737824995369038,0.046754857787919,0.12634741900394936,0.5190456257848473,False
20,ibm-granite/granite-3.0-2b-base,0.7286998226504786,0.11988654748069952,0.04609646420827464,0.12844324925564116,0.5175879396984925,False
21,Qwen/Qwen1.5-1.8B-Chat,0.5196304988754599,0.1182490395043472,0.07695967205779077,0.14108730087057222,0.4847216408539138,False
22,tiiuae/Falcon3-3B-Base,0.4405492281707395,0.11743753267812526,0.07208628556558573,0.13779697619385162,0.4926747593135203,False
23,h2oai/h2o-danube-1.8b-chat,0.3384393624228702,0.11958726613359479,0.06780148330433983,0.13747056179261033,0.4533277521975722,False
24,Qwen/Qwen2.5-0.5B-Instruct,0.3148820177397982,0.10924601331918674,0.06499568163627278,0.12711856692670687,0.4489112227805695,False
25,ibm/PowerLM-3b,0.177446514734965,0.1099313093037545,0.05476949000846883,0.12281933805808232,0.4388609715242881,False
26,utter-project/EuroLLM-1.7B-Instruct,0.07395112052424851,0.11891664830569312,0.061813574650310316,0.13402271171450528,0.39154103852596317,False
27,01-ai/Yi-1.5-6B,0.050020236705852664,0.11393384617776373,0.07257627556486647,0.135086035842813,0.41649225617413144,False
28,h2oai/h2o-danube2-1.8b-chat,0.024868385875498004,0.11120942616222497,0.07868311820235738,0.13622984092106072,0.39723733779824194,False
29,OpenBMB/MiniCPM4-0.5B,-0.029913797109617613,0.11114242082788452,0.06992324144788396,0.13130840567938387,0.385935537881959,False
30,BSC-LT/salamandra-2b-instruct,-0.17552031730772258,0.10602120930192903,0.06004804387492554,0.12184524773272212,0.34505862646566166,False
31,openbmb/MiniCPM-2B-sft-bf16,-0.2026551299555781,0.1058259620482901,0.06793912086821895,0.125757140504198,0.3666806195060695,False
32,pankajmathur/orca_mini_3b,-0.22989308679490586,0.11365912250273358,0.06546037786609907,0.1311619502693669,0.3525963149078727,False
33,BSC-LT/salamandra-7b,-0.5358051082970254,0.1172957836195208,0.08879213447100733,0.14711337124420368,0.3026370866471327,False
34,h2oai/h2o-danube2-1.8b-base,-0.8030715810792852,0.10122958577548179,0.05908454252246411,0.11721097304162478,0.2701005025125628,False
35,Qwen/Qwen2-0.5B,-0.8792221188011331,0.11465648285839615,0.05479881032667946,0.12707878923989274,0.24068647969861867,False
36,01-ai/Yi-6B,-0.9095320727177431,0.10324707746142602,0.0658392045766394,0.12245309250325316,0.27177554438860974,False
37,microsoft/phi-1_5,-1.2094665282595118,0.11349472435254336,0.05982611549217674,0.12829737546319125,0.1921305985768104,False
38,allenai/OLMo-2-0425-1B,-1.3081273909545035,0.10199477782968282,0.059376770488449596,0.1180192169867449,0.1908748430305567,False
39,BSC-LT/salamandra-2b,-1.396445602560254,0.11665358996186397,0.07798099959556015,0.14031784045128917,0.17789870238593553,False
40,utter-project/EuroLLM-1.7B,-1.402113534009683,0.09287414867573786,0.06236887395733724,0.11187262368850245,0.15655085809962327,False
41,google/gemma-2b,-1.5298795437672785,0.11543434585699705,0.07498443799803413,0.13765084142610184,0.15948095437421514,False
42,google/gemma-2-2b,-1.6054143660970193,0.11852888436124037,0.0671108708191417,0.13620927064639843,0.16282963583089158,False
43,Qwen/Qwen1.5-1.8B,-1.6890606829799917,0.11663331401357946,0.07897234906118278,0.1408543994841181,0.14028475711892796,False
44,meta-llama/Llama-3.2-1B,-1.8080177497150451,0.11752940896246433,0.05011976286739631,0.12776992056407577,0.13604018417748012,False
45,openbmb/MiniCPM-1B-sft-bf16,-2.0140247066161736,0.11588545155401232,0.04746101629245733,0.12522773634219472,0.10757639179573043,False
46,01-ai/Yi-6B-200K,-2.0351296653165423,0.12005933869078811,0.05176101044792152,0.1307419099197316,0.12348262871494349,True
47,openlm-research/open_llama_3b,-2.105320566599582,0.11873987633060645,0.05263089360009522,0.12988136583880022,0.12306404353285894,False
48,HuggingFaceTB/SmolLM2-360M,-2.3018077934713888,0.12455162373273118,0.06180326272300522,0.1390422606895783,0.10129761406446212,True
49,BEE-spoke-data/smol_llama-220M-openhermes,-2.791857821940064,0.1357885110807268,0.062364303487031876,0.1494249848283187,0.06278777731268313,True
50,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-4.848698083971636,0.35665656968251924,0.17604074235757322,0.39773640978354896,0.02804520719966513,True
51,ai-forever/mGPT,-4.853189902247372,0.32571910001347815,0.17391718099507614,0.3692426274942592,0.02804520719966513,True
52,allenai/OLMo-1B-hf,-5.356782803449555,0.41041644146693396,0.1618292912134356,0.4411693268134404,0.026370866471326915,True
