floor,target,model,fold,n_scen,n_crit,reason,reach_se_post,hit_cap,plateau,eap_sd,se_param,se_total,theta_ref,theta_cat,mwle_converged,weak
10,0.15,01-ai/Yi-1.5-6B,3,20,62,plateau,False,False,True,0.2531308179665957,0.07559563400760054,0.2641778016515561,-1.1089829715790342,-2.642638812972313,True,False
10,0.15,01-ai/Yi-1.5-6B-Chat,2,27,124,plateau,False,False,True,0.20992414937729711,0.12682595388331508,0.24526102639880334,2.467123048711958,3.17936384473576,True,False
10,0.15,01-ai/Yi-6B,1,22,74,plateau,False,False,True,0.21604026233067944,0.06265546956618746,0.22494244333710842,-1.79762442582596,-1.6536567219700509,True,False
10,0.15,01-ai/Yi-6B-200K,3,26,73,plateau,False,False,True,0.2699515867688285,0.0854942253511358,0.28316624404649493,-3.1560643051650272,-3.7393936930000535,True,False
10,0.15,01-ai/Yi-6B-Chat,3,26,131,plateau,False,False,True,0.17211018734168182,0.06263838949082737,0.18315426400931378,1.6157559939272366,1.26543524714954,True,False
10,0.15,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,4,18,52,plateau,False,False,True,0.43671340801029485,0.25650146224762793,0.506469743292862,-5.03637358197081,-6.449091102727688,True,True
10,0.15,BEE-spoke-data/smol_llama-220M-openhermes,0,15,47,plateau,False,False,True,0.3640937473067229,0.10852829266134219,0.3799245282103246,-3.3903802822105584,-4.069481837477946,True,True
10,0.15,BSC-LT/salamandra-2b,0,16,51,plateau,False,False,True,0.2597632265272201,0.06551859130750658,0.2678985249357524,-2.376730901976593,-2.011183873973934,True,False
10,0.15,BSC-LT/salamandra-2b-instruct,0,32,141,reach,True,False,False,0.1472791092197832,0.044117887566767613,0.15374499671835432,0.4340879848930562,0.607357958194038,True,False
10,0.15,BSC-LT/salamandra-7b,3,33,115,plateau,False,False,True,0.17263630556309872,0.054167335836536865,0.18093477905063957,-1.285720425517975,-1.5745240200773791,True,False
10,0.15,BSC-LT/salamandra-7b-instruct,2,26,109,plateau,False,False,True,0.17174051058356454,0.053688236828627195,0.1799367381867033,1.1217609731908142,0.6998720858609941,True,False
10,0.15,HuggingFaceTB/SmolLM2-360M,1,19,59,plateau,False,False,True,0.2972642909844924,0.10325366418283753,0.3146861577217771,-3.795680221722386,-3.8960818778302264,True,False
10,0.15,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,4,31,121,plateau,False,False,True,0.2093689138046503,0.10312586668437518,0.2333887024839519,3.6537824346981247,3.444674675359559,True,False
10,0.15,OpenBMB/MiniCPM4-0.5B,4,21,109,plateau,False,False,True,0.1723703826326782,0.07759493021274809,0.18903047903355993,0.9702114139737597,1.2862963843672999,True,False
