floor,target,n_models,median_scen,mean_scen,median_crit,pct_reach,pct_plateau,pct_cap,recovery_r,recovery_slope,theta_mae,median_sd,median_se_param,median_se_total
10,0.15,48,26.0,24.916666666666668,106.0,2.083333333333333,97.91666666666666,0.0,0.9760813646495827,1.0589793345879202,0.3972930493463626,0.20385903319834237,0.07256349171614171,0.21510408950264046
10,0.2,48,21.0,22.0625,81.5,43.75,56.25,0.0,0.9742825358731814,1.0544685969469603,0.4038571422971757,0.20385903319834237,0.07661234804861757,0.2175367673980536
10,0.22,48,19.0,19.916666666666668,72.5,75.0,25.0,0.0,0.9743724659548967,1.0528856372345707,0.3984174944066921,0.21816299191347172,0.08415160769533563,0.23661242490433926
10,0.25,48,16.0,16.5625,60.5,81.25,18.75,0.0,0.9702778350591066,1.0632615734952684,0.44875161120240636,0.24698618976769723,0.0907124933334002,0.26345022307106425
10,0.27,48,13.5,14.5625,52.5,91.66666666666666,8.333333333333332,0.0,0.9664603184381632,1.052408476699381,0.4727527444107508,0.2656849122443454,0.09391860767506016,0.2824693812920933
10,0.3,48,11.0,12.354166666666666,44.0,95.83333333333334,4.166666666666666,0.0,0.9618080082415885,1.078475178546779,0.5340947421468126,0.29468483584207594,0.09296134150859717,0.30841126343979786
10,0.32,48,10.0,11.520833333333334,42.0,95.83333333333334,4.166666666666666,0.0,0.9595365059965253,1.0919497286252766,0.5607449674036094,0.3028938289353289,0.09926222927611511,0.3198828800935223
12,0.15,48,26.0,25.166666666666668,106.0,2.083333333333333,97.91666666666666,0.0,0.9743374772491349,1.063804730445275,0.4054641464574071,0.20385903319834237,0.07256349171614171,0.21510408950264046
12,0.2,48,21.5,22.3125,81.5,43.75,56.25,0.0,0.9725215480077702,1.0592939928043146,0.41202823940822003,0.20385903319834237,0.07661234804861757,0.2175367673980536
12,0.22,48,19.0,20.166666666666668,73.0,75.0,25.0,0.0,0.9725737393160944,1.0577110330919253,0.4065885915177366,0.21816299191347172,0.08415160769533563,0.23661242490433926
12,0.25,48,16.5,16.895833333333332,62.0,81.25,18.75,0.0,0.9684973675455715,1.0686501153519934,0.46023882157970286,0.24698618976769723,0.09075984999622058,0.26345022307106425
12,0.27,48,14.0,15.020833333333334,55.5,93.75,6.25,0.0,0.9654131871419924,1.0553634209434757,0.48303928559340853,0.2649688714633823,0.09391860767506016,0.2815469903728808
12,0.3,48,12.0,13.395833333333334,51.0,97.91666666666666,2.083333333333333,0.0,0.9625880626266599,1.0739963552689078,0.5248718562215703,0.28213809784521826,0.0963430186664285,0.29794917737147675
12,0.32,48,12.0,12.833333333333334,50.0,97.91666666666666,2.083333333333333,0.0,0.9612787235644187,1.0829574050832573,0.5372153139773483,0.28213809784521826,0.10306550110673945,0.303963105607611
15,0.15,48,26.0,25.5,106.0,2.083333333333333,97.91666666666666,0.0,0.9749035643957827,1.0652473578054054,0.40127946476577464,0.2035624738679035,0.07211724651756399,0.21253118253662545
15,0.2,48,22.0,22.666666666666668,83.5,45.83333333333333,54.166666666666664,0.0,0.9730566751195856,1.0610858921715771,0.40980152358349886,0.2035624738679035,0.07661234804861757,0.21607806840631166
15,0.22,48,19.5,20.479166666666668,74.0,77.08333333333334,22.916666666666664,0.0,0.9727852823532996,1.0574770547294567,0.40330691301854626,0.2178279919151453,0.08415160769533563,0.2333415292250588
15,0.25,48,17.0,17.729166666666668,67.5,85.41666666666666,14.583333333333334,0.0,0.9717967718801878,1.0699427658961516,0.4302221316635196,0.24304222968984474,0.0852831367262776,0.2580190834116713
15,0.27,48,15.0,16.458333333333332,63.5,93.75,6.25,0.0,0.97037304915316,1.0544877933157522,0.4350110095256902,0.2565614441486533,0.08578660119542403,0.2704991597242649
15,0.3,48,15.0,15.5,59.0,97.91666666666666,2.083333333333333,0.0,0.9690618441908004,1.0647153834425829,0.45136617716691046,0.25722440050595363,0.08693880632847649,0.2704991597242649
15,0.32,48,15.0,15.270833333333334,57.5,97.91666666666666,2.083333333333333,0.0,0.9693393754418744,1.075501212079552,0.4682665097535053,0.25722440050595363,0.08772262377056657,0.2704991597242649
20,0.15,48,26.0,27.041666666666668,111.5,2.083333333333333,97.91666666666666,0.0,0.9762391807549465,1.0672791613280384,0.38940197363317647,0.1915354986156811,0.07056760922372607,0.20674024238323352
20,0.2,48,23.0,23.9375,89.5,54.166666666666664,45.83333333333333,0.0,0.976025904992335,1.064043209237548,0.38772884205855934,0.19881191977838125,0.07330039089296708,0.21265479090951547
20,0.22,48,21.0,22.458333333333332,84.5,83.33333333333334,16.666666666666664,0.0,0.975179028912911,1.061747496842626,0.3977701191534358,0.2140003244476773,0.07685449872816374,0.22511989514369435
20,0.25,48,20.0,20.9375,80.5,87.5,12.5,0.0,0.9723516061382962,1.0683626793558125,0.4297588132038712,0.22049909644859295,0.07685449872816374,0.23151034582482732
20,0.27,48,20.0,20.458333333333332,75.5,97.91666666666666,2.083333333333333,0.0,0.973423713464082,1.0725264372210703,0.43255091076498164,0.22049909644859295,0.07811233695388053,0.23151034582482732
20,0.3,48,20.0,20.0625,75.0,97.91666666666666,2.083333333333333,0.0,0.9730063843121028,1.0802417501386734,0.44203201341916226,0.22049909644859295,0.07811233695388053,0.23151034582482732
20,0.32,48,20.0,20.0,75.0,100.0,0.0,0.0,0.9729228395966422,1.0771742980665098,0.43851717052970923,0.22049909644859295,0.07811233695388053,0.23151034582482732
25,0.15,48,29.0,30.0,119.5,4.166666666666666,95.83333333333334,0.0,0.9766703389762137,1.0710224730387166,0.39065081447765276,0.17818390185934235,0.06461630556629844,0.1875166892666285
25,0.2,48,26.0,27.229166666666668,106.5,66.66666666666666,33.33333333333333,0.0,0.9766688037296084,1.063759295542944,0.3829243193702105,0.1975869132038962,0.06877051847976132,0.20523578158476125
25,0.22,48,25.0,26.083333333333332,104.5,89.58333333333334,10.416666666666668,0.0,0.97545860222699,1.062634363441033,0.3918094507133924,0.20392625386098578,0.06902512260088856,0.2115763137157226
25,0.25,48,25.0,25.354166666666668,96.0,91.66666666666666,8.333333333333332,0.0,0.9753667920333072,1.0778140418047284,0.4033545281186088,0.20392625386098578,0.06986079852020555,0.2115763137157226
25,0.27,48,25.0,25.104166666666668,93.0,97.91666666666666,2.083333333333333,0.0,0.975532798036102,1.0717763980053656,0.3953718861564908,0.20392625386098578,0.06986079852020555,0.2115763137157226
25,0.3,48,25.0,25.0,93.0,100.0,0.0,0.0,0.9755341058047742,1.070283771470366,0.3936093441743475,0.20392625386098578,0.06986079852020555,0.2115763137157226
25,0.32,48,25.0,25.0,93.0,100.0,0.0,0.0,0.9755341058047742,1.070283771470366,0.3936093441743475,0.20392625386098578,0.06986079852020555,0.2115763137157226
