"","a1","d","g","u"
"X601",0.646261852251927,-2.16847357634832,3.04251341659315e-05,1
"X602",0.273561069531761,-1.63851429111005,0.000121924500892484,1
"X603",0.821639883411308,-2.42987165932207,1.86913905109725e-05,1
"X604",0.464669521820365,-1.15313910613849,4.11954028874156e-05,1
"X605",-0.994339475109843,-0.573211988779743,0.00109910195982612,1
"X606",0.741481837068871,-1.45322945270301,2.30684818198852e-05,1
"X607",0.341657714384763,-2.47439340823937,5.62936087104697e-05,1
"X608",7.9251829224571,-8.91014578223423,0.147178488760544,1
"X609",0.176628498048221,-1.22355024756279,0.000393826619898086,1
"X610",5.29689973068066,-4.36386585392445,0.0920756359177912,1
"X611",-6.98000217426324,-4.0144948437963,0.35595743798308,1
"X612",0.397537293474848,-1.36530548892528,5.19813481865121e-05,1
"X613",0.545851342425124,-2.34361965647967,2.29864706367044e-05,1
"X614",0.462762394046173,-1.01396595152872,4.10236311625724e-05,1
"X615",0.529110661265832,-0.910205402368893,6.17458569810373e-05,1
"X616",-6.36313252355655,-37.6612122302625,0.276209677419353,1
"X617",0.259363653590156,-1.9408191670108,9.77733970186952e-05,1
"X618",31.0513110020135,-39.1823485262356,0.45543821282501,1
"X619",-6.1682436892881,-36.6928053105991,0.204637096674757,1
"X620",-5.81777096487181,-34.9733730679971,0.240927419354826,1
"X621",0.0501590362960344,-2.29195839887001,0.00181772974827399,1
"X622",0.411471395661104,-2.02245315380524,4.11717425656297e-05,1
"X623",0.977378960245806,-0.532515518796836,0.0016741985633543,1
"X624",0.224652020441974,-2.26765056357375,0.00011499233302591,1
"X625",0.665743891614056,-1.79103602978562,2.65007992749937e-05,1
"X626",0.504972433471569,-1.73178019996885,3.15481963946235e-05,1
"X627",1.82064999129464,-1.99565073731238,2.87326314296663e-05,1
"X628",-4.10786439448038,-26.9606805686132,0.0786290321955025,1
"X629",0.402184926157523,-1.40376768475814,5.42582628334422e-05,1
"X630",-1.69693614502245,-1.45993783823096,8.7027910184071e-05,1
"X631",-2.97544274324178,-1.07614733891147,0.0792500979290675,1
"X632",-1.92593336866012,-0.532752377049718,0.197099287615442,1
"X633",-1.68970848293351,-0.759490334237604,3.11425046460677e-05,1
"X634",2.84888778188344,-2.31817043743183,0.285780224812133,1
"X635",2.53229384893208,-1.75310056126534,0.304954235323484,1
"X636",0.394280678045383,-1.45855448831255,4.67060892373568e-05,1
"X637",-0.0738405559286146,-1.88466894854253,0.000446309316303447,1
"X638",1.47701819090079,-2.13362949851968,0.00469611176861652,1
"X639",0.131129421408641,-0.996506589522056,0.000487263827561457,1
"X640",-1.61042020584072,-1.65271774368488,0.0891377854149457,1
"X641",-2.41358512303609,-1.6245072237382,0.0219849628134572,1
"X642",22.6644415816295,-22.4835239228719,0.108839510679813,1
"X643",-2.4811919370439,-2.78907567477252,0.120621942768034,1
"X644",-6.19841075567229,-36.8444877059274,0.179435483870893,1
"X645",5.59813703557684,-2.65313174276305,0.405666641325442,1
"X646",0.176466446279188,-0.931372895054843,0.00038996969215957,1
"X647",0.598605620054469,-0.479305720526451,8.05357412284341e-05,1
"X648",0.330568661781531,-1.97816660165624,7.82081683407129e-05,1
"X649",0.266631238266663,-1.11065421483189,0.000115108114143614,1
"X650",37.3051623702204,-48.1833486417776,0.330015865865354,1
"X651",0.186153032494427,-1.30597247760395,0.000190092037305705,1
"X652",22.6901873896463,-22.9589298041821,0.116518732879218,1
"X653",32.2019861627078,-44.0681063186487,0.307960873306362,1
"X654",0.422855058751319,-1.68828339335686,9.47425190683024e-05,1
"X655",0.101412449168641,-1.3882281363519,0.000684424429974463,1
"X656",0.49887079882508,-1.45365812773563,0.000104466087983644,1
"X657",-2.62367018568545,-0.228258669691559,1.09071096205289e-05,1
"X658",27.8193209086196,-41.7862359376563,0.125760379702749,1
"X659",-6.20255978930096,-36.8650108557003,0.203629032258057,1
"X660",0.276418617023501,-1.50652869614639,8.82755712225803e-05,1
"X661",-6.32841772389583,-37.4887635392892,0.31048387096774,1
"X662",-0.131000464467365,-2.26018665702601,0.000220243673355853,1
"X663",0.377185423598634,-1.74900456943328,5.04019119169023e-05,1
"X664",-6.33635189513274,-37.4592004787521,0.186491928710266,1
"X665",-0.0747799980630022,-1.48369011695168,0.00111090498491928,1
"X666",-8.33634007345491,-4.60638004493357,0.270052681241529,1
"X667",0.342246944395302,-1.01550341329303,7.54957118800286e-05,1
"X668",29.2030200766642,-42.221588262508,0.166266786181105,1
"X669",2.93197358464789,-1.91794725278639,0.360397380932984,1
"X670",29.7670503261276,-33.5556277577242,0.295297755095399,1
"X671",-0.063542598337877,-2.54136583800663,0.000726865427179694,1
"X672",-6.32495570782387,-4.58547829605678,0.255895884360207,1
"X673",-8.89839837258512,-4.79100154919486,0.289702847757154,1
"X674",0.0416644361494318,-1.30362236178514,0.00475054585373106,1
"X675",0.429290650704174,-1.46269352491535,4.88214311633905e-05,1
"X676",3.47638266059695,-5.11459535305783,0.142137558431925,1
"X677",0.279384543496023,-1.57568366856788,0.000107772889910779,1
"X678",1.61279388736864,-1.30021408218559,0.000109296817801071,1
"X679",-4.10249222589059,-3.49944510451881,0.528611748578297,1
"X680",0.306299441285278,-0.858294029481553,8.84423660282201e-05,1
"X681",-2.17018942319767,-4.05748510340591,0.102074358068464,1
"X682",1.40214361444413,-0.350142806141015,0.000419700450334788,1
"X683",0.0103233418774703,-0.237236319176101,0.00251344142089764,1
"X684",0.448480319620494,-1.39901453697958,4.32459126887489e-05,1
"X685",0.782019212320693,-2.08817668150275,8.03029692339722e-05,1
"X686",20.8996950676274,-33.6344308775993,0.186008601481093,1
"X687",3.04577364668335,-2.06725988106601,0.0522360459271488,1
"X688",0.134867588742038,-1.67958905155735,0.000366942040472384,1
"X689",-2.95557026835507,-1.97733446135483,0.0693975477029131,1
"X690",-5.79844599905208,-34.8790314948484,0.227822580645148,1
"X691",0.394051256527936,-1.22293161252724,6.79038194370159e-05,1
"X692",-18.85570712187,-10.0467390782165,0.380580043476734,1
"X693",-5.3168549624501,-32.3968866056138,0.147177403015211,1
"X694",0.482852000235109,-2.21783084834395,3.77874255448556e-05,1
"X695",-5.75847896674752,-34.6841297510511,0.181451612902697,1
"X696",0.273804133491161,-1.38360765490142,0.000128445775162163,1
"X697",-6.30640044127625,-37.3544630629445,0.2842741916449,1
"X698",0.246167475277729,-1.92871446315217,0.000103856943016824,1
"X699",3.11946124306983,-2.21209927937913,0.476355593138938,1
"X700",-0.975378803346191,-0.320632952083664,0.000206707495368599,1
