"","a1","d","g","u"
"X1101",-2.82529248844593,-1.3749648890932,0.0699563132695216,1
"X1102",0.728427564192037,0.149303113024901,0.000558364943941656,1
"X1103",0.135191926686939,-2.12423165097867,0.00030798416188154,1
"X1104",-1.81300166765784,0.221115106442393,2.18201080512789e-05,1
"X1105",2.06497279387663,-2.02900284686459,6.35031065475248e-06,1
"X1106",0.753253627158499,-2.03504631800573,1.80288143257655e-06,1
"X1107",0.344186258617378,-1.74525997121085,3.77610906123277e-05,1
"X1108",0.760430566224653,-1.7684850107873,3.68991983243085e-05,1
"X1109",0.614667641023285,-2.3855869347166,4.91509944249625e-05,1
"X1110",-1.95237158812899,1.10146358517869,0.00010310201480005,1
"X1111",0.938290896203836,-1.01179030239546,3.78176792082321e-05,1
"X1112",0.280973253150243,-1.35940298994009,6.73445178782463e-05,1
"X1113",10.786371045003,-11.4308503219736,0.158008295729259,1
"X1114",-1.59738352943687,-2.887922818252,0.000138145022311546,1
"X1115",4.37315324483455,-6.55086194092231,0.0318045047784139,1
"X1116",1.05832937256949,-2.0796444992743,7.36229591516393e-06,1
"X1117",1.49341616634022,-0.758880235479297,0.0127062547488712,1
"X1118",1.84566174011389,-1.99148465178016,0.00444500691787174,1
"X1119",1.08029749114017,-0.733084690267874,7.81647302817076e-06,1
"X1120",1.43337523558186,-2.24997914939886,0.0315987104074181,1
"X1121",0.973010288273758,-2.00152960976304,2.67468802257628e-05,1
"X1122",17.4805293956875,-19.171835147303,0.0690513690388647,1
"X1123",41.0216507874171,-53.6668991166153,0.152080075759113,1
"X1124",1.00142264186384,-1.91830369912997,1.18658898047512e-05,1
"X1125",-7.64812079537505,-4.17422253870277,0.217414177971428,1
"X1126",6.93180624605478,-6.97237158557631,0.161314611063196,1
"X1127",0.337803334482659,-1.30891646087137,3.61295540407182e-05,1
"X1128",0.484356941372638,-1.31882456234401,3.06679876909442e-05,1
"X1129",2.0052585252519,-1.58932774907691,0.000129344779296671,1
"X1130",1.24105579613238,-2.12159889398021,5.27574573343978e-06,1
"X1131",-3.09906362379842,-1.04627635788201,0.0501921295096551,1
"X1132",0.340210910096201,-1.42079662450658,5.8112437862806e-05,1
"X1133",2.0481296217799,-0.711169608026945,7.03343713751372e-06,1
"X1134",0.578524230644698,-2.49533147984322,1.29306313754559e-05,1
"X1135",1.75862081206279,-2.14220900003441,0.0230906859006898,1
"X1136",-2.9955924004581,-1.63688440125209,4.75376051141045e-06,1
"X1137",-5.23016890270137,-2.75697144731463,0.249670160951084,1
"X1138",-4.1063549987538,-3.27538890344887,0.213259493877156,1
"X1139",-1.08014395465359,0.16636637858783,3.7776360486609e-05,1
"X1140",1.81268083350261,-1.5754690344107,1.33617471295149e-05,1
"X1141",1.09768266729347,-0.224242414031474,1.1470234328103e-05,1
"X1142",6.59610471554515,-7.17869875600973,0.117500400726105,1
"X1143",-1.874284755542,0.963284191772383,5.07738994764814e-05,1
"X1144",0.910289036769676,-2.30484025723077,0.00946304767187204,1
"X1145",1.10530451123689,-2.19378337746253,8.02746865848338e-06,1
"X1146",-2.28717724766688,-1.26681035383335,0.0660304437984034,1
"X1147",2.64197504385502,-2.82342458694708,0.0268335572274602,1
"X1148",0.407246132607509,-2.6477800332227,2.62212562109631e-05,1
"X1149",1.57914948437172,-1.5401828267963,8.02481004180798e-06,1
"X1150",0.796460080105054,-2.30829632603386,1.15453493625562e-05,1
"X1151",-3.37477050748293,-2.99051864721137,0.0513605764030916,1
"X1152",0.628541666219187,-2.22361304024432,1.96649068749718e-05,1
"X1153",3.01691868135604,-3.06925641525205,0.0682142338291389,1
"X1154",1.09633316136229,0.273133764230127,1.65789819345384e-05,1
"X1155",0.445147267911981,-1.05096289847953,4.39150620849326e-05,1
"X1156",6.34311331264771,-7.8847101752115,0.0334028498909493,1
"X1157",0.782300461409314,-1.79283925780984,2.97916528094271e-05,1
"X1158",0.431244369181838,-1.04800243528737,5.23853633470908e-05,1
"X1159",1.06722015965098,-2.70078665703081,1.24923004182456e-05,1
"X1160",-2.69796132137992,0.126254749438454,2.52253065222829e-05,1
"X1161",0.849203255098539,-1.47408517873219,9.70726188989159e-06,1
"X1162",0.375801265015994,-2.20110465272309,3.04608525465158e-05,1
"X1163",-2.95728792936984,-1.45519174360564,0.0157113776685511,1
"X1164",0.531365329828514,-1.10362773294219,5.0296067412163e-05,1
"X1165",-3.15356426474854,-0.730827245044243,0.129071962004927,1
"X1166",0.491154921361262,-2.19358726797312,2.09213229085371e-05,1
"X1167",0.804503283944123,-2.18943974494093,2.09054464613734e-05,1
"X1168",2.20184171607451,-1.46799724700903,1.00689822118129e-05,1
"X1169",1.71012197450404,-2.05375819463217,5.25095373402097e-06,1
"X1170",0.740791980593017,-0.221155081296635,2.39208909983749e-05,1
"X1171",0.203296801556865,-2.02098659225585,0.000109618048929614,1
"X1172",-4.39235571543365,-2.52127610875628,0.239431015299925,1
"X1173",1.94062798240725,-2.16929325512272,8.75326018593932e-06,1
"X1174",0.628910705905264,-2.05618408290855,2.59210923701487e-05,1
"X1175",0.962653595865055,-2.22925300863182,1.60598666729551e-05,1
"X1176",1.0329514974671,-2.47603558070863,6.5303580068403e-05,1
"X1177",1.65487180416766,-2.79602161372282,3.89468987456862e-06,1
"X1178",0.703624881612922,-0.869721372878149,4.18067420260153e-05,1
"X1179",-2.08324056261129,-0.285450965370206,6.51116391591125e-05,1
"X1180",1.02922385140212,-2.45109683648648,7.39123015373031e-06,1
"X1181",1.17708922338682,-2.891288009819,7.88371516078014e-06,1
"X1182",0.611012917638288,-1.77085834948539,1.19636893295221e-05,1
"X1183",1.36314237261941,-2.95592077869455,9.17280387051206e-06,1
"X1184",1.30280899865692,-2.62669084444628,8.91182519004521e-06,1
"X1185",-4.47122417349815,-5.52149173657717,0.382955732919651,1
"X1186",0.259037514584684,-1.07589613245087,6.68447578518246e-05,1
"X1187",0.209179945854073,-0.945925645174306,0.000102111795491124,1
"X1188",0.455357735034397,-0.706865138708051,4.3603929859258e-05,1
"X1189",0.545629790509861,-1.58809495609995,6.47408979530056e-05,1
"X1190",1.50052659278612,-2.09563189580114,9.70540830982167e-06,1
"X1191",1.08233123414264,-2.13622309681258,9.09557980947366e-06,1
"X1192",0.975825746769208,-0.267585077720609,1.24386444283804e-05,1
