n_scenarios,adaptive_median_se,random_median_se,adaptive_recovery_r,random_recovery_r
1,0.7455294009440494,0.8095273457377514,0.7598887720482752,0.7449159418698297
2,0.6280984191614282,0.6983832264523238,0.8270727931567244,0.8198693244842403
3,0.5541267272554427,0.622197943024729,0.8846309488849541,0.852818486359589
4,0.49180537896879695,0.574245613367628,0.8893726123556907,0.888409086193884
5,0.4507545027610971,0.5335369174058286,0.8933535837385251,0.9112253926242052
6,0.4112711018800276,0.4753502786618946,0.9160544623875354,0.9333635869486402
7,0.37888462606930157,0.4545498217772927,0.9373494529850007,0.9327081659690855
8,0.35139443735536696,0.43033316219506346,0.9512943011844643,0.9443751513698502
9,0.331062489903593,0.41440987083962577,0.9567267444373798,0.950144005174657
10,0.3136835874717364,0.3986286013924505,0.9622366137097977,0.9547834301238964
11,0.3077209236997427,0.38899597469897884,0.964188235737064,0.9554503254728042
12,0.2976799104708644,0.38250542005792415,0.9678908586126413,0.9598344129365209
13,0.27719263425611,0.36543180880611503,0.9704450833896615,0.9606319501602056
14,0.26633325063992697,0.3518336227565536,0.9750169527433444,0.9632876345185039
15,0.2603000914053466,0.3399360659066372,0.9764741916461791,0.9659245469708193
16,0.2554182405668113,0.3335676536695488,0.9785612768230901,0.9697348317076765
17,0.24810233229610354,0.3284989784593275,0.9795840987689847,0.9744416165137235
18,0.24250756264632478,0.3178146003398463,0.9801134182177285,0.9771005554378852
19,0.23147363338445798,0.3116214951952677,0.9802160911816261,0.9760159193641016
20,0.2242392457378691,0.3081828841946272,0.9803540157197601,0.9764598315730746
21,0.21889863352700906,0.29679979357106256,0.980260275064122,0.9760407237194877
22,0.21773735173146,0.28873813552232674,0.9814753278928151,0.9773535894252988
23,0.21489972989201128,0.2852550484422171,0.9827016673284618,0.9788046155464724
24,0.20932305418339492,0.27669944611064673,0.9820867000002106,0.9788578370212584
25,0.20548463116868404,0.27154275160157765,0.9824587792077486,0.9801244603173559
26,0.20244897856618524,0.26594395407167915,0.9834835456760561,0.9807740939450849
27,0.19827957588009687,0.26029930945579416,0.9836620799017559,0.9810212233669295
28,0.19362557949658035,0.25534488549208534,0.9837289305617882,0.9810758912840762
29,0.18992979956239492,0.2531429876826904,0.9837434049748355,0.9832571024075137
30,0.1860056883268089,0.24599508458608882,0.9839981746559333,0.9837718175190682
31,0.18311445188477976,0.2443071113327685,0.9843053006300599,0.984463530947134
32,0.18072172917772705,0.24054406657595773,0.9847581377997361,0.9850645585293143
33,0.17612880204289105,0.23802607374684798,0.9851764246566231,0.9855748514291852
34,0.17360593060829804,0.23493707611331666,0.983822866683595,0.9846426487133387
35,0.17190038267294216,0.2321876978566509,0.9834913170343373,0.9850573720651473
36,0.1690314494982031,0.23157727047674043,0.9832900207267204,0.9853962085520291
37,0.16658480529667224,0.22892223897076253,0.9832251806868634,0.9854136762725526
38,0.16447463402513818,0.22543647245558296,0.9839192245521127,0.9850329368385858
39,0.16197524999931903,0.22322838350378982,0.9846421093772881,0.9849279801351163
40,0.16063448659403928,0.22054630844764328,0.9855259402044255,0.9851549318352796
41,0.15972980873201587,0.21603355544345884,0.9860979107701481,0.9857255194417928
42,0.15685116030368942,0.21276369612687657,0.9860087379051018,0.986307323530767
43,0.15496453879145716,0.21020949206826361,0.9864445017834408,0.987329786030018
44,0.15297802848125813,0.20778779453666418,0.9873064688287813,0.9879716616423121
45,0.1515209046515163,0.20576768051838568,0.9876589280085437,0.988293707198032
46,0.14942188131525191,0.20514813357751488,0.9881233846586143,0.9883527970956881
47,0.14827131621840467,0.20448321645025427,0.9884259441048747,0.989158077578853
48,0.14721113404546307,0.20242871388515235,0.9879970588279171,0.9897715251508801
49,0.14555038569762951,0.20144715925989598,0.9882343972129161,0.9899796590672296
50,0.1440331483103467,0.1993862959351431,0.9886293187095239,0.9900333143466082
51,0.14300496037310106,0.1972498737167579,0.9889153382483604,0.9911721008349161
52,0.14112168632246608,0.19512781141417035,0.9885531755049982,0.9909641905977807
53,0.1394181711891695,0.19340988928808572,0.9885318834251077,0.9909818380346513
54,0.13795020580161105,0.18955692592844636,0.9888450327589515,0.9916975128486811
55,0.13628581169537868,0.18939727206696583,0.9891932999660484,0.9916419964477169
56,0.13448142567134952,0.18869744563812585,0.9894964190664367,0.9918137240969206
57,0.13232321727685775,0.18497149387872092,0.989453404854616,0.9910915855439538
58,0.13148308247092305,0.18227908212294275,0.9897417674744204,0.991018450565636
59,0.13081870463555384,0.18113032516754884,0.9903749812377972,0.9909349302770923
60,0.12959464027868903,0.17991371686728813,0.9905479654929165,0.9911730931131263
61,0.12867693767050437,0.1791935721261066,0.9908752711202456,0.991277046317598
62,0.12767773764388762,0.178461801664353,0.9909122528658588,0.9915137083999005
63,0.12672783572194296,0.17616633001875381,0.9909234628852087,0.9905969747416354
64,0.12551452231673085,0.1747952452233344,0.9910107436833379,0.9903429258256049
65,0.12482731386426948,0.17378328165552917,0.9913604925937175,0.9902653773972966
66,0.12418612697344587,0.1736101739084796,0.9912936797617845,0.9912308694994837
67,0.12298909942614625,0.17284558399620661,0.9911744637636398,0.9915499100464926
68,0.12257305848249311,0.1702592699136855,0.9914375602326471,0.9920208036870489
69,0.12209954126137335,0.16855736936965277,0.9911620878701854,0.9922246467972388
70,0.12152008504103888,0.1671576785424943,0.9911872240589847,0.9925152241059932
71,,0.1666301280936106,,0.992856234751834
72,,0.16567260772989295,,0.9926064906751482
73,,0.1653523386148353,,0.9921282840558193
74,,0.16437314231485614,,0.9923503880180164
75,,0.16258412800576522,,0.9924768812960457
76,,0.16151914261662048,,0.992443685318065
77,,0.16056223579769546,,0.9925662127264444
78,,0.15874474891346035,,0.9929603785859463
79,,0.15750753315172256,,0.9932145722389948
80,,0.15669162650163915,,0.9932058649808613
81,,0.1554276240441187,,0.9932360897668127
82,,0.15515965505626023,,0.9933611244799603
83,,0.15424145914380016,,0.9931726290847704
84,,0.1531239329189094,,0.993484130886869
85,,0.15267069639270175,,0.9935578157428084
86,,0.1521264133653394,,0.9936060520196661
87,,0.1513281004314397,,0.9936921502091798
88,,0.15004278856898065,,0.9938385177576843
89,,0.149795523360288,,0.9938826039273713
90,,0.14809105138749923,,0.9939603438875589
91,,0.14653512439131894,,0.9940046835243083
92,,0.1453136845003144,,0.9939997778617102
93,,0.14486840577604174,,0.9937542674562176
94,,0.14421485880715904,,0.9935905040085447
95,,0.14416467976867847,,0.993882225762955
96,,0.14352784922588013,,0.9938980092240763
97,,0.14310892526659874,,0.9941949056704407
98,,0.1428923078932739,,0.99446377764292
99,,0.14216912432420897,,0.9947119358004963
100,,0.14039581753350022,,0.9945251242310603
101,,0.13813574073630946,,0.9946324494472202
102,,0.13792425120967172,,0.9945212574598359
103,,0.13739306298210013,,0.9947580670243577
104,,0.1362478360420032,,0.994652187338946
105,,0.13560243084411444,,0.9949291986362201
106,,0.13513729450535958,,0.9949217670168543
107,,0.13432874863512118,,0.994963549786901
108,,0.13416133182212137,,0.9951306807558424
109,,0.1337670274012554,,0.9952915915996278
110,,0.13342978680546114,,0.9955521815566436
111,,0.13297793791670576,,0.9955563811792694
112,,0.13271497761417098,,0.995600831577466
113,,0.13218626757543214,,0.9955970212087542
