floor,target,n_models,median_scen,mean_scen,sd_scen,max_scen,iqr_scen,n_overran_floor,n_at_floor,median_sd,mean_sd,sd_sd,max_sd,iqr_sd,median_se_total,mean_se_total,sd_se_total,max_se_total,iqr_se_total,median_se_param,pct_reach,pct_plateau,pct_cap,recovery_r,recovery_slope,theta_mae
6,0.1,49,14.0,14.16326530612245,3.2872667140011007,23.0,4.0,49,0,0.11111531700931525,0.12516870523717372,0.03667046345415044,0.2370986833678659,0.035753390631077187,0.13464860803756962,0.1514283763488834,0.043607970410933686,0.27972647844727544,0.0383647400816161,0.07149003842053914,38.775510204081634,61.224489795918366,0.0,0.9598613437321477,0.8722496773034776,0.2562467027120035
6,0.12,49,12.0,12.020408163265307,2.7725574529542167,19.0,3.0,49,0,0.11873440249308206,0.13341258446146162,0.03141331650630012,0.2370986833678659,0.019731332278648317,0.14646277872570412,0.16168943795133783,0.03775591612625137,0.27972647844727544,0.020992261640162713,0.08384557316386,63.26530612244898,36.734693877551024,0.0,0.9532322493535167,0.8685777134755569,0.26970440824752845
6,0.15,49,9.0,9.326530612244898,2.409942557251459,16.0,4.0,43,6,0.1469766530915204,0.15192358242985599,0.02321293729392288,0.2370986833678659,0.008963483874638106,0.17709433332721797,0.18519856254775513,0.02850015227083898,0.27972647844727544,0.029125851954106163,0.10280209228185348,81.63265306122449,18.367346938775512,0.0,0.9501360032657531,0.8720699979599317,0.2861649657609342
6,0.18,49,8.0,7.6938775510204085,1.8507214993151215,13.0,2.0,30,19,0.1684126164733842,0.1682232440435146,0.01988649710912625,0.2370986833678659,0.013079805376328107,0.20093748550966903,0.2068382794765591,0.02734082299294297,0.27972647844727544,0.028094745614364258,0.11068198804157507,89.79591836734694,10.204081632653061,0.0,0.9431961464819049,0.8615075708118873,0.3207685850050226
6,0.2,49,6.0,7.0,1.4860462083439174,12.0,2.0,21,28,0.1772471626819242,0.1761249058223052,0.022727894431776436,0.2370986833678659,0.03090007378366233,0.2096122051458085,0.21625188056684455,0.03134011605634004,0.3073628346924634,0.03754024455140642,0.11868335257067508,93.87755102040816,6.122448979591836,0.0,0.9446244030463522,0.8596929427487925,0.31517889479365196
6,0.25,49,6.0,6.387755102040816,0.9534220500083773,11.0,0.0,10,39,0.1865356839468815,0.1869999421329479,0.030469602341301968,0.24480623074655444,0.04123164396026213,0.23042620085138077,0.22844417087467148,0.03744966017368097,0.3233128614564892,0.05157962409073738,0.1236631525078671,100.0,0.0,0.0,0.9368627188169313,0.8471028187984238,0.3319672420993788
8,0.1,49,14.0,14.428571428571429,3.1754264805429417,23.0,4.0,49,0,0.11111531700931525,0.12329699600560058,0.03334023637657729,0.2370986833678659,0.035753390631077187,0.13464860803756962,0.149545619785874,0.040558604298848326,0.27972647844727544,0.0383647400816161,0.07149003842053914,38.775510204081634,61.224489795918366,0.0,0.9605633595342618,0.8818987104724727,0.24934936147314674
8,0.12,49,12.0,12.306122448979592,2.81516785787761,19.0,4.0,45,4,0.11873440249308206,0.13128788211164738,0.028224033573859664,0.2370986833678659,0.019792412956841185,0.14646277872570412,0.15974630424586614,0.03477002751727349,0.27972647844727544,0.020992261640162713,0.08384557316386,63.26530612244898,36.734693877551024,0.0,0.9540827529344579,0.8785416187565394,0.2617365958222943
8,0.15,49,9.0,9.877551020408163,2.0065793142105517,16.0,3.0,32,17,0.1457066065366966,0.14604721686102273,0.023216192858869816,0.2370986833678659,0.011056675280015194,0.17346173296481196,0.17816969048490847,0.028903890573972926,0.27972647844727544,0.023778346334977662,0.09540718847645446,83.6734693877551,16.3265306122449,0.0,0.9489420123956627,0.8700094812475683,0.2854564845530699
8,0.18,49,8.0,8.591836734693878,1.2233554836823932,13.0,0.0,12,37,0.15568617835064716,0.15631178356870234,0.025439286553954808,0.2370986833678659,0.03177962836779888,0.19193753541861208,0.19101822769499263,0.031638897616162946,0.27972647844727544,0.029639778918885806,0.10395781120591023,91.83673469387756,8.16326530612245,0.0,0.9416345588426561,0.8555955726161301,0.3160328513206178
8,0.2,49,8.0,8.326530612244898,0.8007224628952494,12.0,0.0,9,40,0.15568617835064716,0.15823421444511707,0.02721384145958907,0.2370986833678659,0.03672775930634231,0.1921128106606715,0.19302012342251346,0.03230155590796787,0.27972647844727544,0.03498348964051029,0.10395781120591023,95.91836734693877,4.081632653061225,0.0,0.9435523974750615,0.8506387044635944,0.3097355906974203
8,0.25,49,8.0,8.081632653061224,0.4489216103563049,11.0,0.0,2,47,0.16014046174384738,0.1629617477497508,0.032902012462168985,0.23553925974231862,0.04106998400479722,0.1935872555152588,0.1989001735452775,0.0397349613776048,0.3233128614564892,0.04540491196570565,0.10479157869866665,100.0,0.0,0.0,0.9417986017475564,0.8507188191654638,0.31527870899818433
10,0.1,49,15.0,15.244897959183673,2.912119876802936,23.0,4.0,48,1,0.10843659331110653,0.11710616747897405,0.02472724415329509,0.19838556067207047,0.029443972093846804,0.1344360916394932,0.1434169484069789,0.03246225186726067,0.26378744130566,0.03458509597860679,0.07146122006098841,38.775510204081634,61.224489795918366,0.0,0.9621267047258907,0.8879711971891676,0.24288338002651685
10,0.12,49,13.0,13.183673469387756,2.8333833528998147,22.0,3.0,39,10,0.117985393956147,0.12457666383970092,0.020440722379211265,0.19838556067207047,0.013650103083429607,0.14422446972402467,0.1526965761366217,0.027635834294103875,0.26378744130566,0.022172771888677972,0.08384557316386,69.38775510204081,30.612244897959183,0.0,0.955951407901089,0.8819839506608014,0.2571032786889794
10,0.15,49,10.0,11.16326530612245,1.9931856701386998,19.0,2.0,19,30,0.1392729926943981,0.13624597679655726,0.020008478847984585,0.19838556067207047,0.026288377144896485,0.16310814134517998,0.16684754266633597,0.02824938284760069,0.26378744130566,0.027766801814444853,0.0870021531233721,89.79591836734694,10.204081632653061,0.0,0.9528128895534491,0.8697497161615,0.27676563912762114
10,0.18,49,10.0,10.326530612244898,0.9871624972203753,15.0,0.0,6,43,0.14181194860815396,0.14213332555159489,0.02416434563293053,0.19838556067207047,0.034056683754941364,0.1746594859522845,0.17276161706602217,0.02917415187536379,0.26378744130566,0.038963512854917476,0.09132285333064706,95.91836734693877,4.081632653061225,0.0,0.9486309062831647,0.8530744356286586,0.29741241494187204
10,0.2,49,10.0,10.16326530612245,0.6565991539589371,13.0,0.0,3,46,0.14181194860815396,0.14350870880096697,0.02621056093690082,0.19940803409459285,0.034056683754941364,0.1746594859522845,0.17437699465778173,0.030668201348298656,0.2717097979597826,0.040473418237864406,0.09132285333064706,100.0,0.0,0.0,0.9496632091216369,0.8510725375476841,0.29212433012643296
10,0.25,49,10.0,10.020408163265307,0.14285714285714285,11.0,0.0,1,48,0.14181194860815396,0.14517576333718182,0.029556242252985067,0.2370986833678659,0.034056683754941364,0.1746594859522845,0.17570359195001972,0.03353357066932087,0.27972647844727544,0.040473418237864406,0.09132285333064706,100.0,0.0,0.0,0.9490140200705947,0.8501028622296,0.2947236453686809
12,0.1,49,16.0,16.0,2.57390753524675,23.0,3.0,44,5,0.10627109781313603,0.11317136535818892,0.01927381693172294,0.17098290966527496,0.023324228851519496,0.13259489146998715,0.13876968715458798,0.026865150138566447,0.23700212596751136,0.022756828514283844,0.07146122006098841,40.816326530612244,59.183673469387756,0.0,0.962948593725449,0.8835108735895905,0.246565613388943
12,0.12,49,13.0,14.244897959183673,2.570105479716883,22.0,4.0,30,19,0.11577045479681168,0.11876641131919852,0.016673807930312576,0.17098290966527496,0.013769880184074504,0.142405126419989,0.1462252021189911,0.024142757339195638,0.23700212596751136,0.020237137734026606,0.08058175232206156,71.42857142857143,28.57142857142857,0.0,0.9609314352005642,0.8806196972579876,0.25665687655938385
12,0.15,49,12.0,12.653061224489797,1.535021992352814,19.0,0.0,11,38,0.12502645852372743,0.12574594788506938,0.018466885435121504,0.17098290966527496,0.025873334410021487,0.15243983630431293,0.154125421205758,0.025327721478590543,0.23700212596751136,0.02493670463889644,0.0870021531233721,95.91836734693877,4.081632653061225,0.0,0.9584421637946896,0.8721073051415309,0.26427826110874536
12,0.18,49,12.0,12.16326530612245,0.5897364798333732,15.0,0.0,4,45,0.12502645852372743,0.12938485873525848,0.02295091179601199,0.17321651491977041,0.02768942143630926,0.1567945170185593,0.15878527270438897,0.02861551249276216,0.2381818548354139,0.038748436801076896,0.08766509951231959,100.0,0.0,0.0,0.9572875719457796,0.8754218465035561,0.2673745875084776
12,0.2,49,12.0,12.040816326530612,0.199914947901746,13.0,0.0,2,47,0.12502645852372743,0.13113243063305705,0.026723386434854973,0.19940803409459285,0.02768942143630926,0.1567945170185593,0.16094044964540016,0.032842092643908624,0.2717097979597826,0.038748436801076896,0.08766509951231959,100.0,0.0,0.0,0.9570761392562583,0.8760625663866605,0.26776388598648265
12,0.25,49,12.0,12.0,0.0,12.0,0.0,0,49,0.12502645852372743,0.13258238695900273,0.02993939278335232,0.22258082302872012,0.02768942143630926,0.1567945170185593,0.16257567017423835,0.0371223196264461,0.28982225729498073,0.038748436801076896,0.08796352007950538,100.0,0.0,0.0,0.9577641462445436,0.8800160015480151,0.26615138824579
