floor,target,n_models,median_scen,mean_scen,sd_scen,max_scen,iqr_scen,n_overran_floor,n_at_floor,median_sd,mean_sd,sd_sd,max_sd,iqr_sd,median_se_total,mean_se_total,sd_se_total,max_se_total,iqr_se_total,median_se_param,pct_reach,pct_plateau,pct_cap,recovery_r,recovery_slope,theta_mae
6,0.1,52,13.5,13.903846153846153,3.3738301698637643,23.0,5.0,52,0,0.11255375452954525,0.14315684443890653,0.08173530123249693,0.45686464471973043,0.04714898826078644,0.13840246450062074,0.17098083310784354,0.09032125121624925,0.4971671756154315,0.04697830747708062,0.07340735819516894,36.53846153846153,63.46153846153846,0.0,0.9425175932122721,0.7290111352995629,0.36904910779765565
6,0.12,52,11.5,11.884615384615385,2.7628760672342736,19.0,3.0,52,0,0.11897261588135206,0.1509251152464086,0.0778627079009711,0.45686464471973043,0.031052111854294545,0.1474187313765139,0.1806499103870794,0.0856160322392511,0.4971671756154315,0.02980302239793728,0.08602307138537135,59.61538461538461,40.38461538461539,0.0,0.9384383788698367,0.7271167519252306,0.3817304072445928
6,0.15,52,9.0,9.346153846153847,2.3588350014578308,16.0,4.0,46,6,0.1473677971655984,0.16836817102431867,0.07097228806433475,0.45686464471973043,0.008732827178290409,0.18236272860888414,0.20280273933370344,0.07698723943973565,0.4971671756154315,0.03206705354550468,0.10459455333451578,76.92307692307693,23.076923076923077,0.0,0.9356696526317634,0.7278963433304577,0.39724131720914807
6,0.18,52,8.0,7.8076923076923075,1.8790742562048537,13.0,2.25,33,19,0.16909877962067432,0.18372746754488156,0.06634604967799126,0.45686464471973043,0.016748143378770758,0.2018945863772586,0.22319401105507644,0.07183342683446013,0.4971671756154315,0.036644265138079224,0.11521119990874851,84.61538461538461,15.384615384615385,0.0,0.9327174160935023,0.7243604334723545,0.4298485738045391
6,0.2,52,6.0,7.153846153846154,1.6012815380508711,12.0,2.0,24,28,0.1813701999757637,0.1911732642210497,0.06545083074467026,0.45686464471973043,0.03287518906247647,0.20986914449907615,0.23206451977476844,0.07134405185979974,0.4971671756154315,0.04690586205935082,0.12195307413488425,88.46153846153845,11.538461538461538,0.0,0.934014334289418,0.7238940802937737,0.42458136572074767
6,0.25,52,6.0,6.576923076923077,1.2421700468693353,11.0,0.25,13,39,0.18971811715805328,0.20142089459069373,0.06605689127965535,0.45686464471973043,0.04722210705820415,0.23336678517736664,0.24355340871868236,0.07157724529182977,0.4971671756154315,0.052518428158921826,0.12483428707268404,94.23076923076923,5.769230769230769,0.0,0.9295851234194871,0.7162857268174959,0.44040115452806705
8,0.1,52,14.0,14.25,3.1800542602350697,23.0,4.0,52,0,0.11255375452954525,0.14165323181315004,0.08180105686360781,0.45992077191319003,0.04714898826078644,0.13840246450062074,0.16995264109742825,0.09227737439959245,0.5359562626612985,0.045944333926335235,0.07340735819516894,36.53846153846153,63.46153846153846,0.0,0.955338747957571,0.7667175995143984,0.34002862401216716
8,0.12,52,12.0,12.25,2.7573431372374726,19.0,3.25,48,4,0.11897261588135206,0.1491831052592326,0.07820897865522644,0.45992077191319003,0.03119464538725103,0.1474187313765139,0.17956482453088235,0.0878093459468878,0.5359562626612985,0.02876904884719189,0.08602307138537135,59.61538461538461,40.38461538461539,0.0,0.9514348597778598,0.7648732481718491,0.3517012102257872
8,0.15,52,9.5,9.961538461538462,1.9996228905406284,16.0,3.0,35,17,0.1459189460247312,0.16309093992691326,0.0733398940225132,0.45992077191319003,0.011257645667690885,0.17427326606760074,0.19692532310228764,0.08170762406295261,0.5359562626612985,0.027654433559267638,0.10198222784418749,78.84615384615384,21.153846153846153,0.0,0.9488778117017505,0.7606593616954473,0.37405264383747927
8,0.18,52,8.0,8.75,1.3844373104863459,13.0,1.0,15,37,0.1584650658173492,0.17276332009376516,0.07176497506046964,0.45992077191319003,0.03355187497975565,0.19207226510270148,0.20903259855025155,0.07986279998521656,0.5359562626612985,0.03514010756862662,0.10473077994247007,86.53846153846155,13.461538461538462,0.0,0.9456717392224713,0.7543202049168151,0.40286498944536103
8,0.2,52,8.0,8.5,1.0936537072458306,13.0,0.0,12,40,0.1584650658173492,0.17457484149654054,0.07195542231049089,0.45992077191319003,0.04068128957379122,0.1940788832528671,0.21091900029349236,0.07967979617653333,0.5359562626612985,0.03697705141942359,0.10473077994247007,90.38461538461539,9.615384615384617,0.0,0.9472626963633155,0.7516656577679827,0.39693103231965576
8,0.25,52,8.0,8.26923076923077,0.9312733137575906,13.0,0.0,5,47,0.16180280544225523,0.17902963249513773,0.07315882313248809,0.45992077191319003,0.04694298603883523,0.19649755065003957,0.21645981675532772,0.08156302131649308,0.5359562626612985,0.05201976988338358,0.10543904703290938,94.23076923076923,5.769230769230769,0.0,0.9457053450094263,0.7500741457327504,0.4021543553338373
10,0.1,52,15.0,15.076923076923077,2.9093908387822953,23.0,3.5,51,1,0.11149968717978079,0.13587053355217618,0.08043099767801473,0.45992077191319003,0.032771026219321306,0.1366821035960058,0.164428835932591,0.09151113922712896,0.5359562626612985,0.03801444475183992,0.07229362911948373,36.53846153846153,63.46153846153846,0.0,0.9566652790551485,0.7820330932942018,0.3272852331865114
10,0.12,52,13.0,13.134615384615385,2.75843694127206,22.0,3.0,42,10,0.11834919491188096,0.14291003973824573,0.07759285131449604,0.45992077191319003,0.0169205368666554,0.14457902674752343,0.17317310052398513,0.08792834190636432,0.5359562626612985,0.02385219428062413,0.08456068225605551,65.38461538461539,34.61538461538461,0.0,0.9532825624667329,0.7791264472537139,0.3406847530799858
10,0.15,52,10.0,11.23076923076923,1.956541412452733,19.0,2.0,22,30,0.13961155224196714,0.15390612310143725,0.07483746935437183,0.45992077191319003,0.026118975686153956,0.1635410109401857,0.18650766513852357,0.0849586118359079,0.5359562626612985,0.032028620046021694,0.08981915489471592,84.61538461538461,15.384615384615385,0.0,0.952553530526149,0.7743903953233774,0.3592127465702444
10,0.18,52,10.0,10.442307692307692,1.0739967783655908,15.0,0.0,9,43,0.14439170366352125,0.1594538171206073,0.0746696563059687,0.45992077191319003,0.036810463294923074,0.1749041967952885,0.19208054293822785,0.08394319924577748,0.5359562626612985,0.03980754397973604,0.09177507405121452,90.38461538461539,9.615384615384617,0.0,0.9511854987140858,0.7661485830752953,0.37866836224136546
10,0.2,52,10.0,10.288461538461538,0.8245388125453316,13.0,0.0,6,46,0.14439170366352125,0.16074985133636183,0.0750126703683833,0.45992077191319003,0.036810463294923074,0.1749041967952885,0.19360272566892436,0.08408796841577781,0.5359562626612985,0.04185432644084691,0.09177507405121452,94.23076923076923,5.769230769230769,0.0,0.9517911249022892,0.7644430034467626,0.37368535924220175
10,0.25,52,10.0,10.153846153846153,0.5734182125251215,13.0,0.0,4,48,0.14439170366352125,0.16232072964933347,0.07581179298802182,0.45992077191319003,0.04048664450471065,0.1749041967952885,0.19485278850199483,0.08482343578663461,0.5359562626612985,0.04185432644084691,0.09177507405121452,94.23076923076923,5.769230769230769,0.0,0.9514149351401573,0.763754757374994,0.37613471398970455
12,0.1,52,16.0,15.923076923076923,2.5270780914410476,23.0,3.0,47,5,0.10758425719445316,0.13204338522782735,0.07939258959842964,0.45947484089763435,0.02921434862797978,0.13312043011148472,0.16037138520689467,0.0920624401608576,0.5404697198217452,0.026987755542708616,0.07229362911948373,38.46153846153847,61.53846153846154,0.0,0.9716744524336931,0.8229715354407952,0.3072405313262339
12,0.12,52,13.5,14.26923076923077,2.505800209673428,22.0,4.0,33,19,0.1170311268761989,0.1373156400757018,0.07755033300805725,0.45947484089763435,0.019487139987237043,0.14384368468523967,0.16739677430796676,0.08965716241238987,0.5404697198217452,0.02500526060434549,0.08411330821114155,67.3076923076923,32.69230769230769,0.0,0.9706950552521958,0.8217832820018146,0.3167496062368417
12,0.15,52,12.0,12.76923076923077,1.579468570535419,19.0,1.0,14,38,0.12759394136835528,0.14389251107046475,0.07633663571108748,0.45947484089763435,0.026423182941281348,0.15502516580486048,0.17484121152434334,0.0881795731700482,0.5404697198217452,0.0274111021863421,0.08781430979591248,90.38461538461539,9.615384615384617,0.0,0.9698006285000748,0.8182306738314727,0.3239312955237398
12,0.18,52,12.0,12.307692307692308,0.8526420654086765,16.0,0.0,7,45,0.12981489074959204,0.14732148475621987,0.07665455940415145,0.45947484089763435,0.040009795778429,0.15747838131925396,0.17923222543651476,0.08808103309651008,0.5404697198217452,0.0393760353414398,0.08806675583905457,94.23076923076923,5.769230769230769,0.0,0.9689639700041169,0.8199006887186977,0.32684898770810294
12,0.2,52,12.0,12.192307692307692,0.6870928109943083,16.0,0.0,5,47,0.12981489074959204,0.1489682351983762,0.07740949515870604,0.45947484089763435,0.040009795778429,0.15747838131925396,0.18126306524631378,0.08898496630312576,0.5404697198217452,0.040846426150195486,0.08806675583905457,94.23076923076923,5.769230769230769,0.0,0.9687813043077871,0.8200388087385541,0.3272158266585308
12,0.25,52,12.0,12.153846153846153,0.6681732599251744,16.0,0.0,3,49,0.12981489074959204,0.150334540197825,0.07819310133345755,0.45947484089763435,0.040009795778429,0.15747838131925396,0.18280394612925746,0.09020234485565573,0.5404697198217452,0.040846426150195486,0.08826392064357647,94.23076923076923,5.769230769230769,0.0,0.9689859593405709,0.8221288117068872,0.32569635763364724
15,0.1,52,17.0,17.326923076923077,1.9475590941841447,23.0,2.0,42,10,0.10017924806453761,0.12826763679567546,0.08158386130054737,0.4599146738062196,0.027786675198367305,0.1258719394427853,0.15551267332592275,0.09538140072036541,0.5460947997151346,0.03225241778084996,0.07012956567058509,50.0,50.0,0.0,0.9739008356448463,0.8644523740091306,0.28187475430836073
15,0.12,52,15.0,16.115384615384617,1.676291964763663,22.0,2.0,21,31,0.11152010454462964,0.13236905770931864,0.08030946098184231,0.4599146738062196,0.022713956615174974,0.13548690643631173,0.16062313310023632,0.0937169260420055,0.5460947997151346,0.02338455362630236,0.07274296513314357,71.15384615384616,28.846153846153843,0.0,0.9733407451042191,0.8642085564562605,0.291894386500735
15,0.15,52,15.0,15.307692307692308,0.8053366495791399,19.0,0.0,8,44,0.11201707804552606,0.13405591180189694,0.08016753964984467,0.4599146738062196,0.03015869450273892,0.1376112416612087,0.1621021349911258,0.09331742764347868,0.5460947997151346,0.034804030993015614,0.07231721356578438,90.38461538461539,9.615384615384617,0.0,0.9722896395141994,0.8596439680305131,0.3055969094725896
15,0.18,52,15.0,15.115384615384615,0.4708709557974189,17.0,0.0,3,49,0.11201707804552606,0.13477432821831323,0.0803322634785171,0.4599146738062196,0.03015869450273892,0.1376112416612087,0.16300636812140196,0.09335248299311898,0.5460947997151346,0.03793224100072877,0.07231721356578438,94.23076923076923,5.769230769230769,0.0,0.9718719807541143,0.8569663134044891,0.3132731245971438
15,0.2,52,15.0,15.115384615384615,0.4708709557974189,17.0,0.0,3,49,0.11201707804552606,0.13477432821831323,0.0803322634785171,0.4599146738062196,0.03015869450273892,0.1376112416612087,0.16300636812140196,0.09335248299311898,0.5460947997151346,0.03793224100072877,0.07231721356578438,94.23076923076923,5.769230769230769,0.0,0.9718719807541143,0.8569663134044891,0.3132731245971438
15,0.25,52,15.0,15.115384615384615,0.4708709557974189,17.0,0.0,3,49,0.11201707804552606,0.13477432821831323,0.0803322634785171,0.4599146738062196,0.03015869450273892,0.1376112416612087,0.16300636812140196,0.09335248299311898,0.5460947997151346,0.03793224100072877,0.07231721356578438,94.23076923076923,5.769230769230769,0.0,0.9718719807541143,0.8569663134044891,0.3132731245971438
