criterion_id,a_instruction_following,b,exportable,source_criterion_count
ifb_0000_c01,1.1373102457697146,0.2893348316360474,True,2250
ifb_0000_c02,1.82143583308173,1.5135794575192207,True,2250
ifb_0000_c03,1.871192703548847,1.0848032673526358,True,2250
ifb_0001_c01,0.7923426578014883,-0.9958499869473365,True,2250
ifb_0001_c02,0.6494550122655347,-0.7670339083276347,True,2250
ifb_0001_c03,0.7147581203573673,-0.510474368547802,True,2250
ifb_0001_c04,0.5747671517370577,0.027340415604077198,True,2250
ifb_0002_c01,1.369953842182366,1.1536949211605567,True,2250
ifb_0002_c02,1.9437545293647696,2.8464257149860783,True,2250
ifb_0002_c03,0.901498944112711,0.6716905545002776,True,2250
ifb_0003_c01,2.969093627284933,-2.1795754710359927,True,2250
ifb_0003_c02,1.1765475003539796,-1.9238222403048786,True,2250
ifb_0003_c03,0.55679891985818,-0.5928220746626724,True,2250
ifb_0003_c04,1.3528590031000038,-0.03470385029894079,True,2250
ifb_0003_c05,0.8394941722904524,-1.7454567851871898,True,2250
ifb_0003_c06,1.022820034401169,0.08805299946440386,True,2250
ifb_0004_c01,2.611014133923232,-12.166876269426671,True,2250
ifb_0004_c02,1.9382057357204934,-6.602950534359345,True,2250
ifb_0004_c03,1.5583052476807489,-3.7041789952314668,True,2250
ifb_0004_c04,1.5583052476807489,-3.7041789952314668,True,2250
ifb_0005_c01,0.5926040366709184,0.028328040135104215,True,2250
ifb_0006_c01,2.6434784219347,-7.806516761456022,True,2250
ifb_0006_c02,2.394837462301036,-6.513357387374368,True,2250
ifb_0007_c01,0.6015237630499561,-1.1704990645050473,True,2250
ifb_0007_c02,1.346700957387889,-1.614343405215357,True,2250
ifb_0007_c03,1.093587476956629,-1.608236620449176,True,2250
ifb_0007_c04,2.040787001365127,-1.1954020307502708,True,2250
ifb_0008_c01,2.0525573998095403,0.6834811151790945,True,2250
ifb_0008_c02,0.18806167278187133,-0.24740944827070954,True,2250
ifb_0008_c03,0.8117283785807781,0.19447486930409397,True,2250
ifb_0008_c04,1.5451476653368807,0.22629425530923858,True,2250
ifb_0008_c05,2.226489908559792,1.59200161937991,True,2250
ifb_0009_c01,1.6959009364460966,-1.334740467441281,True,2250
ifb_0009_c02,2.3849917706366743,7.135048777473921,True,2250
ifb_0010_c01,1.0417845259673657,-0.2467348777235882,True,2250
ifb_0010_c03,0.7447906368545003,2.5032222819202956,True,2250
ifb_0011_c01,1.2338713098153593,-0.05270272609625953,True,2250
ifb_0011_c02,1.3588997223872463,-0.9052253656193368,True,2250
ifb_0012_c01,0.7830552994895428,-1.3211527328626549,True,2250
ifb_0012_c02,0.1847213616182461,2.2589509242103256,True,2250
ifb_0013_c01,0.7083253775663959,-0.6505675722759893,True,2250
ifb_0013_c02,0.97441078002406,-0.411231913484159,True,2250
ifb_0013_c03,0.7840577724952333,1.361230031156401,True,2250
ifb_0014_c01,0.8373612859218938,0.20066890860919287,True,2250
ifb_0014_c02,0.7527976833439394,1.0273916253999884,True,2250
ifb_0014_c03,0.0967861237272179,2.2411243571280046,True,2250
ifb_0015_c01,1.2246782200054753,-1.5072507458139572,True,2250
ifb_0015_c02,0.9594914495484653,0.8615889039647737,True,2250
ifb_0015_c03,1.9523023536068407,4.918184378353785,True,2250
ifb_0015_c04,0.8436209686955987,-1.0278198244072487,True,2250
ifb_0016_c01,1.3578395083389208,-0.9047963351194551,True,2250
ifb_0016_c02,1.7453578156889282,-0.2215303579649339,True,2250
