question_id,model,benchmark,predicted,gold,result,scoring_method
8-343,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,B,B,correct,loglikelihood
1129,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,A,correct,loglikelihood
880,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,C,wrong,loglikelihood
7-999,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,C,wrong,loglikelihood
8-464,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,C,correct,loglikelihood
9-794,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,C,correct,loglikelihood
9-1163,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,D,C,wrong,loglikelihood
9-322,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,B,wrong,loglikelihood
7-1140,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,B,D,wrong,loglikelihood
7-903,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,B,wrong,loglikelihood
7-511,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,B,C,wrong,loglikelihood
9-937,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,B,wrong,loglikelihood
8-201,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,C,correct,loglikelihood
1618,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,B,A,wrong,loglikelihood
758,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,B,C,wrong,loglikelihood
7-414,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,D,D,correct,loglikelihood
9-675,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,C,correct,loglikelihood
9-163,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,C,correct,loglikelihood
1032,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,A,correct,loglikelihood
889,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,C,B,wrong,loglikelihood
1160,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,A,correct,loglikelihood
9-298,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,A,correct,loglikelihood
1189,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,A,A,correct,loglikelihood
8-395,mistralai/Mistral-7B-Instruct-v0.3,openbookqa,B,B,correct,loglikelihood
