model,theta_full_correctness,theta_full_scaffolding,trace_n_admin,trace_mwle_converged,trace_online_correctness,trace_batch_correctness,trace_mwle_correctness,trace_online_scaffolding,trace_batch_scaffolding,trace_mwle_scaffolding,dopt_n_admin,dopt_mwle_converged,dopt_online_correctness,dopt_batch_correctness,dopt_mwle_correctness,dopt_online_scaffolding,dopt_batch_scaffolding,dopt_mwle_scaffolding
01-ai/Yi-6B,-1.0764379849474093,-0.18070957793689096,23,True,-0.5111240670529223,-0.6813819636364089,-0.6541169956466185,-0.41494551711001737,-0.48113776007279735,-0.4656415427667388,21,True,-0.6208298974514268,-0.7974054152691765,-0.7862402449611793,-0.3520876444077148,-0.4252073730601873,-0.40378215842997456
01-ai/Yi-6B-Chat,-0.2006865821249641,-0.8688124670178587,17,True,-0.022909813559428158,-0.20691670682679206,-0.0395468886506309,-0.9561074339089762,-1.0038242704467968,-1.204312188457212,20,True,-0.060015323052103164,-0.06145310102902893,-0.01951459524459846,-0.41496297862967624,-0.529986162987367,-0.46449724167781403
EleutherAI/pythia-1.4b,-2.4266290843658433,0.8648959591697851,96,True,-2.4991322924176345,-2.8292844275575626,-3.2997209116028383,0.9457590375832052,0.9480270739576585,0.9743697828751222,40,True,-2.5063479363678947,-2.828695446968537,-3.302248677262138,1.058121789536519,0.9793505652722759,1.0481268802005195
EleutherAI/pythia-160m,-5.567074474400904,1.3596834143935106,95,True,-2.645073247821178,-3.1032321779518135,-4.154958626217811,1.2820491136802064,1.3381678740416467,1.3833092544177512,43,True,-2.73201656329317,-3.1643749819795945,-4.284501549258112,1.3283473007475342,1.3046219343421637,1.383197036354966
EleutherAI/pythia-1b,-2.619644933789572,0.9050248611911991,91,True,-2.6111642158527633,-3.078965859711439,-4.067903200823346,1.072618434946475,1.0811364187062995,1.1160540811806126,41,True,-2.6159098584341343,-3.095018992738538,-4.0978695225984,1.0229846631800321,0.9237323978406485,0.9941535671831666
EleutherAI/pythia-2.8b,-2.649788304691011,0.689832173792401,58,True,-2.0602090388921304,-2.2747586588259745,-2.518078744489676,0.813850938856758,0.8076668423660256,0.8380085156277364,33,True,-2.232306671380603,-2.3904487583652134,-2.634364174293951,1.0294521073654905,0.9656105256195182,1.054995787988828
EleutherAI/pythia-410m,-3.6618811009281433,1.1568238084019313,86,True,-2.5478869775803528,-2.9847313908093005,-3.754415198267524,1.0835518298581714,1.1047851845650927,1.1406038478682639,42,True,-2.673289252390303,-3.062518091579167,-3.9026421078617113,1.3068873325815884,1.276393478888074,1.3557025525153577
EleutherAI/pythia-6.9b,-2.4117680338294223,0.29530280501442807,37,True,-1.4451206348645063,-1.837316799129159,-2.0196245323246185,0.33488914967241723,0.2960737904106805,0.31674560768996757,28,True,-1.6658852956263808,-1.824975978504963,-1.995292012054453,0.45586874002564065,0.3239769485256513,0.36694068579544925
EleutherAI/pythia-70m,-5.650241870042665,0.6431475714260027,96,True,-2.5361510167612433,-3.057016014649029,-4.020025999397606,0.7805071601990589,0.754893943286372,0.7729820414459732,40,True,-2.523397024233335,-3.060294035033632,-4.033215371308601,0.8026134620178339,0.6764671957230477,0.7072971114802655
HuggingFaceH4/zephyr-7b-beta,1.0054888195497507,0.434329081234487,19,True,0.9635699599798889,0.9326712450204496,0.983088582272229,-0.2969177001579749,-0.4003281299459115,-0.3292519671409814,11,True,1.134672488033236,1.0954548099648918,1.1566641584780593,-0.33108350618255766,-0.39078411695048937,-0.2735702457874398
HuggingFaceTB/SmolLM2-1.7B,-0.7090900181197279,-0.30006507754071055,21,True,-0.46824992988390457,-0.625096699123338,-0.5772291782068435,-0.4168665556701679,-0.49037237070850315,-0.4699059843671571,21,True,-0.5481273695892985,-0.7186888728191354,-0.6897124379024391,-0.4571229832504656,-0.5580234075335463,-0.5351234396921392
HuggingFaceTB/SmolLM2-1.7B-Instruct,0.2739268953909822,-0.8218635436399548,22,True,0.5416065600118218,0.4921715323828876,0.5631855128013089,-0.8962073457395937,-1.1032287304329629,-1.1062923834928102,13,True,0.5293011926502739,0.38291578400593246,0.5657267104399734,-0.9000919481878709,-0.9337899407132527,-1.0939948389377718
HuggingFaceTB/SmolLM2-135M,-3.8974349459747986,0.17008940706442643,34,True,-1.9504905629733444,-2.71379071268962,-3.3587963840881203,0.08835694085669017,-0.06561747844778093,-0.049465658677477216,21,True,-1.5638620574562536,-2.348676708161579,-2.8333344504928015,0.037263181944650406,-0.1289480607024402,-0.09541922435582055
HuggingFaceTB/SmolLM2-360M,-3.2899582750731042,0.3037204422489006,44,True,-1.9328691537142701,-2.4783002250817114,-2.838624848893062,0.06723725874708593,-0.061368883176720256,-0.049165301629929374,22,True,-1.9754515698376038,-2.7142090227277804,-3.358700979811148,0.22143005114723205,-0.03752871535745131,-0.012212689954678696
HuggingFaceTB/SmolLM2-360M-Instruct,-1.4269824737447632,-0.9029442230334417,22,True,-0.9617937410086358,-1.4374455520568543,-1.6208305863452706,-0.4676531955209351,-0.6501206272383733,-0.6613795199163183,20,True,-1.0650856685859504,-1.5243719146703327,-1.6973573047202186,-0.6062239647832762,-0.8792945378180522,-0.8890890608090561
LLM360/Amber,-4.705663354494703,0.4327544840197733,47,True,-2.0700466721673143,-2.7415025207260633,-3.4134072289663298,0.5234636875586561,0.44427081344854,0.4594036825988538,23,True,-1.902595315690979,-2.686120962416161,-3.334161667035576,0.4119350597640932,0.2808992616671855,0.29242662775344264
Qwen/Qwen2-0.5B,-2.5476262489143364,-0.47955533931453165,31,True,-1.4598489119773894,-2.0593836654987943,-2.3010393163253617,-0.2928325523069054,-0.47241922065450276,-0.4646001054578413,25,True,-1.6302321636344292,-1.9742069751435303,-2.1669787567874765,-0.06200448647546088,-0.3236864207287105,-0.27949176806431464
Qwen/Qwen2-1.5B,-0.6066263585154013,-1.2357212751279838,15,True,-0.37032765680663104,-1.247277813252381,-1.1953057124314255,-1.3192534804294056,-1.4857755845700649,-1.5803433390611412,18,True,-0.3956936755191653,-0.692785100341687,-0.6835021985145641,-1.2984402458936786,-1.4918556035230042,-1.5835300170966369
Qwen/Qwen2-7B,1.400002974628372,0.06705082725537043,24,True,1.2315927016027932,1.21738295515566,1.2464482373046315,-0.1804199756123398,-0.20904623113786422,-0.026234237641247597,12,True,1.318604478579089,1.3355078617280982,1.3439396970987676,-0.1464497219303481,-0.1455099799852198,-0.036459042141188044
Qwen/Qwen2.5-0.5B,-1.3148494976067986,-1.0230083034815325,19,True,-0.5603824147290594,-0.9943787588604498,-0.9729520470900989,-0.7923863367919939,-0.944887028229747,-1.0792197666384846,20,True,-0.5907428029902907,-0.9155478277521384,-0.9246082705302443,-0.7876091598709304,-0.9453369705512323,-1.0797084666490755
Qwen/Qwen2.5-0.5B-Instruct,-0.7141714557949151,-1.1537197071759064,27,True,-0.6462221000748741,-0.9416668109583303,-0.9848087067685555,-0.7562247628266358,-0.9542474216358203,-1.04110134191022,21,True,-0.6371090072691937,-0.9018507131972472,-0.9441222792504769,-0.639932035335001,-0.853414899333365,-0.8630615920262305
Qwen/Qwen2.5-1.5B,0.7985370722805765,-1.5522275644508725,77,True,1.0586275817362754,1.0186273933598682,1.05134386758979,-1.1789803852529368,-1.1963306105229343,-1.3736860612010504,17,True,0.8857398187373023,0.8345617142914298,0.9248105503424066,-1.2520776441036916,-1.2846029445149099,-1.4269498824508788
Qwen/Qwen2.5-1.5B-Instruct,1.200002646476694,-1.333977748629789,25,True,1.2168324846441847,1.195646428016358,1.2245289542081237,-1.5029599124657682,-1.53841571185832,-1.6173177441553936,13,True,1.0769080907512445,1.038359031772314,1.096726162066162,-1.4991218919051488,-1.544304917250249,-1.6158731589687354
Qwen/Qwen2.5-3B,1.400399130449382,-0.7637485935505463,26,True,1.3502095309306135,1.36902028793936,1.3716715955491556,-0.6150087439927929,-0.9055555057408098,-0.9123656109806795,13,True,1.458000318164973,1.414740877974032,1.455392719572115,-0.6117481928455131,-0.6966932767611175,-0.7311007422402498
Qwen/Qwen2.5-3B-Instruct,2.1999967083102914,0.43929731658706417,7,True,1.4707744559444904,1.9166425721524172,1.541537639940211,0.6191523385729951,0.25250725899576604,0.5430226892544655,6,True,1.1471518430499281,1.59427359449787,1.2599750690245828,0.660928554946787,0.32107682547497196,0.3848889426928386
Qwen/Qwen2.5-7B,2.0010729980160478,1.0364979165136339,12,True,0.7728497260645251,1.3838341529087317,1.161013930925597,1.5610586135794777,1.7373489153911532,1.8382896903129704,6,True,1.1584510582415661,1.66205438409952,1.26265663145573,1.0322794388790133,1.2420253514849695,0.9868932040566287
Qwen/Qwen2.5-7B-Instruct,2.5999998341535764,1.3817210578355201,11,True,1.5657404930294503,1.9457016027698946,1.5704459815992071,1.4236989303631546,1.5310983477847158,1.633755379408701,6,True,1.0570719887385573,1.5431522482232727,1.1471892776030073,1.1269786824797372,1.338216088634464,1.0347387769290362
Qwen/Qwen2.5-Coder-7B,1.7991927467298447,-0.023858743345807634,10,True,1.1293171594296632,1.1783065842278413,1.1757691646657586,-0.13180518145377726,-0.1508155022947737,0.008727414357441331,12,True,1.5181974580930573,1.4849178153607314,1.5235961014815738,-0.6378657036967642,-0.7196823247596177,-0.7449566121694462
Qwen/Qwen2.5-Math-7B,2.2000011814180405,-1.5720505155777764,15,True,1.7170167708227213,2.0458069697126353,2.0178461332892996,-0.705231635337063,-1.2287673160452754,-0.9203596374670354,11,True,1.7674709510610715,1.8773375847059242,1.9258011046409074,-0.7681898376843057,-0.9420217972882682,-0.8089757404297393
Qwen/Qwen3-0.6B,1.035719842485933,-1.7173866553953046,26,True,1.3856273428195705,1.4023973422024218,1.4100440023949965,-0.6289209448046903,-0.9185053509216174,-0.9275013222946178,13,True,1.411480513512079,1.3837032968591247,1.4193966984920459,-0.8053640575913015,-1.105978111099653,-1.245611577289027
Qwen/Qwen3-1.7B,2.799885342810815,-2.0085599376066776,12,True,1.8281574609452438,2.3751361633742913,2.1525549217354984,-0.36414280328263743,-0.8707161133684421,-0.6668362054614045,9,True,2.00215769352516,2.405000019128803,2.420229690944151,-0.6315066803822246,-0.9412209866612078,-1.0481431234729663
Qwen/Qwen3-4B,3.7986221505725055,-2.020403062111904,20,True,2.5850181629887605,3.1175175212306034,3.0712156369726906,-0.7466381607231507,-0.9688002142934415,-0.8637415959374437,9,True,1.969062808253914,2.3239485260015647,2.0627071485677297,-0.3190937601283505,-0.5467591257019443,-0.3807193934312944
TinyLlama/TinyLlama-1.1B-Chat-v1.0,-2.3782315757497305,-1.1447663025940686,18,True,-0.8581343777479918,-1.4628007699764107,-1.6511373532002809,-0.858439196118584,-1.1296930809433476,-1.2932975492141163,18,True,-0.8031673988543804,-1.1475603971176247,-1.3084266551624555,-0.8127976077833746,-1.0509573218393378,-1.232368494763887
allenai/OLMo-2-0425-1B,-0.7801299558495199,-0.2878586642668355,24,True,-0.3172599683442669,-0.388172033887649,-0.3255188817564292,-0.13645048843215407,-0.15842824596845534,-0.12661468856442545,18,True,-0.2664243487817221,-0.33974219239606085,-0.2655247628441201,-0.06715888459432313,-0.09064060680363302,-0.05855104359304063
allenai/OLMo-2-1124-7B,1.0027208706124802,-0.40076695252252204,60,True,0.9705256074821029,0.9510088430698982,0.9711486453191774,-0.6039217622746637,-0.681147820663147,-0.7460370315074971,16,True,1.171454226641147,1.1634287870429771,1.193883466252911,-0.7800336432796897,-0.7600983723498645,-0.9564344529824798
bigscience/bloom-1b1,-4.300247150046682,0.3047488819679464,68,True,-2.3214721382152446,-2.9457681917796683,-3.8065413027591246,0.30679088926374953,0.21909558421930814,0.23056011848244676,27,True,-2.2257417546893024,-2.8836941135942924,-3.688302211070359,0.37360403232611505,0.15003572950929142,0.17200635958701482
bigscience/bloom-1b7,-4.837792574754747,-0.10426705762051416,59,True,-2.3000931693134103,-2.9454446809097288,-3.8054971384910745,0.29493135738484594,0.1876080831838561,0.2001354755637203,39,True,-2.3874726118355905,-3.028029093573868,-3.9398241434749335,0.3690295458132906,0.14296612113146567,0.16527548102068632
bigscience/bloom-3b,-3.7908170458231325,-0.16656659102712243,66,True,-2.2983921279924755,-2.944796285398006,-3.8043240463956494,0.24009384493873157,0.1376761834947536,0.14975450787918967,24,True,-2.0528315828358883,-2.7164879601460803,-3.3587127144830764,0.41113926085357866,0.2574248054900547,0.2822430565318412
bigscience/bloom-560m,-5.534320119098934,0.2534079713145428,57,True,-2.350055967127736,-2.9486042099406737,-3.8120372127781765,0.4667247979297281,0.3847455072805514,0.39810455859659477,39,True,-2.4804708028288607,-3.055522304012003,-4.019944535950879,0.6626275510246928,0.4902478865922686,0.5152304754704052
bigscience/bloom-7b1,-2.8147714747026265,-0.1887778808013607,50,True,-1.643880498867865,-1.9295417883174382,-2.116956931487179,0.04069702268814568,-0.0989519176445118,-0.0840767963856702,31,True,-1.788700227188896,-1.9712872814986448,-2.1459310868434174,0.44634126959601717,0.3188337088641721,0.3518010574069257
bigscience/bloomz-1b7,-5.487803665256942,1.5765752040002667,100,True,-2.7711495858900306,-3.1827265924179953,-4.340424492054975,1.5661443012177478,1.6215278993474418,1.6772905718163584,43,True,-2.774334200674093,-3.1850417763342476,-4.314892196290764,1.4448998393167505,1.416676671254821,1.5102706734478593
bigscience/bloomz-3b,-5.113775872057186,1.4024030382081094,100,True,-2.654803392853179,-3.034612725937026,-3.850568869348869,1.4046648745582224,1.4537061507837827,1.5036787997993213,42,True,-2.595267740122847,-2.883607258528008,-3.3811072334623833,1.3069828372058718,1.2837238450446637,1.366957471387302
bigscience/bloomz-7b1,-5.209397223199747,2.4515861929424725,100,True,-3.096982078635678,-3.5846718813199803,-5.784603831502787,2.107123763966652,2.2103679688625757,2.4226441370085654,52,True,-3.2119505278754708,-3.6447724057581694,-6.0821894052675765,2.112036082612291,2.1577777865384062,2.3013859732043893
deepseek-ai/deepseek-coder-6.7b-base,-0.8906736670702504,-0.2788144169129667,33,True,-0.78621536881192,-0.8869611848147559,-0.938394809099195,-0.06256741570583998,-0.10361807702922747,-0.07242621643164258,22,True,-0.7323624736647993,-0.8403047973131074,-0.8744952692814548,0.1045641155510157,0.07573664148420955,0.12412217830722644
