model,n_obs_items,cat_n_items,obs_acc,pred_acc_cat,pred_acc_full,theta_full_correctness,theta_cat_correctness,final_se_correctness,n_cross_correctness,theta_full_scaffolding,theta_cat_scaffolding,final_se_scaffolding,n_cross_scaffolding
01-ai/Yi-6B,3367,23,0.08731808731808732,0.10003649505153132,0.08692514188317325,-1.0829047976511332,-0.6813819636394888,0.29617435808753995,23.0,-0.18017712676583597,-0.4811377600867475,0.2522038209711302,11
01-ai/Yi-6B-Chat,3343,17,0.12653305414298535,0.11956406257616406,0.12130379497227439,-0.2002897004352283,-0.20691670741642365,0.25861008811970126,13.0,-0.8690092902646803,-1.003824260127028,0.2947157994686343,17
EleutherAI/pythia-1.4b,3408,96,0.07247652582159625,0.06374316419011336,0.06829977900821645,-2.426595393841075,-2.829283415327823,0.29680642487065206,96.0,0.8651646518227947,0.9480126019085798,0.14094353870354556,8
EleutherAI/pythia-160m,3406,95,0.04580152671755725,0.06622202210311073,0.0545803713335766,-5.537767332418982,-3.1032289852714787,0.29681095173359406,95.0,1.3593560858585256,1.3381611721679745,0.14128129590131067,9
EleutherAI/pythia-1b,3403,91,0.06758742286218043,0.06149508841025959,0.06478308802728915,-2.6196150203165356,-3.0789641668999943,0.29768264921846693,91.0,0.9049905279481275,1.0811422505489487,0.14402400454484046,10
EleutherAI/pythia-2.8b,3405,58,0.06343612334801763,0.07080347720312487,0.06345881455314928,-2.6497834770752955,-2.274758727126066,0.2986111188864657,58.0,0.6899733921247264,0.8076667666291755,0.1550138187106698,9
EleutherAI/pythia-410m,3409,86,0.059548254620123205,0.06417553610664085,0.059040592842696846,-3.6618695021362577,-2.984730036487514,0.29791875632432263,86.0,1.1565530862389461,1.1047831264306676,0.1415281730771236,9
EleutherAI/pythia-6.9b,3399,37,0.06237128567225655,0.0720526690333691,0.06086210065401888,-2.4116908506639603,-1.8373167984149992,0.29383496663612746,37.0,0.29532243671058067,0.29607379588005067,0.193462916466313,10
EleutherAI/pythia-70m,3414,96,0.03485647334504979,0.05846366568056725,0.044703141060656,-5.614263177779688,-3.0570135691504463,0.29697069153228955,96.0,0.643297017834586,0.7548723772165853,0.1402561238997263,8
HuggingFaceH4/zephyr-7b-beta,3364,19,0.26010701545778836,0.22078726731169035,0.2485764224722075,1.0684442198323796,0.9325739836771509,0.11906173341493562,6.0,0.4209498132528132,-0.40027846678304824,0.2911254443400453,19
HuggingFaceTB/SmolLM2-1.7B,3373,21,0.10317225022235399,0.10308964994272232,0.10157166849380353,-0.7064121498476384,-0.6250966991254231,0.29640244482110667,21.0,-0.30018861742423764,-0.4903723706992794,0.273478916502476,13
HuggingFaceTB/SmolLM2-1.7B-Instruct,3343,22,0.16003589590188452,0.16883065328715632,0.1557570278878272,0.29131226969796753,0.4921715727424041,0.18938608908050855,12.0,-0.8238460659917322,-1.1032287928323894,0.29886545072166304,22
HuggingFaceTB/SmolLM2-135M,3298,34,0.04335961188599151,0.05250261040017483,0.04502067728405367,-3.897431776250844,-2.7137903604962017,0.2948776371552195,34.0,0.16989623589491148,-0.06561747579177958,0.20510992444996057,10
HuggingFaceTB/SmolLM2-360M,3393,44,0.04715590922487474,0.055096580965761685,0.05023620946172144,-3.2899561222022013,-2.4783002218928725,0.2961403350105511,44.0,0.3036665622793019,-0.06136888349322431,0.18994337841901582,11
HuggingFaceTB/SmolLM2-360M-Instruct,3381,22,0.06654835847382432,0.07002730910803377,0.06783907854524579,-1.4300772480794888,-1.4374455520568568,0.2949164344414185,22.0,-0.9028748796089557,-0.6501206272405259,0.26862365881972067,14
LLM360/Amber,3395,47,0.038880706921944036,0.05675523780653891,0.04309233846547033,-4.705496057960051,-2.741502127610359,0.2975264825475325,47.0,0.43289541822100824,0.4442709637853514,0.17940535068371205,9
Qwen/Qwen2-0.5B,3381,31,0.042295178941141674,0.057136390760910614,0.04872629830767851,-2.5476300646933,-2.059383665157396,0.29603067435096614,31.0,-0.4796189581125633,-0.4724192210610152,0.21122008342265075,9
Qwen/Qwen2-1.5B,3377,15,0.10097719869706841,0.06913964604857015,0.09630195694488686,-0.6125814241355478,-1.2472778048453617,0.2965084337129936,15.0,-1.2354994365622602,-1.4857756041539318,0.2656039634845764,7
Qwen/Qwen2-7B,3359,24,0.29770765108663294,0.2576481604961644,0.28606588152902784,1.4170722136653273,1.2227150838436098,0.0932912290131337,5.0,0.06425342665463679,-0.21174013061549754,0.29567846026293537,24
Qwen/Qwen2.5-0.5B,3373,19,0.06759561221464572,0.08286216809947822,0.07109805556642639,-1.3134952640001407,-0.9943787588395159,0.29624408896992416,19.0,-1.0230260474493422,-0.9448870277240753,0.2793995698766058,14
Qwen/Qwen2.5-0.5B-Instruct,3370,27,0.09050445103857567,0.08462886890474182,0.09256655433037682,-0.7096881507513525,-0.9416668108870071,0.292743491986745,27.0,-1.1538448017443654,-0.9542474256426091,0.24223010483190147,10
Qwen/Qwen2.5-1.5B,3127,77,0.19155740326191237,0.2219242077998749,0.19215352324930973,0.7643311520362822,1.0269259246931908,0.09216616993611858,6.0,-1.5469116414200217,-1.199042245500255,0.29654037370201664,77
Qwen/Qwen2.5-1.5B-Instruct,3323,25,0.24766777008727053,0.23623877123270234,0.23954003169790733,1.2082371555949367,1.1969541412239764,0.10748005171643954,6.0,-1.3358446845425638,-1.5387922941015333,0.27899114414730347,25
Qwen/Qwen2.5-3B,3344,26,0.2897727272727273,0.26445726753728377,0.27750851220236106,1.4527354980394995,1.3610830418111781,0.08677951172787272,6.0,-0.7752378947679692,-0.9024746628918154,0.2793799661460806,26
Qwen/Qwen2.5-3B-Instruct,3327,7,0.3985572587917042,0.3575191617743155,0.3971852829891934,2.1664393197687413,1.91664310495151,0.21928544136368797,7.0,0.45813575511128757,0.25250672653593104,0.24364029255952419,5
Qwen/Qwen2.5-7B,3343,12,0.3798982949446605,0.3128634139543028,0.39095319821560065,2.0687844323406352,1.383832996295484,0.29406410938954075,12.0,1.0163933090936617,1.7373521863835264,0.16716211715990825,4
Qwen/Qwen2.5-7B-Instruct,3345,11,0.5103139013452915,0.3864924170795,0.4793603713156692,2.5644897767867523,1.9457021857409946,0.2256954673434082,11.0,1.3908608402807288,1.5310983225623707,0.1607870671362173,4
Qwen/Qwen2.5-Coder-7B,3352,10,0.34695704057279236,0.2525020555976485,0.3259458964280693,1.7398650642134919,1.1783057348184973,0.19557804425753575,8.0,-0.007245254729396004,-0.15081517126449895,0.29914851273758747,10
Qwen/Qwen2.5-Math-7B,3369,15,0.36628079548827547,0.3494909736206978,0.37266119033937833,2.233907346624393,2.045765566049646,0.11830635059028545,6.0,-1.5840576987585298,-1.2287361944767112,0.2901329112272632,15
Qwen/Qwen3-0.6B,3399,26,0.21241541629891145,0.2673458643761545,0.22155010785388482,1.086710309257158,1.4022095801530723,0.08766675258554703,6.0,-1.7267348763151928,-0.9184410773645647,0.2794703914322525,26
Qwen/Qwen3-1.7B,3394,12,0.4643488509133765,0.4045908969855685,0.4500289137576493,2.73059895454111,2.37512567935717,0.13395738442226882,6.0,-1.966540908589912,-0.8707071543398052,0.29096450526204437,12
Qwen/Qwen3-4B,3399,20,0.5998823183289202,0.5302834869958842,0.6207125092154845,3.7279704518955605,3.1174898253303907,0.09601949902889247,5.0,-1.9646076754812538,-0.9687855588928947,0.29981607338897664,20
TinyLlama/TinyLlama-1.1B-Chat-v1.0,3380,18,0.04053254437869822,0.06435729817979022,0.044273231410875566,-2.37814695208401,-1.4628007700031604,0.29615309065170436,18.0,-1.1447657482675897,-1.129693072462746,0.2940365914858701,15
allenai/OLMo-2-0425-1B,3383,24,0.10434525569021579,0.11924173874665138,0.09918672266310037,-0.7650316483044961,-0.38817203338875583,0.2970556742140078,24.0,-0.2889882480862075,-0.15842824794773228,0.23004746371371532,9
allenai/OLMo-2-1124-7B,3357,60,0.24754244861483468,0.21701769911017318,0.2331513134830284,1.0613235107491492,0.9452837520735153,0.08570416575521017,6.0,-0.41207515056020694,-0.6787901450123959,0.2907707427705655,60
bigscience/bloom-1b1,3395,68,0.03799705449189985,0.05128188267617668,0.042857099071464844,-4.300244256737942,-2.945767348837318,0.2977154542799928,68.0,0.3046912775409136,0.2191002021366036,0.15570498896674964,8
bigscience/bloom-1b7,3393,59,0.02888299440023578,0.050728189560564886,0.03598317881276744,-4.837123620047868,-2.945443777960224,0.29547609912046513,59.0,-0.10428686718263981,0.18760809978091286,0.16693167259046565,8
bigscience/bloom-3b,3396,66,0.03356890459363958,0.050976376968084366,0.04046575091194922,-3.790819100802745,-2.9447953765726154,0.29665150918335004,66.0,-0.1664394377017721,0.13767436117316237,0.16170526006314379,10
bigscience/bloom-560m,3384,57,0.02925531914893617,0.051622493925995806,0.03698316229167982,-5.507112664061824,-2.9486032825802186,0.2978755032129883,57.0,0.2534346678917704,0.3847452408977077,0.17040950909692665,8
bigscience/bloom-7b1,3368,50,0.04423990498812352,0.06330118329389611,0.047869808939105356,-2.8147694847598617,-1.9295417863171862,0.29530157039400257,50.0,-0.1886975495939913,-0.09895208556371782,0.1690446744770334,8
bigscience/bloomz-1b7,3421,100,0.05320081847413037,0.0692132687199317,0.057583666235603646,-5.464713919879138,-3.18273980974484,0.30234660822078135,,1.576218995950588,1.621587651240352,0.14180225100177848,9
bigscience/bloomz-3b,3416,100,0.05122950819672131,0.0680422141685977,0.05581544538408157,-5.109224636850582,-3.034616125886142,0.3021855653001059,,1.4024336266566249,1.453751831962014,0.1398390226459052,9
bigscience/bloomz-7b1,3411,100,0.06479038405159777,0.07234830990655276,0.06682968617377509,-5.2027037825638045,-3.5846267346115037,0.3217820332775202,,2.4513435592132677,2.21035061257526,0.14158080481449803,9
deepseek-ai/deepseek-coder-6.7b-base,3395,33,0.09396170839469808,0.09656672033127343,0.09398743061930534,-0.8945393513169496,-0.8869611852746212,0.2954577298652252,33.0,-0.2787556466012155,-0.10361808576397204,0.20467902405645866,9
deepseek-ai/deepseek-llm-7b-base,3374,34,0.056312981624184945,0.05273021879999142,0.05773846315509627,-2.25311575542688,-2.4499410457328157,0.2927211315594516,34.0,-0.06652084132898509,-0.21804743821872744,0.20632538742202886,10
deepseek-ai/deepseek-math-7b-base,3395,61,0.03858615611192931,0.06550484295195962,0.04652034698596284,-4.104413410144691,-2.3885598335691154,0.2993695290247929,61.0,0.41155395701811054,0.6289499549673737,0.15939930524749787,10
facebook/opt-1.3b,3405,94,0.08135095447870778,0.06289182315916701,0.07519565285750213,-2.088168739376965,-2.95001966970862,0.29851226622988775,94.0,0.9192011112474563,0.9738435146763837,0.14204588682684968,10
facebook/opt-2.7b,3400,73,0.0811764705882353,0.07541091209407944,0.0766097987628442,-2.066398376718045,-2.1900025764797295,0.29602908476889817,73.0,0.97437327283022,1.064363408629329,0.14649020862143233,9
facebook/opt-6.7b,3399,58,0.07119741100323625,0.07798397750448711,0.06993753665112823,-2.277243596628273,-1.9055766887342067,0.2995372668376874,58.0,0.7417137038742112,0.7891774363074077,0.15841406759770402,8
google/gemma-2-2b,3385,32,0.0915805022156573,0.09122427707198953,0.09360817138377807,-0.9739037331345772,-1.0140449089983627,0.2960925328468569,32.0,-0.09949496271483864,-0.1649971137168692,0.21570761538856487,10
h2oai/h2o-danube2-1.8b-base,3389,23,0.06963706107996459,0.11150117840072764,0.07511996419888863,-1.3312447767934155,-0.4835622471717112,0.2997204138430606,23.0,-0.5062831566300635,-0.37044314609356,0.25202472239571394,13
h2oai/h2o-danube3-4b-base,3383,19,0.14750221696718888,0.13583446985175351,0.14275500701718616,0.10995171678708929,-0.03989006370775272,0.24070940845218938,11.0,-0.859966450664048,-0.5762254993659017,0.28870016047965086,19
ibm-granite/granite-3.0-2b-base,3340,10,0.20688622754491018,0.20435896698652406,0.2106713660751827,0.7592391234637894,0.5819715156307843,0.2844564338964418,10.0,0.12638697974506824,0.7355219232774601,0.22795048550043326,5
ibm-granite/granite-3.1-2b-base,3348,13,0.20280764635603346,0.20834502000921754,0.2044671633452453,0.7381825961618933,0.6482667417470999,0.28165279729082476,13.0,-0.1271864426907592,0.6248478772820085,0.1980689080672491,5
ibm-granite/granite-3.1-2b-instruct,3353,25,0.2851178049507903,0.24209480523324353,0.2696516682494748,1.3025803471465387,1.1679128360756432,0.09892365570426152,6.0,-0.03408779638361903,-0.8278245115432602,0.28002473342362594,25
lmsys/vicuna-7b-v1.5,3350,9,0.1528358208955224,0.148457948286617,0.1476823525606859,-0.04354198419874129,0.03338878990374814,0.2934371327243047,8.0,0.22392194262527912,-0.06510068762689274,0.29500499853831813,9
meta-llama/Llama-3.2-1B,3352,31,0.04892601431980907,0.05724644944186429,0.05188444579533284,-2.756500238416969,-2.1822260260628576,0.2926063694620835,31.0,0.010191479558521385,-0.27140932192288336,0.2184807293064942,11
meta-llama/Llama-3.2-1B-Instruct,3348,17,0.10424133811230585,0.08963910691068204,0.10712406017570926,-0.37665586975168647,-0.8095182029848752,0.29111761003470205,17.0,-1.3610213484050988,-1.022707620519412,0.28971447087222474,15
meta-llama/Llama-3.2-3B,3397,14,0.11863408890197233,0.1562629442360448,0.1208653859718437,-0.35990640773418264,0.20621842538659912,0.29334879165281935,14.0,-0.2280577109344837,-0.31059470484080526,0.2608441639047645,8
meta-llama/Llama-3.2-3B-Instruct,3330,7,0.2798798798798799,0.2859756860017224,0.27308056213656773,1.1060971597426363,1.2721734431979068,0.2367558687116106,7.0,1.4883455330387299,1.130802636455757,0.19932228997788318,4
microsoft/Phi-3-mini-4k-instruct,3378,14,0.1705150976909414,0.13764070824017213,0.18050640926756678,0.36734196629557636,-0.13648528644381377,0.28883208857213083,14.0,0.40875449345837284,-0.015351531823298972,0.2667245474835901,10
microsoft/Phi-3.5-mini-instruct,3373,11,0.27364364067595615,0.19817754382386343,0.2625652214246022,1.3621967409982925,0.6843018292760051,0.19532205599345875,6.0,-0.9787634833420024,-0.2729287558807996,0.2994402241799847,11
microsoft/phi-1_5,3404,23,0.05434782608695652,0.0525609088050078,0.05800249471198528,-2.2448546713881177,-2.2668524704636956,0.29386525534550384,23.0,-0.05881179246892588,-0.5057055618968653,0.25392550382075946,11
microsoft/phi-2,3373,18,0.15920545508449452,0.1359287643553629,0.1577610493031035,0.10549511273668113,-0.06482646612698921,0.25971407112758793,13.0,0.3116357485198623,-0.3909984447608986,0.2915497139939685,18
mistralai/Mistral-7B-Instruct-v0.3,3358,21,0.25431804645622397,0.24649865453550399,0.2517802576430737,1.057932451385916,1.08532841079989,0.11520246304283181,5.0,0.5967150953768923,0.12797384911021928,0.29468677577067737,21
mistralai/Mistral-7B-v0.1,3290,12,0.19817629179331306,0.1622459413127521,0.18614897813099238,0.5101427873291635,0.25822014906715995,0.23026464138881234,8.0,0.06450573645855509,-0.1611186845904409,0.2838026737905702,12
mistralai/Mistral-7B-v0.3,3272,10,0.210880195599022,0.2534964203351688,0.2124541836405922,0.7741419518277319,1.2103142613462685,0.18308780198333907,8.0,0.256620618663273,-0.16493864336778216,0.29714462989433116,10
nvidia/Nemotron-Mini-4B-Instruct,3368,10,0.1416270783847981,0.13111201865267236,0.1373943338944035,-0.05829037181166001,-0.10923126233791432,0.29788164203098966,10.0,-0.34353256475312904,-0.5915863345010418,0.2798906447078485,9
openai-community/gpt2,3411,90,0.045441219583699795,0.06518597990872721,0.05242648570157555,-5.229519656564332,-3.0014482329471694,0.29692532689016504,90.0,1.1955019535447309,1.241833037580423,0.14146153694547764,8
openai-community/gpt2-large,3413,88,0.05742748315265163,0.06372753127927691,0.05778718125688079,-3.6564220325165158,-3.0432183427101656,0.298254885398893,88.0,1.0463558066827239,1.107700751039857,0.1401405067048536,9
openai-community/gpt2-medium,3409,84,0.04136110296274567,0.06379341450713732,0.04989270554872187,-5.549315785321056,-2.987193827678891,0.2999561479798385,84.0,1.0608118329640064,1.1275317427703706,0.14783124153706004,9
openai-community/gpt2-xl,3407,59,0.057822130906956266,0.06993542520332735,0.059689999648880596,-3.435172664086835,-2.54672321618429,0.29679150712560465,59.0,1.0949933192370573,1.1395883331478442,0.1578165174334825,9
openbmb/MiniCPM-2B-sft-bf16,3398,50,0.05532666274278988,0.08421184910749549,0.0611700372772771,-2.3668513354129943,-1.4362617831523479,0.2981233761811431,50.0,0.30820309997850176,0.44850843186750516,0.17028980733536825,8
stabilityai/stablelm-2-1_6b,3389,61,0.06403068751844201,0.05575872642112201,0.06282725497332987,-2.1026287414706326,-2.67102862776767,0.2990996149501339,61.0,0.08720972998618286,0.25573521869199584,0.16410519507102028,9
stabilityai/stablelm-2-zephyr-1_6b,3391,23,0.07136537894426423,0.07592143939904714,0.07342728363686532,-1.199294874694082,-1.113165814174162,0.26928267601377215,18.0,-1.0967711682190135,-1.1556428435337216,0.29627455277589276,23
stabilityai/stablelm-3b-4e1t,3383,40,0.06000591191250369,0.06436254022142544,0.05976956828118029,-2.0668519363644204,-1.9697339778313283,0.29594396510069265,40.0,-0.24961261562561535,-0.03669131058322343,0.18968193196936767,8
stabilityai/stablelm-zephyr-3b,3365,21,0.08558692421991085,0.08272520189678784,0.08716193106565995,-0.7890236158227217,-1.0069486072528466,0.2967216687531051,21.0,-1.3111366859988047,-0.83629746068042,0.27356278257273803,14
tiiuae/Falcon3-1B-Base,3383,16,0.1463198344664499,0.15418526685571263,0.14485480945140916,0.17692209136844678,0.30868833711115967,0.22903264776229995,9.0,-1.0068456162453672,-1.0548497259664864,0.2969651018845357,16
tiiuae/Falcon3-3B-Base,3339,25,0.304282719377059,0.23555466534814645,0.28369273084497126,1.5401156138184122,1.1549987676522555,0.10326743491604114,6.0,-1.012058472426215,-1.141117445140614,0.2972204933867658,25
tiiuae/Falcon3-7B-Base,3346,7,0.40017931858936046,0.3563801894756786,0.3944286154943016,2.237484997869457,1.91664310495151,0.21928544136368797,7.0,-0.18790281401244716,0.25250672653593104,0.24364029255952419,5
togethercomputer/RedPajama-INCITE-7B-Base,3393,50,0.03801945181255526,0.05598328845155088,0.043567108192539124,-3.7576666298877157,-2.583145629314194,0.29852393988223835,50.0,0.1694654628615233,0.27619126078257616,0.17136877320225333,9
togethercomputer/RedPajama-INCITE-Base-3B-v1,3414,67,0.04979496192149971,0.06883175149811462,0.05436180358207824,-3.6643958172313646,-2.4719572376024024,0.2974181447527961,67.0,0.7741109908708503,0.9369157346775124,0.15194390542374536,8
