outer_fold,model,family,criterion_id,label,probability
0,01-ai/Yi-1.5-6B,yi,ifb_0000_c01,0,0.3088385004399549
0,01-ai/Yi-1.5-6B,yi,ifb_0000_c02,0,0.16945772649217652
0,01-ai/Yi-1.5-6B,yi,ifb_0000_c03,0,0.06320989931065749
0,01-ai/Yi-1.5-6B,yi,ifb_0002_c01,0,0.26702676780113516
0,01-ai/Yi-1.5-6B,yi,ifb_0002_c02,0,0.04656588999349667
0,01-ai/Yi-1.5-6B,yi,ifb_0002_c03,0,0.16327789207310975
0,01-ai/Yi-1.5-6B,yi,ifb_0011_c01,0,0.4467795780996921
0,01-ai/Yi-1.5-6B,yi,ifb_0011_c02,0,0.5762807058025677
0,01-ai/Yi-1.5-6B,yi,ifb_0030_c01,1,0.3262546422773869
0,01-ai/Yi-1.5-6B,yi,ifb_0030_c02,0,0.018567366424300437
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c01,0,0.48240170357954654
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c02,1,0.21110786227703496
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c03,0,0.046047251578598056
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c04,1,0.696398150278587
0,01-ai/Yi-1.5-6B,yi,ifb_0038_c05,1,0.08694709434680699
0,01-ai/Yi-1.5-6B,yi,ifb_0044_c01,0,0.01713732379384916
0,01-ai/Yi-1.5-6B,yi,ifb_0044_c02,0,0.009598476524911036
0,01-ai/Yi-1.5-6B,yi,ifb_0044_c03,0,0.0009398197805139448
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c01,0,0.452981565599568
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c02,0,0.6386281271762974
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c03,0,0.6350442038799469
0,01-ai/Yi-1.5-6B,yi,ifb_0045_c04,0,0.42835273055159195
0,01-ai/Yi-1.5-6B,yi,ifb_0049_c01,0,0.8606873422395047
0,01-ai/Yi-1.5-6B,yi,ifb_0049_c02,0,0.6391232466145729
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c01,1,0.6781122853229874
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c02,1,0.6346845994279232
0,01-ai/Yi-1.5-6B,yi,ifb_0055_c03,1,0.582856874148121
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c01,0,0.13306112567428705
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c02,0,0.13303716397076717
0,01-ai/Yi-1.5-6B,yi,ifb_0057_c03,0,0.1637037325147105
0,01-ai/Yi-1.5-6B,yi,ifb_0072_c01,0,0.35919892500974376
0,01-ai/Yi-1.5-6B,yi,ifb_0072_c02,0,0.2224796194970113
0,01-ai/Yi-1.5-6B,yi,ifb_0074_c01,1,0.21947204167295462
0,01-ai/Yi-1.5-6B,yi,ifb_0074_c02,1,0.17498254598598634
0,01-ai/Yi-1.5-6B,yi,ifb_0076_c01,1,0.20701059372449115
0,01-ai/Yi-1.5-6B,yi,ifb_0076_c02,1,0.1635001535117968
0,01-ai/Yi-1.5-6B,yi,ifb_0086_c01,0,0.6423029269987723
0,01-ai/Yi-1.5-6B,yi,ifb_0086_c02,0,0.9693887699448976
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c01,0,0.18633872818724445
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c02,0,0.26790229332060445
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c03,0,0.048567191823064924
0,01-ai/Yi-1.5-6B,yi,ifb_0088_c04,0,0.16893215138868495
0,01-ai/Yi-1.5-6B,yi,ifb_0092_c01,0,0.7915036373382437
0,01-ai/Yi-1.5-6B,yi,ifb_0092_c02,0,0.24015122130023372
0,01-ai/Yi-1.5-6B,yi,ifb_0097_c01,1,0.37444044344790445
0,01-ai/Yi-1.5-6B,yi,ifb_0097_c02,1,0.11555584022374266
0,01-ai/Yi-1.5-6B,yi,ifb_0104_c01,0,0.3970436389457887
0,01-ai/Yi-1.5-6B,yi,ifb_0104_c02,0,0.4824017035802189
0,01-ai/Yi-1.5-6B,yi,ifb_0106_c01,1,0.3408397333732629
0,01-ai/Yi-1.5-6B,yi,ifb_0106_c02,1,0.052134673426127286
0,01-ai/Yi-1.5-6B,yi,ifb_0108_c01,1,0.4426878691669958
0,01-ai/Yi-1.5-6B,yi,ifb_0108_c02,1,0.1950851021174588
0,01-ai/Yi-1.5-6B,yi,ifb_0108_c03,0,0.009198825584137173
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c01,1,0.7661903020697372
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c02,1,0.7185088434738538
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c03,1,0.6834770999122967
0,01-ai/Yi-1.5-6B,yi,ifb_0119_c04,1,0.32951378024176037
0,01-ai/Yi-1.5-6B,yi,ifb_0121_c01,0,0.3416322351968387
0,01-ai/Yi-1.5-6B,yi,ifb_0121_c02,0,0.3416322351968387
0,01-ai/Yi-1.5-6B,yi,ifb_0121_c03,0,0.040505504199914825
0,01-ai/Yi-1.5-6B,yi,ifb_0123_c01,0,0.4467796096447592
0,01-ai/Yi-1.5-6B,yi,ifb_0123_c02,0,0.2315853397147827
0,01-ai/Yi-1.5-6B,yi,ifb_0133_c01,0,0.7997317584653519
