model,mean_scenarios,online_correctness_sd,online_correctness_mean,full_correctness,online_scaffolding_sd,online_scaffolding_mean,full_scaffolding,batch_correctness_sd,batch_correctness_mean,batch_scaffolding_sd,batch_scaffolding_mean,mwle_correctness_sd,mwle_correctness_mean,mwle_scaffolding_sd,mwle_scaffolding_mean
01-ai/Yi-6B,27.5,0.14116793521635854,-0.9733894999999999,-1.0696387014845008,0.2702574986958907,-0.404385875,0.06318889084289145,0.16035176223157216,-1.0677939068552385,0.2681153684950004,-0.38334564684371475,0.18145396023139407,-1.1223934162920255,0.3007283229740422,-0.42203936564304506
01-ai/Yi-6B-Chat,21.375,0.14821147562098558,-0.4212955,-0.18015578873280497,0.41818643249385495,-0.27016425,-0.7677187069391365,0.1384950407826429,-0.49839336995051037,0.3431857129352915,-0.30971891099427284,0.14927035059482635,-0.4957404679004552,0.44454686019518874,-0.33060629962358623
EleutherAI/pythia-1.4b,21.875,0.2632194763633276,-2.169943625,-2.4038086685271525,0.30067230941921536,1.437459375,1.2231724170589933,0.3376362035584159,-2.7668989735555964,0.3378376153314367,1.4367153658012808,0.5159812490766936,-3.3865061212071588,0.6275057818182838,1.7877177316093833
EleutherAI/pythia-160m,22.875,0.08605263210493627,-2.55821775,-5.659396172094215,0.12009812715019484,1.811114375,1.8433731736596606,0.07347326178941384,-3.4447491206046434,0.165388019667053,1.80899985632702,0.15292631005152024,-5.461168747351677,0.4740956853963277,2.2121184158957092
EleutherAI/pythia-1b,27.0,0.1331535168947388,-2.1501677499999996,-2.6275895771893203,0.29657582299251484,0.6829957499999999,1.1207608538989127,0.22454069325449832,-2.671013860437536,0.28767939462592196,0.668672625537024,0.37920505799488,-3.1808360477402164,0.31111112300089694,0.7434077873968236
EleutherAI/pythia-2.8b,24.75,0.1539603231525394,-2.280946375,-2.6274792766233395,0.1313031647852,1.114333125,0.9893004930231977,0.19322709223688986,-2.723577735005632,0.1038112728863594,1.0706060697990236,0.37089625995193976,-3.2186448774102905,0.10156861217733669,1.1925040646334704
EleutherAI/pythia-410m,24.75,0.24753598223882026,-2.47974025,-3.7524357532417265,0.14771148749991483,1.24778425,1.4649156066764775,0.2193898422553063,-3.2671725000136567,0.16942382293463776,1.2546967782437566,0.5658506428974696,-4.679092655370998,0.17699179493397968,1.3816586109427136
EleutherAI/pythia-6.9b,25.625,0.13087015110119649,-1.9975885000000002,-2.386349764963674,0.09725738588975838,0.663209875,0.7278865720939125,0.16793947954506658,-2.367791054456579,0.08934149747655801,0.6230706274181742,0.22895934483382716,-2.70447496214228,0.09276425807095134,0.6999024403231766
EleutherAI/pythia-70m,30.625,0.19287001473916154,-2.688320375,-5.734366704576898,0.07223334866846041,0.767114125,0.994349944506536,0.14851851386756937,-3.5220648212122265,0.06524240794614998,0.762998665723469,0.4109811238387484,-5.7235637028531645,0.07545063909174037,0.8368796114594382
HuggingFaceH4/zephyr-7b-beta,12.375,0.24370578006991214,1.368740375,1.199709304031712,0.2383071428986131,0.167115,0.5050663931136576,0.2190972157348297,1.2416165659033247,0.11530115183988077,0.12643962927351304,0.23300791487542383,1.3975045585210473,0.16881544985401017,0.2867117091385623
HuggingFaceTB/SmolLM2-1.7B,26.5,0.0953644164796283,-0.500644,-0.6282472230203056,0.051190506269320826,-0.102498125,-0.18599333839166432,0.10728575125641514,-0.5774717125561948,0.0552498303866843,-0.10046906463361713,0.12387259973711694,-0.5652696303992918,0.057222659405196045,-0.10161763321733558
HuggingFaceTB/SmolLM2-1.7B-Instruct,19.5,0.23854141449596206,0.843871625,0.39248219084457325,0.09155059137711781,-0.4850455,-0.8495621299378824,0.22978163403110793,0.6847334625870167,0.14836562339958145,-0.5918625611090749,0.23195371608221904,0.8083298449311873,0.16943069718703913,-0.6436497391782642
HuggingFaceTB/SmolLM2-135M,29.875,0.07607308025829088,-2.5471323750000003,-3.958227458186113,0.13419280667330635,0.537034125,0.5379039724534975,0.056598055246286805,-3.337165826129774,0.13904621957648453,0.5440426136804711,0.24396835345127502,-4.844882670898684,0.14894501896129364,0.597726672672109
HuggingFaceTB/SmolLM2-360M,26.625,0.08676653044008029,-2.246223875,-3.362707980440671,0.15053982251752984,0.8629748749999999,0.7203778073094682,0.11173040628203747,-2.7534192216094686,0.1611149930572111,0.8660009624653351,0.20442775381073897,-3.2759074423847983,0.16982490756323423,0.9724296725825817
HuggingFaceTB/SmolLM2-360M-Instruct,31.75,0.07003198535267652,-1.43213375,-1.4496194584712656,0.05236422543812116,-0.525530375,-0.7966226903112156,0.0929275663045499,-1.5602191177611204,0.05381306498224059,-0.5546686023103219,0.11133936215129125,-1.6888572738222483,0.06120467719066105,-0.5846864689336025
LLM360/Amber,26.0,0.12182872782767358,-2.4734988749999998,-4.860939244240282,0.09111603309028206,0.868306875,0.8497937825438906,0.09534207550480202,-3.119868444757431,0.09431113191588456,0.8515415359426202,0.15894962893866912,-3.9471331963967167,0.09267198445259577,0.9500298306675691
Qwen/Qwen2-0.5B,29.375,0.1511622640724199,-1.8022719999999999,-2.6072248163535336,0.2197290934184638,-0.33401349999999996,-0.45050657396868077,0.1701957651328621,-2.116783419668275,0.1596356563288103,-0.3093893953832132,0.2171530051015227,-2.389997257541355,0.19497731702571522,-0.3338378218743195
Qwen/Qwen2-1.5B,22.875,0.13485673838373818,-0.5483305,-0.5908733126681415,0.16344850805447683,-1.254371625,-1.2190934866457441,0.14165086167397853,-0.5929878121747518,0.13654870354957874,-1.2586612090198686,0.1545969356987592,-0.5966353184471958,0.10378441709371657,-1.4003810210372825
Qwen/Qwen2-7B,13.875,0.15891085683130457,1.3104141249999999,1.5989761531133395,0.2195527350264837,0.061140875,0.07014857049984463,0.16907549543209044,1.2242305859437903,0.09217084404700196,-0.037168674749292016,0.16402848779094786,1.346410819623183,0.26075566498383324,0.08687424232268576
