policy_id,policy_role,model,model_family,n_repetitions,expected_repetitions,repeat_rows_treated_as_independent,mean_theta_reference,mean_theta_cat_mwle,mean_theta_baseline_mwle,mean_cat_scenarios_administered,mean_baseline_scenarios_administered,mean_cat_eval_log_loss_sum,mean_cat_eval_brier_sum,mean_cat_eval_correct_count,mean_cat_eval_n_cells,mean_cat_eval_observed_pass_rate,mean_cat_eval_predicted_pass_rate,mean_baseline_eval_log_loss_sum,mean_baseline_eval_brier_sum,mean_baseline_eval_correct_count,mean_baseline_eval_n_cells,mean_baseline_eval_observed_pass_rate,mean_baseline_eval_predicted_pass_rate,rate_cat_replay_success,rate_baseline_replay_success,rate_cat_mwle_converged,rate_baseline_mwle_converged,rate_cat_precision_reached,rate_baseline_precision_reached
primary_floor15_se0p20_trace,primary,01-ai/Yi-1.5-6B,yi,5,5,False,-0.9186728971724787,-1.889785116668819,-1.3379141966952834,24.4,40.8,434.4064170076799,123.73324716883039,255.2,410.0,0.3975619216260337,0.13487613020002287,380.27153439458016,114.6813808246541,262.4,410.0,0.3975619216260337,0.1930392674512074,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,01-ai/Yi-1.5-6B-Chat,yi,5,5,False,2.570636453965295,3.5268152121452303,2.279664428562856,28.8,40.6,152.62751770515322,48.56771950499266,339.0,410.0,0.8024409338341416,0.8602877958530805,154.175412352781,48.89328588201833,341.2,410.0,0.8024409338341416,0.7370235401926399,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,01-ai/Yi-6B,yi,5,5,False,-1.6684224111879673,-1.5583834010236168,-1.395115976370304,25.0,40.0,180.14092564419533,55.8792943606609,335.6,410.0,0.19756144571600445,0.16776528848303512,181.55712479303475,56.697265959811126,333.4,410.0,0.19756144571600445,0.18846161767375041,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,01-ai/Yi-6B-200K,yi,5,5,False,-2.7759393840832596,-3.2618581471034154,-2.376775347531802,39.0,50.0,101.48899852868816,27.779275094945852,375.8,410.0,0.08780508698489087,0.04852043783031857,98.40517377765863,27.48517482721391,377.2,410.0,0.08780508698489087,0.0955342305720942,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,01-ai/Yi-6B-Chat,yi,5,5,False,2.0238335149796716,1.7133263800677412,2.342106225396477,19.0,43.0,190.43110549471098,63.15852678883849,317.4,410.0,0.6975626354910774,0.666040271643392,193.46321560938682,64.16390318243171,317.8,410.0,0.6975626354910774,0.7462073352001587,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,smol_llama,5,5,False,-5.242647005800174,-5.862962360091548,-4.7301393990129075,50.0,50.0,31.856289374282444,6.059206105385909,405.0,411.0,0.014598574715107226,0.006841525172247055,30.310847637250827,6.640633033608817,405.0,411.0,0.014598574715107226,0.01749906590547414,1.0,1.0,1.0,1.0,0.2,0.0
primary_floor15_se0p20_trace,primary,BEE-spoke-data/smol_llama-220M-openhermes,smol_llama,5,5,False,-3.2102725838300885,-3.967803933347091,-2.9848784075503643,38.0,50.0,45.09751643979389,10.879830353284266,398.8,411.0,0.024330957858512043,0.032122825836564464,54.09104464394394,13.93796721891214,394.2,411.0,0.024330957858512043,0.06700849468422773,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,BSC-LT/salamandra-2b,salamandra,5,5,False,-2.259444991571338,-1.665736909649733,-2.604582273018651,25.0,50.0,119.19630627578915,34.80228661387848,364.0,410.2,0.09263804619200153,0.16218900196385094,109.83393187684317,30.355639605392742,374.6,410.2,0.09263804619200153,0.08484104545009068,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,BSC-LT/salamandra-2b-instruct,salamandra,5,5,False,0.5661025688478047,0.8166500692414541,0.47911297486950577,17.2,32.6,218.02881353593284,73.87205523444553,298.4,410.2,0.4607523876391656,0.5362961435942266,205.85190268309324,69.10225911354085,309.8,410.2,0.4607523876391656,0.4815564365628984,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,BSC-LT/salamandra-7b,salamandra,5,5,False,-0.8983482431759263,-1.0118257231604846,-0.7366043644601712,20.8,31.8,188.72602805048928,60.150053130807024,325.2,410.2,0.24622217540505673,0.24132103207378566,190.37744879026278,61.207032393168234,325.0,410.2,0.24622217540505673,0.28105863845163326,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,BSC-LT/salamandra-7b-instruct,salamandra,5,5,False,1.1980525377460396,1.3968516337224788,1.4317213193110085,19.4,38.8,227.21113492680865,75.60608420953446,296.6,410.2,0.616774360173063,0.6288718751611632,230.19959678285858,76.36181692381882,297.6,410.2,0.616774360173063,0.6324527125352146,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,HuggingFaceTB/SmolLM2-360M,smollm,5,5,False,-3.7362486651780884,-3.7772862764061808,-4.146000610786212,40.8,50.0,66.71394587253954,19.04106727840844,385.8,410.6,0.060886594267402526,0.032435436792580784,73.02000018121414,20.113796082204697,385.6,410.6,0.060886594267402526,0.02745611582017616,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,exaone,5,5,False,3.749585016057626,3.745547697491704,3.6045481814087084,30.0,50.0,110.96358677531884,34.834148116592196,362.6,411.4,0.8410318191481823,0.8823703274508917,108.91525152406894,34.058406308184146,363.8,411.4,0.8410318191481823,0.8724441291626099,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,OpenBMB/MiniCPM4-0.5B,minicpm,5,5,False,0.8769739693043135,1.181828280664715,1.001055768789557,20.0,38.2,198.87754483890416,64.24333198623212,317.4,410.0,0.5609769446256918,0.6074614959901832,196.64428007477804,63.53085617203635,320.4,410.0,0.5609769446256918,0.5791241128142104,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,Qwen/Qwen1.5-1.8B,qwen,5,5,False,-1.920407693680059,-3.278517068080766,-2.03440337226363,35.8,50.0,140.15674019323595,37.078712024312594,366.4,409.4,0.09770409684536943,0.051679857908446515,130.98046328662014,39.17629143155861,359.8,409.4,0.09770409684536943,0.12398720058512,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,Qwen/Qwen1.5-1.8B-Chat,qwen,5,5,False,1.2855197261707512,1.8689116477157353,1.6097305961506134,19.2,29.6,182.1917052021607,59.616691136669395,322.2,411.4,0.6222663170576146,0.6960772505591761,176.90524241309078,57.504762639103774,322.0,411.4,0.6222663170576146,0.6598636925695193,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,Qwen/Qwen2-0.5B,qwen,5,5,False,-0.899904309574827,-1.4391327379625216,-1.0357411764853903,24.6,44.8,188.94773704824607,61.72978936061552,324.0,411.4,0.24550350790163705,0.18291854393247445,182.74782082817336,59.788358929863115,325.8,411.4,0.24550350790163705,0.23260304005588472,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,Qwen/Qwen2.5-0.5B-Instruct,qwen,5,5,False,0.9925394108264161,1.339894472806184,1.1675481191003405,17.4,35.6,211.26178369283699,69.94826797672665,309.2,411.4,0.529898660619375,0.6195694108105749,206.2444304064999,68.10814102328342,311.0,411.4,0.529898660619375,0.5925617596013723,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,ai-forever/mGPT,mgpt,5,5,False,-5.2665439524899345,-5.995490010533996,-5.030726183722755,49.0,50.0,4.490061379360621,0.8811943642356963,409.4,410.4,0.0024366506438787015,0.005627166676507136,7.113486148347269,1.0825144460436678,409.4,410.4,0.0024366506438787015,0.013254105429942237,1.0,1.0,1.0,1.0,0.2,0.0
primary_floor15_se0p20_trace,primary,allenai/OLMo-1B-hf,olmo,5,5,False,-4.815510767854862,-5.4107211820275065,-5.009726755211438,50.0,50.0,26.21273331644154,5.472990637176123,405.2,411.2,0.01459145347601162,0.008634977873822471,25.651358969772208,5.401138058573784,405.2,411.2,0.01459145347601162,0.01224316437297214,1.0,1.0,1.0,1.0,0.0,0.0
primary_floor15_se0p20_trace,primary,allenai/OLMo-2-0425-1B,olmo,5,5,False,-2.2988741072219634,-3.013799502551008,-2.4172736774589776,30.6,50.0,125.32509327365521,33.58862548687089,373.6,411.2,0.09727635650674414,0.0630878921583582,119.7712843761511,34.04822128185587,370.6,411.2,0.09727635650674414,0.09720151545417251,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,allenai/OLMo-2-0425-1B-DPO,olmo,5,5,False,1.9075893642829662,2.1934672755340636,1.7821617497577198,23.4,47.6,179.60318211680686,59.41869510000514,325.8,411.2,0.6590473153331915,0.7436686245946176,170.73417879705644,55.69667774928947,328.8,411.2,0.6590473153331915,0.6915416761801984,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,allenai/OLMo-2-0425-1B-Instruct,olmo,5,5,False,1.901783589959394,2.037781761449156,1.8426835327827829,21.6,40.2,174.92789584672406,57.09270967421266,329.2,411.2,0.6760706777218718,0.7250861308304917,172.68089729976222,56.218296617019725,330.0,411.2,0.6760706777218718,0.6996542371789627,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,arcee-ai/raspberry-3B,raspberry,5,5,False,2.312936334542628,2.506949103264276,2.2610142460763414,22.8,42.6,155.1889269693469,49.47897911616104,341.6,409.8,0.7808694615063511,0.7718271333384201,157.9197903390962,50.50308782355953,337.4,409.8,0.7808694615063511,0.7444008035505738,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,google/gemma-2-2b,gemma,5,5,False,-1.519101565414614,-1.4582308282518406,-1.4450558303308925,25.6,50.0,128.13279801534733,38.20885182684504,361.4,410.6,0.14856329001246218,0.17863730311670128,126.3626433279663,37.56991126579439,361.8,410.6,0.14856329001246218,0.17803127587941003,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,google/gemma-2b,gemma,5,5,False,-2.3969812699173594,-1.9583562154406888,-2.971346902910007,28.0,50.0,124.630150162777,33.725085199656746,371.0,410.6,0.11203133345202065,0.1271372491029115,133.45107524062922,34.36640095873248,370.0,410.6,0.11203133345202065,0.060753317865393376,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,h2oai/h2o-danube-1.8b-chat,danube,5,5,False,1.1968695542918502,1.4968441723632364,1.1653606072071105,18.8,39.4,205.71353931906032,68.23624241841674,305.4,410.2,0.541199928787609,0.6485291914143796,196.76137527490172,64.71518498359684,312.0,410.2,0.541199928787609,0.5978895704804645,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,h2oai/h2o-danube2-1.8b-base,danube,5,5,False,-0.6418174405629428,-0.8057527609479745,-1.047706543606552,21.2,39.4,201.14354571174283,66.19009554315869,313.4,409.2,0.28348023137933087,0.2709225744899347,207.89743611702715,68.05948714380038,309.6,409.2,0.28348023137933087,0.23890651142324426,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,h2oai/h2o-danube2-1.8b-chat,danube,5,5,False,1.4900303813315743,1.8408612827007986,1.6544860994593353,19.2,38.4,176.6153506605533,56.490921503787675,326.0,410.2,0.6621161948845766,0.6955000528107436,174.93094966142024,55.720143030756866,327.8,410.2,0.6621161948845766,0.6705911469888916,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,ibm-granite/granite-3.0-2b-base,granite,5,5,False,0.8088889687870534,1.114102232830885,1.2049735278214677,17.4,32.8,239.07313475834718,81.00769780805831,286.6,409.6,0.5297859144850617,0.5895587429526266,236.03391550125608,80.13507701070903,291.2,409.6,0.5297859144850617,0.6062883115172413,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,ibm-granite/granite-3.1-2b-base,granite,5,5,False,0.7799768115831862,-0.40293309880289635,1.1019386187297129,18.8,39.0,288.4846546901554,97.95833446591523,259.0,410.6,0.5260601744703579,0.3365245042832587,254.2547423590583,86.827669475545,278.2,410.6,0.5260601744703579,0.5900303048197111,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,ibm-granite/granite-3.1-2b-instruct,granite,5,5,False,3.383382676806337,3.662477480785406,3.0978298939387465,28.2,50.0,100.77846870675475,30.232895946088973,371.8,410.6,0.8855332027772833,0.8744477671981684,107.87807792573685,32.913102818854966,363.6,410.6,0.8855332027772833,0.8309014137709422,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,ibm-granite/granite-7b-instruct,granite,5,5,False,1.7447740603157254,1.8605214543914497,1.9789839985455615,20.4,46.0,196.4883315797914,63.18462347710886,319.8,410.6,0.6453978992344668,0.6984600967444682,198.58373555193097,63.91228316395062,319.8,410.6,0.6453978992344668,0.7139373672419269,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,ibm/PowerLM-3b,powerlm,5,5,False,0.8935995126223386,0.5915091236073524,0.6382625733046289,18.8,34.8,244.73186115811194,81.96692221811375,280.2,410.2,0.6387149500606423,0.5020725878879277,232.63095973907753,77.5273622825966,284.4,410.2,0.6387149500606423,0.511262716226289,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,meta-llama/Llama-3.2-1B,llama_3_2,5,5,False,-2.566036967529382,-3.2783644877053626,-2.406044200308797,36.6,50.0,134.91778408060082,33.632695683976024,369.6,410.8,0.10954271965652121,0.05016206501093127,121.23642207158305,31.145339671148996,373.0,410.8,0.10954271965652121,0.09677585635492007,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,meta-llama/Llama-3.2-1B-Instruct,llama_3_2,5,5,False,2.008048919839326,2.3871480221947827,1.9353805195782143,22.6,43.0,192.6446619630926,60.00576044774921,329.2,410.8,0.7010734058017357,0.7612131390179139,186.74730663128668,58.96381946258545,329.6,410.8,0.7010734058017357,0.7063176895020302,1.0,1.0,1.0,1.0,1.0,1.0
primary_floor15_se0p20_trace,primary,meta-llama/Llama-3.2-3B-Instruct,llama_3_2,5,5,False,3.6264363979149437,3.7466884285813764,3.675107379529451,28.2,50.0,96.4215088193453,29.56101035188778,369.4,410.8,0.871473191934102,0.8836406906715638,96.19752255408864,29.408138976422826,369.6,410.8,0.871473191934102,0.8787521638967956,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,microsoft/phi-1_5,phi,5,5,False,-1.6654487160999931,-1.1783509961897196,-1.518660332890156,25.0,48.4,143.07527328444425,43.67230469817744,353.2,411.0,0.17761641295812008,0.21616557509045026,140.21624158371614,42.84541652760968,352.6,411.0,0.17761641295812008,0.17504763295823927,1.0,1.0,1.0,1.0,1.0,0.4
primary_floor15_se0p20_trace,primary,nvidia/AceInstruct-1.5B,ace,5,5,False,2.7798068009009818,2.9958936664244136,2.8770387063200062,25.6,50.0,139.63218431158936,43.26014047996439,350.4,411.0,0.8004885135450461,0.8197775558395648,137.22084381821713,42.56499442491909,351.6,411.0,0.8004885135450461,0.809887981690585,1.0,1.0,1.0,1.0,1.0,0.0
primary_floor15_se0p20_trace,primary,openbmb/MiniCPM-1B-sft-bf16,minicpm,5,5,False,-1.2969164302252305,-0.7059383920692686,-1.248306723740722,19.0,42.2,182.52126831807018,60.36363683728392,325.6,411.0,0.15571813029447706,0.2949920712442868,157.5966585529211,50.41984856032429,340.6,411.0,0.15571813029447706,0.21741942746471227,1.0,1.0,1.0,1.0,1.0,1.0
