bank,se_target,skill,theta_mae_mwle,passrate_mae,recovery_r,recovery_r_lo,recovery_r_hi,mean_criteria,mean_scenarios
2_skills,0.2,correctness,0.365467348078099,0.015558690925835587,0.9825080884061266,0.9758811605860013,0.9883414783798862,226.26956521739132,45.208695652173915
2_skills,0.2,scaffolding,0.22589408995180058,0.07511555736792017,0.9704091481807438,0.9522260837579116,0.9822731026868342,226.26956521739132,45.208695652173915
2_skills,0.25,correctness,0.3862062936378713,0.017878657468097314,0.9816728073144286,0.9745455120516529,0.9876045009226034,178.94782608695652,36.47826086956522
2_skills,0.25,scaffolding,0.2540750190707961,0.07536599926833781,0.9621972467170098,0.9419578992912468,0.9760783487809006,178.94782608695652,36.47826086956522
2_skills,0.3,correctness,0.37432961329375725,0.019279812100737356,0.9818661577000076,0.9752072706420173,0.9869754095645027,104.98260869565217,21.860869565217392
2_skills,0.3,scaffolding,0.30723168877076396,0.07709021510527318,0.9456991528725655,0.9203514278904148,0.9644723388840178,104.98260869565217,21.860869565217392
2_skills,0.35,correctness,0.528482819519331,0.020019665289373538,0.9574726450391976,0.9431277435857685,0.9693673656651256,73.3391304347826,15.608695652173912
2_skills,0.35,scaffolding,0.3889734205219638,0.07857032185534525,0.9213710468691946,0.8883770133237454,0.945439106668124,73.3391304347826,15.608695652173912
3_skills,0.2,correctness,0.3669057484448529,0.015585662888641952,0.9731871671631606,0.9598685230944696,0.9853601284297453,301.5217391304348,49.82608695652174
3_skills,0.2,scaffolding,0.27798168913443655,0.0730166336866552,0.9491503386742892,0.9262979012531635,0.9655117188463497,301.5217391304348,49.82608695652174
3_skills,0.2,presentation,0.3805655990014048,0.026692802004114932,0.9789109682299086,0.9720721771577546,0.9844787226270854,301.5217391304348,49.82608695652174
3_skills,0.25,correctness,0.3598106887384128,0.015351489839330677,0.9732537220523564,0.9599118655477993,0.9854248179358066,280.55652173913046,46.53913043478261
3_skills,0.25,scaffolding,0.2867641115920255,0.07310171300453465,0.9459569307786445,0.9228185489318744,0.9636071574945572,280.55652173913046,46.53913043478261
3_skills,0.25,presentation,0.3904998181523005,0.028668890332680295,0.978141949868115,0.9714543180808893,0.9838948721840732,280.55652173913046,46.53913043478261
3_skills,0.3,correctness,0.35699534785312187,0.015220958330157517,0.973544964228321,0.9603055976593302,0.9856753443031697,246.84347826086957,41.17391304347826
3_skills,0.3,scaffolding,0.31391535721042013,0.07312349631882703,0.9353404098701266,0.9073644705601999,0.9564128987234879,246.84347826086957,41.17391304347826
3_skills,0.3,presentation,0.386045201618268,0.027942992136961373,0.9772974037695376,0.9699763116187293,0.9832690363102675,246.84347826086957,41.17391304347826
3_skills,0.35,correctness,0.3855666145080221,0.01670890687001144,0.9725395301630717,0.961301855713096,0.9829362716292203,200.1391304347826,33.6695652173913
3_skills,0.35,scaffolding,0.3630338303343593,0.07473508023332742,0.9145025583259817,0.8765872327681975,0.9430732220854761,200.1391304347826,33.6695652173913
3_skills,0.35,presentation,0.41742737375701294,0.03144519895634635,0.9753671036417749,0.9679213087915237,0.9816942125214372,200.1391304347826,33.6695652173913
