model,family,fold,fit_grid,ridge,quadrature_method,quadrature_nodes_requested,quadrature_nodes_effective,linear_bound,fit_cache_sha256,n_items_before_policy,n_items_after_policy,n_nonpositive_items,theta_full,theta_reference,se_full,se_reference,theta_heldout,se_heldout,posterior_tail_mass_full,posterior_tail_mass_heldout,observed_pass_rate,predicted_pass_rate_reference,theta_online,theta_eap,theta_mwle,mwle_converged,predicted_pass_rate_online,predicted_pass_rate_eap,predicted_pass_rate_mwle,scenario_order,criterion_order,scenarios_administered,criteria_administered
01-ai/Yi-1.5-6B,yi,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,-0.9070500924704492,-0.9070500924704492,0.04256969692775866,0.04256969692775866,-1.066781631910178,0.049476664218031104,0.0,0.0,0.29194630872483224,0.27448274201850864,-0.723479,-0.8558780611573427,-0.82481060193493,True,0.30694574228213506,0.2833204403767852,0.28876812703414195,"[""ifb_0035"", ""ifb_0132"", ""ifb_0410"", ""ifb_0387""]","[""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0132_c01"", ""ifb_0132_c02"", ""ifb_0132_c03"", ""ifb_0410_c01"", ""ifb_0410_c02"", ""ifb_0410_c03"", ""ifb_0410_c04"", ""ifb_0410_c05"", ""ifb_0387_c01"", ""ifb_0387_c02"", ""ifb_0387_c03"", ""ifb_0387_c04"", ""ifb_0387_c05""]",4,17
01-ai/Yi-1.5-6B-Chat,yi,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,1.9745865799324722,1.9745865799324722,0.06140639171532898,0.06140639171532898,1.9233232984754551,0.06802880728762996,0.0,0.0,0.7669064748201438,0.7416918193383362,0.74349,1.1126723895571446,1.0419090879980097,True,0.5859943379121696,0.6411723326715629,0.6312760562713707,"[""ifb_0035"", ""ifb_0052"", ""ifb_0410"", ""ifb_0380""]","[""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0410_c01"", ""ifb_0410_c02"", ""ifb_0410_c03"", ""ifb_0410_c04"", ""ifb_0410_c05"", ""ifb_0380_c01"", ""ifb_0380_c02"", ""ifb_0380_c03"", ""ifb_0380_c04"", ""ifb_0380_c05""]",4,17
01-ai/Yi-6B,yi,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,-1.5348224313261534,-1.5348224313261534,0.05180337379130656,0.05180337379130656,-1.565013895475055,0.058382621010186216,0.0,0.0,0.1725790987535954,0.1813436058082817,-1.274247,-2.1442280991467624,-2.4874954955236994,True,0.21645870141173124,0.11787647904897827,0.09221787444282188,"[""ifb_0320"", ""ifb_0132"", ""ifb_0233"", ""ifb_0360""]","[""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0132_c01"", ""ifb_0132_c02"", ""ifb_0132_c03"", ""ifb_0233_c01"", ""ifb_0233_c02"", ""ifb_0360_c01"", ""ifb_0360_c02"", ""ifb_0360_c03"", ""ifb_0360_c04"", ""ifb_0360_c05"", ""ifb_0360_c06""]",4,16
01-ai/Yi-6B-200K,yi,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,-2.6950041897275767,-2.6950041897275767,0.08356782764736102,0.08356782764736102,-2.6955039678580013,0.0924023617082149,2.4383350870704436e-258,3.1172868983839194e-211,0.08053691275167785,0.07960809582988018,-1.411823,-2.103465660364358,-2.3366417253538994,True,0.1972902249509898,0.12136819031111284,0.10270334430645678,"[""ifb_0217"", ""ifb_0387"", ""ifb_0360"", ""ifb_0198""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0387_c01"", ""ifb_0387_c02"", ""ifb_0387_c03"", ""ifb_0387_c04"", ""ifb_0387_c05"", ""ifb_0360_c01"", ""ifb_0360_c02"", ""ifb_0360_c03"", ""ifb_0360_c04"", ""ifb_0360_c05"", ""ifb_0360_c06"", ""ifb_0198_c01"", ""ifb_0198_c02""]",4,15
01-ai/Yi-6B-Chat,yi,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,1.3351996371424062,1.3351996371424062,0.05271811262452074,0.05271811262452074,1.3653643223702225,0.059905600728877385,0.0,0.0,0.6955896452540747,0.6704003043926992,1.072147,1.5556742616904677,1.5493118139759219,True,0.6355147698618563,0.6969024986806025,0.6961685946961435,"[""ifb_0410"", ""ifb_0209"", ""ifb_0282"", ""ifb_0380""]","[""ifb_0410_c01"", ""ifb_0410_c02"", ""ifb_0410_c03"", ""ifb_0410_c04"", ""ifb_0410_c05"", ""ifb_0209_c01"", ""ifb_0209_c02"", ""ifb_0209_c03"", ""ifb_0282_c01"", ""ifb_0282_c02"", ""ifb_0282_c03"", ""ifb_0282_c04"", ""ifb_0282_c05"", ""ifb_0380_c01"", ""ifb_0380_c02"", ""ifb_0380_c03"", ""ifb_0380_c04"", ""ifb_0380_c05""]",4,18
BSC-LT/salamandra-2b,salamandra,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,-2.071974341535599,-2.071974341535599,0.0634978395883188,0.0634978395883188,-2.0982204384100327,0.07159213382668442,0.0,0.0,0.1049856184084372,0.12413498906480075,-1.001801,-1.0702075953941286,-1.0906087703261562,True,0.2585827884116005,0.2474944029674309,0.2442527414616202,"[""ifb_0035"", ""ifb_0360"", ""ifb_0132"", ""ifb_0198""]","[""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0360_c01"", ""ifb_0360_c02"", ""ifb_0360_c03"", ""ifb_0360_c04"", ""ifb_0360_c05"", ""ifb_0360_c06"", ""ifb_0132_c01"", ""ifb_0132_c02"", ""ifb_0132_c03"", ""ifb_0198_c01"", ""ifb_0198_c02""]",4,15
BSC-LT/salamandra-2b-instruct,salamandra,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,0.1968187076516544,0.1968187076516544,0.038347245215133205,0.038347245215133205,0.2026751575121703,0.043711059637910755,0.0,0.0,0.4841802492809204,0.4879031050273394,0.268913,0.298410279481999,0.25449570344170036,True,0.5018285693489374,0.5074513089955522,0.49906404111187314,"[""ifb_0320"", ""ifb_0035"", ""ifb_0217"", ""ifb_0410""]","[""ifb_0320_c01"", ""ifb_0320_c02"", ""ifb_0320_c03"", ""ifb_0320_c04"", ""ifb_0320_c05"", ""ifb_0035_c01"", ""ifb_0035_c02"", ""ifb_0035_c03"", ""ifb_0035_c04"", ""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0410_c01"", ""ifb_0410_c02"", ""ifb_0410_c03"", ""ifb_0410_c04"", ""ifb_0410_c05""]",4,16
BSC-LT/salamandra-7b,salamandra,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,-0.9360863109338291,-0.9360863109338291,0.04288879467259937,0.04288879467259937,-0.9666817033753103,0.04812382883786402,0.0,0.0,0.2588686481303931,0.269545052638161,-0.848772,-0.9425914496030167,-0.9499589865079837,True,0.28456109991410694,0.2684466375839076,0.26720608450439903,"[""ifb_0052"", ""ifb_0360"", ""ifb_0387"", ""ifb_0217""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0360_c01"", ""ifb_0360_c02"", ""ifb_0360_c03"", ""ifb_0360_c04"", ""ifb_0360_c05"", ""ifb_0360_c06"", ""ifb_0387_c01"", ""ifb_0387_c02"", ""ifb_0387_c03"", ""ifb_0387_c04"", ""ifb_0387_c05"", ""ifb_0217_c01"", ""ifb_0217_c02""]",4,16
BSC-LT/salamandra-7b-instruct,salamandra,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,0.6552399890572425,0.6552399890572425,0.04254800126876654,0.04254800126876654,0.6106683159990587,0.04790990362581023,0.0,0.0,0.5977948226270374,0.5714074950962386,-0.010887,0.033572576104769075,0.02880919227102773,True,0.4466501719512573,0.45558531270682107,0.45462996450976134,"[""ifb_0052"", ""ifb_0378"", ""ifb_0410"", ""ifb_0387""]","[""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0378_c01"", ""ifb_0378_c02"", ""ifb_0378_c03"", ""ifb_0378_c04"", ""ifb_0378_c05"", ""ifb_0410_c01"", ""ifb_0410_c02"", ""ifb_0410_c03"", ""ifb_0410_c04"", ""ifb_0410_c05"", ""ifb_0387_c01"", ""ifb_0387_c02"", ""ifb_0387_c03"", ""ifb_0387_c04"", ""ifb_0387_c05""]",4,18
arcee-ai/raspberry-3B,raspberry,0,61,0.1,normal_trapezoid,801,801,8.0,c0f03ac54b531bb77f0a94b90a6edb699e545e7949205809bf5ddf60e0265862,2093,2086,7,1.830894130327118,1.830894130327118,0.059489940245143175,0.059489940245143175,1.7665037359752733,0.06574810150957595,0.0,0.0,0.7411313518696069,0.7270802978306561,1.084567,1.227651507333666,1.2237871565320346,True,0.637251390257443,0.6566026544889652,0.6560953432362259,"[""ifb_0217"", ""ifb_0052"", ""ifb_0282"", ""ifb_0384"", ""ifb_0380""]","[""ifb_0217_c01"", ""ifb_0217_c02"", ""ifb_0052_c01"", ""ifb_0052_c02"", ""ifb_0052_c03"", ""ifb_0282_c01"", ""ifb_0282_c02"", ""ifb_0282_c03"", ""ifb_0282_c04"", ""ifb_0282_c05"", ""ifb_0384_c01"", ""ifb_0384_c02"", ""ifb_0384_c03"", ""ifb_0384_c04"", ""ifb_0384_c05"", ""ifb_0384_c06"", ""ifb_0380_c01"", ""ifb_0380_c02"", ""ifb_0380_c03"", ""ifb_0380_c04"", ""ifb_0380_c05""]",5,21
